week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Sub Total COGS,Discounted Total COGS,Cash Over Under,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost,Manager Freebies,Employee Freebies,Promo,Waste,Total Freebies
03/14/2017,0.031894405649333865,0.11765624604095609,0.02879237760536757,0.010439067464640999,0.02886082788991198,0.014011828989576,0.0006416628237547708,0.2322964164635412,0.2322964164635412,5.4,1501.4717,1226.2724,1238.5598,454.1418,460.36,0.0,4880.8057,0.0,0.0,0.0,0.0,0.0,4880.8057,96.43,185.43,266.74,21.0,569.6
03/21/2017,0.03307278046885433,0.11314897233249564,0.033949169003654196,0.010378646611064569,0.03089309951317817,0.013846256570880528,0.0012612569957873505,0.23655018149591478,0.23655018149591478,-2.01,1494.6839,1153.0839,1388.4704,462.1493,457.49,0.0,4955.8775,0.0,0.0,0.0,0.0,0.0,4955.8775,91.4,178.47,493.75,6.25,769.87
03/28/2017,0.03287630587254997,0.11491384608637632,0.0317765379928641,0.010564212122256292,0.03203598021495406,0.015737393924775467,0.0008800962312557377,0.23878437244503195,0.23878437244503195,-25.05,1498.0251,1104.7039,1288.3707,445.5309,457.16,0.0,4793.7906,0.0,0.0,0.0,0.0,0.0,4793.7906,112.28,193.15,291.23,0.0,596.6600000000001
04/04/2017,0.030442770814058908,0.12042609295662209,0.02889667463944576,0.009526460240792367,0.03325133438330605,0.012736919949378527,0.00048414675276855476,0.2357643997363723,0.2357643997363723,-0.01,1460.0754,1079.4221,1301.092,439.7475,438.3,0.0,4718.637000000001,130.0,0.0,14.885,0.0,144.885,4863.522000000001,98.11,167.85,305.45,0.0,571.41
04/11/2017,0.03343880818951272,0.12194463024875274,0.024618756848901777,0.010170037726191903,0.038433601962902075,0.017560963185276786,0.001804295606939289,0.24797109376847748,0.24797109376847748,-3.33,1491.7654,1087.4662,1297.9292,443.9349,499.68,0.0,4820.7757,0.0,0.0,0.0,0.0,0.0,4820.7757,98.48,184.16,182.25,14.5,479.39
04/18/2017,0.03162945360719636,0.1093050445307933,0.03056245803463647,0.010074383889643991,0.046156391977157596,0.014541591935893517,0.001555823812135132,0.24382514778745626,0.24382514778745626,-5.62,1495.9813,1153.0287,1239.1332,445.1924,499.52,0.0,4832.855600000001,0.0,0.0,0.0,0.0,0.0,4832.855600000001,130.76,193.31,256.9,0.0,580.97
04/25/2017,0.030151452251958505,0.11469028037764084,0.03053939872081886,0.010162532277926406,0.06227187111536791,0.015669508967950604,0.0007983790440202501,0.2642834227556834,0.2642834227556834,-7.0,1498.9748,1104.7719,1343.2391,451.9299,569.86,0.0,4968.775699999999,0.0,0.0,0.0,0.0,0.0,4968.775699999999,98.25,173.97,242.0,14.0,528.22
05/02/2017,0.043554576999274126,0.1350644441812173,0.02907965434408068,0.011916124602750001,0.06303864742164329,0.01597736271472272,0.00062268814675051,0.2992534984104387,0.2992534984104387,1.43,1502.5262,1425.7194,1509.3109,508.1002,574.06,0.0,5519.716700000001,0.0,0.0,0.0,0.0,0.0,5519.716700000001,111.03,144.42,133.75,5.5,394.7
05/09/2017,0.03203573079081922,0.11215527412513036,0.02786595611943945,0.009631613646142522,0.03409546586428107,0.015636992919120254,0.00035317045991780575,0.23177420392485074,0.23177420392485074,-5.32,1506.0,1054.3505,1295.6591,441.5131,468.29,0.0,4765.8127,0.0,0.0,0.0,0.0,0.0,4765.8127,110.15,196.55,246.97,17.45,571.1200000000001
05/16/2017,0.03358702891181889,0.10692661026561702,0.02580505558349386,0.010796919153415872,0.02632490983204481,0.012724487009512897,0.0009104090702970278,0.21707541982620032,0.21707541982620032,-12.89,1402.6901,1121.0966,1273.7569,434.8187,466.22,0.0,4698.5823,0.0,0.0,0.0,0.0,0.0,4698.5823,98.05,146.68,770.5,0.0,1015.23
05/23/2017,0.030877172021533766,0.11537890899583388,0.02711956941039313,0.010038071990673275,0.021158141812539645,0.014671560769454967,0.0010066253621821794,0.2202500503626109,0.2202500503626109,16.1,1494.225,1115.2887,1387.0974,457.612,528.89,0.0,4983.1131000000005,0.0,0.0,0.0,0.0,0.0,4983.1131000000005,123.91,143.59,550.72,29.9,848.12
05/30/2017,0.03165949587776287,0.11296636196821701,0.029187676984118525,0.010569232958588299,0.02063977897712348,0.015128017859370626,0.0005860215694153895,0.22073658619459613,0.22073658619459613,-2.95,1580.1185,1034.8555,1308.0154,449.1823,456.7,0.0,4828.871700000001,100.0,0.0,11.45,0.0,111.45,4940.3217,130.25,122.8,268.8,11.0,532.85
06/06/2017,0.030361028076410827,0.11141075338937749,0.028817283157565765,0.0097593705840329,0.022981774733342612,0.014282182092344461,0.0015103914188669884,0.21912278345194106,0.21912278345194106,-2.3,1407.4449,1059.8215,1312.9187,432.8312,541.22,0.0,4754.2363,260.0,0.0,29.77,0.0,289.77,5044.006299999999,76.18,160.29,181.95,5.5,423.91999999999996
06/13/2017,0.03132594272200199,0.1147078657899344,0.027975953526266917,0.01030222864333212,0.021543242431170558,0.016644571612321298,0.0008300754246019097,0.22332988014962912,0.22332988014962912,-3.05,1492.6668,975.449,1242.7821,424.8978,452.71,0.0,4588.5057,0.0,0.0,0.0,0.0,0.0,4588.5057,108.58,136.26,142.1,0.0,386.93999999999994
06/20/2017,0.034090951343074015,0.1133257379507389,0.028371891213573346,0.010577860621671667,0.02347625739663064,0.015956846974444775,0.0010360847943131244,0.2268356302944465,0.2268356302944465,-1.48,1490.8333,774.2212,1238.3938,401.1448,434.81,0.0,4339.4031,0.0,0.0,0.0,0.0,0.0,4339.4031,130.74,80.54,161.87,5.5,378.65000000000003
06/27/2017,0.032267479615253156,0.11422600825155016,0.02972305429422391,0.010407401982325079,0.02362316293149748,0.016188986133489576,0.00026127264293735494,0.22669736585127678,0.22669736585127678,2.29,1412.1429,955.2642,1156.6143,403.5005,458.68,0.0,4386.2019,0.0,0.0,0.0,0.0,0.0,4386.2019,80.71,109.93,44.08,0.0,234.71999999999997
07/04/2017,0.03622799038628843,0.11502914810576209,0.026346131810832257,0.009571237800729092,0.02680128362005186,0.014543575038866503,0.00014602345145825474,0.22866539021398855,0.22866539021398855,-17.83,1489.2119,839.4274,1020.0354,383.4233,366.64,0.0,4098.737999999999,0.0,0.0,0.0,0.0,0.0,4098.737999999999,93.19,83.37,7.5,0.0,184.06
07/11/2017,0.03230767703782305,0.11413836870691091,0.02857434947927664,0.010251949140970376,0.024541954127739494,0.011915821652924477,0.00041865400544634587,0.2221487741510912,0.2221487741510912,1.39,1493.9768,813.6035,1320.9674,415.4687,458.45,0.0,4502.4664,0.0,0.0,0.0,0.0,0.0,4502.4664,139.8,129.49,0.0,6.5,275.79
07/18/2017,0.03001734627095013,0.10855687903707716,0.03195206442250235,0.010912318242608774,0.032563634294169544,0.0190413738155536,0.0006211592635802317,0.23366477534644187,0.23366477534644187,0.22,1489.6394,962.149,1320.7169,431.9519,424.4,0.0,4628.8571999999995,0.0,0.0,0.0,0.0,0.0,4628.8571999999995,153.01,120.24,16.65,37.8,327.7
07/25/2017,0.03268103749138533,0.11533733889615731,0.030200178090407072,0.00948007135386964,0.01639839518532055,0.013771408662162027,0.000367109891668533,0.2182355395709705,0.2182355395709705,0.65,1511.7751,780.6033,1178.5604,397.4225,431.56,0.0,4299.9213,300.0,0.0,34.35,0.0,334.35,4634.2713,67.19,121.36,25.25,0.0,213.8
08/01/2017,0.03321284639459702,0.11000039144951919,0.03065075424371035,0.008812764190197983,0.030410025022187242,0.01947808157930308,0.00245537934210792,0.23502024222162268,0.23502024222162268,-19.45,1485.5224,918.5911,1209.506,413.7594,410.26,0.0,4437.6389,200.0,0.0,22.9,0.0,222.9,4660.5389,149.19,221.95,34.5,0.0,405.64
08/08/2017,0.03426611954656867,0.11542513595821248,0.0324200725066926,0.010200924914232199,0.024164556623076875,0.01525368525616703,0.0011144230323367336,0.2328449178372867,0.2328449178372867,-2.85,1511.398,512.8723,1269.8671,377.1787,373.28,0.0,4044.5960999999998,0.0,0.0,0.0,0.0,0.0,4044.5960999999998,122.11,178.38,53.15,12.75,366.39
08/15/2017,0.03187600438496102,0.10665158232041537,0.026932996831745184,0.010764019226367591,0.021432888412379083,0.013685945236173508,0.0021769825685752486,0.21352041898061686,0.21352041898061686,0.55,1525.3897,491.5337,1259.3895,375.1378,441.53,0.0,4092.9807,0.0,0.0,0.0,0.0,0.0,4092.9807,112.39,112.17,81.04,0.0,305.6
08/22/2017,0.030816306684760833,0.10929206502177721,0.03093383559790825,0.010164025580335629,0.021566331151769633,0.017359059120397008,-0.0005164689462230715,0.2196151542107256,0.2196151542107256,-0.5,1650.0,668.3531,1211.8761,404.2112,459.63,0.0,4394.0704000000005,0.0,0.0,0.0,0.0,0.0,4394.0704000000005,129.46,155.59,80.2,6.45,371.7
08/29/2017,0.03418063783137067,0.11976047996452248,0.030655188283313574,0.010426252548103303,0.023269322879438784,0.013941164688362692,0.0009278813915273349,0.23316092758663884,0.23316092758663884,2.82,1690.597,851.7733,1275.8354,437.1846,403.1,0.0,4658.4903,0.0,0.0,0.0,0.0,0.0,4658.4903,132.92,174.78,39.0,12.5,359.2
09/05/2017,0.03298003898752317,0.11535129638282429,0.02859988884060477,0.010731615448431434,0.023544104805872913,0.016502926788733118,0.0010877954885087605,0.22879766674249852,0.22879766674249852,-2.03,1633.3333,618.3362,1356.4486,413.1295,435.59,0.0,4456.8376,0.0,0.0,0.0,0.0,0.0,4456.8376,147.19,163.61,54.37,15.5,380.67
09/12/2017,0.03524851358096599,0.12785246490384913,0.029430725837333645,0.008314040630537102,0.0254180210062355,0.017961913509419062,0.0015857026545872315,0.24581138212292766,0.24581138212292766,4.44,1455.1766,694.2713,1395.1331,405.8545,388.66,0.0,4339.0955,390.0,0.0,44.655,0.0,434.655,4773.7505,32.22,193.47,24.23,40.5,290.41999999999996
09/19/2017,0.03267254855392773,0.110018865048616,0.028727215367109864,0.012369119737406462,0.02590631280816989,0.005260931058562472,0.0012317933848264323,0.2161867859586189,0.2161867859586189,5.2,1662.3383,638.3012,1324.3904,415.0659,389.51,0.0,4429.605799999999,0.0,0.0,0.0,0.0,0.0,4429.605799999999,100.6,174.62,172.0,19.9,467.12
09/26/2017,0.032361464235692895,0.12256961867706274,0.029637921590967013,0.010753188120906993,0.027929790697209318,0.022440229386000845,0.0010808676617737089,0.24677308036961365,0.24677308036961365,0.09,1650.0,635.2697,1413.4666,423.5053,433.93,0.0,4556.1716,0.0,0.0,0.0,0.0,0.0,4556.1716,137.46,129.6,27.29,11.0,305.35
10/03/2017,0.03349209281448781,0.12004767135543148,0.029232365224414133,0.01038711888678797,0.026636638928986094,0.013461993830586149,0.0005681860686665985,0.2338260671093601,0.2338260671093601,1.22,1650.0,533.772,1236.9976,391.6781,408.78,0.0,4221.2276999999995,0.0,0.0,0.0,0.0,0.0,4221.2276999999995,92.04,96.59,32.5,17.8,238.93
10/10/2017,0.03240587874775944,0.12394418091608721,0.02905307375288844,0.010970683502964424,0.030895787869578355,0.016203906700614543,0.001153703164963136,0.2446272146548556,0.2446272146548556,-4.75,1650.0,688.3502,1178.0239,402.6248,373.25,0.0,4292.2489000000005,0.0,0.0,0.0,0.0,0.0,4292.2489000000005,100.77,153.63,32.96,39.0,326.35999999999996
10/17/2017,0.0318252491810745,0.1227819153222275,0.03032335908350413,0.010603422845831795,0.033365634908122686,0.018215789934661133,0.0005755566065829352,0.2476909278820047,0.2476909278820047,1.84,1650.0,883.8736,1299.842,438.9604,428.89,0.0,4701.566000000001,0.0,0.0,0.0,0.0,0.0,4701.566000000001,92.51,112.36,62.28,17.5,284.65
10/24/2017,0.03331149554921408,0.12046139780288687,0.030097651723045092,0.010694313143688119,0.03482595882963893,0.01539523911528931,0.0007544137889557796,0.24554046995271814,0.24554046995271814,-6.51,1650.0,804.305,1224.84,421.2621,414.71,0.0,4515.1170999999995,0.0,0.0,0.0,0.0,0.0,4515.1170999999995,96.73,125.33,16.35,5.5,243.91
10/31/2017,0.033286468608255924,0.12455429261181704,0.030609064176667956,0.010483617223470137,0.029645939382245533,0.014416934503077678,0.001245270291314356,0.24424158679684863,0.24424158679684863,6.91,1650.0,738.5252,1291.5568,421.3694,342.85,0.0,4444.3014,0.0,0.0,0.0,0.0,0.0,4444.3014,142.13,105.74,52.7,0.0,300.57
11/07/2017,0.031809296455629237,0.12485466803354746,0.03042867238422858,0.009808173911441396,0.029661420669815402,0.013700579432832247,0.006181717926885918,0.24644452881438028,0.24644452881438028,-17.71,1606.6196,530.5823,1306.1521,394.264,423.8,0.0,4261.418000000001,0.0,0.0,0.0,0.0,0.0,4261.418000000001,113.06,143.85,181.59,0.0,438.5
11/14/2017,0.03257003678213626,0.11942701809952833,0.031747540663437095,0.011437404559626269,0.026086743004813246,0.013615412267033503,-0.001048864056111511,0.23383529132046313,0.23383529132046313,-47.09,1586.4432,572.6233,1114.6838,374.8444,346.37,0.0,3994.9646999999995,0.0,0.0,0.0,0.0,0.0,3994.9646999999995,82.79,122.74,53.3,0.0,258.83
11/21/2017,0.033792800513326254,0.12743321806460514,0.03134328261796384,0.010645777618918429,0.02411474908596061,0.012327904362842415,0.001883201054213627,0.2415409333178304,0.24157682021954188,-16.82,1582.4449,657.9759,1113.4163,384.0143,376.62,0.0,4114.471399999999,0.0,0.0,0.0,0.0,0.0,4114.471399999999,95.8,87.91,13.92,38.25,235.87999999999997
11/28/2017,0.03805679064977798,0.13019491638220293,0.03315114651102978,0.0048963571642303555,0.021675868577301555,0.022991566666566585,0.0004003006257699504,0.251366946576879,0.2523676981413039,-22.12,1275.1667,672.9287,740.054,307.7931,260.75,0.0,3256.6925,230.0,0.0,26.335,0.0,256.335,3513.0275,47.4,75.32,6.5,0.0,129.22
12/05/2017,0.03254817932457419,0.11945918255852402,0.03010092789810291,0.012138685219898642,0.0213614871912032,0.013544630352016647,0.0009288133717225951,0.2300819059160422,0.23011738145140348,-8.27,1515.9999,812.1268,902.1564,369.8674,344.33,0.0,3944.4804999999997,0.0,0.0,0.0,0.0,0.0,3944.4804999999997,72.12,75.57,22.26,5.5,175.45
12/12/2017,0.03454768554639354,0.12627785025131835,0.028758354781936373,0.009874407310341256,0.028134750180183913,0.012366744113796424,-0.001570968986454709,0.23838882319751512,0.2385062068566142,6.4,1546.6382,798.99,913.9224,373.2185,354.47,0.0,3987.2391,0.0,0.0,0.0,0.0,0.0,3987.2391,59.03,39.6,8.19,0.0,106.82
12/19/2017,0.032600344535828406,0.11601227214130445,0.028319903481193804,0.011294055165022913,0.03014586208134595,0.01636815475525153,0.0015794589988138354,0.23632005115876092,0.23642166416359972,-2.76,1509.6667,848.8176,980.3505,382.2966,388.8,0.0,4109.9314,0.0,0.0,0.0,0.0,0.0,4109.9314,131.24,65.89,26.95,0.0,224.07999999999998
12/26/2017,0.03542260082886613,0.117648921828596,0.02890672937856856,0.012107690783295764,0.02543214578880912,0.012854370273540368,0.0014908772909040238,0.23386333617257987,0.23399969274319393,-7.77,1218.3333,589.6619,947.5003,315.5042,304.0,0.0,3374.9997,100.0,0.0,11.45,0.0,111.45,3486.4496999999997,66.95,61.49,54.62,0.0,183.06
