week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Sub Total COGS,Discounted Total COGS,Cash Over Under
01/03/2017,0.03643477798998892,0.11634469174149545,0.02690551267693509,0.00996041052756787,0.026407808971070205,0.012467601642529209,0.0009420229681780531,0.22946282651776476,0.22946282651776476,-9.82
01/10/2017,0.03690275497489792,0.11654109030573706,0.030922341087455923,0.008288902680563188,0.03249186616657774,0.01695147881403563,0.0014215407657440127,0.2435199747950114,0.2435199747950114,13.69
01/17/2017,0.03441385795545297,0.10960990774889168,0.031436979010030924,0.010116590953894587,0.024374797647603925,0.012975814122146748,0.0005090071098537846,0.22343695454787477,0.22343695454787477,1.06
01/24/2017,0.03676549970600601,0.130761360653632,0.030325643216557487,0.011446187133355188,0.03024545506040638,0.01496495607642089,0.00031176925341483853,0.25482087109979285,0.25482087109979285,2.57
01/31/2017,0.033918331740653875,0.11923632467494857,0.02979302406393885,0.014623881504647733,0.02201235774476588,0.017631736310196048,0.0009438652882749859,0.23815952132742588,0.23815952132742588,-1.85
02/07/2017,0.0324076505318276,0.1039685050689321,0.036841360043660606,0.010199964888310476,0.02978459741776423,0.014314565117554183,0.005381298954409505,0.23289794202245873,0.23353402335436213,-10.41
02/14/2017,0.03310603374810531,0.11072058211668821,0.03100447637993844,0.010506663063443925,0.026024804710232666,0.01548187975849489,0.0011447612575068997,0.2279892010344103,0.2279892010344103,-6.49
02/21/2017,0.03310541091834273,0.12007570606598975,0.029408330226131207,0.010774577968840248,0.03111063101791943,0.015405756731662024,0.0002007618128513908,0.2400811747417368,0.2400811747417368,-4.34
02/28/2017,0.03219823144676027,0.11592023022586548,0.029728361384843454,0.012911792099066885,0.03278151216534403,0.018119787215487914,0.000543960931368268,0.24220387546873637,0.24220387546873637,-3.78
03/07/2017,0.032485882944485255,0.11339453138328803,0.029580599035707422,0.008681775076081767,0.032445136464333474,0.01453047552153113,0.0009278660471536399,0.23204626647258084,0.23204626647258084,-8.99
03/14/2017,0.031894405649333865,0.11765624604095609,0.02879237760536757,0.010439067464640999,0.02886082788991198,0.014011828989576,0.0006416628237547708,0.2322964164635412,0.2322964164635412,5.4
03/21/2017,0.03307278046885433,0.11314897233249564,0.033949169003654196,0.010378646611064569,0.03089309951317817,0.013846256570880528,0.0012612569957873505,0.23655018149591478,0.23655018149591478,-2.01
03/28/2017,0.03287630587254997,0.11491384608637632,0.0317765379928641,0.010564212122256292,0.03203598021495406,0.015737393924775467,0.0008800962312557377,0.23878437244503195,0.23878437244503195,-25.05
04/04/2017,0.030442770814058908,0.12042609295662209,0.02889667463944576,0.009526460240792367,0.03325133438330605,0.012736919949378527,0.00048414675276855476,0.2357643997363723,0.2357643997363723,-0.01
04/11/2017,0.03343880818951272,0.12194463024875274,0.024618756848901777,0.010170037726191903,0.038433601962902075,0.017560963185276786,0.001804295606939289,0.24797109376847748,0.24797109376847748,-3.33
04/18/2017,0.03162945360719636,0.1093050445307933,0.03056245803463647,0.010074383889643991,0.046156391977157596,0.014541591935893517,0.001555823812135132,0.24382514778745626,0.24382514778745626,-5.62
04/25/2017,0.030151452251958505,0.11469028037764084,0.03053939872081886,0.010162532277926406,0.06227187111536791,0.015669508967950604,0.0007983790440202501,0.2642834227556834,0.2642834227556834,-7.0
05/02/2017,0.043554576999274126,0.1350644441812173,0.02907965434408068,0.011916124602750001,0.06303864742164329,0.01597736271472272,0.00062268814675051,0.2992534984104387,0.2992534984104387,1.43
05/09/2017,0.03203573079081922,0.11215527412513036,0.02786595611943945,0.009631613646142522,0.03409546586428107,0.015636992919120254,0.00035317045991780575,0.23177420392485074,0.23177420392485074,-5.32
05/16/2017,0.03358702891181889,0.10692661026561702,0.02580505558349386,0.010796919153415872,0.02632490983204481,0.012724487009512897,0.0009104090702970278,0.21707541982620032,0.21707541982620032,-12.89
05/23/2017,0.030877172021533766,0.11537890899583388,0.02711956941039313,0.010038071990673275,0.021158141812539645,0.014671560769454967,0.0010066253621821794,0.2202500503626109,0.2202500503626109,16.1
05/30/2017,0.03165949587776287,0.11296636196821701,0.029187676984118525,0.010569232958588299,0.02063977897712348,0.015128017859370626,0.0005860215694153895,0.22073658619459613,0.22073658619459613,-2.95
06/06/2017,0.030361028076410827,0.11141075338937749,0.028817283157565765,0.0097593705840329,0.022981774733342612,0.014282182092344461,0.0015103914188669884,0.21912278345194106,0.21912278345194106,-2.3
06/13/2017,0.03132594272200199,0.1147078657899344,0.027975953526266917,0.01030222864333212,0.021543242431170558,0.016644571612321298,0.0008300754246019097,0.22332988014962912,0.22332988014962912,-3.05
06/20/2017,0.034090951343074015,0.1133257379507389,0.028371891213573346,0.010577860621671667,0.02347625739663064,0.015956846974444775,0.0010360847943131244,0.2268356302944465,0.2268356302944465,-1.48
