week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
01/03/2017,122816 (3000049),12/28/2016,0,Hardie's,0,151.31,0,0,151.31
01/03/2017,123016 (3003403),12/30/2016,0,Hardie's,0,241.24,0,0,241.24
01/10/2017,010517 (3012925),01/05/2017,0,Hardie's,0,205.21,0,0,205.21
01/10/2017,011017 (3018370),01/10/2017,0,Hardie's,0,163.77,0,0,163.77
01/17/2017,011217 (3025354),01/12/2017,0,Hardie's,0,117.31,0,0,117.31
01/17/2017,011417 (3032545),01/14/2017,0,Hardie's,0,125.03,0,0,125.03
01/17/2017,011717 (3032560),01/17/2017,0,Hardie's,0,191.84,0,0,191.84
01/24/2017,12017 (3040854),01/20/2017,0,Hardie's,0,198.18,0,0,198.18
01/31/2017,012517 (3051571),01/25/2017,0,Hardie's,0,115.2,0,0,115.2
01/31/2017,012717 (3058935),01/27/2017,0,Hardie's,0,176.56,0,0,176.56
01/31/2017,013117 (3058958),01/31/2017,0,Hardie's,0,199.51,0,0,199.51
02/07/2017,020217 (3065049),02/02/2017,0,Hardie's,0,194.99,0,0,194.99
02/07/2017,020417 (3071689),02/04/2017,0,Hardie's,0,115.86,0,0,115.86
02/14/2017,020817 (3077206),02/08/2017,0,Hardie's,0,26.71,0,0,26.71
02/14/2017,020817 (3077213),02/08/2017,0,Hardie's,0,107.59,0,0,107.59
02/14/2017,020817 (3078478),02/08/2017,0,Hardie's,0,54.54,0,0,54.54
02/14/2017,21117 (3084702),02/11/2017,0,Hardie's,0,169.59,0,0,169.59
02/14/2017,021417 (3084710),02/14/2017,0,Hardie's,0,214.73,0,0,214.73
02/21/2017,021717 (3092635),02/17/2017,0,Hardie's,0,214.72,0,0,214.72
02/21/2017,022117 (3098843),02/21/2017,0,Hardie's,0,162.1,0,0,162.1
02/28/2017,022417 (3106529),02/24/2017,0,Hardie's,0,215.26,0,0,215.26
02/28/2017,022817 (3112561),02/28/2017,0,Hardie's,0,192.41,0,0,192.41
02/28/2017,022517 (3112569),02/25/2017,0,Hardie's,0,38.01,0,0,38.01
03/07/2017,030217 (3121005),03/02/2017,0,Hardie's,0,187.35,0,0,187.35
03/07/2017,030417 (3122169),03/04/2017,0,Hardie's,0,162.03,0,0,162.03
03/07/2017,030717 (3126842),03/07/2017,0,Hardie's,0,129.86,0,0,129.86
03/14/2017,030917 (3134650),03/09/2017,0,Hardie's,0,155.69,0,0,155.69
03/14/2017,031117 (3139882),03/11/2017,0,Hardie's,0,163.61,0,0,163.61
03/14/2017,031317 (3139889),03/13/2017,0,Hardie's,0,173.22,0,0,173.22
03/21/2017,031717 (3148735),03/17/2017,0,Hardie's,0,115.35,0,0,115.35
03/21/2017,031517 (3148737),03/15/2017,0,Hardie's,0,110.54,0,0,110.54
03/21/2017,031517 (3148739),03/15/2017,0,Hardie's,0,3.38,0,0,3.38
03/21/2017,032016 (3154439),03/20/2017,0,Hardie's,0,222.7,0,0,222.7
03/28/2017,032317 (3162459),03/23/2017,0,Hardie's,0,201.44,0,0,201.44
03/28/2017,032517 (3166962),03/25/2017,0,Hardie's,0,251.68,0,0,251.68
04/04/2017,032917 (3174781),03/29/2017,0,Hardie's,0,279.36,0,0,279.36
04/04/2017,033117 (3176556),03/31/2017,0,Hardie's,0,239.43,0,0,239.43
04/04/2017,040417 (3182656),04/04/2017,0,Hardie's,0,308.53,0,0,308.53
04/11/2017,040717 (3190520),04/07/2017,0,Hardie's,0,274.78,0,0,274.78
04/11/2017,041117 (3196832),04/11/2017,0,Hardie's,0,381.83,0,0,381.83
04/18/2017,041417 (3209945),04/14/2017,0,Hardie's,0,459.62,0,0,459.62
04/18/2017,041817 (3209953),04/18/2017,0,Hardie's,0,466.74,0,0,466.74
04/25/2017,042017 (3217743),04/20/2017,0,Hardie's,0,260.56,0,0,260.56
04/25/2017,042217 (3225884),04/22/2017,0,Hardie's,0,362.52,0,0,362.52
04/25/2017,042517 (3225904),04/25/2017,0,Hardie's,0,329.85,0,0,329.85
05/02/2017,042717 (3235808),04/27/2017,0,Nogales Produce,0,327.17,0,0,327.17
05/02/2017,042917 (3235813),04/29/2017,0,Nogales Produce,0,164.64,0,0,164.64
05/02/2017,050117 (3240831),05/01/2017,0,Nogales Produce,0,323.33,0,0,323.33
05/02/2017,050117 (3240832),05/01/2017,0,Nogales Produce,0,46.0,0,0,46.0
05/09/2017,050317 (3249603),05/03/2017,0,Nogales Produce,0,120.0,0,0,120.0
05/09/2017,050417 (3249606),05/04/2017,0,Nogales Produce,0,122.45,0,0,122.45
05/09/2017,050617 (3257187),05/06/2017,0,Nogales Produce,0,248.83,0,0,248.83
05/16/2017,051017 (3262986),05/10/2017,0,Nogales Produce,0,189.49,0,0,189.49
05/16/2017,051317 (3266747),05/13/2017,0,Nogales Produce,0,135.91,0,0,135.91
05/16/2017,051617 (3271495),05/16/2017,0,Nogales Produce,0,151.95,0,0,151.95
05/23/2017,051917 (3280039),05/19/2017,0,Nogales Produce,0,165.21,0,0,165.21
05/23/2017,052217 (3286100),05/22/2017,0,Nogales Produce,0,141.0,0,0,141.0
05/30/2017,052517 (3292766),05/25/2017,0,Nogales Produce,0,205.95,0,0,205.95
05/30/2017,052716 (3298246),05/27/2017,0,Nogales Produce,0,138.0,0,0,138.0
06/06/2017,060117 (3306647),06/01/2017,0,Nogales Produce,0,106.08,0,0,106.08
06/06/2017,060117 (3306649),06/01/2017,0,Nogales Produce,0,32.0,0,0,32.0
06/06/2017,060317 (3312214),06/03/2017,0,Nogales Produce,0,141.13,0,0,141.13
06/06/2017,060517 (3312223),06/05/2017,0,Nogales Produce,0,154.46,0,0,154.46
06/13/2017,060717 (3320769),06/07/2017,0,Nogales Produce,0,144.0,0,0,144.0
06/13/2017,061017 (3321850),06/10/2017,0,Nogales Produce,0,113.95,0,0,113.95
06/20/2017,061517 (3334986),06/15/2017,0,Nogales Produce,0,109.95,0,0,109.95
06/20/2017,061417 (3334991),06/14/2017,0,Nogales Produce,0,175.5,0,0,175.5
06/20/2017,061717 (3336296),06/17/2017,0,Nogales Produce,0,76.45,0,0,76.45
06/20/2017,062017 (3341162),06/20/2017,0,Nogales Produce,0,156.0,0,0,156.0
06/27/2017,062217 (3348870),06/22/2017,0,Nogales Produce,0,119.37,0,0,119.37
06/27/2017,062417 (3354893),06/24/2017,0,Nogales Produce,0,156.0,0,0,156.0
06/27/2017,062717 (3354909),06/27/2017,0,Nogales Produce,0,202.45,0,0,202.45
07/04/2017,063017 (3369545),06/30/2017,0,Nogales Produce,0,153.0,0,0,153.0
07/11/2017,070517 (3376094),07/05/2017,0,Nogales Produce,0,202.95,0,0,202.95
07/11/2017,070816 (3381422),07/08/2017,0,Nogales Produce,0,183.95,0,0,183.95
07/11/2017,071117 (3381430),07/11/2017,0,Nogales Produce,0,99.95,0,0,99.95
07/18/2017,071317 (3388900),07/13/2017,0,Nogales Produce,0,175.0,0,0,175.0
07/18/2017,071217 (3388905),07/12/2017,0,Nogales Produce,0,72.0,0,0,72.0
07/18/2017,071517 (3390997),07/15/2017,0,Nogales Produce,0,146.0,0,0,146.0
07/18/2017,071817 (3398366),07/18/2017,0,Nogales Produce,0,136.95,0,0,136.95
07/18/2017,071717 (3398372),07/17/2017,0,Nogales Produce,0,11.95,0,0,11.95
07/25/2017,072217 (3405315),07/22/2017,0,Nogales Produce,0,197.75,0,0,197.75
07/25/2017,071917 (3405318),07/19/2017,0,Nogales Produce,0,96.0,0,0,96.0
07/25/2017,072517 (3411119),07/25/2017,0,Nogales Produce,0,200.95,0,0,200.95
08/01/2017,072817 (3418160),07/28/2017,0,Nogales Produce,0,200.0,0,0,200.0
08/01/2017,073117 (3424422),07/31/2017,0,Nogales Produce,0,219.95,0,0,219.95
08/08/2017,080317 (3431009),08/03/2017,0,Nogales Produce,0,160.95,0,0,160.95
08/08/2017,080817 (3438751),08/08/2017,0,Nogales Produce,0,180.45,0,0,180.45
08/15/2017,081117 (3447028),08/11/2017,0,Nogales Produce,0,156.95,0,0,156.95
08/15/2017,081217 (3452789),08/12/2017,0,Nogales Produce,0,129.5,0,0,129.5
08/22/2017,081617 (3460908),08/16/2017,0,Nogales Produce,0,161.95,0,0,161.95
08/22/2017,081917 (3466692),08/19/2017,0,Nogales Produce,0,139.5,0,0,139.5
08/29/2017,082317 (3474278),08/23/2017,0,Nogales Produce,0,135.95,0,0,135.95
08/29/2017,082617 (3475461),08/26/2017,0,Nogales Produce,0,160.2,0,0,160.2
08/29/2017,082917 (3479842),08/29/2017,0,Nogales Produce,0,167.0,0,0,167.0
09/05/2017,090117 (3489512),09/01/2017,0,Nogales Produce,0,184.2,0,0,184.2
09/05/2017,090517 (3496371),09/05/2017,0,Nogales Produce,0,185.95,0,0,185.95
09/12/2017,090917 (3505536),09/09/2017,0,Nogales Produce,0,167.95,0,0,167.95
09/12/2017,091107 (3505539),09/11/2017,0,Nogales Produce,0,167.0,0,0,167.0
09/19/2017,091517 (3515912),09/15/2017,0,Nogales Produce,0,100.0,0,0,100.0
09/19/2017,091517 (3515915),09/15/2017,0,Nogales Produce,0,136.2,0,0,136.2
09/19/2017,091917 (3521708),09/19/2017,0,Nogales Produce,0,188.25,0,0,188.25
09/26/2017,092217 (3529244),09/22/2017,0,Nogales Produce,0,132.95,0,0,132.95
09/26/2017,092317 (3530600),09/23/2017,0,Nogales Produce,0,88.0,0,0,88.0
09/26/2017,092617 (3535956),09/26/2017,0,Nogales Produce,0,208.2,0,0,208.2
10/03/2017,093017 (3549497),09/30/2017,0,Nogales Produce,0,236.2,0,0,236.2
10/10/2017,100517 (3558003),10/05/2017,0,Nogales Produce,0,136.0,0,0,136.0
10/10/2017,100517 (3558005),10/05/2017,0,Nogales Produce,0,123.95,0,0,123.95
10/10/2017,100717 (3564727),10/07/2017,0,Nogales Produce,0,191.95,0,0,191.95
10/17/2017,101117 (3578174),10/11/2017,0,Nogales Produce,0,163.25,0,0,163.25
10/17/2017,101417 (3578184),10/11/2017,0,Nogales Produce,0,174.7,0,0,174.7
10/17/2017,101711 (3578197),10/11/2017,0,Nogales Produce,0,284.2,0,0,284.2
10/24/2017,102019 (3586201),10/20/2017,0,Nogales Produce,0,182.0,0,0,182.0
10/24/2017,102317 (3592526),10/23/2017,0,Nogales Produce,0,173.95,0,0,173.95
10/31/2017,102517 (3599935),10/25/2017,0,Nogales Produce,0,231.45,0,0,231.45
10/31/2017,102817 (3609669),10/28/2017,0,Nogales Produce,0,207.95,0,0,207.95
11/07/2017,110217 (3615549),11/02/2017,0,Nogales Produce,0,193.5,0,0,193.5
11/07/2017,110617 (3622154),11/06/2017,0,Nogales Produce,0,137.95,0,0,137.95
11/14/2017,110817 (3629846),11/08/2017,0,Nogales Produce,0,164.58,0,0,164.58
11/14/2017,111017 (3629849),11/10/2017,0,Nogales Produce,0,124.0,0,0,124.0
11/14/2017,111117 (3635495),11/11/2017,0,Nogales Produce,0,153.29,0,0,153.29
11/21/2017,111717 (3643229),11/17/2017,0,Nogales Produce,0,152.95,0,0,152.95
11/21/2017,112017 (3649783),11/20/2017,0,Nogales Produce,0,150.29,0,0,150.29
11/28/2017,112217 (3656277),11/22/2017,0,Nogales Produce,0,76.0,0,0,76.0
11/28/2017,112417 (3656282),11/24/2017,0,Nogales Produce,0,105.45,0,0,105.45
12/05/2017,112917 (3667617),11/29/2017,0,Nogales Produce,0,156.95,0,0,156.95
12/05/2017,120217 (3671140),12/02/2017,0,Nogales Produce,0,88.2,0,0,88.2
12/05/2017,120417 (3674654),12/04/2017,0,Nogales Produce,0,132.0,0,0,132.0
12/12/2017,120617 (3681048),12/06/2017,0,Nogales Produce,0,83.0,0,0,83.0
12/12/2017,120917 (3683459),12/09/2017,0,Nogales Produce,0,157.45,0,0,157.45
12/19/2017,121317 (3694956),12/13/2017,0,Nogales Produce,0,206.7,0,0,206.7
12/19/2017,121617 (3698346),12/16/2017,0,Hardie's,0,347.62,0,0,347.62
12/19/2017,121917 (3704000),12/19/2017,0,Nogales Produce,0,208.0,0,0,208.0
12/26/2017,122217 (3710624),12/22/2017,0,Nogales Produce,0,145.0,0,0,145.0
