week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
04/25/2017,1590.91,890.21,1582.1,867.08,1846.8,814.77,1122.08,963.4,1320.54,898.49,1869.39,689.86,1466.17,725.03,16646.829999999998
05/02/2017,1543.7,577.25,1813.94,925.35,1536.2,833.52,1449.89,993.15,1086.18,750.82,1252.35,802.19,1559.76,2294.09,17418.39
05/09/2017,1700.59,778.5,1481.13,1034.44,1327.96,818.42,1296.09,992.34,1447.77,919.73,1317.15,1059.75,1539.86,657.96,16371.689999999999
05/16/2017,1169.32,914.55,1862.97,855.96,1256.55,834.43,1473.29,732.19,932.09,520.5,1705.91,539.06,1452.12,922.29,15171.23
05/23/2017,1675.99,1083.55,1387.23,792.14,1932.85,1049.76,1981.41,927.65,1501.44,767.06,1539.32,926.82,1589.76,661.54,17816.52
05/30/2017,1583.62,909.38,1697.97,1054.76,1813.1,774.63,1410.26,639.65,991.37,619.42,739.64,515.08,1989.02,680.54,15418.439999999999
06/06/2017,1630.9,896.31,2043.98,839.62,1707.61,1152.73,1687.4,930.41,1288.23,561.09,1798.55,835.13,1916.01,750.94,18038.909999999996
06/13/2017,2088.1,873.88,1833.23,953.78,2002.49,831.28,1275.2,620.69,1404.78,852.36,1628.24,587.58,1393.17,807.65,17152.430000000004
06/20/2017,1415.53,856.57,1932.12,821.61,1876.33,1002.65,1613.23,714.6,619.37,618.62,1416.62,465.82,1921.18,699.14,15973.39
06/27/2017,1612.83,852.2,1803.22,819.74,1572.36,964.54,1361.0,874.06,925.31,838.5,1531.47,777.6,1523.96,693.29,16150.079999999998
07/04/2017,1352.05,822.29,1626.3,769.98,1638.14,831.85,994.74,587.18,981.76,776.05,1594.77,627.02,879.76,472.19,13954.080000000002
07/11/2017,1445.44,699.5,1517.3,854.57,2038.21,862.72,1555.26,774.3,1102.52,511.68,1876.23,775.47,1418.56,916.44,16348.199999999999
07/18/2017,1480.46,769.14,2176.98,945.52,2141.37,820.81,1305.56,953.78,1548.44,556.06,1714.26,776.17,1318.03,737.22,17243.800000000003
07/25/2017,1494.05,756.4,1435.4,947.58,2130.53,905.77,1613.47,814.92,1311.72,875.25,1455.01,865.97,1461.05,710.45,16777.57
08/01/2017,1663.79,706.81,2069.71,752.33,1511.85,740.26,1331.61,853.27,1281.8,586.47,1432.51,711.05,1414.08,888.31,15943.849999999999
08/08/2017,1279.93,744.12,1575.64,808.36,1553.47,667.51,1444.16,863.56,943.19,913.61,1466.76,751.2,1259.76,674.03,14945.300000000003
08/15/2017,1325.64,810.25,1684.61,978.36,2208.97,844.5,1710.16,725.02,1113.91,1009.69,1194.87,698.53,1468.64,523.45,16296.6
08/22/2017,1389.99,926.77,1582.19,842.12,1685.22,748.58,1394.04,639.2,1107.0,589.56,1471.03,853.87,1687.74,753.0,15670.310000000001
08/29/2017,1328.31,852.28,1864.73,764.48,1428.83,940.89,926.42,829.66,1131.45,683.29,1196.9,692.83,1218.12,710.38,14568.569999999998
09/05/2017,1313.33,855.71,1365.97,909.48,2007.06,900.67,1169.23,630.32,854.97,489.35,1180.39,579.1,1218.77,826.6,14300.949999999999
09/12/2017,1490.79,445.01,1428.33,698.03,1583.81,748.07,1520.8,448.44,1409.3,630.34,1359.37,635.29,1005.67,590.66,13993.909999999998
09/19/2017,1092.36,584.96,1501.81,739.42,1635.46,915.09,1193.9,573.92,1187.62,626.87,903.98,610.95,1373.14,698.85,13638.330000000002
09/26/2017,1336.26,949.36,1647.11,797.96,1554.61,765.52,1463.32,827.63,1428.69,643.24,1186.88,585.73,1289.06,719.79,15195.159999999996
10/03/2017,1323.44,516.44,1325.05,687.31,1381.03,673.09,1239.46,690.8,1102.98,472.93,1129.53,527.19,1008.08,783.85,12861.180000000002
10/10/2017,1133.82,596.78,1422.25,675.46,1509.09,781.72,1051.03,513.54,943.21,504.19,1574.06,790.27,1130.95,899.88,13526.25
10/17/2017,1237.64,785.63,1709.19,825.61,1712.02,616.94,1406.58,654.55,876.01,517.25,1063.33,677.21,1238.42,666.72,13987.099999999999
10/24/2017,1142.56,775.49,1704.67,778.93,1513.65,703.07,1583.78,531.08,891.29,659.67,1446.99,715.44,1377.49,730.49,14554.6
10/31/2017,1108.86,684.9,1197.96,690.99,1373.78,683.34,1408.87,843.43,867.74,609.99,1210.04,469.88,1176.35,537.43,12863.560000000001
11/07/2017,1452.44,585.4,1709.76,733.04,1565.57,759.06,1497.44,670.62,1056.09,692.33,1236.82,845.06,1106.44,849.05,14759.12
11/14/2017,1152.62,688.23,1499.23,618.41,1867.79,744.78,1196.57,582.7,1216.93,447.71,1238.88,613.74,1479.06,526.38,13873.029999999997
11/21/2017,992.47,660.18,1214.85,766.71,1449.93,763.39,1520.07,867.92,827.57,484.88,1417.36,746.81,1208.29,776.35,13696.78
11/28/2017,1643.05,595.31,0.0,0.0,813.63,597.83,941.88,461.7,902.73,547.17,1180.1,476.08,1100.71,603.08,9863.269999999999
12/05/2017,1232.37,706.4,1311.7,786.68,1834.67,683.92,1270.09,677.41,1170.43,807.07,1758.03,0.0,1139.06,540.94,13918.77
12/12/2017,989.07,551.6,945.42,600.31,1231.52,632.7,1413.05,525.48,939.76,644.26,1257.59,784.35,1322.25,834.43,12671.79
12/19/2017,1498.79,723.91,1348.72,734.37,1545.74,763.47,1075.35,779.37,1012.54,573.24,1364.27,686.99,1808.15,622.9,14537.810000000001
12/26/2017,1558.07,776.36,1600.91,961.25,1276.82,674.68,939.12,549.08,870.91,0.0,0.0,0.0,984.33,625.98,10817.51
