week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
01/03/2017,1620.81,712.19,1167.65,660.52,1557.77,646.01,979.93,757.28,588.08,560.35,1271.44,563.85,1334.38,522.78,12943.040000000003
01/10/2017,951.44,576.67,1482.23,545.56,1228.55,751.66,1070.92,667.09,1074.1,460.35,1105.35,715.34,1133.87,580.18,12343.310000000001
01/17/2017,1317.68,804.97,1450.4,582.72,1341.09,848.63,1040.32,799.31,724.49,566.26,1750.34,688.45,962.51,607.81,13484.980000000001
01/24/2017,1128.01,680.04,1115.46,707.78,1333.35,666.23,1137.43,610.62,709.07,628.46,948.4,651.91,1194.11,581.92,12092.789999999999
01/31/2017,1059.15,543.92,1244.27,775.95,1333.97,796.09,1132.58,854.52,1105.1,476.32,1415.98,463.03,1390.28,760.9,13352.060000000001
02/07/2017,1402.07,832.51,1259.5,692.37,2171.59,918.54,2043.65,447.15,893.3,600.87,1317.4,628.88,1366.33,609.52,15183.679999999998
02/14/2017,1511.49,706.62,1633.27,750.44,1885.22,892.8,1303.64,605.56,1214.2,573.43,1195.05,600.99,1083.49,528.91,14485.109999999999
02/21/2017,1287.4,586.83,1228.07,653.94,1456.35,728.57,1305.08,731.19,1011.48,572.87,1082.47,609.65,1229.8,795.95,13279.65
02/28/2017,1288.97,654.0,1259.33,974.76,1355.79,773.78,1265.56,620.83,1074.63,508.97,1383.42,711.98,1141.83,797.56,13811.41
03/07/2017,1337.67,800.42,1457.19,683.07,1685.56,1047.48,1388.0,676.45,1211.86,732.38,1311.01,584.63,1289.89,852.66,15058.269999999999
03/14/2017,1595.57,785.94,1605.69,763.49,1452.32,852.75,1736.34,753.32,742.02,951.86,1403.52,673.91,1317.99,582.32,15217.04
03/21/2017,1458.71,647.58,1714.5,708.31,1407.68,686.69,1365.16,1022.32,1176.63,798.94,1707.89,896.4,1355.63,757.89,15704.330000000002
03/28/2017,1206.0,644.41,1349.04,795.98,1805.95,909.08,1842.37,807.31,1154.22,645.24,1223.0,838.09,1382.86,761.34,15364.89
04/04/2017,1508.27,954.51,1249.74,952.01,1873.45,751.05,1666.84,684.27,978.06,680.67,1431.75,871.05,1209.95,776.12,15587.74
04/11/2017,1134.63,698.72,1639.0,727.39,1338.12,810.37,2073.9,807.86,1428.5,648.23,1521.65,809.85,1486.18,886.08,16010.480000000001
04/18/2017,1776.29,936.92,1846.43,938.82,1660.56,818.83,1522.32,831.53,625.1,411.15,1647.37,735.93,1486.8,757.15,15995.199999999999
