week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
06/13/2017,1492.6668,975.449,1242.7821,424.8978,452.71,0.0,4588.5057,0.0,0.0,0.0,0.0,0.0,4588.5057
06/20/2017,1490.8333,774.2212,1238.3938,401.1448,434.81,0.0,4339.4031,0.0,0.0,0.0,0.0,0.0,4339.4031
06/27/2017,1412.1429,955.2642,1156.6143,403.5005,458.68,0.0,4386.2019,0.0,0.0,0.0,0.0,0.0,4386.2019
07/04/2017,1489.2119,839.4274,1020.0354,383.4233,366.64,0.0,4098.737999999999,0.0,0.0,0.0,0.0,0.0,4098.737999999999
07/11/2017,1493.9768,813.6035,1320.9674,415.4687,458.45,0.0,4502.4664,0.0,0.0,0.0,0.0,0.0,4502.4664
07/18/2017,1489.6394,962.149,1320.7169,431.9519,424.4,0.0,4628.8571999999995,0.0,0.0,0.0,0.0,0.0,4628.8571999999995
07/25/2017,1511.7751,780.6033,1178.5604,397.4225,431.56,0.0,4299.9213,300.0,0.0,34.35,0.0,334.35,4634.2713
08/01/2017,1485.5224,918.5911,1209.506,413.7594,410.26,0.0,4437.6389,200.0,0.0,22.9,0.0,222.9,4660.5389
08/08/2017,1511.398,512.8723,1269.8671,377.1787,373.28,0.0,4044.5960999999998,0.0,0.0,0.0,0.0,0.0,4044.5960999999998
08/15/2017,1525.3897,491.5337,1259.3895,375.1378,441.53,0.0,4092.9807,0.0,0.0,0.0,0.0,0.0,4092.9807
08/22/2017,1650.0,668.3531,1211.8761,404.2112,459.63,0.0,4394.0704000000005,0.0,0.0,0.0,0.0,0.0,4394.0704000000005
08/29/2017,1690.597,851.7733,1275.8354,437.1846,403.1,0.0,4658.4903,0.0,0.0,0.0,0.0,0.0,4658.4903
09/05/2017,1633.3333,618.3362,1356.4486,413.1295,435.59,0.0,4456.8376,0.0,0.0,0.0,0.0,0.0,4456.8376
09/12/2017,1455.1766,694.2713,1395.1331,405.8545,388.66,0.0,4339.0955,390.0,0.0,44.655,0.0,434.655,4773.7505
09/19/2017,1662.3383,638.3012,1324.3904,415.0659,389.51,0.0,4429.605799999999,0.0,0.0,0.0,0.0,0.0,4429.605799999999
09/26/2017,1650.0,635.2697,1413.4666,423.5053,433.93,0.0,4556.1716,0.0,0.0,0.0,0.0,0.0,4556.1716
10/03/2017,1650.0,533.772,1236.9976,391.6781,408.78,0.0,4221.2276999999995,0.0,0.0,0.0,0.0,0.0,4221.2276999999995
10/10/2017,1650.0,688.3502,1178.0239,402.6248,373.25,0.0,4292.2489000000005,0.0,0.0,0.0,0.0,0.0,4292.2489000000005
10/17/2017,1650.0,883.8736,1299.842,438.9604,428.89,0.0,4701.566000000001,0.0,0.0,0.0,0.0,0.0,4701.566000000001
10/24/2017,1650.0,804.305,1224.84,421.2621,414.71,0.0,4515.1170999999995,0.0,0.0,0.0,0.0,0.0,4515.1170999999995
10/31/2017,1650.0,738.5252,1291.5568,421.3694,342.85,0.0,4444.3014,0.0,0.0,0.0,0.0,0.0,4444.3014
11/07/2017,1606.6196,530.5823,1306.1521,394.264,423.8,0.0,4261.418000000001,0.0,0.0,0.0,0.0,0.0,4261.418000000001
11/14/2017,1586.4432,572.6233,1114.6838,374.8444,346.37,0.0,3994.9646999999995,0.0,0.0,0.0,0.0,0.0,3994.9646999999995
11/21/2017,1582.4449,657.9759,1113.4163,384.0143,376.62,0.0,4114.471399999999,0.0,0.0,0.0,0.0,0.0,4114.471399999999
11/28/2017,1275.1667,672.9287,740.054,307.7931,260.75,0.0,3256.6925,230.0,0.0,26.335,0.0,256.335,3513.0275
12/05/2017,1515.9999,812.1268,902.1564,369.8674,344.33,0.0,3944.4804999999997,0.0,0.0,0.0,0.0,0.0,3944.4804999999997
12/12/2017,1546.6382,798.99,913.9224,373.2185,354.47,0.0,3987.2391,0.0,0.0,0.0,0.0,0.0,3987.2391
12/19/2017,1509.6667,848.8176,980.3505,382.2966,388.8,0.0,4109.9314,0.0,0.0,0.0,0.0,0.0,4109.9314
12/26/2017,1218.3333,589.6619,947.5003,315.5042,304.0,0.0,3374.9997,100.0,0.0,11.45,0.0,111.45,3486.4496999999997
