week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
07/04/2017,Friday,2017-06-30,213,2517.15,0,0.0,47.16,2469.99
07/04/2017,Saturday,2017-07-01,120,1631.12,0,0.0,49.2,1581.92
07/04/2017,Sunday,2017-07-02,129,1781.49,0,0.0,23.68,1757.81
07/04/2017,Monday,2017-07-03,178,2221.79,0,0.0,0.0,2221.79
07/04/2017,Tuesday,2017-07-04,102,1363.79,0,0.0,11.84,1351.95
07/11/2017,Wednesday,2017-07-05,199,2190.2,0,0.0,45.26,2144.94
07/11/2017,Thursday,2017-07-06,204,2427.18,0,0.0,55.31,2371.87
07/11/2017,Friday,2017-07-07,234,2952.15,0,0.0,51.22,2900.93
07/11/2017,Saturday,2017-07-08,194,2382.16,0,0.0,52.6,2329.56
07/11/2017,Sunday,2017-07-09,124,1636.88,0,0.0,22.68,1614.2
07/11/2017,Monday,2017-07-10,215,2667.15,0,0.0,15.45,2651.7
07/11/2017,Tuesday,2017-07-11,198,2368.27,0,0.0,33.27,2335.0
07/18/2017,Wednesday,2017-07-12,178,2300.41,0,10.2,40.61,2249.6
07/18/2017,Thursday,2017-07-13,248,3182.13,0,0.0,59.63,3122.5
07/18/2017,Friday,2017-07-14,217,3009.81,0,0.0,47.63,2962.18
07/18/2017,Saturday,2017-07-15,154,2298.7,0,0.0,39.36,2259.34
07/18/2017,Sunday,2017-07-16,143,2136.13,0,0.0,31.63,2104.5
07/18/2017,Monday,2017-07-17,195,2531.9,0,0.0,41.47,2490.43
07/18/2017,Tuesday,2017-07-18,183,2112.42,0,6.45,50.72,2055.25
07/25/2017,Wednesday,2017-07-19,175,2272.34,0,0.0,21.89,2250.45
07/25/2017,Thursday,2017-07-20,194,2414.77,0,21.0,10.79,2382.98
07/25/2017,Friday,2017-07-21,243,3059.39,0,0.0,23.09,3036.3
07/25/2017,Saturday,2017-07-22,169,2476.0,0,0.0,47.61,2428.39
07/25/2017,Sunday,2017-07-23,146,2215.49,0,0.0,28.52,2186.97
07/25/2017,Monday,2017-07-24,204,2350.41,0,4.25,25.18,2320.98
07/25/2017,Tuesday,2017-07-25,184,2202.97,0,0.0,31.47,2171.5
08/01/2017,Wednesday,2017-07-26,180,2415.27,0,0.0,44.67,2370.6
08/01/2017,Thursday,2017-07-27,204,2875.8,0,0.0,53.76,2822.04
08/01/2017,Friday,2017-07-28,198,2305.93,0,0.0,53.82,2252.11
08/01/2017,Saturday,2017-07-29,152,2249.52,0,5.5,59.14,2184.88
08/01/2017,Sunday,2017-07-30,141,1928.76,0,0.0,60.49,1868.27
08/01/2017,Monday,2017-07-31,184,2223.01,0,23.5,55.95,2143.56
08/01/2017,Tuesday,2017-08-01,185,2351.2,0,5.5,43.31,2302.39
08/08/2017,Wednesday,2017-08-02,162,2063.28,0,5.5,33.73,2024.05
08/08/2017,Thursday,2017-08-03,197,2443.95,0,0.0,59.95,2384.0
08/08/2017,Friday,2017-08-04,176,2315.4,0,34.75,59.67,2220.98
08/08/2017,Saturday,2017-08-05,160,2359.91,0,0.0,52.19,2307.72
08/08/2017,Sunday,2017-08-06,146,1904.16,0,12.9,34.46,1856.8
08/08/2017,Monday,2017-08-07,174,2257.32,0,0.0,39.36,2217.96
08/08/2017,Tuesday,2017-08-08,166,1967.67,0,0.0,33.88,1933.79
08/15/2017,Wednesday,2017-08-09,182,2207.52,0,49.0,22.63,2135.89
08/15/2017,Thursday,2017-08-10,202,2716.39,0,12.45,40.97,2662.97
08/15/2017,Friday,2017-08-11,198,3098.98,0,0.0,45.51,3053.47
08/15/2017,Saturday,2017-08-12,167,2453.16,0,8.84,9.14,2435.18
08/15/2017,Sunday,2017-08-13,146,2153.6,0,0.0,30.0,2123.6
08/15/2017,Monday,2017-08-14,167,1931.74,0,6.5,31.84,1893.4
08/15/2017,Tuesday,2017-08-15,181,2040.81,0,4.25,44.47,1992.09
08/22/2017,Wednesday,2017-08-16,192,2351.23,0,0.0,34.47,2316.76
08/22/2017,Thursday,2017-08-17,209,2503.64,0,5.5,73.83,2424.31
08/22/2017,Friday,2017-08-18,202,2490.91,0,0.0,57.11,2433.8
08/22/2017,Saturday,2017-08-19,147,2056.82,0,0.0,23.58,2033.24
08/22/2017,Sunday,2017-08-20,121,1734.87,0,0.0,38.31,1696.56
08/22/2017,Monday,2017-08-21,189,2355.58,0,0.0,30.68,2324.9
08/22/2017,Tuesday,2017-08-22,210,2548.96,0,74.7,33.52,2440.74
08/29/2017,Wednesday,2017-08-23,183,2237.65,0,6.5,50.56,2180.59
08/29/2017,Thursday,2017-08-24,206,2682.67,0,0.0,53.46,2629.21
08/29/2017,Friday,2017-08-25,183,2422.87,0,0.0,53.15,2369.72
08/29/2017,Saturday,2017-08-26,128,1800.1,0,0.0,44.02,1756.08
08/29/2017,Sunday,2017-08-27,133,1877.51,0,18.5,44.27,1814.74
08/29/2017,Monday,2017-08-28,153,1934.92,0,14.0,31.19,1889.73
08/29/2017,Tuesday,2017-08-29,157,1972.05,0,0.0,43.55,1928.5
09/05/2017,Wednesday,2017-08-30,186,2225.59,0,6.45,50.1,2169.04
09/05/2017,Thursday,2017-08-31,198,2324.16,0,5.5,43.21,2275.45
09/05/2017,Friday,2017-09-01,229,2980.29,0,28.88,43.68,2907.73
09/05/2017,Saturday,2017-09-02,134,1839.11,0,0.0,39.56,1799.55
09/05/2017,Sunday,2017-09-03,103,1382.07,0,7.04,30.71,1344.32
09/05/2017,Monday,2017-09-04,128,1823.18,0,0.0,63.69,1759.49
09/05/2017,Tuesday,2017-09-05,163,2107.22,0,6.5,55.35,2045.37
09/12/2017,Wednesday,2017-09-06,157,1990.1,0,0.0,54.3,1935.8
09/12/2017,Thursday,2017-09-07,175,2177.07,0,12.45,38.26,2126.36
09/12/2017,Friday,2017-09-08,174,2359.46,0,0.0,27.58,2331.88
09/12/2017,Saturday,2017-09-09,145,2021.81,0,3.38,49.19,1969.24
09/12/2017,Sunday,2017-09-10,147,2084.06,0,8.4,36.02,2039.64
09/12/2017,Monday,2017-09-11,156,2026.74,0,0.0,32.08,1994.66
09/12/2017,Tuesday,2017-09-12,147,1625.09,0,0.0,28.76,1596.33
09/19/2017,Wednesday,2017-09-13,146,1723.47,0,0.0,46.15,1677.32
09/19/2017,Thursday,2017-09-14,183,2446.15,0,172.0,32.92,2241.23
09/19/2017,Friday,2017-09-15,194,2591.01,0,0.0,40.46,2550.55
09/19/2017,Saturday,2017-09-16,137,1832.22,0,0.0,64.4,1767.82
09/19/2017,Sunday,2017-09-17,123,1846.01,0,0.0,31.52,1814.49
09/19/2017,Monday,2017-09-18,150,1553.99,0,0.0,39.06,1514.93
09/19/2017,Tuesday,2017-09-19,171,2112.6,0,0.0,40.61,2071.99
09/26/2017,Wednesday,2017-09-20,200,2352.59,0,0.0,66.97,2285.62
09/26/2017,Thursday,2017-09-21,206,2487.14,0,8.34,33.73,2445.07
09/26/2017,Friday,2017-09-22,206,2379.53,0,7.95,51.45,2320.13
09/26/2017,Saturday,2017-09-23,171,2324.61,0,0.0,33.66,2290.95
09/26/2017,Sunday,2017-09-24,152,2088.22,0,6.5,9.79,2071.93
09/26/2017,Monday,2017-09-25,168,1815.61,0,0.0,43.0,1772.61
09/26/2017,Tuesday,2017-09-26,170,2052.81,0,4.5,39.46,2008.85
10/03/2017,Wednesday,2017-09-27,154,1874.35,0,0.0,34.47,1839.88
10/03/2017,Thursday,2017-09-28,192,2054.91,0,19.5,23.05,2012.36
10/03/2017,Friday,2017-09-29,157,2099.73,0,0.0,45.61,2054.12
10/03/2017,Saturday,2017-09-30,150,1951.94,0,0.0,21.68,1930.26
10/03/2017,Sunday,2017-10-01,107,1626.58,0,13.0,37.67,1575.91
10/03/2017,Monday,2017-10-02,151,1656.72,0,0.0,0.0,1656.72
10/03/2017,Tuesday,2017-10-03,155,1835.88,0,0.0,43.95,1791.93
10/10/2017,Wednesday,2017-10-04,149,1783.31,0,0.0,52.71,1730.6
10/10/2017,Thursday,2017-10-05,196,2143.32,0,5.5,40.11,2097.71
10/10/2017,Friday,2017-10-06,197,2334.52,0,0.0,43.71,2290.81
10/10/2017,Saturday,2017-10-07,121,1596.09,0,0.0,31.52,1564.57
10/10/2017,Sunday,2017-10-08,105,1499.92,0,0.0,52.52,1447.4
10/10/2017,Monday,2017-10-09,197,2422.71,0,27.46,30.92,2364.33
10/10/2017,Tuesday,2017-10-10,158,2072.74,0,0.0,41.91,2030.83
10/17/2017,Wednesday,2017-10-11,168,2023.27,0,0.0,0.0,2023.27
10/17/2017,Thursday,2017-10-12,213,2599.0,0,0.0,64.2,2534.8
10/17/2017,Friday,2017-10-13,202,2443.05,0,43.78,70.31,2328.96
10/17/2017,Saturday,2017-10-14,141,2091.68,0,18.5,12.05,2061.13
10/17/2017,Sunday,2017-10-15,108,1415.18,0,0.0,21.92,1393.26
10/17/2017,Monday,2017-10-16,161,1750.62,0,0.0,10.08,1740.54
10/17/2017,Tuesday,2017-10-17,172,1948.95,0,0.0,43.81,1905.14
10/24/2017,Wednesday,2017-10-18,181,1982.52,0,10.85,53.62,1918.05
10/24/2017,Thursday,2017-10-19,219,2524.31,0,0.0,40.71,2483.6
10/24/2017,Friday,2017-10-20,166,2250.24,0,0.0,33.52,2216.72
10/24/2017,Saturday,2017-10-21,141,2138.99,0,0.0,24.13,2114.86
10/24/2017,Sunday,2017-10-22,109,1572.04,0,0.0,21.08,1550.96
10/24/2017,Monday,2017-10-23,173,2179.17,0,5.5,11.24,2162.43
10/24/2017,Tuesday,2017-10-24,174,2151.24,0,0.0,43.26,2107.98
10/31/2017,Wednesday,2017-10-25,152,1847.37,0,6.95,46.66,1793.76
10/31/2017,Thursday,2017-10-26,168,1953.85,0,5.5,59.4,1888.95
10/31/2017,Friday,2017-10-27,165,2130.05,0,40.25,32.68,2057.12
10/31/2017,Saturday,2017-10-28,139,2275.67,0,0.0,23.37,2252.3
10/31/2017,Sunday,2017-10-29,116,1507.49,0,0.0,29.76,1477.73
10/31/2017,Monday,2017-10-30,154,1712.84,0,0.0,32.92,1679.92
10/31/2017,Tuesday,2017-10-31,143,1736.86,0,0.0,23.08,1713.78
11/07/2017,Wednesday,2017-11-01,145,2052.53,0,0.0,14.69,2037.84
11/07/2017,Thursday,2017-11-02,205,2495.69,0,0.0,52.89,2442.8
11/07/2017,Friday,2017-11-03,198,2531.94,0,154.0,53.31,2324.63
11/07/2017,Saturday,2017-11-04,166,2222.04,0,0.0,53.98,2168.06
11/07/2017,Sunday,2017-11-05,123,1790.89,0,3.61,38.86,1748.42
11/07/2017,Monday,2017-11-06,180,2103.98,0,0.0,22.1,2081.88
11/07/2017,Tuesday,2017-11-07,162,2000.55,0,23.98,21.08,1955.49
11/14/2017,Wednesday,2017-11-08,144,1859.49,0,0.0,18.64,1840.85
11/14/2017,Thursday,2017-11-09,161,2163.25,0,9.84,35.77,2117.64
11/14/2017,Friday,2017-11-10,206,2702.79,0,36.96,53.26,2612.57
11/14/2017,Saturday,2017-11-11,127,1819.29,0,6.5,33.52,1779.27
11/14/2017,Sunday,2017-11-12,98,1674.72,0,0.0,10.08,1664.64
11/14/2017,Monday,2017-11-13,155,1895.04,0,0.0,42.42,1852.62
11/14/2017,Tuesday,2017-11-14,164,2017.28,0,0.0,11.84,2005.44
11/21/2017,Wednesday,2017-11-15,152,1687.02,0,0.0,34.37,1652.65
11/21/2017,Thursday,2017-11-16,174,2025.77,0,0.0,44.21,1981.56
11/21/2017,Friday,2017-11-17,179,2276.4,0,0.0,63.08,2213.32
11/21/2017,Saturday,2017-11-18,161,2434.12,0,13.92,32.21,2387.99
11/21/2017,Sunday,2017-11-19,94,1322.29,0,0.0,9.84,1312.45
11/21/2017,Monday,2017-11-20,180,2202.42,0,0.0,38.25,2164.17
11/21/2017,Tuesday,2017-11-21,159,1984.64,0,0.0,0.0,1984.64
11/28/2017,Wednesday,2017-11-22,151,2261.58,0,0.0,23.22,2238.36
11/28/2017,Thursday,2017-11-23,0,0.0,0,0.0,0.0,0.0
11/28/2017,Friday,2017-11-24,114,1451.72,0,6.5,33.76,1411.46
11/28/2017,Saturday,2017-11-25,106,1434.95,0,0.0,31.37,1403.58
11/28/2017,Sunday,2017-11-26,110,1459.74,0,0.0,9.84,1449.9
11/28/2017,Monday,2017-11-27,140,1656.18,0,0.0,0.0,1656.18
11/28/2017,Tuesday,2017-11-28,154,1728.32,0,0.0,24.53,1703.79
12/05/2017,Wednesday,2017-11-29,163,1952.3,0,0.0,13.53,1938.77
