week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Bread 4311,Food 4312,Sides 4313,Paper 4314,Beverage 4316,Catering 4320,Operating Supplies 5220,Fuel Surcharge,Discounts,Delivery Charges,Tax,Invoice Totals,Aprons-Floor Mats 5285
09/09/2014,Transfer OUT - 105931,09/09/2014,09/09/2014,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-9.975,-31.0016,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-40.9766,0.0
09/16/2014,0734922 (1490401),09/10/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/16/2014,0735133 (1492928),09/12/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/16/2014,091114 (1492929),09/11/2014,0,Local SuperMarket,0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.99,0.0
09/16/2014,091114 (1492934),09/11/2014,0,Local SuperMarket,0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.78,0.0
09/16/2014,605050101 (1492950),09/11/2014,0,Sysco Food Services,0,608.23,2370.3112,500.19,116.02,203.29,40.43,71.81,6.5,0,0,0.0,3916.7812,0.0
09/16/2014,1155208951 (1492959),09/11/2014,0,Aramark Uniform Services,0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0,0,0.0,21.292,20.232
09/16/2014,0735352 (1495424),09/15/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/23/2014,0735540 (1501140),09/17/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/23/2014,605143182 (1512728),09/18/2014,0,Sysco Food Services,0,515.58,2311.0969,476.29,175.21,225.48,0.0,15.99,6.5,0,0,1.32,3727.4669,0.0
09/23/2014,605147766 (1512731),09/18/2014,0,Sysco Food Services,0,0.0,0.0,0.0,35.12,0.0,0.0,0.0,0.0,0,0,0.0,35.12,0.0
09/30/2014,605233300 (1521041),09/25/2014,0,Sysco Food Services,0,631.85,2277.4983,666.85,178.46,167.44,0.0,115.71,6.5,0,0,9.56,4053.8683,0.0
09/30/2014,092214 (1521061),09/24/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
09/30/2014,0736826 (1521067),09/30/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/30/2014,0736583 (1521072),09/27/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
09/30/2014,0736224 (1521081),09/25/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/07/2014,0737283 (1535145),10/04/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/07/2014,605332274 (1535229),10/02/2014,0,Sysco Food Services,0,621.67,2351.3476,583.44,238.27,315.16,0.0,43.9,6.0,0,0,10.4,4170.1876,0.0
10/07/2014,100714 (1535235),10/07/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
10/07/2014,605332274 (1535408),10/02/2014,0,Sysco Food Services,0,0.0,0.0,0.0,33.91,0.0,0.0,0.0,0.0,0,0,0.0,33.91,0.0
10/07/2014, (1535616),10/02/2014,0,Sysco Food Services,0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,0.0,0,0,0.0,43.9,0.0
10/14/2014,100714 (1535118),10/08/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/14/2014,605428782 (1545892),10/09/2014,0,Sysco Food Services,0,534.11,2186.708,415.27,292.44,161.96,0.0,27.91,6.0,0,0,9.08,3633.478,0.0
10/14/2014,0737751 (1545898),10/10/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/14/2014,0737960 (1550092),10/13/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/21/2014,0738206 (1550094),10/15/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/21/2014,0738493 (1550096),10/18/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
10/21/2014,101714 (1554838),10/20/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
10/21/2014,0738663 (1554843),10/21/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/21/2014,0738704 (1554845),10/21/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/21/2014,605522298 (1554863),10/16/2014,0,Sysco Food Services,0,552.64,2014.9792,402.5,178.46,237.74,0.0,87.8,6.0,0,0,7.24,3487.3592,0.0
10/28/2014,0738921 (1566242),10/24/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/28/2014,0738705 (1566249),10/22/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
10/28/2014,605611751 (1566299),10/23/2014,0,Sysco Food Services,0,497.05,1903.9431,361.14,77.82,222.74,40.43,67.46,6.0,0,0,5.56,3182.1431,0.0
11/04/2014,110314 (1579109),11/04/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
11/04/2014,0739678 (1579115),11/03/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/04/2014,0739577 (1579119),11/01/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/04/2014,0739399 (1579123),10/30/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
11/04/2014,0739213 (1579130),10/29/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,2.0,0.0
11/04/2014,605705134 (1579186),10/30/2014,0,Sysco Food Services,0,534.11,2205.0909,516.91,190.29,160.66,68.99,71.81,0.0,0,0,5.92,3753.7809,0.0
11/04/2014,Transfer OUT - 112491,11/03/2014,11/03/2014,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-62.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-62.13,0.0
11/11/2014,605794215 (1588867),11/06/2014,0,Sysco Food Services,0,491.7,1338.16,369.04,0.0,273.85,0.0,27.91,5.5,0,0,2.28,2508.44,0.0
11/11/2014,0739890 (1588875),11/06/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/11/2014,0740075 (1588883),11/10/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/11/2014,0740003 (1588887),11/08/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/18/2014,0740235 (1600049),11/14/2014,0,Daybreak Fruit & Vegetables,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0.0,2.5,0.0
11/18/2014,605888075 (1600140),11/13/2014,0,Sysco Food Services,0,436.71,1957.01,406.51,287.53,161.63,0.0,71.04,5.5,0,0,12.44,3338.37,0.0
11/18/2014,Transfer OUT - 114013,11/15/2014,11/15/2014,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-10.025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-10.025,0.0
11/25/2014,111914 (1611296),11/19/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
11/25/2014,112414 (1611303),11/24/2014,0,Local SuperMarket,0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.99,0.0
11/25/2014,605974455 (1611453),11/20/2014,0,Sysco Food Services,0,473.37,2023.33,399.7,225.04,167.03,44.36,55.22,5.5,0,0,11.45,3405.0,0.0
12/02/2014,606061417 (1620991),11/28/2014,0,Sysco Food Services,0,510.03,1775.46,494.91,191.11,236.85,0.0,31.64,5.5,0,0,2.62,3248.12,0.0
12/09/2014,606133568 (1634022),12/04/2014,0,Sysco Food Services,0,396.91,1868.27,346.93,195.77,94.28,0.0,55.22,4.5,0,0,4.56,2966.44,0.0
12/16/2014,121114 (1645502),12/11/2014,0,Local SuperMarket,0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21.98,0.0
12/16/2014,606225872 (1645549),12/11/2014,0,Sysco Food Services,0,475.57,1802.6,472.81,0.0,263.53,0.0,43.43,4.5,0,0,7.85,3070.29,0.0
12/23/2014,606316662 (1657290),12/18/2014,0,Sysco Food Services,0,401.85,1835.69,509.09,314.69,272.45,0.0,166.29,4.5,0,0,13.9,3518.46,0.0
12/30/2014,122614 (1665386),12/26/2014,0,Local SuperMarket,0,0.0,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.98,0.0
12/30/2014,606393737 (1665432),12/26/2014,0,Sysco Food Services,0,484.12,1445.03,416.19,42.46,131.43,0.0,71.04,4.5,0,0,5.87,2600.64,0.0
