week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
07/22/2014,1315.04,659.6,1665.45,724.43,1488.4,870.69,1053.14,599.4,1145.12,676.17,1410.74,533.67,1321.88,711.79,14175.52
07/29/2014,1063.69,859.1,1168.63,903.38,1280.7,705.28,1624.19,775.15,1128.94,656.3,1296.92,731.36,1203.15,820.96,14217.75
08/05/2014,1503.07,694.57,1230.1,1074.6,1650.04,775.53,1323.26,598.4,1168.4,699.78,1406.05,709.04,1491.47,899.27,15223.58
08/12/2014,1419.17,676.16,1575.09,983.14,1466.79,695.0,1526.29,857.78,1289.1,623.19,1166.3,879.56,1226.68,676.66,15060.91
08/19/2014,1432.72,728.77,2115.21,784.29,1563.33,724.7,1366.58,976.9,1066.75,891.2,1048.18,538.14,1385.6,838.62,15460.99
08/26/2014,1151.1,856.84,1453.84,872.67,1800.21,707.07,1306.15,832.12,1240.79,766.98,1303.78,659.89,1148.6,609.19,14709.230000000001
09/02/2014,1146.69,638.66,1199.72,709.09,1233.01,542.47,1564.23,728.6,1152.44,842.54,1191.9,665.68,1227.01,921.92,13763.960000000001
09/09/2014,1313.62,581.32,1128.49,878.22,1390.1,718.61,2487.76,724.41,1047.04,830.52,1415.02,643.46,1254.3,683.52,15096.39
09/16/2014,1324.41,768.62,2217.92,800.44,1271.17,669.62,1295.86,768.43,1061.27,733.15,1260.61,822.29,1119.68,817.17,14930.640000000001
09/23/2014,1737.41,599.01,1726.74,1013.08,1239.88,880.9,1697.33,640.53,1237.42,710.25,1197.74,843.68,1493.01,869.22,15886.199999999999
09/30/2014,1396.98,741.6,1546.69,1032.35,1486.74,768.16,1760.61,535.66,1263.9,741.23,1345.86,773.95,1229.38,880.52,15503.630000000001
10/07/2014,1194.32,818.85,1257.72,355.0,2429.24,835.0,1564.88,797.77,1118.9,683.71,1256.63,669.19,1110.65,757.25,14849.11
10/14/2014,1109.1,788.31,1027.51,964.3,1166.29,616.58,942.83,629.07,1050.03,547.98,968.18,652.67,1305.49,716.21,12484.55
10/21/2014,1318.58,712.8,1133.2,811.58,1386.98,752.93,1400.74,662.35,843.0,690.64,1172.03,714.84,1172.16,637.67,13409.5
10/28/2014,1199.67,663.05,1176.83,976.99,1568.37,953.4,1251.32,642.55,1002.22,1039.51,1100.34,514.85,1100.0,626.17,13815.269999999999
11/04/2014,1151.55,646.24,1740.08,714.56,1636.29,625.69,1048.81,670.31,874.92,472.66,1308.22,579.77,969.76,546.24,12985.099999999999
11/11/2014,1048.24,682.94,1188.34,1065.53,1277.84,541.14,1216.33,760.42,931.11,736.69,1149.1,555.32,1127.19,747.14,13027.330000000002
11/18/2014,1108.11,502.27,1148.55,763.12,1305.34,667.71,1502.43,491.94,1222.45,596.38,1154.71,523.79,1011.54,563.54,12561.880000000001
11/25/2014,962.19,871.47,1098.02,708.77,1202.93,803.55,1174.71,773.86,1065.0,574.64,1449.27,716.98,1181.6,710.77,13293.76
12/02/2014,1447.78,704.12,0.0,0.0,778.18,680.56,1043.43,723.49,1209.07,703.01,923.18,546.37,1026.14,589.99,10375.32
12/09/2014,1031.14,631.99,1246.98,727.49,1082.86,719.72,1381.96,769.89,1555.91,584.76,1191.13,568.49,944.25,610.78,13047.350000000002
12/16/2014,1177.15,936.2,1208.12,718.54,1388.25,855.41,1753.7,643.55,1133.46,691.87,1254.59,643.76,1111.37,685.33,14201.300000000001
12/23/2014,1386.25,733.65,1240.55,855.34,1243.04,1084.1,1416.12,679.84,1031.1,744.86,1540.28,860.35,1482.91,802.42,15100.810000000001
12/30/2014,935.52,249.59,0.0,0.0,1321.83,710.31,968.37,673.27,808.79,473.03,1136.23,656.37,1250.51,517.12,9700.939999999999
