item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Bacon,07/01/2014,Food 4312,ea,1250.0,1200.0,0.0,0,0,1200.0,0,1230.0,0.20279999999999998,249.444,1220.0
Cheese,07/01/2014,Food 4312,lb,90.0,135.6,0.0,0,0,135.6,0,106.0,2.6279999999999997,278.568,119.6
Mayonnaise,07/01/2014,Food 4312,gal mayo,51.5,12.0,0.0,0,0,12.0,0,52.0,8.9012,462.8624,11.5
Oil,07/01/2014,Food 4312,gal oil,9.0,6.0,0.0,0,0,6.0,0,13.5,8.571200000000001,115.71120000000002,1.5
Vinegar,07/01/2014,Food 4312,gal vinegar,11.75,0.0,0.0,0,0,0.0,0,11.0,4.3418,47.7598,0.75
Avocado,07/01/2014,Food 4312,avo can,15.0,12.0,0.0,0,0,12.0,0,15.0,3.2449999999999997,48.675,12.0
Peppers Cherry,07/01/2014,Food 4312,Gal Peppers,23.0,4.0,0.0,0,0,4.0,0,23.0,7.67,176.41,4.0
Mustard Dijon,07/01/2014,Food 4312,jar dijon,13.5,0.0,0.0,0,0,0.0,0,13.0,5.322699999999999,69.1951,0.5
Soy Sauce,07/01/2014,Food 4312,gal soy,3.3,0.0,0.0,0,0,0.0,0,3.2,9.4388125,30.2042,0.09999999999999964
Tuna,07/01/2014,Food 4312,can tuna,17.0,6.0,0.0,0,0,6.0,0,17.0,9.6616,164.2472,6.0
Pam Spray,07/01/2014,Food 4312,ea,7.0,0.0,0.0,0,0,0.0,0,6.0,2.5195000000000003,15.117,1.0
Oregano,07/01/2014,Food 4312,cont oregano,3.9,0.0,0.0,0,0,0.0,0,3.8,20.803,79.0514,0.10000000000000009
Basil,07/01/2014,Food 4312,cont basil,3.9,0.0,0.0,0,0,0.0,0,3.8,5.0,19.0,0.10000000000000009
Sugar,07/01/2014,Food 4312,lb,35.0,0.0,0.0,0,0,0.0,0,10.0,0.3756,3.756,25.0
Mayo Packets,07/01/2014,Food 4312,Box 204,1.0,1.0,0.0,0,0,1.0,0,1.8,19.950222222222223,35.9104,0.19999999999999996
Mustard Packets,07/01/2014,Food 4312,Box 500,1.0,1.0,0.0,0,0,1.0,0,1.8,6.427999999999999,11.5704,0.19999999999999996
Sweet n Low Packets,07/01/2014,Food 4312,Case  3000,0.6,0.0,0.0,0,0,0.0,0,0.6,18.49,11.094,0.0
Pickles,07/01/2014,Sides 4313,ea,176.0,72.0,0.0,0,0,72.0,0,150.0,0.3516,52.74,98.0
Chip JJ Reg ,07/01/2014,Sides 4313,ea,161.0,180.0,0.0,0,0,180.0,0,193.0,0.37579999999999997,72.5294,148.0
Chip JJ BBQ ,07/01/2014,Sides 4313,ea,263.0,240.0,0.0,0,0,240.0,0,248.0,0.3758,93.1984,255.0
Chip JJ Jalapeno ,07/01/2014,Sides 4313,ea,196.0,180.0,0.0,0,0,180.0,0,173.0,0.3758,65.0134,203.0
Chip JJ S&V ,07/01/2014,Sides 4313,ea,174.0,180.0,0.0,0,0,180.0,0,181.0,0.3758,68.0198,173.0
Chip JJ Skinny ,07/01/2014,Sides 4313,ea,115.0,60.0,0.0,0,0,60.0,0,105.0,0.4426,46.473,70.0
Cookie Oatmeal Raisin,07/01/2014,Sides 4313,ea,87.0,56.0,0.0,0,0,56.0,0,97.0,0.46840000000000004,45.4348,46.0
Cookie JJ Triple Choc Chip,07/01/2014,Sides 4313,ea,144.0,112.0,0.0,0,0,112.0,0,136.0,0.5536,75.2896,120.0
Cup Plas 12oz Trans Soft - Paper Cat,07/01/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,07/01/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,07/01/2014,Paper 4314,ea,545.0,1000.0,0.0,0,0,1000.0,0,952.0,0.0351,33.4152,593.0
Lid 22oz JJ,07/01/2014,Paper 4314,ea,1507.0,0.0,0.0,0,0,0.0,0,1005.0,0.0118,11.859,502.0
Cup 30oz JJ,07/01/2014,Paper 4314,ea,1290.0,0.0,0.0,0,0,0.0,0,1037.0,0.058499999999999996,60.6645,253.0
Lid 30oz JJ,07/01/2014,Paper 4314,ea,999.0,0.0,0.0,0,0,0.0,0,760.0,0.0199,15.124,239.0
Napkins,07/01/2014,Paper 4314,Pack 284,4.0,12.0,0.0,0,0,12.0,0,10.0,2.8556999999999997,28.556999999999995,6.0
Bags 8# JJ,07/01/2014,Paper 4314,Box 1000,0.75,0.0,0.0,0,0,0.0,0,0.2,42.919999999999995,8.584,0.55
Wrap Sandwich,07/01/2014,Paper 4314,Box 1000,2.25,3.0,0.0,0,0,3.0,0,3.0,22.416700000000002,67.2501,2.25
8X10 Port Pap.,07/01/2014,Paper 4314,Box 500,5.5,12.0,0.0,0,0,12.0,0,9.0,2.7642,24.8778,8.5
Straws,07/01/2014,Paper 4314,Box 300,14.000000000000002,0.0,0.0,0,0,0.0,0,12.5,13.501984000000018,168.7748,0.9000000000000004
Pan Liners,07/01/2014,Paper 4314,Box 1000,1.2,0.0,0.0,0,0,0.0,0,1.2,31.145000000000003,37.374,0.0
Mylar,07/01/2014,Paper 4314,roll 5280,1.0,1.0,0.0,0,0,1.0,0,1.8,78.54622222222221,141.3832,0.19999999999999996
Cucumber,07/01/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.8297,0.0,0.0
Iceburg Head ,07/01/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,07/01/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,07/01/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,07/01/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,07/01/2014,Produce 4315,Head Let,72.0,144.0,0.0,0,0,144.0,0,87.0,1.2590000000000001,109.53300000000002,129.0
Tomatoes,07/01/2014,Produce 4315,lb,110.0,150.0,0.0,0,0,150.0,0,85.0,0.5739,48.781499999999994,175.0
Onions,07/01/2014,Produce 4315,lb,30.0,50.0,0.0,0,0,50.0,0,45.0,0.312,14.04,35.0
Sprouts,07/01/2014,Produce 4315,lb,7.0,5.0,0.0,0,0,5.0,0,2.0,1.9,3.8,10.0
Celery,07/01/2014,Produce 4315,stalk,1.5,9.0,0.0,0,0,9.0,0,4.0,1.38,5.52,6.5
Cucumbers,07/01/2014,Produce 4315,ea,12.0,24.0,0.0,0,0,24.0,0,12.0,0.7414999999999999,8.898,24.0
Syrup Coke,07/01/2014,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,2.0
Syrup Diet Coke,07/01/2014,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,6.0,13.21,79.26,2.0
Syrup Sprite,07/01/2014,Beverage 4316,gal,0.5,5.0,0.0,0,0,5.0,0,5.0,13.209999999999999,66.05,0.5
Syrup Lemonade Light,07/01/2014,Beverage 4316,gal,2.0,2.5,0.0,0,0,2.5,0,3.75,14.34,53.775,0.75
Syrup Mello Yellow,07/01/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,2.75,13.780000000000001,37.895,1.0
Syrup Dr. Pepper,07/01/2014,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,4.0,12.95,51.8,3.5
Syrup Cherry Coke,07/01/2014,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,0.5
Syrup Powerade,07/01/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.5,13.778714285714285,48.2255,0.25
Tea Bag Brew Lipton,07/01/2014,Beverage 4316,ea,32.0,0.0,0.0,0,0,0.0,0,16.0,0.9616,15.3856,16.0
Water (bottle),07/01/2014,Beverage 4316,bottle,72.0,24.0,0.0,0,0,24.0,0,68.0,0.28250000000000003,19.21,28.0
JJ Lunch Box,07/01/2014,Catering 4320,ea,165.0,0.0,0.0,0,0,0.0,0,161.0,0.3234,52.067400000000006,4.0
"Tray Cater Cmbo 12"" w / dome lid",07/01/2014,Catering 4320,each,32.0,0.0,0.0,0,0,0.0,0,29.0,0.9636,27.9444,3.0
"Tray Cater Cmbo 16"" w / dome lid",07/01/2014,Catering 4320,each,24.0,0.0,0.0,0,0,0.0,0,20.0,1.794,35.88,4.0
Party Tray Bags,07/01/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,07/08/2014,Bread 4311,ea,741.0,1008.0,0.0,0,0,1008.0,0,748.0,0.44120000000000004,330.0176,1001.0
Wheat,07/08/2014,Bread 4311,ea,49.0,48.0,0.0,0,0,48.0,0,55.0,1.4762,81.191,42.0
Avo Fresco,07/08/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,07/08/2014,Food 4312,lb,61.75,0.0,0.0,0,0,0.0,0,29.0,3.144,91.176,32.75
Salami,07/08/2014,Food 4312,lb,68.75,0.0,0.0,0,0,0.0,0,37.0,3.3066999999999998,122.3479,31.75
Ham,07/08/2014,Food 4312,lb,116.5,126.1,0.0,0,0,126.1,0,141.25,2.3119001769911507,326.5559,101.35
Turkey,07/08/2014,Food 4312,lb,148.5,122.95,0.0,0,0,122.95,0,146.5,2.7809003412969284,407.4019,124.94999999999999
Beef,07/08/2014,Food 4312,lb,46.5,59.9,0.0,0,0,59.9,0,56.5,4.336,244.984,49.900000000000006
Bacon,07/08/2014,Food 4312,ea,1230.0,1200.0,0.0,0,0,1200.0,0,1271.0,0.2128,270.4688,1159.0
Cheese,07/08/2014,Food 4312,lb,106.0,102.63,0.0,0,0,102.63,0,90.5,2.62,237.11,118.13
Mayonnaise,07/08/2014,Food 4312,gal mayo,52.0,12.0,0.0,0,0,12.0,0,53.0,8.8921,471.2813,11.0
Oil,07/08/2014,Food 4312,gal oil,13.5,0.0,0.0,0,0,0.0,0,12.5,8.5712,107.13999999999999,1.0
Vinegar,07/08/2014,Food 4312,gal vinegar,11.0,0.0,0.0,0,0,0.0,0,10.5,4.3418,45.5889,0.5
Avocado,07/08/2014,Food 4312,avo can,15.0,12.0,0.0,0,0,12.0,0,16.0,3.245,51.92,11.0
Peppers Cherry,07/08/2014,Food 4312,Gal Peppers,23.0,4.0,0.0,0,0,4.0,0,23.5,7.67,180.245,3.5
Mustard Dijon,07/08/2014,Food 4312,jar dijon,13.0,6.0,0.0,0,0,6.0,0,16.5,5.31470303030303,87.6926,2.5
Soy Sauce,07/08/2014,Food 4312,gal soy,3.2,0.0,0.0,0,0,0.0,0,3.0,9.4388,28.3164,0.20000000000000018
Tuna,07/08/2014,Food 4312,can tuna,17.0,6.0,0.0,0,0,6.0,0,17.5,9.3286,163.2505,5.5
Pam Spray,07/08/2014,Food 4312,ea,6.0,0.0,0.0,0,0,0.0,0,6.0,2.5195000000000003,15.117,0.0
Oregano,07/08/2014,Food 4312,cont oregano,3.8,0.0,0.0,0,0,0.0,0,3.7,20.803,76.9711,0.09999999999999964
Basil,07/08/2014,Food 4312,cont basil,3.8,0.0,0.0,0,0,0.0,0,3.7,5.0,18.5,0.09999999999999964
Sugar,07/08/2014,Food 4312,lb,10.0,25.0,0.0,0,0,25.0,0,20.0,0.3756,7.512,15.0
Mayo Packets,07/08/2014,Food 4312,Box 204,1.8,0.0,0.0,0,0,0.0,0,1.1,19.950181818181818,21.9452,0.7
Mustard Packets,07/08/2014,Food 4312,Box 500,1.8,0.0,0.0,0,0,0.0,0,1.5,6.428,9.642,0.30000000000000004
Sweet n Low Packets,07/08/2014,Food 4312,Case  3000,0.6,0.0,0.0,0,0,0.0,0,0.6,18.49,11.094,0.0
Pickles,07/08/2014,Sides 4313,ea,150.0,72.0,0.0,0,0,72.0,0,132.0,0.3517,46.4244,90.0
Chip JJ Reg ,07/08/2014,Sides 4313,ea,193.0,180.0,0.0,0,0,180.0,0,219.0,0.3705,81.1395,154.0
Chip JJ BBQ ,07/08/2014,Sides 4313,ea,248.0,240.0,0.0,0,0,240.0,0,266.0,0.3727,99.1382,222.0
Chip JJ Jalapeno ,07/08/2014,Sides 4313,ea,173.0,240.0,0.0,0,0,240.0,0,232.0,0.3722,86.3504,181.0
Chip JJ S&V ,07/08/2014,Sides 4313,ea,181.0,180.0,0.0,0,0,180.0,0,196.0,0.37149999999999994,72.814,165.0
Chip JJ Skinny ,07/08/2014,Sides 4313,ea,105.0,60.0,0.0,0,0,60.0,0,95.0,0.43739999999999996,41.553,70.0
Cookie Oatmeal Raisin,07/08/2014,Sides 4313,ea,97.0,56.0,0.0,0,0,56.0,0,130.0,0.46840000000000004,60.892,23.0
Cookie JJ Triple Choc Chip,07/08/2014,Sides 4313,ea,136.0,112.0,0.0,0,0,112.0,0,160.0,0.5536,88.576,88.0
Cup Plas 12oz Trans Soft - Paper Cat,07/08/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,07/08/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,07/08/2014,Paper 4314,ea,952.0,1000.0,0.0,0,0,1000.0,0,1479.0,0.0351,51.9129,473.0
Lid 22oz JJ,07/08/2014,Paper 4314,ea,1005.0,1000.0,0.0,0,0,1000.0,0,1620.0,0.0118,19.116,385.0
Cup 30oz JJ,07/08/2014,Paper 4314,ea,1037.0,0.0,0.0,0,0,0.0,0,784.0,0.058499999999999996,45.864,253.0
Lid 30oz JJ,07/08/2014,Paper 4314,ea,760.0,0.0,0.0,0,0,0.0,0,516.0,0.0199,10.2684,244.0
Napkins,07/08/2014,Paper 4314,Pack 284,10.0,0.0,0.0,0,0,0.0,0,5.5,2.855709090909091,15.7064,4.5
Bags 8# JJ,07/08/2014,Paper 4314,Box 1000,0.2,1.0,0.0,0,0,1.0,0,0.75,42.919999999999995,32.19,0.44999999999999996
Wrap Sandwich,07/08/2014,Paper 4314,Box 1000,3.0,3.0,0.0,0,0,3.0,0,3.5,22.416714285714285,78.4585,2.5
8X10 Port Pap.,07/08/2014,Paper 4314,Box 500,9.0,12.0,0.0,0,0,12.0,0,11.5,2.7641999999999998,31.788299999999996,9.5
Straws,07/08/2014,Paper 4314,Box 300,12.5,0.0,0.0,0,0,0.0,0,10.5,13.50198095238096,141.7708,1.2000000000000002
Pan Liners,07/08/2014,Paper 4314,Box 1000,1.2,0.0,0.0,0,0,0.0,0,1.2,31.145000000000003,37.374,0.0
Mylar,07/08/2014,Paper 4314,roll 5280,1.8,0.0,0.0,0,0,0.0,0,1.5,78.5462,117.8193,0.30000000000000004
Cucumber,07/08/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.8297,0.0,0.0
Iceburg Head ,07/08/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,07/08/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,07/08/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,07/08/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,07/08/2014,Produce 4315,Head Let,87.0,144.0,0.0,0,0,144.0,0,86.0,1.2853999999999999,110.5444,145.0
Tomatoes,07/08/2014,Produce 4315,lb,85.0,150.0,0.0,0,0,150.0,0,75.0,0.5883,44.1225,160.0
Onions,07/08/2014,Produce 4315,lb,45.0,50.0,0.0,0,0,50.0,0,55.0,0.3128,17.204,40.0
Sprouts,07/08/2014,Produce 4315,lb,2.0,5.0,0.0,0,0,5.0,0,3.0,1.9000000000000001,5.7,4.0
Celery,07/08/2014,Produce 4315,stalk,4.0,0.0,0.0,0,0,0.0,0,3.0,1.38,4.14,1.0
Cucumbers,07/08/2014,Produce 4315,ea,12.0,24.0,0.0,0,0,24.0,0,20.0,1.0630000000000002,21.260000000000005,16.0
Syrup Coke,07/08/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,5.0,13.209999999999999,66.05,2.0
Syrup Diet Coke,07/08/2014,Beverage 4316,gal,6.0,0.0,0.0,0,0,0.0,0,4.0,13.21,52.84,2.0
Syrup Sprite,07/08/2014,Beverage 4316,gal,5.0,0.0,0.0,0,0,0.0,0,4.0,13.21,52.84,1.0
Syrup Lemonade Light,07/08/2014,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,2.5,14.34,35.85,1.25
Syrup Mello Yellow,07/08/2014,Beverage 4316,gal,2.75,0.0,0.0,0,0,0.0,0,1.5,13.780000000000001,20.67,1.25
Syrup Dr. Pepper,07/08/2014,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.0,12.950000000000001,90.65,2.0
Syrup Cherry Coke,07/08/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,3.0,13.21,39.63,4.0
Syrup Powerade,07/08/2014,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,1.75,13.778685714285714,24.1127,1.75
Tea Bag Brew Lipton,07/08/2014,Beverage 4316,ea,16.0,24.0,0.0,0,0,24.0,0,25.0,0.9616,24.04,15.0
Water (bottle),07/08/2014,Beverage 4316,bottle,68.0,24.0,0.0,0,0,24.0,0,56.0,0.28250000000000003,15.820000000000002,36.0
JJ Lunch Box,07/08/2014,Catering 4320,ea,161.0,0.0,0.0,0,0,0.0,0,161.0,0.3234,52.067400000000006,0.0
"Tray Cater Cmbo 12"" w / dome lid",07/08/2014,Catering 4320,each,29.0,0.0,0.0,0,0,0.0,0,28.0,0.9635999999999999,26.9808,1.0
"Tray Cater Cmbo 16"" w / dome lid",07/08/2014,Catering 4320,each,20.0,0.0,0.0,0,0,0.0,0,20.0,1.794,35.88,0.0
Party Tray Bags,07/08/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,07/15/2014,Bread 4311,ea,748.0,1092.0,0.0,0,0,1092.0,0,679.0,0.4412,299.5748,1161.0
Wheat,07/15/2014,Bread 4311,ea,55.0,32.0,0.0,0,0,32.0,0,45.0,1.4762,66.429,42.0
Avo Fresco,07/15/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,07/15/2014,Food 4312,lb,29.0,37.3,0.0,0,0,37.3,0,30.25,3.441900826446281,104.1175,36.05
Salami,07/15/2014,Food 4312,lb,37.0,34.75,0.0,0,0,34.75,0,35.75,3.2794013986013986,117.2386,36.0
Ham,07/15/2014,Food 4312,lb,141.25,81.25,0.0,0,0,81.25,0,87.75,2.3162005698005697,203.2466,134.75
Turkey,07/15/2014,Food 4312,lb,146.5,146.45,0.0,0,0,146.45,0,133.0,2.7692,368.3036,159.95
Beef,07/15/2014,Food 4312,lb,56.5,59.65,0.0,0,0,59.65,0,42.5,4.336,184.28,73.65
Bacon,07/15/2014,Food 4312,ea,1271.0,1200.0,0.0,0,0,1200.0,0,1246.0,0.2137,266.2702,1225.0
Cheese,07/15/2014,Food 4312,lb,90.5,137.45,0.0,0,0,137.45,0,76.25,2.6256,200.202,151.7
Mayonnaise,07/15/2014,Food 4312,gal mayo,53.0,8.0,0.0,0,0,8.0,0,43.5,8.8874,386.6019,17.5
Oil,07/15/2014,Food 4312,gal oil,12.5,0.0,0.0,0,0,0.0,0,11.0,8.5712,94.2832,1.5
Vinegar,07/15/2014,Food 4312,gal vinegar,10.5,0.0,0.0,0,0,0.0,0,9.75,4.341805128205128,42.3326,0.75
Avocado,07/15/2014,Food 4312,avo can,16.0,12.0,0.0,0,0,12.0,0,13.0,3.245,42.185,15.0
Peppers Cherry,07/15/2014,Food 4312,Gal Peppers,23.5,4.0,0.0,0,0,4.0,0,23.0,7.67,176.41,4.5
Mustard Dijon,07/15/2014,Food 4312,jar dijon,16.5,0.0,0.0,0,0,0.0,0,14.5,5.3147034482758615,77.0632,2.0
Soy Sauce,07/15/2014,Food 4312,gal soy,3.0,0.0,0.0,0,0,0.0,0,2.75,9.4388,25.9567,0.25
Tuna,07/15/2014,Food 4312,can tuna,17.5,0.0,0.0,0,0,0.0,0,11.0,9.3286,102.6146,6.5
Pam Spray,07/15/2014,Food 4312,ea,6.0,0.0,0.0,0,0,0.0,0,6.0,2.5195000000000003,15.117,0.0
Oregano,07/15/2014,Food 4312,cont oregano,3.7,0.0,0.0,0,0,0.0,0,3.6,20.803,74.8908,0.10000000000000009
Basil,07/15/2014,Food 4312,cont basil,3.7,0.0,0.0,0,0,0.0,0,3.6,5.0,18.0,0.10000000000000009
Sugar,07/15/2014,Food 4312,lb,20.0,50.0,0.0,0,0,50.0,0,40.0,0.4213,16.852,30.0
Mayo Packets,07/15/2014,Food 4312,Box 204,1.1,1.0,0.0,0,0,1.0,0,1.75,19.950114285714285,34.9127,0.3500000000000001
Mustard Packets,07/15/2014,Food 4312,Box 500,1.5,0.0,0.0,0,0,0.0,0,1.25,6.428,8.035,0.25
Sweet n Low Packets,07/15/2014,Food 4312,Case  3000,0.6,0.0,0.0,0,0,0.0,0,0.6,18.49,11.094,0.0
Pickles,07/15/2014,Sides 4313,ea,132.0,72.0,0.0,0,0,72.0,0,92.0,0.3517,32.3564,112.0
Chip JJ Reg ,07/15/2014,Sides 4313,ea,219.0,120.0,0.0,0,0,120.0,0,179.0,0.37050000000000005,66.3195,160.0
Chip JJ BBQ ,07/15/2014,Sides 4313,ea,266.0,240.0,0.0,0,0,240.0,0,250.0,0.3715,92.875,256.0
Chip JJ Jalapeno ,07/15/2014,Sides 4313,ea,232.0,180.0,0.0,0,0,180.0,0,205.0,0.3714,76.137,207.0
Chip JJ S&V ,07/15/2014,Sides 4313,ea,196.0,180.0,0.0,0,0,180.0,0,194.0,0.37079999999999996,71.9352,182.0
Chip JJ Skinny ,07/15/2014,Sides 4313,ea,95.0,120.0,0.0,0,0,120.0,0,145.0,0.4366,63.306999999999995,70.0
Cookie Oatmeal Raisin,07/15/2014,Sides 4313,ea,130.0,0.0,0.0,0,0,0.0,0,105.0,0.46840000000000004,49.182,25.0
Cookie JJ Triple Choc Chip,07/15/2014,Sides 4313,ea,160.0,112.0,0.0,0,0,112.0,0,165.0,0.5536,91.344,107.0
Cup Plas 12oz Trans Soft - Paper Cat,07/15/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,07/15/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,07/15/2014,Paper 4314,ea,1479.0,0.0,0.0,0,0,0.0,0,892.0,0.0351,31.3092,587.0
Lid 22oz JJ,07/15/2014,Paper 4314,ea,1620.0,0.0,0.0,0,0,0.0,0,1165.0,0.0118,13.747,455.0
Cup 30oz JJ,07/15/2014,Paper 4314,ea,784.0,0.0,0.0,0,0,0.0,0,515.0,0.0585,30.1275,269.0
Lid 30oz JJ,07/15/2014,Paper 4314,ea,516.0,1000.0,0.0,0,0,1000.0,0,1225.0,0.02,24.5,291.0
Napkins,07/15/2014,Paper 4314,Pack 284,5.5,12.0,0.0,0,0,12.0,0,12.0,2.8352,34.0224,5.5
Bags 8# JJ,07/15/2014,Paper 4314,Box 1000,0.75,0.0,0.0,0,0,0.0,0,0.2,42.919999999999995,8.584,0.55
Wrap Sandwich,07/15/2014,Paper 4314,Box 1000,3.5,0.0,0.0,0,0,0.0,0,0.75,22.416666666666668,16.8125,2.75
8X10 Port Pap.,07/15/2014,Paper 4314,Box 500,11.5,12.0,0.0,0,0,12.0,0,13.5,2.7641999999999998,37.3167,10.0
Straws,07/15/2014,Paper 4314,Box 300,10.5,0.0,0.0,0,0,0.0,0,8.0,13.50197500000002,108.0158,1.5
Pan Liners,07/15/2014,Paper 4314,Box 1000,1.2,0.0,0.0,0,0,0.0,0,1.1,31.145,34.2595,0.09999999999999987
Mylar,07/15/2014,Paper 4314,roll 5280,1.5,0.0,0.0,0,0,0.0,0,1.25,78.54624,98.1828,0.25
Cucumber,07/15/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.8297,0.0,0.0
Iceburg Head ,07/15/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,07/15/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,07/15/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,07/15/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,07/15/2014,Produce 4315,Head Let,86.0,144.0,0.0,0,0,144.0,0,39.0,1.1618,45.310199999999995,191.0
Tomatoes,07/15/2014,Produce 4315,lb,75.0,175.0,0.0,0,0,175.0,0,70.0,0.6212,43.483999999999995,180.0
Onions,07/15/2014,Produce 4315,lb,55.0,50.0,0.0,0,0,50.0,0,60.0,0.313,18.78,45.0
Sprouts,07/15/2014,Produce 4315,lb,3.0,5.0,0.0,0,0,5.0,0,1.0,1.9,1.9,7.0
Celery,07/15/2014,Produce 4315,stalk,3.0,6.0,0.0,0,0,6.0,0,3.5,1.3800000000000001,4.83,5.5
Cucumbers,07/15/2014,Produce 4315,ea,20.0,24.0,0.0,0,0,24.0,0,18.0,1.0,18.0,26.0
Syrup Coke,07/15/2014,Beverage 4316,gal,5.0,5.0,0.0,0,0,5.0,0,7.5,13.21,99.075,2.5
Syrup Diet Coke,07/15/2014,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.5,13.21,99.075,1.5
Syrup Sprite,07/15/2014,Beverage 4316,gal,4.0,0.0,0.0,0,0,0.0,0,2.5,13.209999999999999,33.025,1.5
Syrup Lemonade Light,07/15/2014,Beverage 4316,gal,2.5,2.5,0.0,0,0,2.5,0,3.75,14.34,53.775,1.25
Syrup Mello Yellow,07/15/2014,Beverage 4316,gal,1.5,2.5,0.0,0,0,2.5,0,3.25,13.78,44.785,0.75
Syrup Dr. Pepper,07/15/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,2.5,12.95,32.375,4.5
Syrup Cherry Coke,07/15/2014,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,1.0
Syrup Powerade,07/15/2014,Beverage 4316,gal,1.75,2.5,0.0,0,0,2.5,0,3.5,13.779514285714285,48.2283,0.75
Tea Bag Brew Lipton,07/15/2014,Beverage 4316,ea,25.0,24.0,0.0,0,0,24.0,0,32.0,0.9616,30.7712,17.0
Water (bottle),07/15/2014,Beverage 4316,bottle,56.0,48.0,0.0,0,0,48.0,0,78.0,0.28250000000000003,22.035000000000004,26.0
JJ Lunch Box,07/15/2014,Catering 4320,ea,161.0,0.0,0.0,0,0,0.0,0,160.0,0.3234,51.744,1.0
"Tray Cater Cmbo 12"" w / dome lid",07/15/2014,Catering 4320,each,28.0,0.0,0.0,0,0,0.0,0,26.0,0.9636,25.0536,2.0
