week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Sub Total COGS,Discounted Total COGS,Cash Over Under,Manager,InShop,Driver,Tax,DMR,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost,Manager Freebies,Employee Freebies,Promo,Waste,Total Freebies
05/06/2014,0.036117259115693315,0.13431148336641954,0.031557201265441606,0.014344053528466886,0.01829036697936896,0.0162749363261824,0.0007014147051734046,0.25159671528674604,0.2523152708072448,8.46,1501.447,1605.8297,952.6822,464.8653,269.17,4793.9942,0.0,0.0,0.0,0.0,0.0,4793.9942,96.7,115.17,172.5,0.0,384.37
05/13/2014,0.037603030406497866,0.13228081204503575,0.037977238476468216,0.013586891536968557,0.020913808421054038,0.012924512322407825,0.0016398433111663214,0.25692613651959856,0.2577964812631515,-0.07,1419.1336,1657.0497,939.61,459.8083,242.26,4717.8616,100.0,0.0,11.45,0.0,111.45,4829.3116,121.38,87.55,280.86,0.0,489.79
05/20/2014,0.03473676641921011,0.13210343162238974,0.033103674052185394,0.012384338398907097,0.020356289080669308,0.015862811460248198,0.0006931583257454728,0.24924046935935537,0.24994039790301403,10.07,1498.3334,1607.2025,961.9402,465.726,363.51,4896.7121,0.0,0.0,0.0,0.0,0.0,4896.7121,85.21,68.67,29.04,0.0,182.92
05/27/2014,0.039729004112304026,0.13149920838875087,0.032583141008664065,-0.005649244913461177,0.022055366222064412,0.018690043451308636,0.0016760767513671285,0.24058359502099808,0.24138393727644986,16.25,1418.3333,1465.4111,1044.4043,449.773,263.24,4641.1617,0.0,0.0,0.0,0.0,0.0,4641.1617,126.57,74.41,9.5,4.75,215.23
06/03/2014,0.0357421187844845,0.12643384659016144,0.03740649020988044,0.01461584942876596,0.02127990147921699,0.015142064362993899,0.0020176639894529617,0.2526379348449561,0.2533405597237533,16.91,1433.4999,1507.2965,970.7455,447.8715,293.44,4652.8534,0.0,0.0,0.0,0.0,0.0,4652.8534,78.87,78.86,123.62,56.29,337.64000000000004
06/10/2014,0.03625641190406094,0.13845895299499772,0.03417591582939531,0.015147502480176628,0.02483447894652982,0.019186384043464892,0.0009635936955975829,0.26902323989422294,0.2698428620418559,10.67,1503.9999,1568.2902,980.4248,464.0359,244.69,4761.440799999999,0.0,0.0,0.0,0.0,0.0,4761.440799999999,74.62,115.47,298.92,0.0,489.01
06/17/2014,0.03739652699788573,0.14664423872869253,0.03498841366001803,0.015299010613561953,0.02480446238855233,0.010737287979205224,0.001167366592324279,0.27103730696024003,0.2718611365949078,6.98,1434.3005,1553.6998,1112.1699,469.4695,278.13,4847.769700000001,390.0,0.0,44.655,0.0,434.655,5282.4247000000005,43.86,56.14,11.35,7.75,119.1
06/24/2014,0.03801871378496315,0.13677921882824234,0.03397555619143002,0.016250761857071305,0.024234852278417627,0.021974039630874877,6.893196938264537e-05,0.271302074540382,0.2720532012304171,1.97,1531.8334,1455.5792,1136.2712,472.1618,249.77,4845.6156,0.0,0.0,0.0,0.0,0.0,4845.6156,97.6,95.69,223.25,0.0,416.53999999999996
07/01/2014,0.03629036726815597,0.1409432662756452,0.03177950378023027,0.014027620787527202,0.02225286054636168,0.011584662557023954,0.0008091366545229226,0.25768741786946725,0.2584352731274239,7.23,1595.1492,1393.5987,1097.3671,467.8602,259.05,4813.0252,0.0,0.0,0.0,0.0,0.0,4813.0252,121.48,80.11,29.5,0.0,231.09
07/08/2014,0.0391628920395739,0.13963664824000632,0.030542084402865013,0.01600973251145608,0.024250687597735306,0.017779827200487715,7.493007381809668e-05,0.2674568020659425,0.26827328792635147,3.36,1074.8334,1537.78,1212.8391,438.0143,217.57,4481.0368,520.0,0.0,59.54,0.0,579.54,5060.5768,95.9,119.11,499.75,0.0,714.76
07/15/2014,0.03656306729364123,0.14799793696931882,0.028008914330103996,0.014804868497712521,0.025908653585948464,0.013144065125548785,0.00025753499670488173,0.26668504079897876,0.2673536155567796,-7.06,1611.6159,1672.7504,1052.6559,496.589,304.13,5137.7411999999995,200.0,0.0,22.9,0.0,222.9,5360.641199999999,95.55,50.34,1471.89,5.75,1623.5300000000002
07/22/2014,0.03561058163356194,0.1397588654097165,0.03453743693874394,0.01656724424403844,0.02193086483912641,0.01920674582153254,6.453293650979678e-05,0.2676762718232295,0.2685134051839315,-1.59,1315.6525,1498.2178,1271.2784,467.7495,305.75,4858.6482,200.0,0.0,22.9,0.0,222.9,5081.548199999999,91.11,102.93,549.15,13.2,756.3900000000001
07/29/2014,0.035341812421869165,0.1464419147265287,0.02604782141826846,0.015537453388608126,0.021999415020354084,0.012753297522250597,0.00047920250446080383,0.25860091700234,0.2593020912354557,2.7,1510.0,1516.9576,1087.2081,471.072,278.47,4863.7077,0.0,0.0,0.0,0.0,0.0,4863.7077,122.48,89.15,545.5,0.0,757.13
08/05/2014,0.034411702587030815,0.13941846801198035,0.03170036218055381,-0.0024967520319776975,0.022039535902502672,0.015780323925663673,0.0006829475568323897,0.241536588132586,0.24219464243522704,15.72,1438.76,1588.517,1087.1655,471.1037,303.18,4888.7262,0.0,0.0,0.0,0.0,0.0,4888.7262,124.58,112.28,478.74,16.95,732.5500000000001
08/12/2014,0.03590876185366932,0.14671980687000016,0.03147666819193084,0.01696572573646592,0.02204270950029191,0.016881051485554698,0.0015021348438708044,0.27149685848178373,0.2722857882197013,-4.27,1514.6758,1538.284,1144.3265,480.5893,302.24,4980.115599999999,0.0,0.0,0.0,0.0,0.0,4980.115599999999,110.69,128.56,544.09,0.0,783.34
08/19/2014,0.03587659545220657,0.13798216821126688,0.031218243434442888,0.015947333126519747,0.022647052813624433,0.017611005949915205,0.002156607415195597,0.2634390064031713,0.2640891688509029,2.88,1330.1865,1416.1193,1413.7805,476.3299,404.52,5040.9362,0.0,0.0,0.0,0.0,0.0,5040.9362,99.5,109.57,475.0,4.75,688.8199999999999
08/26/2014,0.036147315950276704,0.14307509426240345,0.029016946898684615,0.017318887403470193,0.026269590796916722,0.012682920059155663,0.0011216596638248624,0.2656324150347322,0.26631021351943307,5.26,1516.3268,1394.445,1260.4876,477.6092,282.22,4931.0886,0.0,0.0,0.0,0.0,0.0,4931.0886,107.99,110.57,563.54,0.0,782.0999999999999
09/02/2014,0.037960715607067215,0.14528665723093406,0.03254183086067626,0.01701929651268931,0.023611763799411788,0.015285206469700956,0.002021583717599955,0.27372705419807947,0.2745947343614532,-4.47,1507.5001,1285.569,1212.5267,458.6407,258.27,4722.5064999999995,0.0,0.0,0.0,0.0,0.0,4722.5064999999995,106.79,105.98,418.0,11.5,642.27
09/09/2014,0.03752824518365551,0.14322314023720387,0.03212004915090743,0.017426394137446025,0.025803944717122506,0.011158363948322694,0.0011919408035785267,0.2684520781782366,0.2692345365874423,14.49,1527.8538,1370.1187,1286.0035,479.0653,408.53,5071.5713,0.0,0.0,0.0,0.0,0.0,5071.5713,107.29,122.36,649.25,0.0,878.9
09/16/2014,0.03827992586198994,0.17250018237537304,0.036247566983408024,0.018033761070830708,0.025408330390580266,0.013298050423401372,0.0001520332755972715,0.30391985038118075,0.3047268210584486,-22.3,1348.3316,1237.2878,1221.7408,435.9427,310.53,4553.832899999999,390.0,0.0,44.655,0.0,434.655,4988.487899999999,95.79,131.45,332.15,0.0,559.39
09/23/2014,0.03561748194938719,0.14685404994200355,0.03403766217905212,0.017153972957651323,0.026799620121412893,0.01779988807799784,0.0008738422726121023,0.279136517500117,0.279652987108311,-1.9,1427.7349,1354.8309,1146.7112,449.9022,315.83,4695.0092,260.0,0.0,29.77,0.0,289.77,4984.779200000001,97.8,110.89,357.25,5.75,571.69
09/30/2014,0.03566833443095736,0.14820249758886844,0.032050744563639835,0.015038955769392832,0.02654502495404025,0.016085002918327415,0.001428026555218812,0.27501858678044494,0.27579888822649956,6.73,1377.563,1309.3794,1170.1964,441.6424,353.74,4652.521199999999,400.0,0.0,45.8,0.0,445.8,5098.321199999999,70.33,107.59,333.15,4.75,515.8199999999999
10/07/2014,0.03846665721578262,0.14956005045988127,0.0320336364366857,0.020578276511526262,0.013845357841174188,0.014676887558216032,0.00036942068476227924,0.2695302867080286,0.2700529162401249,5.67,1504.2744,1224.8321,1090.932,437.3944,302.71,4560.1429,0.0,0.0,0.0,0.0,0.0,4560.1429,102.39,99.79,250.17,5.75,458.1
10/14/2014,0.04260499210090778,0.1500475277722052,0.03219425497768194,0.013083921585836801,0.038357043670695624,0.015540163122523697,0.00021382403831686646,0.29204172726816785,0.29298209539094233,0.21,1465.0001,1318.5115,1052.2436,439.194,296.1,4571.0492,130.0,0.0,14.885,0.0,144.885,4715.934200000001,85.91,127.76,56.09,6.65,276.40999999999997
10/21/2014,0.03836673402717318,0.15202422799849252,0.03417950038012819,0.012559704088175224,0.026618739775205194,0.017105136849779292,0.001605368121658449,0.282459411240612,0.28351229734665434,-1.38,1471.5171,1239.6633,1074.7889,433.4935,350.37,4569.8328,130.0,0.0,14.885,0.0,144.885,4714.7178,116.38,106.48,139.31,0.0,362.17
10/28/2014,0.03720238304849344,0.15518640543940185,0.031681184509480514,0.013689104997527922,0.025613066621967485,0.009958291721308129,0.0010207611725646572,0.27435119751074394,0.27505549130831014,4.84,1504.6393,1262.6935,1021.5728,433.8297,353.05,4575.7853000000005,0.0,0.0,0.0,0.0,0.0,4575.7853000000005,88.91,84.7,204.09,5.65,383.35
11/04/2014,0.0401703967983497,0.13828461693894978,0.03497367897243191,0.010878010971744291,0.03028089836811137,0.017812286061541886,0.0020741361787085452,0.2744740242898375,0.2751525956106992,6.74,1387.7873,1242.3452,931.3031,407.7844,329.44,4298.66,130.0,0.0,14.885,0.0,144.885,4443.545,115.88,86.19,75.99,0.0,278.06
11/11/2014,0.03704223563803899,0.15525052375093346,0.030425681783141426,0.014966398316741588,0.03722565427299139,0.013268870904842087,0.0018454624879454152,0.2900248271546343,0.2910073325130674,12.93,1473.8119,1247.9611,1087.3972,436.15,356.1,4601.4202000000005,260.0,0.0,29.77,0.0,289.77,4891.190200000001,91.1,91.25,21.8,0.0,204.15
11/18/2014,0.03899330394131554,0.14520595028874653,0.03512511834993927,0.013448201820002286,0.02821736400745925,0.016927872859684622,0.001836806617171691,0.2797546178843194,0.2803770004737888,3.49,1541.2457,1270.0125,1089.1609,446.598,298.78,4645.7971,0.0,0.0,0.0,0.0,0.0,4645.7971,102.7,88.2,101.05,0.0,291.95
11/25/2014,0.03642649333472401,0.1446921900763173,0.03497344023813168,0.01255671272923098,0.03303037969252664,0.01567937289225118,0.002344168059195609,0.2797027570223774,0.28010960478808045,4.16,1505.2307,1221.7959,1146.3677,443.5036,349.51,4666.4079,130.0,0.0,14.885,0.0,144.885,4811.2929,79.42,86.9,47.99,10.5,224.81
12/02/2014,0.038415857086265125,0.14900066024032754,0.03388371281432156,0.012569136594291756,0.03517033257248496,0.01169299767972685,0.0005782007507875727,0.2813108977382052,0.2818296579955103,2.72,1257.9648,1032.2957,893.3789,364.5267,290.42,3838.5861,650.0,0.0,74.425,0.0,724.425,4563.0111,68.83,44.05,114.0,0.0,226.88
12/09/2014,0.03643054614204686,0.15482158676084135,0.03480531873149502,0.014610756370468133,0.040827603479232796,0.017838574180430205,0.0010428185828606756,0.3003772042473751,0.30071163152950686,-72.61,1444.0465,1383.1541,1062.5683,445.3785,349.0,4684.1474,620.0,0.0,70.99,0.0,690.99,5375.1374,113.18,70.72,212.59,12.0,408.49
12/16/2014,0.034052874368229055,0.13927422512414825,0.03610751204259508,0.012150468330801195,0.031656301441251165,0.012106916461476101,0.0005222639803017064,0.2658705617488025,0.266180760248269,12.42,1436.1839,1359.792,1048.4957,440.192,441.7,4726.3636,260.0,0.0,29.77,0.0,289.77,5016.133599999999,94.1,91.4,114.49,5.55,305.54
12/23/2014,0.03315319545798796,0.14382781975835413,0.033059102140333585,0.01374594346421943,0.032160823903509064,0.019540749790387793,0.0006536107583056794,0.2761412452730977,0.2764355525848685,-1.83,1336.7023,1538.7985,1128.0928,458.4115,440.59,4902.5951,0.0,230.0,0.0,26.335,256.335,5158.9301,60.24,71.62,52.72,4.75,189.33
12/30/2014,0.04356061508397144,0.14542475274908298,0.031362418668125586,0.013793825338601016,0.02405303756760412,0.011368939349587256,0.0011720874457703389,0.27073567620274264,0.2711899032395471,-3.44,1135.0001,1079.6684,750.9031,339.5579,289.73,3594.8595,230.0,230.0,26.335,26.335,512.67,4107.5295,83.21,44.45,61.49,16.85,206.0
