week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
04/22/2014,Tuesday,2014-04-22,221,2122.56,0,4.75,41.77,2076.04
04/29/2014,Wednesday,2014-04-23,227,2274.72,0,0.0,39.06,2235.66
04/29/2014,Thursday,2014-04-24,215,2528.0,0,345.0,21.48,2161.52
04/29/2014,Friday,2014-04-25,236,2381.09,0,11.5,30.77,2338.82
04/29/2014,Saturday,2014-04-26,209,2277.91,0,0.0,43.85,2234.06
04/29/2014,Sunday,2014-04-27,184,1926.17,0,0.0,10.79,1915.38
04/29/2014,Monday,2014-04-28,180,1675.88,0,0.0,18.28,1657.6
04/29/2014,Tuesday,2014-04-29,209,1987.18,0,0.0,37.71,1949.47
05/06/2014,Wednesday,2014-04-30,184,1732.64,0,0.0,38.36,1694.28
05/06/2014,Thursday,2014-05-01,230,2399.02,0,172.5,9.79,2216.73
05/06/2014,Friday,2014-05-02,232,2197.7,0,0.0,28.17,2169.53
05/06/2014,Saturday,2014-05-03,216,2494.2,0,0.0,29.77,2464.43
05/06/2014,Sunday,2014-05-04,167,1722.18,0,0.0,43.75,1678.43
05/06/2014,Monday,2014-05-05,212,1986.21,0,0.0,24.32,1961.89
05/06/2014,Tuesday,2014-05-06,241,2776.54,0,0.0,37.71,2738.83
05/13/2014,Wednesday,2014-05-07,201,1937.87,0,0.0,30.37,1907.5
05/13/2014,Thursday,2014-05-08,218,2445.72,0,20.85,48.95,2375.92
05/13/2014,Friday,2014-05-09,258,2855.43,0,0.0,17.28,2838.15
05/13/2014,Saturday,2014-05-10,208,2281.34,0,0.0,20.28,2261.06
05/13/2014,Sunday,2014-05-11,155,1435.76,0,0.0,27.97,1407.79
05/13/2014,Monday,2014-05-12,204,2024.51,0,98.01,28.07,1898.43
05/13/2014,Tuesday,2014-05-13,208,1955.98,0,162.0,36.01,1757.97
05/20/2014,Wednesday,2014-05-14,243,2106.49,0,0.0,28.47,2078.02
05/20/2014,Thursday,2014-05-15,240,2156.31,0,14.79,7.89,2133.63
05/20/2014,Friday,2014-05-16,267,2608.11,0,9.5,26.07,2572.54
05/20/2014,Saturday,2014-05-17,224,2285.08,0,4.75,26.97,2253.36
05/20/2014,Sunday,2014-05-18,182,2035.32,0,0.0,25.47,2009.85
05/20/2014,Monday,2014-05-19,215,2059.85,0,0.0,8.69,2051.16
05/20/2014,Tuesday,2014-05-20,243,2464.73,0,0.0,30.32,2434.41
05/27/2014,Wednesday,2014-05-21,242,2046.25,0,4.75,34.92,2006.58
05/27/2014,Thursday,2014-05-22,232,2220.06,0,0.0,28.47,2191.59
05/27/2014,Friday,2014-05-23,242,2438.72,0,0.0,22.47,2416.25
05/27/2014,Saturday,2014-05-24,185,2016.1,0,0.0,19.38,1996.72
05/27/2014,Sunday,2014-05-25,162,1756.88,0,0.0,26.47,1730.41
05/27/2014,Monday,2014-05-26,146,1400.31,0,4.75,36.06,1359.5
05/27/2014,Tuesday,2014-05-27,186,1865.8,0,0.0,37.96,1827.84
06/03/2014,Wednesday,2014-05-28,221,2300.62,0,8.89,61.06,2230.67
06/03/2014,Thursday,2014-05-29,225,1974.15,0,13.4,39.82,1920.93
06/03/2014,Friday,2014-05-30,233,2254.66,0,6.34,17.38,2230.94
06/03/2014,Saturday,2014-05-31,213,2705.66,0,94.99,28.22,2582.45
06/03/2014,Sunday,2014-06-01,177,2002.77,0,0.0,13.64,1989.13
06/03/2014,Monday,2014-06-02,200,2042.05,0,0.0,36.46,2005.59
06/03/2014,Tuesday,2014-06-03,249,2375.67,0,0.0,17.44,2358.23
06/10/2014,Wednesday,2014-06-04,248,2497.45,0,0.0,28.47,2468.98
06/10/2014,Thursday,2014-06-05,244,2405.37,0,26.99,16.43,2361.95
06/10/2014,Friday,2014-06-06,267,2437.33,0,0.0,27.07,2410.26
06/10/2014,Saturday,2014-06-07,195,2372.36,0,264.49,20.48,2087.39
06/10/2014,Sunday,2014-06-08,145,1581.9,0,0.0,36.46,1545.44
06/10/2014,Monday,2014-06-09,207,1826.97,0,0.0,35.96,1791.01
06/10/2014,Tuesday,2014-06-10,225,2129.55,0,7.44,25.22,2096.89
06/17/2014,Wednesday,2014-06-11,245,2359.58,0,0.0,8.44,2351.14
06/17/2014,Thursday,2014-06-12,230,2353.75,0,11.35,0.0,2342.4
06/17/2014,Friday,2014-06-13,256,2488.08,0,0.0,25.28,2462.8
06/17/2014,Saturday,2014-06-14,203,2164.24,0,0.0,8.69,2155.55
06/17/2014,Sunday,2014-06-15,160,1727.35,0,0.0,25.67,1701.68
06/17/2014,Monday,2014-06-16,234,2059.28,0,0.0,22.09,2037.19
06/17/2014,Tuesday,2014-06-17,222,2020.76,0,0.0,17.58,2003.18
06/24/2014,Wednesday,2014-06-18,231,2052.37,0,0.0,30.72,2021.65
06/24/2014,Thursday,2014-06-19,254,2665.98,0,9.5,35.06,2621.42
06/24/2014,Friday,2014-06-20,220,2028.53,0,4.75,37.56,1986.22
06/24/2014,Saturday,2014-06-21,170,1795.31,0,209.0,15.78,1570.53
06/24/2014,Sunday,2014-06-22,167,1751.97,0,0.0,26.67,1725.3
06/24/2014,Monday,2014-06-23,207,1925.93,0,0.0,17.48,1908.45
06/24/2014,Tuesday,2014-06-24,200,1758.91,0,0.0,30.02,1728.89
07/01/2014,Wednesday,2014-06-25,223,2166.3,0,4.75,15.43,2146.12
07/01/2014,Thursday,2014-06-26,190,1801.13,0,0.0,31.37,1769.76
07/01/2014,Friday,2014-06-27,217,2309.72,0,0.0,28.32,2281.4
07/01/2014,Saturday,2014-06-28,172,1604.36,0,0.0,39.66,1564.7
07/01/2014,Sunday,2014-06-29,189,1923.73,0,0.0,27.37,1896.36
07/01/2014,Monday,2014-06-30,229,2235.56,0,0.0,27.57,2207.99
07/01/2014,Tuesday,2014-07-01,224,1999.35,0,24.75,31.87,1942.73
07/08/2014,Wednesday,2014-07-02,214,1893.02,0,0.0,25.72,1867.3
07/08/2014,Thursday,2014-07-03,208,2006.41,0,0.0,35.46,1970.95
07/08/2014,Friday,2014-07-04,147,1537.94,0,0.0,35.36,1502.58
07/08/2014,Saturday,2014-07-05,162,1435.38,0,0.0,10.79,1424.59
07/08/2014,Sunday,2014-07-06,152,1679.99,0,29.5,25.67,1624.82
07/08/2014,Monday,2014-07-07,198,1733.65,0,52.25,45.85,1635.55
07/08/2014,Tuesday,2014-07-08,239,2573.6,0,418.0,36.16,2119.44
07/15/2014,Wednesday,2014-07-09,228,2545.63,0,522.5,29.17,1993.96
07/15/2014,Thursday,2014-07-10,214,2533.1,0,522.5,17.78,1992.82
07/15/2014,Friday,2014-07-11,252,2631.18,0,322.39,15.83,2292.96
07/15/2014,Saturday,2014-07-12,216,1928.06,0,0.0,9.59,1918.47
07/15/2014,Sunday,2014-07-13,165,1759.31,0,0.0,28.87,1730.44
07/15/2014,Monday,2014-07-14,238,2305.89,0,0.0,16.38,2289.51
07/15/2014,Tuesday,2014-07-15,219,2001.88,0,104.5,34.02,1863.36
07/22/2014,Wednesday,2014-07-16,218,2113.45,0,104.5,34.31,1974.64
07/22/2014,Thursday,2014-07-17,228,2548.95,0,120.65,38.42,2389.88
07/22/2014,Friday,2014-07-18,239,2490.47,0,109.25,22.13,2359.09
07/22/2014,Saturday,2014-07-19,180,1681.51,0,0.0,28.97,1652.54
07/22/2014,Sunday,2014-07-20,176,1847.86,0,0.0,26.57,1821.29
07/22/2014,Monday,2014-07-21,193,2081.23,0,110.25,26.57,1944.41
07/22/2014,Tuesday,2014-07-22,218,2168.44,0,104.5,30.27,2033.67
07/29/2014,Wednesday,2014-07-23,208,2064.7,0,104.5,37.41,1922.79
07/29/2014,Thursday,2014-07-24,230,2218.28,0,116.0,30.27,2072.01
07/29/2014,Friday,2014-07-25,217,2118.55,0,104.5,28.07,1985.98
07/29/2014,Saturday,2014-07-26,240,2418.52,0,0.0,19.18,2399.34
07/29/2014,Sunday,2014-07-27,169,1811.81,0,0.0,26.57,1785.24
07/29/2014,Monday,2014-07-28,232,2171.45,0,116.0,27.17,2028.28
07/29/2014,Tuesday,2014-07-29,215,2171.57,0,104.5,42.96,2024.11
08/05/2014,Wednesday,2014-07-30,215,2288.3,0,52.25,38.41,2197.64
08/05/2014,Thursday,2014-07-31,254,2442.32,0,104.5,33.12,2304.7
08/05/2014,Friday,2014-08-01,248,2562.54,0,112.99,23.98,2425.57
08/05/2014,Saturday,2014-08-02,197,1969.58,0,0.0,47.92,1921.66
08/05/2014,Sunday,2014-08-03,174,1902.44,0,0.0,34.26,1868.18
08/05/2014,Monday,2014-08-04,230,2152.35,0,0.0,37.26,2115.09
08/05/2014,Tuesday,2014-08-05,246,2638.6,0,209.0,38.86,2390.74
08/12/2014,Wednesday,2014-08-06,241,2237.09,0,104.5,37.26,2095.33
08/12/2014,Thursday,2014-08-07,241,2688.1,0,104.5,25.37,2558.23
08/12/2014,Friday,2014-08-08,231,2312.25,0,104.5,45.96,2161.79
08/12/2014,Saturday,2014-08-09,219,2394.76,0,0.0,10.69,2384.07
08/12/2014,Sunday,2014-08-10,186,1957.24,0,0.0,44.95,1912.29
08/12/2014,Monday,2014-08-11,216,2083.82,0,0.0,37.96,2045.86
08/12/2014,Tuesday,2014-08-12,230,2170.99,0,230.59,37.06,1903.34
08/19/2014,Wednesday,2014-08-13,247,2283.67,0,104.5,17.68,2161.49
08/19/2014,Thursday,2014-08-14,262,3050.15,0,104.5,46.15,2899.5
08/19/2014,Friday,2014-08-15,239,2424.15,0,104.5,31.62,2288.03
08/19/2014,Saturday,2014-08-16,205,2373.55,0,0.0,30.07,2343.48
08/19/2014,Sunday,2014-08-17,195,1997.96,0,4.75,35.26,1957.95
08/19/2014,Monday,2014-08-18,189,1717.39,0,104.5,26.57,1586.32
08/19/2014,Tuesday,2014-08-19,238,2302.94,0,52.25,26.47,2224.22
08/26/2014,Wednesday,2014-08-20,223,2149.6,0,104.5,37.16,2007.94
08/26/2014,Thursday,2014-08-21,251,2473.93,0,120.75,26.67,2326.51
08/26/2014,Friday,2014-08-22,235,2665.32,0,113.39,44.65,2507.28
08/26/2014,Saturday,2014-08-23,211,2167.84,0,0.0,29.57,2138.27
08/26/2014,Sunday,2014-08-24,187,2034.44,0,0.0,26.67,2007.77
08/26/2014,Monday,2014-08-25,194,2011.6,0,30.15,17.78,1963.67
08/26/2014,Tuesday,2014-08-26,202,1988.6,0,194.75,36.06,1757.79
09/02/2014,Wednesday,2014-08-27,217,1927.91,0,104.5,38.06,1785.35
09/02/2014,Thursday,2014-08-28,216,2051.47,0,104.5,38.16,1908.81
09/02/2014,Friday,2014-08-29,214,1908.05,0,104.5,28.07,1775.48
09/02/2014,Saturday,2014-08-30,205,2320.1,0,0.0,27.27,2292.83
09/02/2014,Sunday,2014-08-31,173,2041.84,0,0.0,46.86,1994.98
09/02/2014,Monday,2014-09-01,158,1866.47,0,0.0,8.89,1857.58
09/02/2014,Tuesday,2014-09-02,244,2290.39,0,104.5,36.96,2148.93
09/09/2014,Wednesday,2014-09-03,221,2026.81,0,104.5,27.37,1894.94
09/09/2014,Thursday,2014-09-04,222,2137.48,0,104.5,26.27,2006.71
09/09/2014,Friday,2014-09-05,250,2251.07,0,104.5,37.86,2108.71
09/09/2014,Saturday,2014-09-06,209,3458.42,0,204.0,42.25,3212.17
09/09/2014,Sunday,2014-09-07,168,1904.23,0,0.0,26.67,1877.56
09/09/2014,Monday,2014-09-08,207,2113.1,0,27.25,27.37,2058.48
09/09/2014,Tuesday,2014-09-09,235,2084.18,0,104.5,41.86,1937.82
09/16/2014,Wednesday,2014-09-10,225,2119.7,0,0.0,26.67,2093.03
09/16/2014,Thursday,2014-09-11,227,3257.92,0,204.0,35.56,3018.36
09/16/2014,Friday,2014-09-12,193,1976.25,0,0.0,35.46,1940.79
09/16/2014,Saturday,2014-09-13,190,2089.56,0,0.0,25.27,2064.29
09/16/2014,Sunday,2014-09-14,162,1827.73,0,0.0,33.31,1794.42
09/16/2014,Monday,2014-09-15,208,2142.16,0,23.65,35.61,2082.9
09/16/2014,Tuesday,2014-09-16,221,2076.71,0,104.5,35.36,1936.85
09/23/2014,Wednesday,2014-09-17,255,2468.29,0,104.5,27.37,2336.42
09/23/2014,Thursday,2014-09-18,252,2793.12,0,5.75,47.55,2739.82
09/23/2014,Friday,2014-09-19,231,2250.41,0,104.5,25.13,2120.78
09/23/2014,Saturday,2014-09-20,218,2355.14,0,8.39,8.89,2337.86
09/23/2014,Sunday,2014-09-21,181,1984.73,0,0.0,37.06,1947.67
09/23/2014,Monday,2014-09-22,203,2095.46,0,29.61,24.43,2041.42
09/23/2014,Tuesday,2014-09-23,261,2510.74,0,104.5,44.01,2362.23
09/30/2014,Wednesday,2014-09-24,247,2271.05,0,104.5,27.97,2138.58
09/30/2014,Thursday,2014-09-25,258,2723.7,0,104.5,40.16,2579.04
09/30/2014,Friday,2014-09-26,227,2376.98,0,104.5,17.58,2254.9
09/30/2014,Saturday,2014-09-27,211,2323.44,0,0.0,27.17,2296.27
09/30/2014,Sunday,2014-09-28,197,2035.95,0,0.0,30.82,2005.13
09/30/2014,Monday,2014-09-29,210,2154.9,0,19.65,15.44,2119.81
09/30/2014,Tuesday,2014-09-30,236,2133.43,0,0.0,23.53,2109.9
10/07/2014,Wednesday,2014-10-01,238,2050.33,0,0.0,37.16,2013.17
10/07/2014,Thursday,2014-10-02,176,1651.98,0,0.0,39.26,1612.72
10/07/2014,Friday,2014-10-03,241,3477.13,0,204.0,8.89,3264.24
10/07/2014,Saturday,2014-10-04,231,2399.81,0,0.0,37.16,2362.65
10/07/2014,Sunday,2014-10-05,189,1860.32,0,23.75,33.96,1802.61
10/07/2014,Monday,2014-10-06,195,1967.32,0,22.42,19.08,1925.82
10/07/2014,Tuesday,2014-10-07,213,1900.32,0,0.0,32.42,1867.9
10/14/2014,Wednesday,2014-10-08,219,1947.97,0,12.5,38.06,1897.41
10/14/2014,Thursday,2014-10-09,232,2009.49,0,0.0,17.68,1991.81
10/14/2014,Friday,2014-10-10,211,1809.84,0,0.0,26.97,1782.87
10/14/2014,Saturday,2014-10-11,171,1636.75,0,26.99,37.86,1571.9
10/14/2014,Sunday,2014-10-12,156,1624.48,0,0.0,26.47,1598.01
10/14/2014,Monday,2014-10-13,168,1683.16,0,16.6,45.71,1620.85
10/14/2014,Tuesday,2014-10-14,217,2049.27,0,0.0,27.57,2021.7
10/21/2014,Wednesday,2014-10-15,236,2064.94,0,8.89,24.67,2031.38
10/21/2014,Thursday,2014-10-16,215,1981.94,0,0.0,37.16,1944.78
10/21/2014,Friday,2014-10-17,214,2177.57,0,0.0,37.66,2139.91
10/21/2014,Saturday,2014-10-18,201,2088.17,0,0.0,25.08,2063.09
10/21/2014,Sunday,2014-10-19,143,1566.5,0,0.0,32.86,1533.64
10/21/2014,Monday,2014-10-20,199,1991.21,0,78.17,26.17,1886.87
10/21/2014,Tuesday,2014-10-21,196,1901.34,0,52.25,39.26,1809.83
10/28/2014,Wednesday,2014-10-22,196,1892.19,0,0.0,29.47,1862.72
10/28/2014,Thursday,2014-10-23,225,2238.39,0,52.25,32.32,2153.82
10/28/2014,Friday,2014-10-24,256,2598.1,0,55.25,21.08,2521.77
10/28/2014,Saturday,2014-10-25,199,1911.65,0,0.0,17.78,1893.87
10/28/2014,Sunday,2014-10-26,190,2097.19,0,29.99,25.47,2041.73
10/28/2014,Monday,2014-10-27,176,1646.32,0,14.35,16.78,1615.19
10/28/2014,Tuesday,2014-10-28,203,1814.78,0,52.25,36.36,1726.17
11/04/2014,Wednesday,2014-10-29,201,1827.16,0,0.0,29.37,1797.79
11/04/2014,Thursday,2014-10-30,208,2482.81,0,0.0,28.17,2454.64
11/04/2014,Friday,2014-10-31,205,2339.7,0,52.25,25.47,2261.98
11/04/2014,Saturday,2014-11-01,175,1767.12,0,4.75,43.25,1719.12
11/04/2014,Sunday,2014-11-02,132,1364.36,0,0.0,16.78,1347.58
11/04/2014,Monday,2014-11-03,223,1917.41,0,5.75,23.67,1887.99
11/04/2014,Tuesday,2014-11-04,176,1564.6,0,13.24,35.36,1516.0
11/11/2014,Wednesday,2014-11-05,177,1739.87,0,0.0,8.69,1731.18
11/11/2014,Thursday,2014-11-06,222,2262.56,0,0.0,8.69,2253.87
11/11/2014,Friday,2014-11-07,192,1853.54,0,0.0,34.56,1818.98
11/11/2014,Saturday,2014-11-08,190,2031.87,0,21.8,33.32,1976.75
11/11/2014,Sunday,2014-11-09,161,1711.65,0,0.0,43.85,1667.8
11/11/2014,Monday,2014-11-10,191,1730.99,0,0.0,26.57,1704.42
11/11/2014,Tuesday,2014-11-11,197,1901.0,0,0.0,26.67,1874.33
11/18/2014,Wednesday,2014-11-12,197,1651.14,0,0.0,40.76,1610.38
11/18/2014,Thursday,2014-11-13,211,1942.54,0,0.0,30.87,1911.67
11/18/2014,Friday,2014-11-14,214,1992.73,0,0.0,19.68,1973.05
11/18/2014,Saturday,2014-11-15,178,1994.37,0,0.0,0.0,1994.37
11/18/2014,Sunday,2014-11-16,163,1898.75,0,53.55,26.37,1818.83
11/18/2014,Monday,2014-11-17,174,1760.16,0,47.5,34.16,1678.5
11/18/2014,Tuesday,2014-11-18,180,1614.14,0,0.0,39.06,1575.08
11/25/2014,Wednesday,2014-11-19,203,1860.34,0,8.0,18.68,1833.66
11/25/2014,Thursday,2014-11-20,198,1828.27,0,0.0,21.48,1806.79
11/25/2014,Friday,2014-11-21,224,2044.25,0,0.0,37.77,2006.48
11/25/2014,Saturday,2014-11-22,170,1966.35,0,0.0,17.78,1948.57
11/25/2014,Sunday,2014-11-23,163,1665.31,0,0.0,25.67,1639.64
11/25/2014,Monday,2014-11-24,204,2194.32,0,0.0,28.07,2166.25
11/25/2014,Tuesday,2014-11-25,189,1959.73,0,39.99,27.37,1892.37
12/02/2014,Wednesday,2014-11-26,204,2162.49,0,0.0,10.59,2151.9
12/02/2014,Thursday,2014-11-27,1,0.0,0,0.0,0.0,0.0
12/02/2014,Friday,2014-11-28,156,1598.41,0,114.0,25.67,1458.74
12/02/2014,Saturday,2014-11-29,176,1777.31,0,0.0,10.39,1766.92
12/02/2014,Sunday,2014-11-30,182,1912.08,0,0.0,0.0,1912.08
12/02/2014,Monday,2014-12-01,187,1497.52,0,0.0,27.97,1469.55
12/02/2014,Tuesday,2014-12-02,195,1654.39,0,0.0,38.26,1616.13
12/09/2014,Wednesday,2014-12-03,194,1699.39,0,8.69,27.57,1663.13
12/09/2014,Thursday,2014-12-04,226,2008.68,0,14.93,19.28,1974.47
12/09/2014,Friday,2014-12-05,202,1839.04,0,0.0,36.46,1802.58
12/09/2014,Saturday,2014-12-06,208,2236.42,0,57.0,27.57,2151.85
12/09/2014,Sunday,2014-12-07,192,2308.3,0,131.97,35.66,2140.67
12/09/2014,Monday,2014-12-08,193,1759.62,0,0.0,0.0,1759.62
12/09/2014,Tuesday,2014-12-09,186,1604.39,0,0.0,49.36,1555.03
12/16/2014,Wednesday,2014-12-10,221,2123.94,0,0.0,10.59,2113.35
12/16/2014,Thursday,2014-12-11,211,1946.14,0,0.0,19.48,1926.66
12/16/2014,Friday,2014-12-12,224,2269.33,0,0.0,25.67,2243.66
12/16/2014,Saturday,2014-12-13,183,2557.09,0,114.49,45.35,2397.25
12/16/2014,Sunday,2014-12-14,171,1868.34,0,0.0,43.01,1825.33
12/16/2014,Monday,2014-12-15,213,1926.62,0,0.0,28.27,1898.35
12/16/2014,Tuesday,2014-12-16,201,1815.38,0,0.0,18.68,1796.7
12/23/2014,Wednesday,2014-12-17,235,2147.47,0,0.0,27.57,2119.9
