week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
01/01/2019,11632578 (4445977),12/27/2018,0,Nogales Produce,0,187.45,0.0,0.0,187.45
01/08/2019,11634460 (4458003),01/02/2019,0,Nogales Produce,0,189.2,0.0,0.0,189.2
01/08/2019,11636824 (4458012),01/08/2019,0,Nogales Produce,0,176.2,0.0,0.0,176.2
01/15/2019,11638821 (4474246),01/12/2019,0,Nogales Produce,0,223.35,0.0,0.0,223.35
01/22/2019,11640131 (4487014),01/16/2019,0,Nogales Produce,0,237.7,0.0,0.0,237.7
01/22/2019,116641196 (4487017),01/18/2019,0,Nogales Produce,0,152.81,0.0,0.0,152.81
01/29/2019,11643886 (4500163),01/25/2019,0,Nogales Produce,0,174.45,0.0,0.0,174.45
02/05/2019,116458010 (4512936),01/30/2019,0,Nogales Produce,0,155.22,0.0,0.0,155.22
02/05/2019,11647623 (4512964),02/04/2019,0,Nogales Produce,0,201.2,0.0,0.0,201.2
02/12/2019,11649949 (4526240),02/09/2019,0,Nogales Produce,0,204.95,0.0,0.0,204.95
02/19/2019,11652160 (4536466),02/15/2019,0,Nogales Produce,0,125.57,0.0,0.0,125.57
02/19/2019,11653058 (4536468),02/18/2019,0,Nogales Produce,0,190.0,0.0,0.0,190.0
02/19/2019,Transfer IN - 392681,02/19/2019,02/19/2019,"1393 - E Beltline Rd, Richardson, TX  ",0,5.975,0.0,0.0,5.975
02/26/2019,11655532 (4552566),02/23/2019,0,Nogales Produce,0,258.5,0.0,0.0,258.5
03/05/2019,11657302 (4557187),02/28/2019,0,Nogales Produce,0,231.13,0.0,0.0,231.13
03/12/2019,11659576 (4580598),03/06/2019,0,Nogales Produce,0,309.0,0.0,0.0,309.0
03/12/2019,11661321 (4580606),03/11/2019,0,Nogales Produce,0,217.42,0.0,0.0,217.42
03/19/2019,11663556 (4595648),03/15/2019,0,Nogales Produce,0,196.0,0.0,0.0,196.0
