week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
05/07/2019,Saturday,2019-05-04,144,2062.86,0,60.55,37.09,1965.22
05/07/2019,Sunday,2019-05-05,126,1984.32,0,13.18,0.0,1971.14
05/07/2019,Monday,2019-05-06,143,1737.59,0,40.3,15.17,1682.12
05/07/2019,Tuesday,2019-05-07,152,1848.29,0,8.67,8.97,1830.65
05/14/2019,Wednesday,2019-05-08,142,2016.49,0,0.0,0.0,2016.49
05/14/2019,Thursday,2019-05-09,173,2312.03,0,53.87,23.14,2235.02
05/14/2019,Friday,2019-05-10,157,2087.93,0,63.32,0.0,2024.61
05/14/2019,Saturday,2019-05-11,125,1843.56,0,154.66,0.0,1688.9
05/14/2019,Sunday,2019-05-12,104,1904.31,0,13.07,0.0,1891.24
05/14/2019,Monday,2019-05-13,153,2493.06,0,27.86,0.0,2465.2
05/14/2019,Tuesday,2019-05-14,159,1921.83,0,19.75,43.7,1858.38
05/21/2019,Wednesday,2019-05-15,178,2227.32,0,41.52,18.65,2167.15
05/21/2019,Thursday,2019-05-16,213,2499.0,0,66.09,54.75,2378.16
05/21/2019,Friday,2019-05-17,181,2764.83,0,53.7,0.0,2711.13
05/21/2019,Saturday,2019-05-18,138,2196.43,0,13.31,0.0,2183.12
05/21/2019,Sunday,2019-05-19,110,1795.27,0,7.08,9.97,1778.22
05/21/2019,Monday,2019-05-20,148,1753.1,0,6.59,0.0,1746.51
05/21/2019,Tuesday,2019-05-21,180,2329.35,0,63.35,40.78,2225.22
05/28/2019,Wednesday,2019-05-22,139,1704.94,0,10.18,61.03,1633.73
05/28/2019,Thursday,2019-05-23,194,2602.49,0,18.17,91.25,2493.07
05/28/2019,Friday,2019-05-24,182,3096.62,0,277.88,98.33,2720.41
05/28/2019,Saturday,2019-05-25,151,2314.15,0,300.71,31.6,1981.84
05/28/2019,Sunday,2019-05-26,105,2084.66,0,350.72,0.0,1733.94
05/28/2019,Monday,2019-05-27,103,2156.02,0,242.9,7.47,1905.65
05/28/2019,Tuesday,2019-05-28,150,1794.87,0,5.59,74.51,1714.77
06/04/2019,Wednesday,2019-05-29,158,1928.06,0,0.0,92.36,1835.7
06/04/2019,Thursday,2019-05-30,193,2589.06,0,55.13,56.55,2477.38
06/04/2019,Friday,2019-05-31,198,2530.03,0,37.13,82.99,2409.91
06/04/2019,Saturday,2019-06-01,161,2444.86,0,23.36,54.57,2366.93
06/04/2019,Sunday,2019-06-02,137,2094.64,0,14.17,6.29,2074.18
06/04/2019,Monday,2019-06-03,140,1904.55,0,35.53,0.0,1869.02
06/04/2019,Tuesday,2019-06-04,169,2978.32,0,142.84,66.24,2769.24
06/11/2019,Wednesday,2019-06-05,149,1892.39,0,17.77,8.88,1865.74
06/11/2019,Thursday,2019-06-06,169,2162.45,0,13.18,77.21,2072.06
06/11/2019,Friday,2019-06-07,169,2162.29,0,19.47,62.35,2080.47
06/11/2019,Saturday,2019-06-08,141,2242.74,0,0.0,71.32,2171.42
06/11/2019,Sunday,2019-06-09,129,1885.28,0,9.67,93.12,1782.49
06/11/2019,Monday,2019-06-10,168,2261.68,0,9.47,8.48,2243.73
06/11/2019,Tuesday,2019-06-11,165,2123.16,0,64.96,74.11,1984.09
06/18/2019,Wednesday,2019-06-12,159,2196.51,0,5.59,55.57,2135.35
06/18/2019,Thursday,2019-06-13,175,2195.9,0,34.52,6.29,2155.09
06/18/2019,Friday,2019-06-14,179,2097.66,0,25.55,66.74,2005.37
06/18/2019,Saturday,2019-06-15,137,2040.18,0,28.34,0.0,2011.84
06/18/2019,Sunday,2019-06-16,86,1237.66,0,5.0,0.0,1232.66
06/18/2019,Monday,2019-06-17,160,2024.31,0,11.99,0.0,2012.32
06/18/2019,Tuesday,2019-06-18,160,1830.69,0,31.72,8.88,1790.09
06/25/2019,Wednesday,2019-06-19,162,2233.03,0,19.15,57.95,2155.93
06/25/2019,Thursday,2019-06-20,183,2437.06,0,26.28,63.75,2347.03
06/25/2019,Friday,2019-06-21,204,2555.58,0,36.53,80.72,2438.33
06/25/2019,Saturday,2019-06-22,135,1935.4,0,38.42,45.99,1850.99
06/25/2019,Sunday,2019-06-23,108,1737.55,0,13.87,20.14,1703.54
06/25/2019,Monday,2019-06-24,142,2015.3,0,60.88,0.0,1954.42
06/25/2019,Tuesday,2019-06-25,184,2503.9,0,14.16,86.79,2402.95
07/02/2019,Wednesday,2019-06-26,159,1852.8,0,7.98,76.04,1768.78
07/02/2019,Thursday,2019-06-27,169,2367.69,0,25.19,66.35,2276.15
07/02/2019,Friday,2019-06-28,193,2780.17,0,28.14,78.21,2673.82
07/02/2019,Saturday,2019-06-29,140,1949.97,0,6.59,32.53,1910.85
07/02/2019,Sunday,2019-06-30,109,1528.04,0,6.59,0.0,1521.45
07/02/2019,Monday,2019-07-01,168,2151.03,0,49.12,18.87,2083.04
07/02/2019,Tuesday,2019-07-02,167,2047.19,0,5.29,71.23,1970.67
07/09/2019,Wednesday,2019-07-03,154,2127.14,0,0.0,52.98,2074.16
07/09/2019,Thursday,2019-07-04,76,1253.44,0,0.0,0.0,1253.44
07/09/2019,Friday,2019-07-05,150,2035.14,0,18.77,55.87,1960.5
07/09/2019,Saturday,2019-07-06,129,1914.37,0,30.91,52.57,1830.89
07/09/2019,Sunday,2019-07-07,116,1767.25,0,25.73,11.88,1729.64
07/09/2019,Monday,2019-07-08,169,2198.91,0,46.58,6.59,2145.74
07/09/2019,Tuesday,2019-07-09,161,2259.48,0,13.18,0.0,2246.3
07/16/2019,Wednesday,2019-07-10,159,2196.15,0,12.18,60.17,2123.8
07/16/2019,Thursday,2019-07-11,153,2149.16,0,34.23,0.0,2114.93
07/16/2019,Friday,2019-07-12,164,2078.76,0,0.0,64.45,2014.31
07/16/2019,Saturday,2019-07-13,116,1871.35,0,26.79,6.59,1837.97
07/16/2019,Sunday,2019-07-14,90,1533.04,0,0.0,6.29,1526.75
07/16/2019,Monday,2019-07-15,150,2067.6,0,6.29,0.0,2061.31
07/16/2019,Tuesday,2019-07-16,163,1906.29,0,18.46,74.32,1813.51
07/23/2019,Wednesday,2019-07-17,166,2115.67,0,23.27,10.96,2081.44
07/23/2019,Thursday,2019-07-18,172,2355.23,0,23.85,81.21,2250.17
07/23/2019,Friday,2019-07-19,164,2110.15,0,5.29,43.7,2061.16
07/23/2019,Saturday,2019-07-20,112,1520.98,0,17.51,0.0,1503.47
07/23/2019,Sunday,2019-07-21,87,1324.29,0,16.57,0.0,1307.72
07/23/2019,Monday,2019-07-22,155,1864.73,0,6.29,11.37,1847.07
07/23/2019,Tuesday,2019-07-23,163,2116.29,0,6.29,60.26,2049.74
07/30/2019,Wednesday,2019-07-24,164,2089.69,0,6.59,55.65,2027.45
07/30/2019,Thursday,2019-07-25,171,2288.45,0,28.94,44.7,2214.81
07/30/2019,Friday,2019-07-26,141,1936.26,0,12.03,0.0,1924.23
07/30/2019,Saturday,2019-07-27,118,1786.11,0,13.01,6.59,1766.51
07/30/2019,Sunday,2019-07-28,120,1925.45,0,16.87,24.34,1884.24
07/30/2019,Monday,2019-07-29,138,1771.61,0,16.17,9.97,1745.47
07/30/2019,Tuesday,2019-07-30,136,1663.15,0,0.0,58.16,1604.99
08/06/2019,Wednesday,2019-07-31,149,1843.82,0,6.29,9.97,1827.56
08/06/2019,Thursday,2019-08-01,176,2273.67,0,0.0,64.49,2209.18
08/06/2019,Friday,2019-08-02,170,2089.69,0,6.59,53.82,2029.28
08/06/2019,Saturday,2019-08-03,116,1855.37,0,121.7,11.17,1722.5
08/06/2019,Sunday,2019-08-04,115,1868.48,0,172.84,0.0,1695.64
08/06/2019,Monday,2019-08-05,174,2234.98,0,27.99,0.0,2206.99
08/06/2019,Tuesday,2019-08-06,158,1999.83,0,0.0,72.47,1927.36
08/13/2019,Wednesday,2019-08-07,170,2088.83,0,3.43,52.12,2033.28
08/13/2019,Thursday,2019-08-08,192,2430.94,0,0.0,52.81,2378.13
08/13/2019,Friday,2019-08-09,189,2572.3,0,258.92,50.33,2263.05
08/13/2019,Saturday,2019-08-10,124,2209.16,0,279.48,49.54,1880.14
08/13/2019,Sunday,2019-08-11,129,2009.37,0,3.66,19.14,1986.57
08/13/2019,Monday,2019-08-12,174,2081.36,0,17.75,0.0,2063.61
08/13/2019,Tuesday,2019-08-13,150,1582.84,0,11.78,0.0,1571.06
08/13/2019,Wednesday,2019-08-07,170,2088.83,0,3.43,52.12,2033.28
08/13/2019,Thursday,2019-08-08,192,2430.94,0,0.0,52.81,2378.13
08/13/2019,Friday,2019-08-09,189,2572.3,0,258.92,50.33,2263.05
08/13/2019,Saturday,2019-08-10,124,2209.16,0,279.48,49.54,1880.14
08/13/2019,Sunday,2019-08-11,129,2009.37,0,3.66,19.14,1986.57
08/13/2019,Monday,2019-08-12,174,2081.36,0,17.75,0.0,2063.61
08/13/2019,Tuesday,2019-08-13,150,1582.84,0,11.78,0.0,1571.06
08/27/2019,Wednesday,2019-08-21,125,1469.99,0,15.36,0.0,1454.63
08/27/2019,Thursday,2019-08-22,170,2021.22,0,23.95,52.02,1945.25
08/27/2019,Friday,2019-08-23,162,1861.03,0,6.98,31.09,1822.96
08/27/2019,Saturday,2019-08-24,142,2140.37,0,0.0,0.0,2140.37
08/27/2019,Sunday,2019-08-25,92,1447.32,0,13.07,0.0,1434.25
08/27/2019,Monday,2019-08-26,150,1897.43,0,9.09,8.37,1879.97
08/27/2019,Tuesday,2019-08-27,147,1613.18,0,32.29,17.84,1563.05
09/03/2019,Wednesday,2019-08-28,122,1276.63,0,1.83,0.0,1274.8
09/03/2019,Thursday,2019-08-29,153,1806.04,0,29.61,0.0,1776.43
09/03/2019,Friday,2019-08-30,187,2317.54,0,6.08,3.18,2308.28
09/03/2019,Saturday,2019-08-31,113,1573.68,0,0.0,0.0,1573.68
09/03/2019,Sunday,2019-09-01,93,1491.96,0,33.79,0.0,1458.17
09/03/2019,Monday,2019-09-02,76,1140.59,0,12.78,6.39,1121.42
09/03/2019,Tuesday,2019-09-03,151,1890.31,0,0.0,52.02,1838.29
09/10/2019,Wednesday,2019-09-04,149,2007.01,0,13.48,0.0,1993.53
09/10/2019,Thursday,2019-09-05,155,1740.51,0,12.78,10.36,1717.37
09/10/2019,Friday,2019-09-06,183,2083.98,0,12.78,35.68,2035.52
09/10/2019,Saturday,2019-09-07,123,1464.43,0,15.66,0.0,1448.77
09/10/2019,Sunday,2019-09-08,106,1693.93,0,106.0,6.39,1581.54
09/10/2019,Monday,2019-09-09,138,1601.96,0,0.0,6.39,1595.57
09/10/2019,Tuesday,2019-09-10,147,1658.91,0,6.39,61.69,1590.83
09/17/2019,Wednesday,2019-09-11,176,2106.14,0,139.59,6.39,1960.16
09/17/2019,Thursday,2019-09-12,164,1919.2,0,44.75,0.0,1874.45
09/17/2019,Friday,2019-09-13,194,2473.3,0,21.13,38.97,2413.2
09/17/2019,Saturday,2019-09-14,136,3049.27,0,823.16,0.0,2226.11
09/17/2019,Sunday,2019-09-15,87,1275.89,0,19.17,0.0,1256.72
09/17/2019,Monday,2019-09-16,130,1476.94,0,30.26,0.0,1446.68
09/17/2019,Tuesday,2019-09-17,140,1549.2,0,24.9,0.0,1524.3
09/24/2019,Wednesday,2019-09-18,146,1527.15,0,7.08,0.0,1520.07
09/24/2019,Thursday,2019-09-19,142,1607.19,0,0.0,53.91,1553.28
09/24/2019,Friday,2019-09-20,167,2364.8,0,0.0,0.0,2364.8
09/24/2019,Saturday,2019-09-21,144,2092.21,0,17.17,38.37,2036.67
09/24/2019,Sunday,2019-09-22,104,1365.15,0,0.0,0.0,1365.15
09/24/2019,Monday,2019-09-23,131,1358.55,0,11.86,0.0,1346.69
09/24/2019,Tuesday,2019-09-24,146,1707.52,0,22.85,69.57,1615.1
10/01/2019,Wednesday,2019-09-25,157,1876.3,0,11.78,0.0,1864.52
10/01/2019,Thursday,2019-09-26,143,1641.3,0,0.0,0.0,1641.3
10/01/2019,Friday,2019-09-27,152,1951.1,0,12.0,0.0,1939.1
10/01/2019,Saturday,2019-09-28,121,1753.22,0,7.08,0.0,1746.14
10/01/2019,Sunday,2019-09-29,92,1193.81,0,0.0,5.39,1188.42
10/01/2019,Monday,2019-09-30,133,1654.74,0,6.39,9.57,1638.78
10/01/2019,Tuesday,2019-10-01,156,1766.44,0,13.04,49.43,1703.97
10/08/2019,Wednesday,2019-10-02,123,1415.87,0,0.0,9.47,1406.4
10/08/2019,Thursday,2019-10-03,165,2012.65,0,0.0,43.65,1969.0
10/08/2019,Friday,2019-10-04,185,2038.83,0,6.39,0.0,2032.44
10/08/2019,Saturday,2019-10-05,111,1473.93,0,7.08,0.0,1466.85
10/08/2019,Sunday,2019-10-06,96,1423.52,0,33.52,0.0,1390.0
10/08/2019,Monday,2019-10-07,128,1591.95,0,15.38,16.34,1560.23
10/08/2019,Tuesday,2019-10-08,139,1715.25,0,11.47,7.97,1695.81
10/15/2019,Wednesday,2019-10-09,167,2064.91,0,31.75,61.0,1972.16
10/15/2019,Thursday,2019-10-10,151,1725.12,0,0.0,52.12,1673.0
10/15/2019,Friday,2019-10-11,136,1556.93,0,6.39,41.86,1508.68
10/15/2019,Saturday,2019-10-12,122,2031.48,0,3.33,0.0,2028.15
10/15/2019,Sunday,2019-10-13,94,1454.35,0,0.0,0.0,1454.35
10/15/2019,Monday,2019-10-14,140,1668.49,0,11.78,0.0,1656.71
10/15/2019,Tuesday,2019-10-15,149,1649.59,0,0.0,0.0,1649.59
10/22/2019,Wednesday,2019-10-16,172,2010.74,0,0.0,0.0,2010.74
10/22/2019,Thursday,2019-10-17,168,2048.73,0,151.78,0.0,1896.95
10/22/2019,Friday,2019-10-18,166,1989.93,0,6.69,0.0,1983.24
10/22/2019,Saturday,2019-10-19,164,2149.78,0,35.36,0.0,2114.42
10/22/2019,Sunday,2019-10-20,97,1402.75,0,17.17,27.18,1358.4
10/22/2019,Monday,2019-10-21,159,1926.61,0,0.0,0.0,1926.61
10/22/2019,Tuesday,2019-10-22,167,1874.46,0,21.42,54.02,1799.02
10/08/2019,Wednesday,2019-10-02,123,1415.87,0,0.0,9.47,1406.4
10/08/2019,Thursday,2019-10-03,165,2012.65,0,0.0,43.65,1969.0
10/08/2019,Friday,2019-10-04,185,2038.83,0,6.39,0.0,2032.44
10/08/2019,Saturday,2019-10-05,111,1473.93,0,7.08,0.0,1466.85
10/08/2019,Sunday,2019-10-06,96,1423.52,0,33.52,0.0,1390.0
10/08/2019,Monday,2019-10-07,128,1591.95,0,15.38,16.34,1560.23
10/08/2019,Tuesday,2019-10-08,139,1715.25,0,11.47,7.97,1695.81
11/05/2019,Wednesday,2019-10-30,130,1438.55,0,0.0,32.29,1406.26
11/05/2019,Thursday,2019-10-31,153,1795.1,0,0.0,32.98,1762.12
11/05/2019,Friday,2019-11-01,166,1769.1,0,6.68,32.29,1730.13
11/05/2019,Saturday,2019-11-02,124,1380.23,0,0.0,30.5,1349.73
11/05/2019,Sunday,2019-11-03,105,1604.87,0,0.0,0.0,1604.87
11/05/2019,Monday,2019-11-04,179,1848.88,0,9.44,0.0,1839.44
11/05/2019,Tuesday,2019-11-05,150,1843.51,0,118.58,40.76,1684.17
11/12/2019,Wednesday,2019-11-06,172,2028.17,0,0.0,0.0,2028.17
11/12/2019,Thursday,2019-11-07,131,1496.49,0,0.0,0.0,1496.49
11/12/2019,Friday,2019-11-08,142,1657.45,0,20.94,0.0,1636.51
11/12/2019,Saturday,2019-11-09,108,1523.47,0,10.78,0.0,1512.69
11/12/2019,Sunday,2019-11-10,124,1722.74,0,0.0,0.0,1722.74
11/12/2019,Monday,2019-11-11,131,1332.71,0,0.0,0.0,1332.71
11/12/2019,Tuesday,2019-11-12,121,1437.94,0,9.7,7.68,1420.56
11/19/2019,Wednesday,2019-11-13,147,1538.72,0,0.0,0.0,1538.72
11/19/2019,Thursday,2019-11-14,167,1919.86,0,123.97,9.47,1786.42
11/19/2019,Friday,2019-11-15,183,2186.53,0,5.39,9.57,2171.57
11/19/2019,Saturday,2019-11-16,148,1839.66,0,0.0,0.0,1839.66
11/19/2019,Sunday,2019-11-17,110,1561.22,0,11.78,20.83,1528.61
11/19/2019,Monday,2019-11-18,149,1657.99,0,5.4,9.57,1643.02
11/19/2019,Tuesday,2019-11-19,173,2089.35,0,131.36,0.0,1957.99
11/26/2019,Wednesday,2019-11-20,146,1629.33,0,7.08,0.0,1622.25
11/26/2019,Thursday,2019-11-21,152,1706.81,0,129.25,49.23,1528.33
11/26/2019,Friday,2019-11-22,163,2369.08,0,0.0,0.0,2369.08
11/26/2019,Saturday,2019-11-23,129,1718.41,0,0.0,22.72,1695.69
11/26/2019,Sunday,2019-11-24,99,1310.31,0,0.0,0.0,1310.31
11/26/2019,Monday,2019-11-25,155,1708.1,0,0.0,0.0,1708.1
11/26/2019,Tuesday,2019-11-26,185,2290.4,0,18.98,53.91,2217.51
12/03/2019,Wednesday,2019-11-27,168,2227.09,0,17.56,0.0,2209.53
