week_ending_date,Manager_usd,InShop_usd,Driver_usd,Tip Credit_usd,TAX_usd,DMR_usd,PenaltyPay_usd,Manager_prcnt_as_dec,InShop_prcnt_as_dec,Driver_prcnt_as_dec,Tip Credit_prcnt_as_dec,TAX_prcnt_as_dec,DMR_prcnt_as_dec,PenaltyPay_prcnt_as_dec
03/19/2019,1436.3381,1580.8269,919.5611,0,450.75513845,304.42,0,0.10620558217053519,0.11688935998101173,0.06799410387211599,0,0.0333296957697094,0.022509396168182354,0
03/26/2019,1366.6668,1660.0217000000002,1017.3361,0,463.04081669999994,290.72999999999996,0,0.08903720603880676,0.10814903393555056,0.06627860129946532,0,0.030166724325852684,0.01894081784357554,0
04/02/2019,1499.6666,1675.9193999999998,900.4878,0,466.71045009999995,294.0100000000001,0,0.09928423982342013,0.11095291689120926,0.05961608179662332,0,0.030898195809538433,0.019464699254143396,0
04/09/2019,1500.0,1938.9769000000001,1154.7566,0,525.98248575,310.80999999999995,0,0.10248645812266673,0.13247924990844545,0.07889794261851533,0,0.03593738799938235,0.02123587736607069,0
04/16/2019,1484.8333,1632.6069999999997,1311.3479,0,507.0962488999999,289.53000000000003,0,0.10635998839578953,0.11694515577936239,0.093933068060127,0,0.03632377530093943,0.020739302816169966,0
04/23/2019,1492.6667,1606.8655,1194.7087999999999,0,491.6905945,281.77,0,0.11122918178742658,0.1197389442716476,0.08902622554535333,0,0.03663935325870695,0.02099668100872297,0
04/30/2019,1581.7158,1424.6595,1080.6877000000002,0,467.9687135,251.33,0,0.12965818845949542,0.11678379260143354,0.08858734892352892,0,0.038360858283220424,0.02060230574008617,0
05/07/2019,1306.1756,1597.8925,1208.276,0,470.8633994499999,297.84000000000003,0,0.09649200465108719,0.11804220699111002,0.08925980045240245,0,0.03478441438483166,0.022002538299811917,0
05/14/2019,1423.2041,1801.8453,684.8973,0,447.68889715,311.5100000000001,0,0.09761873928697097,0.12359005048970417,0.046977668886037036,0,0.030707349516880547,0.02136672700372655,0
05/21/2019,1550.5852,1755.9668000000001,1100.8848,0,504.65151359999993,338.07000000000005,0,0.09961807353536392,0.11281291076946799,0.07072686038817114,0,0.03242157321734884,0.021719465734679064,0
05/28/2019,1560.4497999999999,2013.9755,1163.0865,0,542.4451011,265.92,0,0.09905259382686661,0.1278410219788939,0.07382918352773149,0,0.03443276052368484,0.016879790526065225,0
06/04/2019,1840.1145999999999,2505.5326,862.9061,0,596.3793528499999,267.8999999999999,0,0.11172848996206325,0.15213148895656947,0.05239412563329107,0,0.03621109497119527,0.016266412135872807,0
06/11/2019,1760.7898,1965.9475000000002,876.9937,0,527.1271995,297.82,0,0.1195377457825837,0.13346563711176995,0.05953796981532235,0,0.035785984885257895,0.020218615219698043,0
06/18/2019,1787.5275,2357.9278,874.4811000000001,0,574.7827177999999,270.84999999999997,0,0.13121480652812065,0.17308547145947525,0.06419194577370034,0,0.04219235962066841,0.019881948864082635,0
06/25/2019,1557.3944,2285.1472,967.9863999999998,0,550.8054559999999,296.14,0,0.10101262046125846,0.14821467626421894,0.06278361013424724,0,0.03572524883543847,0.019207644141649077,0
07/02/2019,1544.7361999999998,2682.3524,1033.4139,0,602.32753625,344.53,0,0.10524955900057845,0.18276027141989892,0.07041095899744429,0,0.041039180388352026,0.02347431915071926,0
07/09/2019,1513.1268,1852.6003000000003,679.4816000000001,0,463.17639614999996,295.84999999999997,0,0.1116226717410276,0.1366654765180481,0.05012504675144755,0,0.03416831082870491,0.021824719140909415,0
07/16/2019,1800.2026,1999.9518,740.2076,0,519.871449,306.56,0,0.13042725333004887,0.1448993685857843,0.05362909939249475,0,0.037665430089803546,0.022210710494951946,0
07/23/2019,1624.3762,2112.674,951.0243000000002,0,536.78453025,325.73,0,0.12115574006477048,0.15757592482923533,0.07093310828247812,0,0.04003661652870741,0.024294901151160484,0
07/30/2019,1545.6623,1907.3227,904.3356,0,498.9132087,312.19,0,0.11482760951865874,0.14169544422586608,0.06718330074468529,0,0.037064377589014555,0.023192667257026373,0
08/06/2019,1568.8723,1841.6518999999998,783.7333,0,480.24248374999996,337.21,0,0.1107503896697972,0.13000654391126823,0.05532557899849214,0,0.03390144769035934,0.02380444788307647,0
08/13/2019,1479.28,1871.7690999999998,839.08,0,479.7697819499999,288.94999999999993,0,0.0987846248363918,0.1249945975906189,0.0560328017736464,0,0.03203847677097524,0.019295750193658676,0
08/13/2019,1479.28,1871.7690999999998,839.08,0,479.7697819499999,288.94999999999993,0,0.0987846248363918,0.1249945975906189,0.0560328017736464,0,0.03203847677097524,0.019295750193658676,0
08/27/2019,1527.4457,2014.88,611.282,0,475.58808165,341.11999999999995,0,0.1226810804993197,0.1618307318397435,0.04909682632239244,0,0.03819818912673667,0.027398008439794574,0
09/03/2019,1621.6997000000001,1467.3554000000001,737.9238,0,438.18908405,311.53,0,0.14105722921695263,0.12763219170635182,0.06418542631613282,0,0.038114170008915566,0.02709722312827538,0
09/10/2019,1641.4929000000002,1569.6147,702.2804000000001,0,448.08292599999993,284.89,0,0.13399143561240842,0.12812417708985507,0.05732559610733402,0,0.0365760184086989,0.023254940725981228,0
09/17/2019,1737.0611000000001,1390.4389,553.1668,0,421.4363486,315.80000000000007,0,0.12542011734346864,0.10039313527712034,0.03994001418056684,0,0.03042874904873234,0.022801542822568188,0
09/24/2019,1619.5443,1841.0434,593.1934,0,464.15793594999997,289.0799999999999,0,0.13470866046111604,0.15313226706103605,0.04933998304854952,0,0.03860721426034533,0.024044775784212522,0
10/01/2019,1272.8524,1291.8335999999997,591.7379999999999,0,361.41054799999995,290.28999999999996,0,0.10753248947571621,0.10913604986436491,0.0499909182379523,0,0.030532507892684826,0.024524136789077552,0
10/08/2019,1673.8001000000002,1615.7357,673.9784999999999,0,453.82238734999993,293.58,0,0.14340302433173407,0.13842834989718986,0.05774318882796435,0,0.0388812874700137,0.025152501713502397,0
10/15/2019,1826.6733,1171.6346,731.2518000000001,0,427.03458564999994,287.02,0,0.15033271691656644,0.09642392684639042,0.06018102407481934,0,0.03514436296742537,0.023621353861904535,0
10/22/2019,1910.7953,1587.8849,547.1899,0,463.25212645,319.6,0,0.14256474669850033,0.11847234947399836,0.04082592703126166,0,0.03456331615683056,0.023845407744534808,0
10/08/2019,1673.8001000000002,1615.7357,673.9784999999999,0,453.82238734999993,293.58,0,0.14340302433173407,0.13842834989718986,0.05774318882796435,0,0.0388812874700137,0.025152501713502397,0
11/05/2019,1917.8484,1044.1295,527.1748,0,399.50798414999997,329.8,0,0.1641959754251625,0.08939281213399725,0.04513390135819127,0,0.03420374788103669,0.028235721183811294,0
11/12/2019,1880.1889,1151.0942,508.8829,0,405.3490069999999,324.01000000000005,0,0.16788944876180578,0.10278572047250775,0.045440152085415,0,0.03619520429110891,0.02893212500792484,0
11/19/2019,1374.1580000000001,1325.9489,556.058,0,372.83088105,343.0900000000001,0,0.10741206550600978,0.1036437659311532,0.043464680423314334,0,0.02914259860802465,0.02681788088011488,0
11/26/2019,1812.6723000000002,1029.1118,510.22670000000005,0,383.8052366,327.80999999999995,0,0.14236645136360354,0.08082596894232369,0.040072971088023976,0,0.03014388731460741,0.025746047104875415,0
12/03/2019,1552.4903,1048.2493,340.58450000000005,0,336.78160944999996,222.42999999999998,0,0.15784944170260876,0.10658074112936515,0.03462892694244992,0,0.03424226806917153,0.02261556888175808,0
12/10/2019,2391.7208,1119.1856,753.9653999999999,0,488.32782109999994,347.86999999999995,0,0.17226800886217816,0.08061136352504948,0.0543057192164636,0,0.03517269298862264,0.02505596482787034,0
12/17/2019,1893.0015,1202.7575,856.0675000000001,0,452.48413425,360.4799999999999,0,0.14549865338912443,0.09244556679097708,0.06579850489299363,0,0.03477854202086939,0.027706979933038382,0
12/24/2019,2075.4182,1205.94,775.7618999999999,0,464.54025145,306.21000000000004,0,0.15141964337827585,0.08798371563649099,0.056598516021712474,0,0.033892214691676886,0.02234065837856768,0
12/31/2019,1330.7866,932.8970999999999,457.37,0,311.56064864999996,227.93000000000004,0,0.1269247151842897,0.08897572211333495,0.0436219879158977,0,0.029715317686948305,0.021738985297834496,0
