item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
French Bread 32 ct,01/05/2016,Bread 4311,ea,690,960.0,0,0,0,960.0,0,634,0.4453,282.3202,1016,0.0
Mini Loaf,01/05/2016,Bread 4311,ea,0,0.0,0,0,0,0.0,0,0,0.5564,0,0,0.0
Wheat,01/05/2016,Bread 4311,ea,22,64.0,0,0,0,64.0,0,37,1.4606000000000001,54.0422,49,0.0
Equal Sugar Substitute,01/05/2016,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,26.94,0,0,0.0
Avo Fresco,01/05/2016,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,1,0,0,0.0
Capicola,01/05/2016,Food 4312,lb,28.25,37.2,0,0,0,37.2,0,34,3.035,103.19,31.450000000000003,0.0
Salami,01/05/2016,Food 4312,lb,25,35.15,0,0,0,35.15,0,29.5,2.617,77.2015,30.65,0.0
Ham,01/05/2016,Food 4312,lb,99.75,128.5,0,0,0,128.5,0,121.5,2.123,257.9445,106.75,0.0
Turkey,01/05/2016,Food 4312,lb,112.75,144.15,0,0,0,144.15,0,119.25,3.453000419287212,411.7703,137.64999999999998,0.0
Beef,01/05/2016,Food 4312,lb,63.25,94.9,0,0,0,94.9,0,99.5,4.8260000000000005,480.18700000000007,58.650000000000006,0.0
Bacon,01/05/2016,Food 4312,ea,1386,600.0,0,0,0,600.0,0,1036,0.2249,232.9964,950,0.0
Cheese,01/05/2016,Food 4312,lb,92.75,71.4,0,0,0,71.4,0,58.5,2.3640000000000003,138.294,105.65,0.0
Mayonnaise,01/05/2016,Food 4312,gal mayo,53,8.0,0,0,0,8.0,0,50.75,8.160100492610837,414.1251,10.25,0.0
Oil,01/05/2016,Food 4312,gal oil,12.800000190734863,0.0,0,0,0,0.0,0,11.600000381469727,8.416103171509606,97.6268,1.1999998092651367,0.0
Vinegar,01/05/2016,Food 4312,gal vinegar,9.800000190734863,0.0,0,0,0,0.0,0,9.199999809265137,3.8878044284282445,35.7678,0.6000003814697266,0.0
Avocado,01/05/2016,Food 4312,avo can,14.899999618530273,12.0,0,0,0,12.0,0,17.09999990463257,3.210000017902307,54.891,9.799999713897705,0.0
Peppers Cherry,01/05/2016,Food 4312,Gal Peppers,28.5,0.0,0,0,0,0.0,0,25.100000381469727,7.452800683545107,187.0653,3.3999996185302734,0.0
Mustard Dijon,01/05/2016,Food 4312,jar dijon,17,0.0,0,0,0,0.0,0,14.899999618530273,5.241798791918628,78.1028,2.1000003814697266,0.0
Soy Sauce,01/05/2016,Food 4312,gal soy,4.5,0.0,0,0,0,0.0,0,4.300000190734863,9.340092608957839,40.1624,0.19999980926513672,0.0
Tuna,01/05/2016,Food 4312,can tuna,0,0.0,0,0,0,0.0,0,0,7.9533,0,0,0.0
Tuna Chunk - pouch,01/05/2016,Food 4312,Pouch tuna (48oz),5.199999809265137,6.0,0,0,0,6.0,0,6.099999904632568,7.953295206309071,48.5151,5.099999904632568,0.0
Pam Spray,01/05/2016,Food 4312,ea,4,0.0,0,0,0,0.0,0,4,2.4939,9.9756,0,0.0
Oregano,01/05/2016,Food 4312,cont oregano,3.049999952316284,0.0,0,0,0,0.0,0,3.049999952316284,20.59659048594163,62.8196,0,0.0
Basil,01/05/2016,Food 4312,cont basil,3.049999952316284,0.0,0,0,0,0.0,0,3.049999952316284,21.818787226360936,66.5473,0,0.0
Sugar,01/05/2016,Food 4312,lb,27,25.0,0,0,0,25.0,0,35,0.5723,20.0305,17,0.0
Mayo Packets,01/05/2016,Food 4312,Box 204,2.200000047683716,0.0,0,0,0,0.0,0,1.75,17.79,31.1325,0.4500000476837158,0.0
Mustard Packets,01/05/2016,Food 4312,Box 500,1.75,0.0,0,0,0,0.0,0,1.5,5.88,8.82,0.25,0.0
Sweet n Low Packets,01/05/2016,Food 4312,Case  3000,0.2680000039935112,0.0,0,0,0,0.0,0,0.20100000798702242,23.232337385287565,4.6697,0.06699999600648879,0.0
Pickles,01/05/2016,Sides 4313,ea,111,72.0,0,0,0,72.0,0,79,0.3481,27.4999,104,0.0
Chip JJ Reg ,01/05/2016,Sides 4313,ea,198,120.0,0,0,0,120.0,0,193,0.36419999999999997,70.2906,125,0.0
Chip JJ BBQ ,01/05/2016,Sides 4313,ea,230,300.0,0,0,0,300.0,0,295,0.36419999999999997,107.439,235,0.0
Chip JJ Jalapeno ,01/05/2016,Sides 4313,ea,156,300.0,0,0,0,300.0,0,230,0.3642,83.766,226,0.0
Chip JJ S&V ,01/05/2016,Sides 4313,ea,182,180.0,0,0,0,180.0,0,213,0.3642,77.5746,149,0.0
Chip JJ Skinny ,01/05/2016,Sides 4313,ea,86,60.0,0,0,0,60.0,0,67,0.42969999999999997,28.7899,79,0.0
Cookie Oatmeal Raisin,01/05/2016,Sides 4313,ea,127,0.0,0,0,0,0.0,0,98,0.46340000000000003,45.4132,29,0.0
Cookie JJ Triple Choc Chip,01/05/2016,Sides 4313,ea,142,112.0,0,0,0,112.0,0,136,0.5529000000000001,75.1944,118,0.0
Sysco Cup Foam Tall 12 oz,01/05/2016,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,20,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/05/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/05/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,01/05/2016,Paper 4314,Pack 567,0,0.0,0,0,0,0.0,0,0,3.05,0,0,0.0
Napkins - Case 24 / Pack 284,01/05/2016,Paper 4314,Pack 284,19.25,0.0,0,0,0,0.0,0,12.5,1.412104,17.6513,6.75,0.0
Cup 22oz JJ,01/05/2016,Paper 4314,ea,1185,0.0,0,0,0,0.0,0,656,0.0359,23.5504,529,0.0
Lid 22oz JJ,01/05/2016,Paper 4314,ea,479,1000.0,0,0,0,1000.0,0,1031,0.010700000000000001,11.0317,448,0.0
Cup 30oz JJ,01/05/2016,Paper 4314,ea,318,750.0,0,0,0,750.0,0,857,0.059800000000000006,51.2486,211,0.0
Lid 30oz JJ,01/05/2016,Paper 4314,ea,1440,0.0,0,0,0,0.0,0,1133,0.0182,20.6206,307,0.0
Bags 8# JJ,01/05/2016,Paper 4314,Box 1000,1.100000023841858,0.0,0,0,0,0.0,0,0.5,35,17.5,0.6000000238418579,0.0
Wrap Sandwich,01/05/2016,Paper 4314,Box 1000,3.4000000953674316,0.0,0,0,0,0.0,0,1.25,19.57,24.4625,2.1500000953674316,0.0
8X10 Port Pap.,01/05/2016,Paper 4314,Box 500,12,12.0,0,0,0,12.0,0,15.5,2.6058,40.3899,8.5,0.0
Straws,01/05/2016,Paper 4314,Box 300,15.75,0.0,0,0,0,0.0,0,13.5,1.6611629629629598,22.4257,2.2499999999999996,0.0
Pan Liners,01/05/2016,Paper 4314,Box 1000,0.25,1.0,0,0,0,1.0,0,1.2000000476837158,29.563998825232233,35.4768,0.04999995231628418,0.0
Mylar,01/05/2016,Paper 4314,roll 5280,1.25,0.0,0,0,0,0.0,0,0.8999999761581421,86.69244674101,78.0232,0.3500000238418579,0.0
Cucumber,01/05/2016,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0.6804,0,0,0.0
Iceburg Head ,01/05/2016,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,22.75,0,0,0.0
Lettuce,01/05/2016,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,2.27,0,0,0.0
Roma Tomatoes,01/05/2016,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/05/2016,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/05/2016,Produce 4315,Head Let,34,144.0,0,0,0,144.0,0,36,1.7479,62.9244,142,0.0
Tomatoes,01/05/2016,Produce 4315,lb,35,150.0,0,0,0,150.0,0,48,2.1092,101.2416,137,0.0
Onions,01/05/2016,Produce 4315,lb,40,0.0,0,0,0,0.0,0,5,0.5574,2.787,35,0.0
Sprouts,01/05/2016,Produce 4315,lb,7.25,6.0,0,0,0,6.0,0,7.75,2.3750064516129035,18.4063,5.5,0.0
Celery,01/05/2016,Produce 4315,stalk,3.200000047683716,3.0,0,0,0,3.0,0,2.0999999046325684,1.2832857725636515,2.6949,4.1000001430511475,0.0
Cucumbers,01/05/2016,Produce 4315,ea,6,24.0,0,0,0,24.0,0,12,2.3242,27.8904,18,0.0
Syrup Coke,01/05/2016,Beverage 4316,gal,3,5.0,0,0,0,5.0,0,6.5,13.73,89.245,1.5,0.0
Syrup Diet Coke,01/05/2016,Beverage 4316,gal,6,0.0,0,0,0,0.0,0,4,13.73,54.92,2,0.0
Syrup Sprite,01/05/2016,Beverage 4316,gal,2.5,0.0,0,0,0,0.0,0,2,13.73,27.46,0.5,0.0
Syrup Lemonade Light,01/05/2016,Beverage 4316,gal,3.25,0.0,0,0,0,0.0,0,2,14.9,29.8,1.25,0.0
Syrup Mello Yellow,01/05/2016,Beverage 4316,gal,2,0.0,0,0,0,0.0,0,1.25,14.319999999999999,17.9,0.75,0.0
Syrup Dr. Pepper,01/05/2016,Beverage 4316,gal,5,0.0,0,0,0,0.0,0,2,13.46,26.92,3,0.0
Syrup Cherry Coke,01/05/2016,Beverage 4316,gal,3.5,5.0,0,0,0,5.0,0,6,13.729999999999999,82.38,2.5,0.0
Syrup Powerade,01/05/2016,Beverage 4316,gal,3.75,0.0,0,0,0,0.0,0,2.5,14.319999999999999,35.8,1.25,0.0
Tea Bag Brew Lipton,01/05/2016,Beverage 4316,ea,15,24.0,0,0,0,24.0,0,23,0.9512999999999999,21.8799,16,0.0
Water (bottle),01/05/2016,Beverage 4316,bottle,52,24.0,0,0,0,24.0,0,51,0.2792,14.2392,25,0.0
JJ Lunch Box,01/05/2016,Catering 4320,ea,62,125.0,0,0,0,125.0,0,183,0.3006,55.0098,4,0.0
"Tray Cater Cmbo 12"" w / dome lid",01/05/2016,Catering 4320,each,18,0.0,0,0,0,0.0,0,16,0.9289,14.8624,2,0.0
"Tray Cater Cmbo 16"" w / dome lid",01/05/2016,Catering 4320,each,0,25.0,0,0,0,25.0,0,15,1.7116,25.674,10,0.0
Party Tray Bags,01/05/2016,Catering 4320,ea,0,0.0,0,0,0,0.0,0,0,0.7942,0,0,0.0
French Bread 32 ct,01/12/2016,Bread 4311,ea,634,1024.0,0,0,0,1024.0,0,600,0.44530000000000003,267.18,1058,0.0
Mini Loaf,01/12/2016,Bread 4311,ea,0,0.0,0,0,0,0.0,0,0,0.5564,0,0,0.0
Wheat,01/12/2016,Bread 4311,ea,37,64.0,0,0,0,64.0,0,49,1.4606000000000001,71.5694,52,0.0
Equal Sugar Substitute,01/12/2016,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,26.94,0,0,0.0
Avo Fresco,01/12/2016,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,1,0,0,0.0
Capicola,01/12/2016,Food 4312,lb,34,38.25,0,0,0,38.25,0,41.25,3.027801212121212,124.89679999999998,31,0.0
Salami,01/12/2016,Food 4312,lb,29.5,35.75,0,0,0,35.75,0,39.5,2.6687999999999996,105.41759999999998,25.75,0.0
Ham,01/12/2016,Food 4312,lb,121.5,82.6,0,0,0,82.6,0,84.75,2.1398005899705015,181.3481,119.35,0.0
Turkey,01/12/2016,Food 4312,lb,119.25,161.85,0,0,0,161.85,0,111.75,3.429400447427293,383.2355,169.35000000000002,0.0
Beef,01/12/2016,Food 4312,lb,99.5,35.0,0,0,0,35.0,0,67.5,4.676700740740741,315.6773,67,0.0
Bacon,01/12/2016,Food 4312,ea,1036,1200.0,0,0,0,1200.0,0,1102,0.2082,229.4364,1134,0.0
Cheese,01/12/2016,Food 4312,lb,58.5,142.57,0,0,0,142.57,0,80,2.364,189.12,121.07,0.0
Mayonnaise,01/12/2016,Food 4312,gal mayo,50.75,8.0,0,0,0,8.0,0,46.25,8.1424,376.586,12.5,0.0
Oil,01/12/2016,Food 4312,gal oil,11.600000381469727,0.0,0,0,0,0.0,0,10.5,8.416104761904762,88.3691,1.1000003814697266,0.0
Vinegar,01/12/2016,Food 4312,gal vinegar,9.199999809265137,4.0,0,0,0,4.0,0,12.5,3.887,48.5875,0.6999998092651367,0.0
Avocado,01/12/2016,Food 4312,avo can,17.09999990463257,12.0,0,0,0,12.0,0,16.799999237060547,3.2100001457759375,53.928,12.300000667572021,0.0
Peppers Cherry,01/12/2016,Food 4312,Gal Peppers,25.100000381469727,4.0,0,0,0,4.0,0,25.600000381469727,7.452800670194615,190.7917,3.5,0.0
Mustard Dijon,01/12/2016,Food 4312,jar dijon,14.899999618530273,0.0,0,0,0,0.0,0,12.899999618530273,5.241798604619185,67.6192,2,0.0
Soy Sauce,01/12/2016,Food 4312,gal soy,4.300000190734863,0.0,0,0,0,0.0,0,4.199999809265137,9.340095662257587,39.2284,0.10000038146972656,0.0
Tuna,01/12/2016,Food 4312,can tuna,0,0.0,0,0,0,0.0,0,0,7.9533,0,0,0.0
Tuna Chunk - pouch,01/12/2016,Food 4312,Pouch tuna (48oz),6.099999904632568,6.0,0,0,0,6.0,0,6.099999904632568,7.953295206309071,48.5151,6,0.0
Pam Spray,01/12/2016,Food 4312,ea,4,0.0,0,0,0,0.0,0,3,2.4939,7.4817,1,0.0
Oregano,01/12/2016,Food 4312,cont oregano,3.049999952316284,0.0,0,0,0,0.0,0,2.9000000953674316,20.596585529571218,59.73009999999999,0.14999985694885254,0.0
Basil,01/12/2016,Food 4312,cont basil,3.049999952316284,0.0,0,0,0,0.0,0,2.9000000953674316,21.81879238593028,63.2745,0.14999985694885254,0.0
Sugar,01/12/2016,Food 4312,lb,35,25.0,0,0,0,25.0,0,30,0.5812,17.436,30,0.0
Mayo Packets,01/12/2016,Food 4312,Box 204,1.75,1.0,0,0,0,1.0,0,1.899999976158142,17.630579168603035,33.4981,0.8500000238418579,0.0
Mustard Packets,01/12/2016,Food 4312,Box 500,1.5,0.0,0,0,0,0.0,0,1.25,5.88,7.35,0.25,0.0
Sweet n Low Packets,01/12/2016,Food 4312,Case  3000,0.20100000798702242,0.0,0,0,0,0.0,0,0.20100000798702242,23.232337385287565,4.6697,0,0.0
Pickles,01/12/2016,Sides 4313,ea,79,72.0,0,0,0,72.0,0,34,0.3481,11.8354,117,0.0
Chip JJ Reg ,01/12/2016,Sides 4313,ea,193,120.0,0,0,0,120.0,0,155,0.36110000000000003,55.97050000000001,158,0.0
Chip JJ BBQ ,01/12/2016,Sides 4313,ea,295,240.0,0,0,0,240.0,0,306,0.3624,110.8944,229,0.0
Chip JJ Jalapeno ,01/12/2016,Sides 4313,ea,230,180.0,0,0,0,180.0,0,213,0.3624,77.1912,197,0.0
Chip JJ S&V ,01/12/2016,Sides 4313,ea,213,240.0,0,0,0,240.0,0,260,0.36219999999999997,94.172,193,0.0
Chip JJ Skinny ,01/12/2016,Sides 4313,ea,67,120.0,0,0,0,120.0,0,105,0.42429999999999995,44.5515,82,0.0
Cookie Oatmeal Raisin,01/12/2016,Sides 4313,ea,98,56.0,0,0,0,56.0,0,120,0.4634,55.608,34,0.0
Cookie JJ Triple Choc Chip,01/12/2016,Sides 4313,ea,136,112.0,0,0,0,112.0,0,138,0.5529000000000001,76.3002,110,0.0
Sysco Cup Foam Tall 12 oz,01/12/2016,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,20,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/12/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/12/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,01/12/2016,Paper 4314,Pack 567,0,0.0,0,0,0,0.0,0,0,3.05,0,0,0.0
Napkins - Case 24 / Pack 284,01/12/2016,Paper 4314,Pack 284,12.5,0.0,0,0,0,0.0,0,6.199999809265137,1.4120968176348538,8.755,6.300000190734863,0.0
Cup 22oz JJ,01/12/2016,Paper 4314,ea,656,1000.0,0,0,0,1000.0,0,1152,0.0359,41.3568,504,0.0
Lid 22oz JJ,01/12/2016,Paper 4314,ea,1031,0.0,0,0,0,0.0,0,600,0.0107,6.42,431,0.0
Cup 30oz JJ,01/12/2016,Paper 4314,ea,857,0.0,0,0,0,0.0,0,624,0.0598,37.3152,233,0.0
Lid 30oz JJ,01/12/2016,Paper 4314,ea,1133,0.0,0,0,0,0.0,0,1002,0.0182,18.2364,131,0.0
Bags 8# JJ,01/12/2016,Paper 4314,Box 1000,0.5,1.0,0,0,0,1.0,0,0.800000011920929,34.999999478459365,28,0.699999988079071,0.0
Wrap Sandwich,01/12/2016,Paper 4314,Box 1000,1.25,3.0,0,0,0,3.0,0,1.5,19.57,29.355,2.75,0.0
8X10 Port Pap.,01/12/2016,Paper 4314,Box 500,15.5,0.0,0,0,0,0.0,0,5.099999904632568,2.6058039702958493,13.2896,10.400000095367432,0.0
Straws,01/12/2016,Paper 4314,Box 300,13.5,0.0,0,0,0,0.0,0,11.5,1.66115652173913,19.1033,2.0000000000000004,0.0
Pan Liners,01/12/2016,Paper 4314,Box 1000,1.2000000476837158,0.0,0,0,0,0.0,0,1.2000000476837158,29.563998825232233,35.4768,0,0.0
Mylar,01/12/2016,Paper 4314,roll 5280,0.8999999761581421,1.0,0,0,0,1.0,0,1.600000023841858,87.13862370153332,139.4218,0.2999999523162842,0.0
Cucumber,01/12/2016,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0.6804,0,0,0.0
Iceburg Head ,01/12/2016,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,22.75,0,0,0.0
Lettuce,01/12/2016,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,2.27,0,0,0.0
Roma Tomatoes,01/12/2016,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/12/2016,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/12/2016,Produce 4315,Head Let,36,240.0,0,0,0,240.0,0,82,1.5416999999999998,126.41939999999998,194,0.0
Tomatoes,01/12/2016,Produce 4315,lb,48,200.0,0,0,0,200.0,0,90,1.9375999999999998,174.384,158,0.0
Onions,01/12/2016,Produce 4315,lb,5,50.0,0,0,0,50.0,0,22,0.5574,12.2628,33,0.0
Sprouts,01/12/2016,Produce 4315,lb,7.75,6.0,0,0,0,6.0,0,7,2.375,16.625,6.75,0.0
Celery,01/12/2016,Produce 4315,stalk,2.0999999046325684,10.0,0,0,0,10.0,0,2.0999999046325684,1.5900000722067729,3.339,10,0.0
Cucumbers,01/12/2016,Produce 4315,ea,12,24.0,0,0,0,24.0,0,16,1.8033,28.8528,20,0.0
Syrup Coke,01/12/2016,Beverage 4316,gal,6.5,0.0,0,0,0,0.0,0,4.5,13.729999999999999,61.785,2,0.0
Syrup Diet Coke,01/12/2016,Beverage 4316,gal,4,5.0,0,0,0,5.0,0,7,14.0274,98.1918,2,0.0
Syrup Sprite,01/12/2016,Beverage 4316,gal,2,5.0,0,0,0,5.0,0,5.5,14.107109090909091,77.5891,1.5,0.0
Syrup Lemonade Light,01/12/2016,Beverage 4316,gal,2,2.5,0,0,0,2.5,0,3.25,15.211107692307694,49.4361,1.25,0.0
Syrup Mello Yellow,01/12/2016,Beverage 4316,gal,1.25,0.0,0,0,0,0.0,0,1,14.32,14.32,0.25,0.0
Syrup Dr. Pepper,01/12/2016,Beverage 4316,gal,2,5.0,0,0,0,5.0,0,4,13.8327,55.3308,3,0.0
Syrup Cherry Coke,01/12/2016,Beverage 4316,gal,6,0.0,0,0,0,0.0,0,3.5,13.73,48.055,2.5,0.0
Syrup Powerade,01/12/2016,Beverage 4316,gal,2.5,2.5,0,0,0,2.5,0,3.75,14.593413333333332,54.7253,1.25,0.0
Tea Bag Brew Lipton,01/12/2016,Beverage 4316,ea,23,0.0,0,0,0,0.0,0,7,0.9512999999999999,6.6591,16,0.0
Water (bottle),01/12/2016,Beverage 4316,bottle,51,24.0,0,0,0,24.0,0,47,0.2792,13.1224,28,0.0
JJ Lunch Box,01/12/2016,Catering 4320,ea,183,0.0,0,0,0,0.0,0,176,0.3006,52.90559999999999,7,0.0
"Tray Cater Cmbo 12"" w / dome lid",01/12/2016,Catering 4320,each,16,0.0,0,0,0,0.0,0,16,0.9289,14.8624,0,0.0
"Tray Cater Cmbo 16"" w / dome lid",01/12/2016,Catering 4320,each,15,0.0,0,0,0,0.0,0,8,1.7116,13.6928,7,0.0
Party Tray Bags,01/12/2016,Catering 4320,ea,0,0.0,0,0,0,0.0,0,0,0.7942,0,0,0.0
French Bread 32 ct,01/19/2016,Bread 4311,ea,600,1120.0,0,0,0,1120.0,0,356,0.44530000000000003,158.5268,1364,0.0
Mini Loaf,01/19/2016,Bread 4311,ea,0,0.0,0,0,0,0.0,0,0,0.5564,0,0,0.0
Wheat,01/19/2016,Bread 4311,ea,49,48.0,0,0,0,48.0,0,66,1.4606000000000001,96.3996,31,0.0
Equal Sugar Substitute,01/19/2016,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,26.94,0,0,0.0
Avo Fresco,01/19/2016,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,1,0,0,0.0
Capicola,01/19/2016,Food 4312,lb,41.25,34.9,0,0,0,34.9,0,46,3.0256000000000003,139.1776,30.150000000000006,0.0
Salami,01/19/2016,Food 4312,lb,39.5,35.4,0,0,0,35.4,0,45,2.683,120.73499999999999,29.900000000000006,0.0
Ham,01/19/2016,Food 4312,lb,84.75,164.05,0,0,0,164.05,0,98.5,2.1550000000000002,212.2675,150.3,0.0
Turkey,01/19/2016,Food 4312,lb,111.75,203.65,0,0,0,203.65,0,148.5,3.4212000000000002,508.0482,166.89999999999998,0.0
Beef,01/19/2016,Food 4312,lb,67.5,101.0,0,0,0,101.0,0,99.25,4.441299748110831,440.799,69.25,0.0
Bacon,01/19/2016,Food 4312,ea,1102,1200.0,0,0,0,1200.0,0,1094,0.2026,221.6444,1208,0.0
Cheese,01/19/2016,Food 4312,lb,80,178.32,0,0,0,178.32,0,124,2.3640000000000003,293.136,134.32,0.0
Mayonnaise,01/19/2016,Food 4312,gal mayo,46.25,16.0,0,0,0,16.0,0,47.25,8.1116,383.27309999999994,15,0.0
Oil,01/19/2016,Food 4312,gal oil,10.5,0.0,0,0,0,0.0,0,9.75,8.416102564102564,82.057,0.75,0.0
Vinegar,01/19/2016,Food 4312,gal vinegar,12.5,0.0,0,0,0,0.0,0,11.800000190734863,3.8869999371706436,45.8666,0.6999998092651367,0.0
Avocado,01/19/2016,Food 4312,avo can,16.799999237060547,12.0,0,0,0,12.0,0,17,3.21,54.57,11.799999237060547,0.0
Peppers Cherry,01/19/2016,Food 4312,Gal Peppers,25.600000381469727,4.0,0,0,0,4.0,0,26.100000381469727,7.452800657355639,194.5181,3.5,0.0
Mustard Dijon,01/19/2016,Food 4312,jar dijon,12.899999618530273,0.0,0,0,0,0.0,0,10.800000190734863,5.241796203722845,56.6114,2.09999942779541,0.0
Soy Sauce,01/19/2016,Food 4312,gal soy,4.199999809265137,0.0,0,0,0,0.0,0,3,9.3401,28.0203,1.1999998092651367,0.0
Tuna,01/19/2016,Food 4312,can tuna,0,0.0,0,0,0,0.0,0,0,7.9533,0,0,0.0
Tuna Chunk - pouch,01/19/2016,Food 4312,Pouch tuna (48oz),6.099999904632568,6.0,0,0,0,6.0,0,6.599999904632568,7.953303145225165,52.4918,5.5,0.0
Pam Spray,01/19/2016,Food 4312,ea,3,0.0,0,0,0,0.0,0,3,2.4939,7.4817,0,0.0
Oregano,01/19/2016,Food 4312,cont oregano,2.9000000953674316,0.0,0,0,0,0.0,0,2.799999952316284,20.596607493615277,57.6705,0.10000014305114746,0.0
Basil,01/19/2016,Food 4312,cont basil,2.9000000953674316,0.0,0,0,0,0.0,0,2.799999952316284,21.818786085857425,61.0926,0.10000014305114746,0.0
Sugar,01/19/2016,Food 4312,lb,30,0.0,0,0,0,0.0,0,10,0.5812,5.812,20,0.0
Mayo Packets,01/19/2016,Food 4312,Box 204,1.899999976158142,1.0,0,0,0,1.0,0,1.899999976158142,17.520105483006247,33.2882,1,0.0
Mustard Packets,01/19/2016,Food 4312,Box 500,1.25,1.0,0,0,0,1.0,0,1.899999976158142,5.880000073784277,11.172,0.3500000238418579,0.0
Sweet n Low Packets,01/19/2016,Food 4312,Case  3000,0.20100000798702242,0.0,0,0,0,0.0,0,0.20100000798702242,23.232337385287565,4.6697,0,0.0
Pickles,01/19/2016,Sides 4313,ea,34,144.0,0,0,0,144.0,0,35,0.3481,12.1835,143,0.0
Chip JJ Reg ,01/19/2016,Sides 4313,ea,155,120.0,0,0,0,120.0,0,83,0.36069999999999997,29.9381,192,0.0
Chip JJ BBQ ,01/19/2016,Sides 4313,ea,306,240.0,0,0,0,240.0,0,238,0.36150000000000004,86.037,308,0.0
Chip JJ Jalapeno ,01/19/2016,Sides 4313,ea,213,240.0,0,0,0,240.0,0,227,0.3613,82.0151,226,0.0
Chip JJ S&V ,01/19/2016,Sides 4313,ea,260,120.0,0,0,0,120.0,0,139,0.3616,50.2624,241,0.0
Chip JJ Skinny ,01/19/2016,Sides 4313,ea,105,60.0,0,0,0,60.0,0,94,0.4243,39.8842,71,0.0
Cookie Oatmeal Raisin,01/19/2016,Sides 4313,ea,120,56.0,0,0,0,56.0,0,134,0.4634,62.0956,42,0.0
Cookie JJ Triple Choc Chip,01/19/2016,Sides 4313,ea,138,112.0,0,0,0,112.0,0,67,0.5529,37.0443,183,0.0
Sysco Cup Foam Tall 12 oz,01/19/2016,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,20,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/19/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/19/2016,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,01/19/2016,Paper 4314,Pack 567,0,0.0,0,0,0,0.0,0,0,3.05,0,0,0.0
Napkins - Case 24 / Pack 284,01/19/2016,Paper 4314,Pack 284,6.199999809265137,24.0,0,0,0,24.0,0,23.25,1.4120989247311828,32.8313,6.949999809265137,0.0
Cup 22oz JJ,01/19/2016,Paper 4314,ea,1152,0.0,0,0,0,0.0,0,607,0.0359,21.7913,545,0.0
Lid 22oz JJ,01/19/2016,Paper 4314,ea,600,1000.0,0,0,0,1000.0,0,1121,0.0107,11.9947,479,0.0
Cup 30oz JJ,01/19/2016,Paper 4314,ea,624,750.0,0,0,0,750.0,0,1142,0.0598,68.2916,232,0.0
Lid 30oz JJ,01/19/2016,Paper 4314,ea,1002,0.0,0,0,0,0.0,0,780,0.0182,14.196000000000002,222,0.0
Bags 8# JJ,01/19/2016,Paper 4314,Box 1000,0.800000011920929,0.0,0,0,0,0.0,0,0.20000000298023224,34.999999478459365,7,0.6000000089406967,0.0
Wrap Sandwich,01/19/2016,Paper 4314,Box 1000,1.5,3.0,0,0,0,3.0,0,1.399999976158142,19.570000333275118,27.398,3.100000023841858,0.0
8X10 Port Pap.,01/19/2016,Paper 4314,Box 500,5.099999904632568,12.0,0,0,0,12.0,0,7.800000011920929,2.605794867812372,20.3252,9.29999989271164,0.0
Straws,01/19/2016,Paper 4314,Box 300,11.5,24.0,0,0,0,24.0,0,33,1.660921212121212,54.8104,2.5,0.0
