week_ending_date,Category,Beginning Inventory USD,Purchases USD,Ending Inventory USD,COGS Prcnt as Decimal
01/05/2016,Bread 4311,339.3902,520.98,336.3624,0.038555414858182195
01/05/2016,Food 4312,2809.6445999999996,1903.2821000000001,2861.8352000000014,0.13619950070009398
01/05/2016,Sides 4313,491.93410000000006,440.51000000000005,515.9676000000001,0.03064348323857721
01/05/2016,Paper 4314,398.65560000000005,116.07,342.38069999999993,0.01268078283985835
01/05/2016,Produce 4315,195.0789,642.55,215.9446,0.04574225058733589
01/05/2016,Beverage 4316,432.80289999999997,166.82999999999998,400.54410000000007,0.014648543929341621
01/05/2016,Catering 4320,35.3574,80.36,95.5462,0.0014841553583503234
01/05/2016,Sub Total COGS,4702.863699999999,3870.5821,4768.580800000001,0.2799541315117396
01/05/2016,Discounted COGS,0.0,0.0,0.0,0.2799541315117396
01/12/2016,Bread 4311,336.3624,549.48,338.74940000000004,0.03572625929981904
01/12/2016,Food 4312,2861.8352000000014,1902.3093999999999,2636.1968,0.13895921695082833
01/12/2016,Sides 4313,515.9676000000001,445.17,526.5232,0.028381183363404897
01/12/2016,Paper 4314,342.38069999999993,217.13,376.7299,0.011935949200279227
01/12/2016,Produce 4315,215.9446,887.77,361.88300000000004,0.04844307658551589
01/12/2016,Beverage 4316,400.54410000000007,294.84999999999997,479.2146000000001,0.014116950632351771
01/12/2016,Catering 4320,95.5462,0.0,81.4608,0.0009198045903377871
01/12/2016,Sub Total COGS,4768.580800000001,4296.7094,4800.7577,0.2784824406225369
01/12/2016,Discounted COGS,0.0,0.0,0.0,0.27848244062253685
01/19/2016,Bread 4311,338.74940000000004,568.86,254.9264,0.03716477801054216
01/19/2016,Food 4312,2636.1968,2622.8424,3014.402699999999,0.1278130688816169
01/19/2016,Sides 4313,526.5232,423.12999999999994,399.46020000000004,0.03132883912704057
01/19/2016,Paper 4314,376.7299,219.32,424.82320000000004,0.009749912737083234
01/19/2016,Produce 4315,361.88300000000004,918.82,538.7809,0.0422461901836194
01/19/2016,Beverage 4316,479.2146000000001,279.03,524.2955,0.013321423060300529
01/19/2016,Catering 4320,81.4608,42.79,104.2946,0.0011363368479552574
01/19/2016,Sub Total COGS,4800.7577,5074.7924,5260.983499999999,0.2627605488481581
01/19/2016,Discounted COGS,0.0,0.0,0.0,0.262760548848158
01/26/2016,Bread 4311,254.9264,640.11,348.5637,0.03655237986943494
01/26/2016,Food 4312,3014.402699999999,1879.9707,2950.9268999999995,0.12999294333261988
01/26/2016,Sides 4313,399.46020000000004,471.15999999999997,381.85979999999995,0.03269212863869864
01/26/2016,Paper 4314,424.82320000000004,188.03,436.27119999999996,0.011811188998287677
01/26/2016,Produce 4315,538.7809,675.94,479.25450000000006,0.049193760702054806
01/26/2016,Beverage 4316,580.4051000000001,100.78,440.39230000000003,0.016106110873287675
01/26/2016,Catering 4320,104.2946,0.0,90.3094,0.0009354398544520554
01/26/2016,Sub Total COGS,5317.093099999999,3955.9907000000003,5127.5778,0.2772839522688356
01/26/2016,Discounted COGS,0.0,0.0,0.0,0.2772839522688357
02/02/2016,Bread 4311,348.5637,436.62,278.2771,0.03315416321655947
02/02/2016,Food 4312,2950.9268999999995,1537.0075000000002,2577.6747,0.12494029842936734
02/02/2016,Sides 4313,381.85979999999995,513.25,421.0683,0.031004625432816766
02/02/2016,Paper 4314,436.27119999999996,171.58,433.08309999999994,0.011430685874770594
02/02/2016,Produce 4315,479.25450000000006,303.06,509.5258,0.017841711043874907
02/02/2016,Beverage 4316,440.39230000000003,246.43,479.67079999999993,0.013548718129839153
02/02/2016,Catering 4320,90.3094,0.0,76.1969,0.0009230263097653404
02/02/2016,Sub Total COGS,5127.5778,3207.9474999999998,4775.4967,0.23284322843699357
02/02/2016,Discounted COGS,0.0,0.0,0.0,0.23284322843699354
02/09/2016,Bread 4311,278.2771,515.6364,263.618,0.0377691511092245
02/09/2016,Food 4312,2577.6747,2336.0009999999997,3001.9937000000004,0.13615541963072378
02/09/2016,Sides 4313,421.0683,460.7799999999999,429.06610000000006,0.032248433809766636
02/09/2016,Paper 4314,433.08309999999994,280.33000000000004,525.2763,0.01339963704841159
02/09/2016,Produce 4315,509.5258,448.93339999999995,398.8213,0.039859000145294594
02/09/2016,Beverage 4316,479.67079999999993,226.26999999999998,462.5251,0.017336757252621703
02/09/2016,Catering 4320,76.1969,0.0,68.4216,0.000553778941400697
02/09/2016,Sub Total COGS,4775.4967,4267.950799999999,5149.7221,0.27732217793744346
02/09/2016,Discounted COGS,0.0,0.0,0.0,0.27732217793744346
02/16/2016,Bread 4311,263.618,592.23,319.0492,0.03402226029242223
02/16/2016,Food 4312,3001.9937000000004,1625.4053,2580.6274,0.12972420231628223
02/16/2016,Sides 4313,429.06610000000006,453.49999999999994,381.4009,0.03176380588761347
02/16/2016,Paper 4314,525.2763,37.14,384.237,0.011292988217040698
02/16/2016,Produce 4315,398.8213,422.53000000000003,297.50890000000004,0.03320108481056061
02/16/2016,Beverage 4316,462.5251,220.43000000000004,443.48810000000003,0.015177397202537475
02/16/2016,Catering 4320,68.4216,138.45,197.07419999999996,0.0006209583422857482
02/16/2016,Sub Total COGS,5149.7221,3489.6852999999996,4603.3857,0.2558026970687425
02/16/2016,Discounted COGS,0.0,0.0,0.0,0.2558026970687425
02/23/2016,Bread 4311,319.0492,540.36,333.17409999999995,0.03601503332297623
02/23/2016,Food 4312,2580.6274,1741.9112999999998,2415.2108999999996,0.13053571355243865
02/23/2016,Sides 4313,381.4009,506.59,417.69550000000004,0.03218657307853929
02/23/2016,Paper 4314,384.237,136.58,355.9613,0.011282568435633753
02/23/2016,Produce 4315,297.50890000000004,554.6200000000001,348.4069,0.03447425801797758
02/23/2016,Beverage 4316,443.48810000000003,292.43,503.4978,0.01590662585873906
02/23/2016,Catering 4320,197.07419999999996,0.0,176.27669999999998,0.0014233612610306636
02/23/2016,Sub Total COGS,4603.3857,3772.4913,4550.223199999999,0.2618241335273352
02/23/2016,Discounted COGS,0.0,0.0,0.0,0.2618241335273353
03/01/2016,Bread 4311,333.17409999999995,511.86,323.1993,0.03507333790820109
03/01/2016,Food 4312,2415.2108999999996,2024.2358999999997,2548.9968,0.12706011873596537
03/01/2016,Sides 4313,417.69550000000004,516.67,432.08910000000003,0.033758787073063685
03/01/2016,Paper 4314,355.9613,205.47000000000003,371.1528,0.0127889173492562
03/01/2016,Produce 4315,348.4069,447.344,321.3954,0.031882179456244934
03/01/2016,Beverage 4316,503.4978,335.65,631.0602000000001,0.013985894979228253
03/01/2016,Catering 4320,176.27669999999998,0.0,176.27669999999998,0.0
03/01/2016,Sub Total COGS,4550.223199999999,4041.2299,4804.170300000001,0.2545492355019595
03/01/2016,Discounted COGS,0.0,0.0,0.0,0.25454923550195946
03/08/2016,Bread 4311,323.1993,535.23,316.6803,0.032972857825400256
03/08/2016,Food 4312,2548.9968,1865.8957999999998,2421.8024,0.12130687790434043
03/08/2016,Sides 4313,432.08910000000003,424.75,359.358,0.03027854888725909
03/08/2016,Paper 4314,371.1528,226.98000000000002,413.94579999999996,0.011210305444563811
03/08/2016,Produce 4315,321.3954,427.538,201.4138,0.03332407799076697
03/08/2016,Beverage 4316,631.0602000000001,36.23,383.70250000000004,0.017260201519767017
03/08/2016,Catering 4320,176.27669999999998,0.0,170.74939999999998,0.0003364120230186575
03/08/2016,Sub Total COGS,4804.170300000001,3516.6238,4267.6521999999995,0.24668928159511622
03/08/2016,Discounted COGS,0.0,0.0,0.0,0.24668928159511636
03/15/2016,Bread 4311,316.6803,610.4877,396.54949999999997,0.0318039956796983
03/15/2016,Food 4312,2421.8024,2131.7219,2582.9404999999997,0.11811204973381717
03/15/2016,Sides 4313,359.358,548.3499999999999,449.56019999999995,0.027460276360253697
03/15/2016,Paper 4314,413.94579999999996,112.86999999999999,349.3810000000001,0.010635014822566737
03/15/2016,Produce 4315,201.4138,673.8940000000001,297.2848,0.03464530730603296
03/15/2016,Beverage 4316,383.70250000000004,276.88,468.00849999999997,0.011542422030182175
03/15/2016,Catering 4320,170.74939999999998,42.79,195.98889999999997,0.001051934725563743
03/15/2016,Sub Total COGS,4267.6521999999995,4396.9936,4739.713400000001,0.2352510006581148
03/15/2016,Discounted COGS,0.0,0.0,0.0,0.23525100065811463
03/22/2016,Bread 4311,396.54949999999997,488.49,345.6425,0.03100226856942184
03/22/2016,Food 4312,2582.9404999999997,1849.4341000000002,2391.3047000000006,0.1173121044587993
03/22/2016,Sides 4313,449.56019999999995,481.65999999999997,449.1167,0.027709279408781033
03/22/2016,Paper 4314,349.3810000000001,188.03,347.47090000000003,0.010916957254680398
03/22/2016,Produce 4315,297.2848,514.328,252.7024,0.032123816645333564
03/22/2016,Beverage 4316,468.00849999999997,178.73,394.15840000000003,0.01451724072527549
03/22/2016,Catering 4320,195.98889999999997,0.0,180.4347,0.000893989929092117
03/22/2016,Sub Total COGS,4739.713400000001,3700.6721000000002,4360.8303000000005,0.23447565699138376
03/22/2016,Discounted COGS,0.0,0.0,0.0,0.23447565699138379
03/29/2016,Bread 4311,345.6425,554.61,335.543,0.03336004494403263
03/29/2016,Food 4312,2391.3047000000006,2118.3853,2497.9946999999997,0.11884029863442924
03/29/2016,Sides 4313,449.1167,449.68,378.3484,0.03074532778188675
03/29/2016,Paper 4314,347.47090000000003,209.86,377.59790000000004,0.010617673260190976
03/29/2016,Produce 4315,252.7024,501.874,195.8308,0.0330077293338973
03/29/2016,Beverage 4316,394.15840000000003,308.25,438.1848,0.015608930204422097
