week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
05/03/2016,Sunday,2016-05-01,149,1912.5,0,5.25,50.95,1856.3
05/03/2016,Monday,2016-05-02,181,2099.16,0,9.41,41.21,2048.54
05/03/2016,Tuesday,2016-05-03,208,2605.51,0,173.25,54.31,2377.95
05/10/2016,Wednesday,2016-05-04,172,1928.79,0,5.68,52.06,1871.05
05/10/2016,Thursday,2016-05-05,204,2455.26,0,179.75,28.32,2247.19
05/10/2016,Friday,2016-05-06,204,2496.72,0,0.0,52.15,2444.57
05/10/2016,Saturday,2016-05-07,196,2840.65,0,0.0,42.26,2798.39
05/10/2016,Sunday,2016-05-08,101,1201.59,0,6.25,61.09,1134.25
05/10/2016,Monday,2016-05-09,161,1932.14,0,57.75,35.57,1838.82
05/10/2016,Tuesday,2016-05-10,187,2056.06,0,0.0,24.88,2031.18
05/17/2016,Wednesday,2016-05-11,238,2897.48,0,0.0,41.52,2855.96
05/17/2016,Thursday,2016-05-12,232,2680.88,0,1.57,49.11,2630.2
05/17/2016,Friday,2016-05-13,221,2569.69,0,0.0,50.15,2519.54
05/17/2016,Saturday,2016-05-14,193,2504.37,0,0.0,28.77,2475.6
05/17/2016,Sunday,2016-05-15,162,1871.65,0,5.25,39.36,1827.04
05/17/2016,Monday,2016-05-16,190,2101.1,0,0.0,59.03,2042.07
05/17/2016,Tuesday,2016-05-17,207,2108.61,0,57.75,55.91,1994.95
05/24/2016,Wednesday,2016-05-18,204,2145.79,0,10.5,56.57,2078.72
05/24/2016,Thursday,2016-05-19,231,2971.39,0,0.0,46.8,2924.59
05/24/2016,Friday,2016-05-20,187,2124.06,0,0.0,41.47,2082.59
05/24/2016,Saturday,2016-05-21,161,2190.04,0,6.25,70.5,2113.29
05/24/2016,Sunday,2016-05-22,166,2185.5,0,0.0,47.38,2138.12
05/24/2016,Monday,2016-05-23,208,2303.37,0,0.0,51.14,2252.23
05/24/2016,Tuesday,2016-05-24,200,2367.58,0,0.0,57.89,2309.69
05/31/2016,Wednesday,2016-05-25,203,2378.22,0,0.0,34.67,2343.55
05/31/2016,Thursday,2016-05-26,203,2253.14,0,0.0,21.18,2231.96
05/31/2016,Friday,2016-05-27,196,2488.97,0,0.0,48.14,2440.83
05/31/2016,Saturday,2016-05-28,154,1820.23,0,0.0,47.01,1773.22
05/31/2016,Sunday,2016-05-29,136,1932.46,0,0.0,47.75,1884.71
05/31/2016,Monday,2016-05-30,111,1568.55,0,0.0,28.33,1540.22
05/31/2016,Tuesday,2016-05-31,185,2233.7,0,115.5,9.59,2108.61
06/07/2016,Wednesday,2016-06-01,226,2412.05,0,21.0,53.5,2337.55
06/07/2016,Thursday,2016-06-02,254,3026.86,0,5.25,52.39,2969.22
06/07/2016,Friday,2016-06-03,206,2352.05,0,0.0,36.36,2315.69
06/07/2016,Saturday,2016-06-04,174,2211.59,0,0.0,49.3,2162.29
06/07/2016,Sunday,2016-06-05,145,1996.24,0,5.25,49.24,1941.75
06/07/2016,Monday,2016-06-06,193,2208.24,0,5.25,58.82,2144.17
06/07/2016,Tuesday,2016-06-07,179,2359.81,0,0.0,34.12,2325.69
06/14/2016,Wednesday,2016-06-08,186,2200.72,0,17.58,55.75,2127.39
06/14/2016,Thursday,2016-06-09,226,3005.19,0,120.75,57.56,2826.88
06/14/2016,Friday,2016-06-10,206,2876.14,0,210.0,15.84,2650.3
06/14/2016,Saturday,2016-06-11,183,2637.68,0,2.2,50.45,2585.03
06/14/2016,Sunday,2016-06-12,124,1525.58,0,0.0,48.55,1477.03
06/14/2016,Monday,2016-06-13,203,2348.18,0,9.2,46.91,2292.07
06/14/2016,Tuesday,2016-06-14,185,2146.73,0,115.5,60.4,1970.83
06/21/2016,Wednesday,2016-06-15,226,2762.72,0,6.25,70.35,2686.12
06/21/2016,Thursday,2016-06-16,207,2472.37,0,0.0,28.17,2444.2
06/21/2016,Friday,2016-06-17,178,2223.85,0,0.0,31.22,2192.63
06/21/2016,Saturday,2016-06-18,170,2386.07,0,0.0,60.28,2325.79
06/21/2016,Sunday,2016-06-19,118,1558.0,0,5.25,50.44,1502.31
06/21/2016,Monday,2016-06-20,179,2034.11,0,0.0,62.45,1971.66
06/21/2016,Tuesday,2016-06-21,187,2227.74,0,0.0,59.75,2167.99
06/28/2016,Wednesday,2016-06-22,197,2190.66,0,0.0,34.23,2156.43
06/28/2016,Thursday,2016-06-23,185,2351.02,0,6.25,67.34,2277.43
06/28/2016,Friday,2016-06-24,219,2529.57,0,5.25,30.98,2493.34
06/28/2016,Saturday,2016-06-25,173,2395.49,0,0.0,60.18,2335.31
06/28/2016,Sunday,2016-06-26,152,2082.61,0,0.0,34.46,2048.15
06/28/2016,Monday,2016-06-27,176,2433.09,0,6.2,54.44,2372.45
06/28/2016,Tuesday,2016-06-28,180,2062.21,0,13.95,43.97,2004.29
07/05/2016,Wednesday,2016-06-29,201,2432.5,0,5.25,57.36,2369.89
07/05/2016,Thursday,2016-06-30,207,2398.66,0,0.0,63.86,2334.8
07/05/2016,Friday,2016-07-01,196,2262.18,0,0.0,40.81,2221.37
07/05/2016,Saturday,2016-07-02,150,1878.65,0,5.25,49.35,1824.05
07/05/2016,Sunday,2016-07-03,124,1525.67,0,0.0,47.1,1478.57
07/05/2016,Monday,2016-07-04,82,985.02,0,10.5,62.99,911.53
07/05/2016,Tuesday,2016-07-05,199,2411.16,0,115.5,56.75,2238.91
07/12/2016,Wednesday,2016-07-06,197,2463.01,0,115.5,59.45,2288.06
07/12/2016,Thursday,2016-07-07,222,2724.78,0,286.87,58.78,2379.13
07/12/2016,Friday,2016-07-08,194,2396.69,0,115.5,30.2,2250.99
07/12/2016,Saturday,2016-07-09,171,2173.21,0,0.0,67.9,2105.31
07/12/2016,Sunday,2016-07-10,159,2225.56,0,136.5,58.96,2030.1
07/12/2016,Monday,2016-07-11,184,2226.79,0,122.2,50.33,2054.26
07/12/2016,Tuesday,2016-07-12,184,2284.58,0,0.0,65.03,2219.55
07/19/2016,Wednesday,2016-07-13,224,2798.12,0,125.3,58.65,2614.17
07/19/2016,Thursday,2016-07-14,226,2911.89,0,231.0,50.07,2630.82
07/19/2016,Friday,2016-07-15,207,2302.32,0,5.25,40.57,2256.5
07/19/2016,Saturday,2016-07-16,168,2617.6,0,0.0,67.02,2550.58
07/19/2016,Sunday,2016-07-17,132,1923.01,0,115.5,46.86,1760.65
07/19/2016,Monday,2016-07-18,208,2634.42,0,120.75,56.46,2457.21
07/19/2016,Tuesday,2016-07-19,166,2132.78,0,144.5,65.24,1923.04
07/26/2016,Wednesday,2016-07-20,206,2564.97,0,115.5,69.62,2379.85
07/26/2016,Thursday,2016-07-21,187,2337.62,0,115.5,36.17,2185.95
07/26/2016,Friday,2016-07-22,212,2506.54,0,0.0,60.66,2445.88
07/26/2016,Saturday,2016-07-23,175,2146.38,0,0.0,62.79,2083.59
07/26/2016,Sunday,2016-07-24,153,2449.69,0,132.2,28.77,2288.72
07/26/2016,Monday,2016-07-25,182,2277.54,0,115.5,53.85,2108.19
07/26/2016,Tuesday,2016-07-26,205,2499.09,0,121.7,74.01,2303.38
08/02/2016,Wednesday,2016-07-27,209,2570.6,0,126.0,62.9,2381.7
08/02/2016,Thursday,2016-07-28,181,2067.69,0,6.7,54.31,2006.68
08/02/2016,Friday,2016-07-29,191,2530.25,0,0.0,29.93,2500.32
08/02/2016,Saturday,2016-07-30,181,2279.91,0,111.25,56.86,2111.8
08/02/2016,Sunday,2016-07-31,122,1806.08,0,115.5,52.8,1637.78
08/02/2016,Monday,2016-08-01,201,2516.04,0,0.0,38.71,2477.33
08/02/2016,Tuesday,2016-08-02,205,2559.38,0,115.5,48.15,2395.73
08/09/2016,Wednesday,2016-08-03,194,2248.62,0,115.5,53.23,2079.89
08/09/2016,Thursday,2016-08-04,226,2737.43,0,115.5,57.7,2564.23
08/09/2016,Friday,2016-08-05,203,2505.85,0,0.0,39.52,2466.33
08/09/2016,Saturday,2016-08-06,162,2111.21,0,10.5,58.05,2042.66
08/09/2016,Sunday,2016-08-07,146,1983.69,0,119.75,56.89,1807.05
08/09/2016,Monday,2016-08-08,221,2542.25,0,115.5,51.45,2375.3
08/09/2016,Tuesday,2016-08-09,175,2186.21,0,115.5,35.63,2035.08
08/16/2016,Wednesday,2016-08-10,192,2380.36,0,125.6,26.07,2228.69
08/16/2016,Thursday,2016-08-11,193,2694.06,0,0.0,37.31,2656.75
08/16/2016,Friday,2016-08-12,229,3518.2,0,78.75,28.77,3410.68
08/16/2016,Saturday,2016-08-13,150,1862.99,0,1.89,64.72,1796.38
08/16/2016,Sunday,2016-08-14,139,2005.71,0,119.59,33.95,1852.17
08/16/2016,Monday,2016-08-15,171,2072.23,0,115.5,50.11,1906.62
08/16/2016,Tuesday,2016-08-16,170,1995.67,0,0.0,40.68,1954.99
08/23/2016,Wednesday,2016-08-17,185,1986.67,0,8.5,53.52,1924.65
08/23/2016,Thursday,2016-08-18,224,2680.22,0,121.75,76.28,2482.19
08/23/2016,Friday,2016-08-19,193,2506.58,0,5.25,30.71,2470.62
08/23/2016,Saturday,2016-08-20,135,1699.74,0,12.6,33.18,1653.96
08/23/2016,Sunday,2016-08-21,122,1673.5,0,0.0,27.01,1646.49
08/23/2016,Monday,2016-08-22,201,2191.23,0,0.0,52.06,2139.17
08/23/2016,Tuesday,2016-08-23,168,1955.74,0,57.75,40.52,1857.47
08/30/2016,Wednesday,2016-08-24,176,2051.39,0,6.2,56.65,1988.54
08/30/2016,Thursday,2016-08-25,208,2389.98,0,115.5,59.6,2214.88
08/30/2016,Friday,2016-08-26,205,2486.31,0,106.0,36.42,2343.89
08/30/2016,Saturday,2016-08-27,163,2423.8,0,106.0,30.14,2287.66
08/30/2016,Sunday,2016-08-28,137,1727.7,0,5.25,56.54,1665.91
08/30/2016,Monday,2016-08-29,166,1798.2,0,0.0,63.19,1735.01
08/30/2016,Tuesday,2016-08-30,195,2618.36,0,115.5,46.32,2456.54
09/06/2016,Wednesday,2016-08-31,175,2082.67,0,0.0,51.32,2031.35
09/06/2016,Thursday,2016-09-01,204,2635.42,0,115.5,48.48,2471.44
09/06/2016,Friday,2016-09-02,176,2077.24,0,0.0,19.42,2057.82
09/06/2016,Saturday,2016-09-03,140,1816.93,0,0.0,20.13,1796.8
09/06/2016,Sunday,2016-09-04,131,1801.57,0,5.2,34.15,1762.22
09/06/2016,Monday,2016-09-05,142,1649.34,0,5.2,30.77,1613.37
09/06/2016,Tuesday,2016-09-06,214,2741.56,0,168.5,37.57,2535.49
09/13/2016,Wednesday,2016-09-07,197,2403.34,0,0.0,43.61,2359.73
09/13/2016,Thursday,2016-09-08,200,2465.19,0,120.75,28.22,2316.22
09/13/2016,Friday,2016-09-09,206,2305.75,0,0.0,25.38,2280.37
09/13/2016,Saturday,2016-09-10,158,2071.42,0,0.0,0.0,2071.42
09/13/2016,Sunday,2016-09-11,144,1832.78,0,0.0,73.83,1758.95
09/13/2016,Monday,2016-09-12,166,1920.82,0,0.0,45.43,1875.39
09/13/2016,Tuesday,2016-09-13,187,2032.54,0,115.5,49.4,1867.64
09/20/2016,Wednesday,2016-09-14,194,2394.28,0,0.0,40.78,2353.5
09/20/2016,Thursday,2016-09-15,210,2568.83,0,115.5,60.7,2392.63
09/20/2016,Friday,2016-09-16,198,2269.77,0,0.0,30.22,2239.55
09/20/2016,Saturday,2016-09-17,167,2429.72,0,0.0,9.59,2420.13
09/20/2016,Sunday,2016-09-18,135,1927.4,0,6.25,29.01,1892.14
09/20/2016,Monday,2016-09-19,189,2208.83,0,0.0,11.8,2197.03
09/20/2016,Tuesday,2016-09-20,197,2314.33,0,115.5,38.57,2160.26
09/27/2016,Wednesday,2016-09-21,193,2067.99,0,0.0,11.59,2056.4
09/27/2016,Thursday,2016-09-22,205,2593.0,0,15.45,62.7,2514.85
09/27/2016,Friday,2016-09-23,222,2617.2,0,0.0,9.83,2607.37
09/27/2016,Saturday,2016-09-24,177,2539.17,0,11.36,11.8,2516.01
09/27/2016,Sunday,2016-09-25,110,1250.42,0,0.0,42.61,1207.81
09/27/2016,Monday,2016-09-26,159,1712.26,0,0.0,9.8,1702.46
09/27/2016,Tuesday,2016-09-27,178,2029.14,0,57.75,68.77,1902.62
10/04/2016,Wednesday,2016-09-28,167,2026.73,0,0.0,40.36,1986.37
10/04/2016,Thursday,2016-09-29,163,1882.83,0,115.5,31.93,1735.4
10/04/2016,Friday,2016-09-30,197,2177.56,0,0.0,40.81,2136.75
10/04/2016,Saturday,2016-10-01,155,2272.38,0,0.0,32.88,2239.5
10/04/2016,Sunday,2016-10-02,148,2048.07,0,0.0,19.18,2028.89
10/04/2016,Monday,2016-10-03,185,2204.06,0,0.0,21.39,2182.67
10/04/2016,Tuesday,2016-10-04,194,2177.3,0,12.5,46.07,2118.73
10/11/2016,Wednesday,2016-10-05,167,2177.59,0,11.25,54.07,2112.27
10/11/2016,Thursday,2016-10-06,186,2227.57,0,115.5,60.7,2051.37
10/11/2016,Friday,2016-10-07,191,2080.56,0,6.2,29.97,2044.39
10/11/2016,Saturday,2016-10-08,150,2050.24,0,0.0,20.34,2029.9
10/11/2016,Sunday,2016-10-09,145,1901.6,0,0.0,40.72,1860.88
10/11/2016,Monday,2016-10-10,171,2094.32,0,0.0,9.59,2084.73
10/11/2016,Tuesday,2016-10-11,189,2402.26,0,63.0,40.57,2298.69
10/18/2016,Wednesday,2016-10-12,186,2855.69,0,86.03,39.52,2730.14
10/18/2016,Thursday,2016-10-13,187,2249.61,0,115.5,62.15,2071.96
10/18/2016,Friday,2016-10-14,185,2066.86,0,1.68,52.16,2013.02
10/18/2016,Saturday,2016-10-15,155,2254.24,0,6.25,33.98,2214.01
10/18/2016,Sunday,2016-10-16,134,1627.26,0,0.0,8.59,1618.67
10/18/2016,Monday,2016-10-17,154,1857.18,0,70.0,0.0,1787.18
10/18/2016,Tuesday,2016-10-18,199,2373.96,0,36.0,61.1,2276.86
10/25/2016,Wednesday,2016-10-19,186,2133.54,0,11.73,31.72,2090.09
10/25/2016,Thursday,2016-10-20,180,2075.84,0,115.5,72.01,1888.33
10/25/2016,Friday,2016-10-21,186,2219.48,0,106.0,47.27,2066.21
10/25/2016,Saturday,2016-10-22,159,2184.5,0,23.1,22.34,2139.06
10/25/2016,Sunday,2016-10-23,130,1631.83,0,0.0,32.91,1598.92
10/25/2016,Monday,2016-10-24,179,2086.5,0,10.5,9.59,2066.41
10/25/2016,Tuesday,2016-10-25,172,2112.45,0,69.34,54.3,1988.81
11/01/2016,Wednesday,2016-10-26,175,2034.2,0,0.0,23.39,2010.81
11/01/2016,Thursday,2016-10-27,197,2120.36,0,5.25,0.0,2115.11
11/01/2016,Friday,2016-10-28,185,2157.77,0,0.0,39.08,2118.69
11/01/2016,Saturday,2016-10-29,166,2320.95,0,25.0,30.98,2264.97
11/01/2016,Sunday,2016-10-30,140,1858.2,0,0.0,26.77,1831.43
11/01/2016,Monday,2016-10-31,166,1891.94,0,0.0,29.04,1862.9
11/01/2016,Tuesday,2016-11-01,177,2177.16,0,57.75,43.13,2076.28
11/08/2016,Wednesday,2016-11-02,176,2526.92,0,23.13,0.0,2503.79
11/08/2016,Thursday,2016-11-03,182,2233.03,0,183.75,84.2,1965.08
11/08/2016,Friday,2016-11-04,188,2178.59,0,8.16,58.75,2111.68
11/08/2016,Saturday,2016-11-05,146,1865.01,0,5.68,21.29,1838.04
11/08/2016,Sunday,2016-11-06,110,1436.7,0,0.0,42.56,1394.14
11/08/2016,Monday,2016-11-07,172,1987.95,0,116.5,40.73,1830.72
11/08/2016,Tuesday,2016-11-08,154,1657.38,0,59.2,40.77,1557.41
11/15/2016,Wednesday,2016-11-09,175,2166.59,0,10.5,62.36,2093.73
11/15/2016,Thursday,2016-11-10,198,2351.3,0,0.0,49.08,2302.22
11/15/2016,Friday,2016-11-11,191,2273.28,0,14.84,44.72,2213.72
11/15/2016,Saturday,2016-11-12,148,1936.68,0,0.0,41.52,1895.16
11/15/2016,Sunday,2016-11-13,161,1983.91,0,0.0,57.78,1926.13
11/15/2016,Monday,2016-11-14,182,2028.17,0,0.0,39.42,1988.75
11/15/2016,Tuesday,2016-11-15,189,1941.95,0,0.0,57.66,1884.29
11/22/2016,Wednesday,2016-11-16,180,2043.8,0,0.0,41.57,2002.23
11/22/2016,Thursday,2016-11-17,178,2189.52,0,115.5,51.06,2022.96
11/22/2016,Friday,2016-11-18,207,2291.63,0,0.0,56.22,2235.41
11/22/2016,Saturday,2016-11-19,160,2223.12,0,0.0,19.42,2203.7
11/22/2016,Sunday,2016-11-20,127,1905.15,0,42.34,9.59,1853.22
11/22/2016,Monday,2016-11-21,178,2017.36,0,0.0,39.31,1978.05
11/22/2016,Tuesday,2016-11-22,191,2248.61,0,63.0,40.52,2145.09
11/29/2016,Wednesday,2016-11-23,148,1905.44,0,82.0,54.92,1768.52
11/29/2016,Thursday,2016-11-24,0,0.0,0,0.0,0.0,0.0
11/29/2016,Friday,2016-11-25,116,1321.85,0,0.0,37.6,1284.25
11/29/2016,Saturday,2016-11-26,110,1412.03,0,0.0,27.72,1384.31
11/29/2016,Sunday,2016-11-27,97,1325.89,0,0.0,9.83,1316.06
11/29/2016,Monday,2016-11-28,156,1690.36,0,8.35,20.58,1661.43
11/29/2016,Tuesday,2016-11-29,173,2310.35,0,57.75,51.06,2201.54
12/06/2016,Wednesday,2016-11-30,160,1951.15,0,0.0,18.34,1932.81
