week_ending_date,Manager_usd,InShop_usd,Driver_usd,Tip Credit_usd,TAX_usd,DMR_usd,PenaltyPay_usd,Manager_prcnt_as_dec,InShop_prcnt_as_dec,Driver_prcnt_as_dec,Tip Credit_prcnt_as_dec,TAX_prcnt_as_dec,DMR_prcnt_as_dec,PenaltyPay_prcnt_as_dec
01/05/2016,1556.6667,1115.4084,1092.7185,0,431.0688671999999,327.35,0,0.11453633021191183,0.08206945316138659,0.08039997704368249,0,0.031717159567744305,0.024085738902791032,0
01/12/2016,1515.8332,1173.9161,1185.4487,0,443.710171,359.56,0,0.09898691805319108,0.07665905245512611,0.07741215413619512,0,0.02897515527179666,0.023479982002772723,0
01/19/2016,1519.6667,1170.1364,1173.1923,0,442.3129732999999,384.65,0,0.08653216884078974,0.06662937375120076,0.06680338141667146,0,0.025185983798991788,0.021902565045749684,0
01/26/2016,1574.0,854.7847,1168.362,0,411.87329715,417.54,0,0.1052814640410959,0.05717470435573631,0.07814921339897261,0,0.027549316215619648,0.02792834974315069,0
02/02/2016,1572.1819,1026.5306,1120.6309,0,425.8648193,401.17,0,0.10282836190872358,0.06714010640065196,0.07329472483514703,0,0.027853635615047834,0.026238474025761675,0
02/09/2016,1488.5001,1094.0837000000001,1167.9436999999998,0,429.43539875,403.37,0,0.10601520322724928,0.07792374740392752,0.08318426630504455,0,0.030585608339197344,0.028729156636116818,0
02/16/2016,1513.0,1109.6165,1133.2859999999998,0,430.05083625,416.19,0,0.09589380569113574,0.07032739526945019,0.07182756607831094,0,0.027256583825953692,0.02637808525485379,0
02/23/2016,1467.5001,922.1329,1167.7635,0,407.32189925,426.7,0,0.1004343210914113,0.06310990491077599,0.07992063122709858,0,0.027876726152753235,0.029202945069445107,0
03/01/2016,1518.8333,1112.7225,1120.4530999999997,0,429.6050190499999,382.52,0,0.10208317566618431,0.0747878298660003,0.07530741565451636,0,0.028874429225877258,0.02570977101689094,0
03/08/2016,1516.1665,1083.0753,1239.6073,0,439.5482219499999,407.69,0,0.09227952879310292,0.0659199885576212,0.07544710790832705,0,0.026752538592161354,0.02481352878701655,0
03/15/2016,1554.0114,1094.1496,1103.5329,0,429.56895154999995,438.64,0,0.09314370277666893,0.06558069338205061,0.06614310579824287,0,0.02574732897407219,0.026291025783953745,0
03/22/2016,1504.9999,1014.9284,1310.8618999999999,0,438.6254778999999,488.07,0,0.08650105784191053,0.05833381134031817,0.07534282296939471,0,0.025210345751360875,0.028052208708386806,0
