week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
01/05/2016,1376.72,692.16,1541.02,651.57,812.83,627.43,985.95,448.07,1165.34,646.42,1322.57,738.15,1543.73,605.41,13157.369999999999
01/12/2016,1029.17,817.23,1205.68,944.02,1296.88,703.57,1571.21,770.75,892.61,494.69,1338.56,615.18,943.4,699.49,13322.439999999999
01/19/2016,1352.04,734.93,1227.32,705.22,1917.45,790.77,1634.15,817.88,1034.92,765.34,1536.97,468.26,1158.76,775.19,14919.199999999999
01/26/2016,1318.66,875.29,1450.26,844.3,1511.98,953.42,1277.91,703.43,1133.65,695.66,1090.8,658.36,1109.66,723.04,14346.419999999998
02/02/2016,1168.78,556.29,1174.67,924.25,1541.99,823.26,1772.6,758.73,1401.14,731.6,1271.67,698.86,1423.12,552.69,14799.65
02/09/2016,1080.56,755.06,1326.0,654.28,1511.85,539.36,1302.36,922.92,1191.16,460.54,1264.4,622.94,1078.73,778.42,13488.58
02/16/2016,1524.98,671.23,1372.96,1001.23,1612.93,953.95,1571.42,847.01,1237.21,729.83,1327.2,566.41,1303.8,738.91,15459.070000000002
02/23/2016,1344.62,664.57,1165.05,726.12,1531.32,889.25,1176.88,728.64,1353.01,583.71,1250.06,807.79,1357.16,682.2,14260.379999999997
03/01/2016,1557.39,807.38,1178.55,784.43,1517.04,845.82,1378.92,655.0,1254.16,734.05,1106.72,713.7,1049.49,715.93,14298.579999999998
03/08/2016,1219.17,1011.6,1520.46,807.18,1575.07,919.64,1838.14,881.23,1551.74,666.21,1294.8,623.37,1150.46,681.27,15740.34
03/15/2016,1538.14,822.63,1508.93,1000.24,1715.02,578.62,1238.02,954.46,945.45,933.22,1243.65,1018.95,1532.78,1028.77,16058.88
03/22/2016,1547.97,1247.11,1717.05,937.95,1555.57,1020.54,1436.68,730.19,1265.75,978.76,1536.35,682.53,1364.41,820.34,16841.2
03/29/2016,1593.6,1241.81,1648.95,762.82,2227.52,989.56,1434.8,734.92,693.51,536.14,1315.16,673.11,1710.26,711.66,16273.819999999998
04/05/2016,1205.93,836.35,1301.38,996.25,1652.88,720.31,1940.01,884.33,1135.87,560.26,1705.72,933.82,1641.99,928.93,16444.03
04/12/2016,1340.46,710.65,1292.5,882.28,1429.96,909.17,1469.49,959.84,1433.7,897.17,1080.2,644.93,1086.79,728.37,14865.510000000004
04/19/2016,1073.15,954.34,1062.16,781.24,1790.42,913.69,1775.79,739.24,1141.7,587.24,1220.09,749.23,1400.17,882.01,15070.470000000001
04/26/2016,1153.12,1156.39,2630.98,1100.54,1847.7,1034.97,1355.14,850.9,913.38,910.39,1507.85,778.64,1058.75,686.52,16985.269999999997
05/03/2016,1411.41,1165.41,1619.51,939.43,1643.38,742.33,1396.3,962.37,1200.33,655.97,1280.65,767.89,1380.86,997.09,16162.93
05/10/2016,1071.61,799.44,1425.37,821.82,1585.74,858.83,1972.9,825.49,523.0,611.25,1211.05,627.77,1298.25,732.93,14365.449999999999
05/17/2016,1670.8,1185.16,1430.91,1199.29,1636.07,883.47,1700.9,774.7,1042.67,784.37,1269.83,772.24,1327.79,667.16,16345.36
05/24/2016,1152.62,926.1,1905.08,1019.51,1308.48,774.11,1257.74,855.55,1259.65,878.47,1452.43,799.8,1633.02,676.67,15899.229999999998
05/31/2016,1606.77,736.78,1453.58,778.38,1465.54,975.29,1006.27,766.95,1138.93,745.78,805.73,734.49,1353.67,754.94,14323.100000000002
06/07/2016,1602.74,734.81,1887.5,1081.72,1551.08,764.61,1418.31,743.98,1137.21,804.54,1489.07,655.1,1471.29,854.4,16196.359999999999
06/14/2016,1421.66,705.73,1932.81,894.07,1815.82,834.48,1834.56,750.47,868.34,608.69,1585.12,706.95,1356.19,614.64,15929.53
06/21/2016,1847.13,838.99,1592.3,851.9,1420.39,772.24,1378.51,947.28,904.16,598.15,1346.0,625.66,1118.08,1049.91,15290.699999999999
06/28/2016,1385.84,770.59,1283.28,994.15,1701.79,791.55,1580.49,754.82,1238.43,809.72,1689.26,683.19,1070.12,934.17,15687.4
07/05/2016,1487.55,882.34,1419.59,915.21,1487.56,733.81,1093.51,730.54,923.07,555.5,437.45,474.08,1288.11,950.8,13379.12
07/12/2016,1544.47,743.59,1604.38,774.75,1558.76,692.23,1383.73,721.58,1176.41,853.69,1386.22,668.04,1470.04,749.51,15327.4
07/19/2016,1648.45,965.72,1655.95,974.87,1482.29,774.21,1832.76,717.82,982.26,778.39,1594.7,862.51,1238.22,684.82,16192.97
07/26/2016,1610.95,768.9,1443.5,742.45,1559.15,886.73,1224.3,859.29,1513.5,775.22,1464.65,643.54,1373.45,929.93,15795.560000000001
08/02/2016,1542.34,839.36,1274.66,732.02,1665.87,834.45,1399.83,711.97,919.99,717.79,1669.95,807.38,1582.39,813.34,15511.339999999998
08/09/2016,1421.91,657.98,1798.26,765.97,1725.04,741.29,1373.75,668.91,1223.63,583.42,1509.0,866.3,1203.23,831.85,15370.54
08/16/2016,1530.61,698.08,1907.85,748.9,2444.59,966.09,1084.07,712.31,1159.18,692.99,1249.35,657.27,1207.25,747.74,15806.279999999999
08/23/2016,1338.08,586.57,1492.14,990.05,1653.3,817.32,1021.94,632.02,1184.83,461.66,1430.63,708.54,1156.56,700.91,14174.550000000001
08/30/2016,1184.28,804.26,1454.28,760.6,1667.99,675.9,1669.1,618.56,1020.36,645.55,1191.55,543.46,1357.95,1098.59,14692.43
09/06/2016,1162.39,868.96,1646.34,825.1,1396.43,661.39,1208.15,588.65,1169.78,592.44,970.51,642.86,1644.21,891.28,14268.490000000003
09/13/2016,1559.76,799.97,1575.33,740.89,1702.37,578.0,1335.04,736.38,1048.34,710.61,1283.02,592.37,1151.57,716.07,14529.720000000001
09/20/2016,1512.26,841.24,1400.55,992.08,1469.45,770.1,1598.16,821.97,1206.19,685.95,1429.2,767.83,1299.67,860.59,15655.240000000002
09/27/2016,1427.03,629.37,1743.15,771.7,1535.07,1072.3,1693.97,822.04,852.8,355.01,1005.02,697.44,1048.92,853.7,14507.520000000002
10/04/2016,1196.61,789.76,1150.67,584.73,1378.87,757.88,1526.48,713.02,1277.48,751.41,1236.29,946.38,1309.04,809.69,14428.31
10/11/2016,1305.25,807.02,1339.12,712.25,1397.43,646.96,1186.78,843.12,1188.01,672.87,1292.4,792.33,1303.94,994.75,14482.230000000001
10/18/2016,1970.76,759.38,1273.55,798.41,1250.31,762.71,1493.61,720.4,1169.2,449.47,1191.05,596.13,1371.83,905.03,14711.839999999998
10/25/2016,1379.41,710.68,1112.4,775.93,1372.18,694.03,1437.27,701.79,885.38,713.54,1316.01,750.4,1187.18,801.63,13837.83
11/01/2016,1405.02,605.79,1165.48,949.63,1261.94,856.75,1489.82,775.15,1158.07,673.36,1368.45,494.45,1097.42,978.86,14280.190000000002
