week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
05/29/2018,11541039 (4018967),05/24/2018,0,Nogales Produce,0,119.2,0,0,119.2
05/29/2018,11542911 (4018971),05/29/2018,0,Nogales Produce,0,169.95,0,0,169.95
06/05/2018,11544719 (4033151),06/01/2018,0,Nogales Produce,0,161.2,0,0,161.2
06/05/2018,11546321 (4033161),06/05/2018,0,Nogales Produce,0,157.11,0,0,157.11
06/12/2018,11548124 (4047243),06/08/2018,0,Nogales Produce,0,225.41,0,0,225.41
06/19/2018,11551864 (4056034),06/18/2018,0,Nogales Produce,0,229.25,0,0,229.25
06/26/2018,11553614 (4075627),06/21/2018,0,Nogales Produce,0,146.14,0,0,146.14
06/26/2018,11555393 (4075634),06/26/2018,0,Nogales Produce,0,230.27,0,0,230.27
06/26/2018,11553614 (4075627),06/21/2018,0,Nogales Produce,0,146.14,0,0,146.14
06/26/2018,11555393 (4075634),06/26/2018,0,Nogales Produce,0,230.27,0,0,230.27
07/03/2018,11557165 (4088980),06/29/2018,0,Nogales Produce,0,188.95,0,0,188.95
07/03/2018,11558584 (4088990),07/03/2018,0,Nogales Produce,0,168.12,0,0,168.12
07/03/2018,11557165 (4088980),06/29/2018,0,Nogales Produce,0,188.95,0,0,188.95
07/03/2018,11558584 (4088990),07/03/2018,0,Nogales Produce,0,168.12,0,0,168.12
07/10/2018,11560182 (4099739),07/06/2018,0,Nogales Produce,0,155.64,0,0,155.64
07/10/2018,11561458 (4099745),07/10/2018,0,Nogales Produce,0,180.7,0,0,180.7
07/10/2018,Transfer OUT - 345091,07/08/2018,07/08/2018,"1393 - E Beltline Rd, Richardson, TX  ",0,-12.0,0,0,-12.0
07/17/2018,11563207 (4117288),07/13/2018,0,Nogales Produce,0,192.39,0,0,192.39
07/17/2018,11564564 (4117289),07/17/2018,0,Nogales Produce,0,162.95,0,0,162.95
07/24/2018,11566252 (4127928),07/20/2018,0,Nogales Produce,0,134.44,0,0,134.44
07/31/2018,11568235 (4145963),07/25/2018,0,Nogales Produce,0,161.15,0,0,161.15
07/31/2018,11570007 (4145968),07/30/2018,0,Nogales Produce,0,142.49,0,0,142.49
08/07/2018,11571955 (4159773),08/02/2018,0,Nogales Produce,0,175.75,0,0,175.75
08/07/2018,11573330 (4159781),08/06/2018,0,Nogales Produce,0,186.39,0,0,186.39
08/07/2018,11573166 (4159791),08/06/2018,0,Nogales Produce,0,200.84,0,0,200.84
08/14/2018,11576423 (4173849),08/13/2018,0,Nogales Produce,0,250.61,0,0,250.61
08/21/2018,11578694 (4189558),08/17/2018,0,Nogales Produce,0,147.9,0,0,147.9
08/21/2018,11579925 (4189563),08/21/2018,0,Nogales Produce,0,242.5,0,0,242.5
08/28/2018,11582440 (4198686),08/27/2018,0,Nogales Produce,0,278.36,0,0,278.36
09/04/2018,11583976 (4218672),08/30/2018,0,Nogales Produce,0,123.92,0,0,123.92
09/04/2018,11585805 (4218679),09/04/2018,0,Nogales Produce,0,150.83,0,0,150.83
09/11/2018,11587901 (4232968),09/08/2018,0,Nogales Produce,0,185.95,0,0,185.95
09/11/2018,11588764 (4232975),09/11/2018,0,Nogales Produce,0,161.95,0,0,161.95
09/18/2018,11591092 (4246771),09/17/2018,0,Nogales Produce,0,225.66,0,0,225.66
09/25/2018,11593390 (4260381),09/21/2018,0,Nogales Produce,0,164.86,0,0,164.86
09/25/2018,11594225 (4260385),09/21/2018,0,Nogales Produce,0,265.95,0,0,265.95
10/02/2018,11597034 (4274587),10/01/2018,0,Nogales Produce,0,285.5,0,0,285.5
10/09/2018,11599337 (4288557),10/05/2018,0,Nogales Produce,0,227.9,0,0,227.9
10/09/2018,11600559 (4288951),10/09/2018,0,Nogales Produce,0,226.95,0,0,226.95
10/16/2018,11603014 (4302244),10/15/2018,0,Nogales Produce,0,221.5,0,0,221.5
10/23/2018,11605235 (4316316),10/19/2018,0,Nogales Produce,0,185.9,0,0,185.9
10/30/2018,11608235 (4330015),10/26/2018,0,Nogales Produce,0,229.45,0,0,229.45
10/30/2018,11609581 (4330020),10/30/2018,0,Nogales Produce,0,228.36,0,0,228.36
11/06/2018,11611907 (4343446),11/05/2018,0,Nogales Produce,0,274.0,0,0,274.0
11/13/2018,11613387 (4356784),11/08/2018,0,Nogales Produce,0,162.7,0,0,162.7
11/20/2018,11615846 (4371449),11/14/2018,0,Nogales Produce,0,236.07,0,0,236.07
11/20/2018,11616879 (4371454),11/16/2018,0,Nogales Produce,0,238.4,0,0,238.4
11/27/2018,11618652 (4382422),11/21/2018,0,Nogales Produce,0,309.9,0,0,309.9
11/27/2018,Transfer IN - 374760,11/27/2018,11/27/2018,"3644 - Forest Drive, Dallas, TX",0,124.0032,0,0,124.0032
12/04/2018,11621556 (4396718),11/29/2018,0,Nogales Produce,0,215.08,0,0,215.08
12/04/2018,11622943 (4396723),12/03/2018,0,Nogales Produce,0,356.0,0,0,356.0
12/11/2018,11625042 (4410985),12/07/2018,0,Nogales Produce,0,329.08,0,0,329.08
12/11/2018,11626095 (4410996),12/11/2018,0,Nogales Produce,0,468.95,0,0,468.95
12/25/2018,11630759 (4436173),12/21/2018,0,Nogales Produce,0,287.95,0,0,287.95
12/25/2018,11630759 (4436173),12/21/2018,0,Nogales Produce,0,287.95,0,0,287.95
