week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
05/22/2018,1321.32,999.56,1261.15,1053.53,1584.75,839.35,1534.21,753.99,991.72,511.11,1272.36,640.53,1247.86,717.1,14728.540000000003
05/29/2018,1547.5,732.38,1168.84,737.47,1933.26,528.64,1304.13,613.36,1026.58,612.83,898.11,704.23,2030.24,505.73,14343.300000000001
06/05/2018,1636.78,681.81,1371.41,1032.87,1485.38,895.21,1294.42,685.61,1237.53,731.67,1662.56,471.7,1140.06,867.7,15194.710000000003
06/12/2018,1747.0,842.84,1552.86,593.69,1629.09,786.38,1783.68,866.88,1352.87,561.79,1088.51,556.01,1238.66,825.82,15426.079999999998
06/19/2018,1298.34,797.33,1512.73,686.21,1957.39,600.92,1100.18,1248.81,972.36,455.64,1402.16,570.09,1280.99,647.11,14530.260000000002
06/26/2018,1304.06,787.95,1505.56,811.51,1770.31,662.58,1658.88,731.71,968.84,598.2,1554.88,592.99,1626.53,481.72,15055.72
06/26/2018,1304.06,787.95,1505.56,811.51,1770.31,662.58,1658.88,731.71,968.84,598.2,1554.88,592.99,1626.53,481.72,15055.72
07/03/2018,1627.88,861.46,1385.98,780.75,1729.15,818.84,1315.79,819.18,1169.07,643.92,1376.63,607.2,1313.77,619.07,15068.689999999999
07/03/2018,1627.88,861.46,1385.98,780.75,1729.15,818.84,1315.79,819.18,1169.07,643.92,1376.63,607.2,1313.77,619.07,15068.689999999999
07/10/2018,795.47,357.24,1360.17,644.87,1564.38,724.87,976.19,598.05,1237.41,635.83,1298.89,993.38,1671.07,547.98,13405.8
07/17/2018,1651.93,777.97,1989.94,432.14,1678.41,511.93,1080.64,819.4,1104.96,831.86,1690.0,585.65,1265.87,651.84,15072.54
07/24/2018,1214.81,691.52,1618.73,820.71,1667.06,569.74,1592.64,698.44,840.83,646.91,1268.25,799.49,1245.56,612.07,14286.759999999998
07/31/2018,1452.39,577.24,1560.45,658.23,1404.36,693.45,1334.99,754.56,978.69,772.47,1409.98,495.99,1268.27,860.67,14221.739999999998
08/07/2018,1344.23,907.37,1732.55,609.82,1439.56,761.44,1165.67,713.58,1090.4,596.54,1591.32,963.22,1165.67,535.34,14616.71
08/14/2018,1315.47,526.8,2090.0,748.62,1713.02,525.51,1804.51,513.24,1176.58,721.8,1276.17,544.85,1321.05,857.34,15134.96
08/21/2018,1599.46,603.94,1727.94,781.14,1738.8,653.4,1158.56,665.89,1081.56,506.07,1226.08,590.16,880.01,477.06,13690.069999999998
08/28/2018,1003.63,622.63,1218.19,651.36,1798.35,567.11,1708.08,681.47,1239.38,633.58,1122.18,692.53,1236.21,865.05,14039.75
09/04/2018,1290.44,474.16,1443.68,898.48,1658.01,825.53,1609.76,559.27,1008.12,484.54,761.71,543.27,1107.65,624.8,13289.42
09/11/2018,1244.85,705.03,1317.82,684.37,1185.36,624.47,996.45,511.82,855.92,605.55,1210.56,602.78,1022.64,475.54,12043.16
09/18/2018,1216.24,666.18,1521.34,715.78,1562.2,573.76,2367.85,669.62,1349.2,530.37,1456.4,582.57,1284.68,564.92,15061.110000000002
09/25/2018,1323.33,913.23,1299.42,768.89,1436.64,580.95,1608.1,497.19,999.51,857.47,1050.42,485.76,1074.36,831.91,13727.18
10/02/2018,1581.74,546.05,1002.53,622.97,1532.48,723.95,1590.03,706.58,1243.2,659.3,1066.28,646.93,1309.69,438.69,13670.420000000002
10/09/2018,893.16,665.93,1443.48,769.56,1366.91,734.73,1497.88,588.42,1122.61,506.28,1120.67,632.35,860.42,548.76,12751.160000000002
10/16/2018,1061.9,727.63,1636.69,793.88,1331.2,540.25,1054.11,514.96,1024.09,494.54,1206.21,490.37,1110.57,700.74,12687.14
10/23/2018,915.44,527.7,1088.09,650.4,1719.25,452.8,1247.03,277.65,1149.5,765.28,1233.11,578.37,1047.9,413.44,12065.960000000001
10/30/2018,1273.01,659.53,1159.72,877.64,1432.35,697.77,1851.51,575.77,1307.33,593.46,1372.31,659.9,1062.55,920.4,14443.249999999998
11/06/2018,1306.25,435.57,1209.63,700.03,1055.83,718.59,1230.15,557.33,1251.09,577.55,1270.03,475.69,1021.39,580.87,12390.0
11/13/2018,1304.3,537.98,1253.38,502.98,1779.48,616.71,1511.4,674.67,1157.77,545.57,999.15,322.54,1076.07,701.79,12983.79
11/20/2018,1218.17,606.36,1047.68,1139.72,1744.04,778.21,1286.19,1103.82,884.34,414.46,1656.89,418.8,1490.04,464.59,14253.309999999998
11/27/2018,2109.97,705.4,0.0,0.0,927.41,428.31,946.79,462.1,926.31,574.56,1996.39,674.36,1208.67,628.94,11589.210000000001
12/04/2018,1116.73,660.4,954.65,837.72,1589.51,1236.65,1153.53,617.7,1502.4,693.64,1317.5,573.03,1163.39,552.91,13969.759999999998
12/11/2018,1166.58,966.1,1222.35,809.91,1135.91,763.66,1635.46,793.27,995.17,713.58,1067.53,472.16,1443.24,651.51,13836.43
12/25/2018,1738.12,415.86,2467.75,773.33,1484.54,698.51,1126.08,756.7,597.67,548.34,1352.15,0.0,0.0,0.0,11959.05
12/25/2018,1738.12,415.86,2467.75,773.33,1484.54,698.51,1126.08,756.7,597.67,548.34,1352.15,0.0,0.0,0.0,11959.05
