week_ending_date,Manager_usd,InShop_usd,Driver_usd,Tip Credit_usd,TAX_usd,DMR_usd,PenaltyPay_usd,Manager_prcnt_as_dec,InShop_prcnt_as_dec,Driver_prcnt_as_dec,Tip Credit_prcnt_as_dec,TAX_prcnt_as_dec,DMR_prcnt_as_dec,PenaltyPay_prcnt_as_dec
01/02/2018,1500.0001,678.6988000000001,1087.0222999999999,0,373.92507739999996,346.04999999999995,0,0.12361327342759805,0.05593078316420292,0.08958025055584763,0,0.030814733168405762,0.028517580278574848,0
01/09/2018,1585.0,713.9527,911.6032,0,367.60865055,379.12000000000006,0,0.11465981842514558,0.05164775201649366,0.06594590371468875,0,0.026593022790899555,0.02742576048034145,0
01/16/2018,1494.0,764.0563999999999,1001.3726999999999,0,373.2046319499999,369.3999999999999,0,0.10661969881005565,0.0545270838299166,0.07146322334043655,0,0.026633845684756803,0.02636232713549836,0
01/23/2018,1494.8334,840.7912,989.3159,0,380.70568725,387.81999999999994,0,0.11835877076853886,0.06657264475426139,0.07833261808691908,0,0.03014373184831286,0.030707032957287907,0
01/30/2018,1506.0,650.719,1122.2268000000001,0,375.4392941,383.41999999999996,0,0.12041699782673704,0.05203029774821813,0.08973119663791905,0,0.030019437358374094,0.0306575599646265,0
02/06/2018,1500.3333,701.1643000000001,1166.4952999999998,0,385.63518705,374.77000000000004,0,0.11092127004733807,0.05183783807761434,0.08624026420012848,0,0.028510428131221763,0.027707153054351917,0
02/13/2018,1506.0,720.9553000000001,1209.4734999999998,0,393.47109759999995,378.09000000000003,0,0.11811181094581209,0.05654271984992115,0.09485597966531849,0,0.03085895344779042,0.029652652457172708,0
02/20/2018,1558.8306,875.0856,1149.0472,0,410.24930930000005,417.04999999999995,0,0.11406734143721445,0.0640343395375929,0.08408146420135404,0,0.03001997012267048,0.03051761028195769,0
02/27/2018,1476.5001,1016.5482999999998,1149.5372000000002,0,417.07605119999994,432.15000000000003,0,0.11579548315299354,0.07972346330816653,0.09015320451135722,0,0.03270946128635323,0.033891645550559846,0
03/06/2018,1531.8334,1025.9998,1078.9812,0,416.4152488,387.42999999999995,0,0.11095136658131946,0.07431361656049572,0.07815108265399616,0,0.030161139533620398,0.028061725220641223,0
03/13/2018,1509.1667,1045.0384999999999,1144.4366,0,423.4944860999999,402.42999999999995,0,0.10644298241592533,0.07370757298015188,0.08071821680795194,0,0.02986947441736133,0.02838377590337822,0
03/20/2018,1521.7844,966.1697,1136.1703,0,414.96224379999995,387.59,0,0.11253371313296241,0.07144682509398857,0.08401811886781849,0,0.0306858462373511,0.028661709157489654,0
03/27/2018,1505.8333,925.6722,1075.4649,0,401.54811079999996,409.1699999999999,0,0.10100826937447092,0.06209222955161047,0.07214002261869785,0,0.02693503971687722,0.027446300715990447,0
04/03/2018,1410.8333,891.4808,818.7126000000001,0,357.35755715,359.19,0,0.10286977888769391,0.06500160775807069,0.05969577279935836,0,0.026056439756466578,0.026190050857653257,0
04/10/2018,1477.1667,1053.2745,1336.1406,0,442.72361609999996,442.8999999999999,0,0.10149300175823481,0.07236826465178499,0.0918033965056543,0,0.030418603903844682,0.030430722868801597,0
04/17/2018,1515.9288000000001,1063.8401,1237.1838,0,437.04108414999996,385.42999999999995,0,0.1064516373676841,0.07470503927519602,0.08687759031609756,0,0.03068992356680294,0.02706568711579757,0
04/24/2018,1511.7223,932.3552000000001,1375.0666,0,437.29199945,410.1600000000001,0,0.09785256372912646,0.06035059919813477,0.08900695062068824,0,0.02830555800124021,0.026549325586543583,0
