week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
04/13/2021,20131469 (5892905),04/13/2021,0,Nogales Produce,0,149.76,0,0,149.76
04/20/2021,20133494 (5898705),04/16/2021,0,Nogales Produce,0,130.0,0,0,130.0
04/20/2021,20135168 (5906810),04/20/2021,0,Nogales Produce,0,214.5,0,0,214.5
04/27/2021,20137145 (5909927),04/23/2021,0,Nogales Produce,0,152.0,0,0,152.0
04/27/2021,20138117 (5914872),04/26/2021,0,Nogales Produce,0,169.0,0,0,169.0
04/27/2021,20138582 (5914883),04/26/2021,0,Nogales Produce,0,16.0,0,0,16.0
04/27/2021,Transfer IN - 604346,04/22/2021,04/22/2021,"1393 - E Beltline Rd, Richardson, TX  ",0,56.0016,0,0,56.0016
05/04/2021,20140850 (5919376),04/29/2021,0,Nogales Produce,0,191.04,0,0,191.04
05/04/2021,20144085 (5925915),05/04/2021,0,Nogales Produce,0,186.89,0,0,186.89
05/11/2021,20145516 (5931470),05/06/2021,0,Nogales Produce,0,136.0,0,0,136.0
05/11/2021,20146653 (5931830),05/08/2021,0,Nogales Produce,0,154.0,0,0,154.0
05/11/2021,20147694 (5936504),05/11/2021,0,Nogales Produce,0,170.0,0,0,170.0
05/18/2021,20150185 (5947394),05/15/2021,0,Nogales Produce,0,150.25,0,0,150.25
05/18/2021,20151167 (5947403),05/18/2021,0,Nogales Produce,0,151.76,0,0,151.76
05/25/2021,20153171 (5960273),05/21/2021,0,Nogales Produce,0,211.0,0,0,211.0
05/25/2021,20154636 (5960284),05/25/2021,0,Nogales Produce,0,181.0,0,0,181.0
06/01/2021,20156483 (5964502),05/28/2021,0,Nogales Produce,0,247.76,0,0,247.76
06/01/2021,20157856 (5967564),06/01/2021,0,Nogales Produce,0,170.25,0,0,170.25
06/08/2021,20160423 (5980714),06/05/2021,0,Nogales Produce,0,251.52,0,0,251.52
06/08/2021,20161412 (5980717),06/08/2021,0,Nogales Produce,0,170.0,0,0,170.0
06/15/2021,20163328 (5993511),06/11/2021,0,Nogales Produce,0,254.0,0,0,254.0
06/15/2021,20165017 (5993518),06/15/2021,0,Nogales Produce,0,190.08,0,0,190.08
06/22/2021,20166935 (6005098),06/18/2021,0,Nogales Produce,0,252.52,0,0,252.52
06/22/2021,20168533 (6005116),06/22/2021,0,Nogales Produce,0,123.0,0,0,123.0
06/22/2021,20168668 (6005121),06/22/2021,0,Nogales Produce,0,44.0,0,0,44.0
06/29/2021,20170528 (6008403),06/25/2021,0,Nogales Produce,0,268.59,0,0,268.59
06/29/2021,20172251 (6014820),06/29/2021,0,Nogales Produce,0,100.0,0,0,100.0
06/29/2021,20171967 (6014823),06/29/2021,0,Nogales Produce,0,103.59,0,0,103.59
07/06/2021,20174204 (6020643),07/02/2021,0,Nogales Produce,0,216.0,0,0,216.0
07/06/2021,20175593 (6027121),07/06/2021,0,Nogales Produce,0,218.54,0,0,218.54
07/13/2021,20177887 (6032296),07/10/2021,0,Nogales Produce,0,229.0,0,0,229.0
07/13/2021,20178826 (6039314),07/13/2021,0,Nogales Produce,0,181.59,0,0,181.59
07/20/2021,20182539 (6048708),07/20/2021,0,Nogales Produce,0,208.59,0,0,208.59
07/20/2021,20181362 (6048711),07/16/2021,0,Nogales Produce,0,244.0,0,0,244.0
07/27/2021,20184649 (6053475),07/23/2021,0,Nogales Produce,0,273.36,0,0,273.36
07/27/2021,20186048 (6062965),07/27/2021,0,Nogales Produce,0,305.31,0,0,305.31
08/03/2021,20189380 (6070708),08/03/2021,0,Nogales Produce,0,221.0,0,0,221.0
08/03/2021,20188441 (6070712),07/31/2021,0,Nogales Produce,0,252.59,0,0,252.59
08/10/2021,20191434 (6081948),08/06/2021,0,Nogales Produce,0,254.0,0,0,254.0
08/10/2021,20192887 (6081958),08/10/2021,0,Nogales Produce,0,285.52,0,0,285.52
08/31/2021,20202155 (6109294),08/28/2021,0,Nogales Produce,0,258.52,0,0,258.52
08/31/2021,20203226 (6113195),08/31/2021,0,Nogales Produce,0,258.59,0,0,258.59
09/07/2021,20205744 (6120076),09/04/2021,0,Nogales Produce,0,223.0,0,0,223.0
09/14/2021,20207276 (6126341),09/08/2021,0,Nogales Produce,0,281.64,0,0,281.64
09/14/2021,091121 (6133633),09/11/2021,0,Local SuperMarket,0,82.83,0,0,82.83
09/14/2021,20209487 (6133699),09/13/2021,0,Nogales Produce,0,408.59,0,0,408.59
09/21/2021,20212197 (6139814),09/17/2021,0,Nogales Produce,0,305.0,0,0,305.0
09/28/2021,20216363 (6151459),09/25/2021,0,Nogales Produce,0,197.0,0,0,197.0
09/28/2021,20214405 (6151461),09/22/2021,0,Nogales Produce,0,384.59,0,0,384.59
09/28/2021,20217344 (6159077),09/28/2021,0,Nogales Produce,0,322.0,0,0,322.0
10/05/2021,20220864 (6167004),10/05/2021,0,Nogales Produce,0,235.31,0,0,235.31
10/05/2021,20219384 (6167020),10/01/2021,0,Nogales Produce,0,285.76,0,0,285.76
10/12/2021,20223393 (6177674),10/09/2021,0,Nogales Produce,0,291.68,0,0,291.68
10/19/2021,20226477 (6191207),10/15/2021,0,Nogales Produce,0,218.0,0,0,218.0
10/19/2021,20227174 (6191210),10/18/2021,0,Nogales Produce,0,276.54,0,0,276.54
10/26/2021,20229886 (6196144),10/22/2021,0,Nogales Produce,0,337.0,0,0,337.0
10/26/2021,20231301 (6201807),10/26/2021,0,Nogales Produce,0,355.59,0,0,355.59
10/26/2021,102121 (6202102),10/21/2021,0,Local SuperMarket,0,33.36,0,0,33.36
11/02/2021,20234737 (6213034),11/02/2021,0,Nogales Produce,0,264.27,0,0,264.27
11/02/2021,20233216 (6213037),10/29/2021,0,Nogales Produce,0,141.27,0,0,141.27
11/02/2021,20233397 (6213039),10/29/2021,0,Nogales Produce,0,228.0,0,0,228.0
11/09/2021,20237140 (6219206),11/06/2021,0,Nogales Produce,0,254.0,0,0,254.0
11/09/2021,11062021 (6219209),11/06/2021,0,Local SuperMarket,0,18.07,0,0,18.07
11/09/2021,20237921 (6223590),11/09/2021,0,Nogales Produce,0,259.73,0,0,259.73
11/16/2021,20240284 (6229722),11/13/2021,0,Nogales Produce,0,273.51,0,0,273.51
11/16/2021,20241331 (6234760),11/16/2021,0,Nogales Produce,0,317.42,0,0,317.42
11/23/2021,20243488 (6242377),11/19/2021,0,Nogales Produce,0,292.73,0,0,292.73
11/30/2021,20245610 (6249683),11/24/2021,0,Nogales Produce,0,316.0,0,0,316.0
11/30/2021,20246505 (6250615),11/27/2021,0,Nogales Produce,0,264.0,0,0,264.0
11/30/2021,20247541 (6254494),11/30/2021,0,Nogales Produce,0,256.36,0,0,256.36
12/07/2021,20249771 (6260272),12/04/2021,0,Nogales Produce,0,279.64,0,0,279.64
12/07/2021,20250736 (6264379),12/07/2021,0,Nogales Produce,0,203.82,0,0,203.82
12/14/2021,20253071 (6270432),12/11/2021,0,Nogales Produce,0,147.76,0,0,147.76
12/14/2021,20254060 (6277137),12/14/2021,0,Nogales Produce,0,250.64,0,0,250.64
12/21/2021,20256412 (6280500),12/18/2021,0,Nogales Produce,0,177.84,0,0,177.84
12/21/2021,20257593 (6283095),12/21/2021,0,Nogales Produce,0,170.0,0,0,170.0
12/28/2021,20259273 (6290107),12/24/2021,0,Nogales Produce,0,122.34,0,0,122.34
12/28/2021,20260256 (6293502),12/28/2021,0,Nogales Produce,0,170.64,0,0,170.64
