week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Operating Supplies 5220,Sub Total COGS,Discounted Total COGS,Cash Over Under
07/20/2021,0.028239707343814924,0.13692897541602306,0.035495006629094966,0.012329049391888293,0.020597070063171376,0.018676155827286878,0.0019305146795572578,0,0.2541964793508368,0.2542876949676801,0.14
07/27/2021,0.026585817687934995,0.13546952168651236,0.03590990621378348,0.01115218622224109,0.022416435854742543,0.014442438399593764,0.0026153831926322892,0,0.2485916892574405,0.24867576098575764,3.65
08/03/2021,0.02754884281552489,0.13919147431805629,0.04049057164629564,0.012564341243774644,0.022051733306758057,0.024824607449039478,0.0025842340434488647,0,0.2692558048228979,0.269341716287697,64.32
08/10/2021,0.029582626263471273,0.13689373769991237,0.03280556816209241,0.011514224704954749,0.019991149165424025,0.015827902297828916,0.002889433584232464,0,0.24950464187791613,0.2496092122297117,-42.07
08/17/2021,0.02628953181091836,0.13409932584667547,0.0375953220930181,0.01413224117248675,0.020039860477263367,0.018122215189032943,0.002455635576527247,0,0.2527341321659222,0.2528447942349488,4.61
08/24/2021,0.0291084934328649,0.1290408920725795,0.038759699920665476,0.00774382373818681,0.020188741921565535,0.01436157982397944,0.002794208116245945,0,0.24199743902608756,0.24211342516342443,-32.71
08/31/2021,0.02900506342124778,0.13968488339936902,0.03846870786090642,0.0124192042915493,0.021974215463380135,0.020130787510064443,0.0025034592295474774,0,0.26418632117606455,0.26430868515015277,87.91
09/07/2021,0.027404492454039205,0.13689986889412595,0.03480760860919635,0.012150502751257211,0.02355847438162623,0.01825528199381023,0.0026287532072679295,0,0.25570498229132316,0.25570498229132316,44.63
09/14/2021,0.02821594878487174,0.13052880007108245,0.03860916100331535,0.012187528697319167,0.025307990177512618,0.017350330915767754,0.0005219697988792582,0,0.2527217294487484,0.25284582596406857,-20.32
09/21/2021,0.029049888835425444,0.13900165035330375,0.03722989241871684,0.011715313812325847,0.027619004845212007,0.017696385488349696,0.002552352226860216,0,0.26486448798019374,0.26498587318935746,10.88
09/28/2021,0.029647554016862337,0.15018605529849707,0.038910846594543996,0.0128873063057003,0.03224762433622387,0.017342123730590023,0.0028922486977321763,0,0.28411375898014984,0.28423302519713517,107.48
10/05/2021,0.031993995467589284,0.13248654285150635,0.03163800615925993,0.012548207288439153,0.027608249849555132,0.017101334911553894,0.002207370223686241,0,0.2555837067515899,0.2557218563100916,2.0
10/12/2021,0.029348389395835884,0.14185764869165557,0.03671570408159236,0.013321653919505327,0.01050636403839548,0.01773796291543439,0.003231706474399725,0,0.25271942951681875,0.2528428209856313,267.21
10/19/2021,0.028589259651760044,0.15802093374779563,0.04744732990353965,0.01174898657300318,0.029168412099912337,0.01511728062194332,0.0012529434667010889,0,0.2913451460646552,0.2914752727976831,-108.42
10/26/2021,0.028731548705942685,0.1327004296799415,0.03696029649788521,0.01218979283271387,0.03417177498772036,0.019820565771664182,0.0057701373160872396,0,0.27034454579195505,0.27046458153379754,36.72
11/02/2021,0.02916147301168591,0.12832500815290557,0.03534017126528444,0.011271057365962872,0.03153739767522028,0.016986649907772683,0.0028193755416966206,0,0.2554411329205285,0.2555703390316675,-52.8
11/09/2021,0.030541962291199033,0.14527059850663018,0.03239224266855651,0.01176918247297949,0.029076568213480217,0.01782159323321845,0.002792924951563835,0,0.26966507233762765,0.26988064358796787,23.29
11/16/2021,0.0293115550110798,0.12466001507043768,0.03656148690735823,0.013326371619572874,0.03073430946012467,0.020396276040712487,0.0029900003026832067,0,0.2579800144119689,0.2581924236800225,2.14
11/23/2021,0.030803791279134157,0.1563215123124188,0.036600357249900135,0.013416213980407423,0.030823553927885498,0.016066923204918985,0.0021503494025801135,0,0.286182701357245,0.286392663096967,38.75
11/30/2021,0.03191564284489608,0.13639010717898983,0.03578858162238286,0.012693708126049513,0.034600149990380205,0.017827744032123605,0.0019008663056950537,0,0.27111680010051725,0.2713785634167444,3.07
12/07/2021,0.02932548547597742,0.14166623182586252,0.03889748492155539,0.013130155666213474,0.027795066663133583,0.019276148030680732,0.002741973620110844,0,0.27283254620353403,0.2730618567838223,-7.34
12/14/2021,0.02988908309883034,0.12365457569766654,0.038664918946908045,0.013515212951794812,0.02130208346592277,0.017069451749238698,0.002532357339277411,0,0.2466276832496386,0.24685679780335146,-50.55
12/21/2021,0.029935026846099357,0.13546550646241817,0.038319741572572084,0.013179130579407481,0.019523413055713264,0.018594746411156417,0.002685832575577203,0,0.257703397502944,0.257926145630746,1.33
12/28/2021,0.03187680710876353,0.14166643282576089,0.03744466911511849,0.01272395768855142,0.01902753132780368,0.019866923891662887,0.0041833519030523144,0,0.2667896738607131,0.2670991691770173,-1.48
