item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
BACON - SLI APPLWD SMKD CKD,07/20/2021,Food 4312,ea,"1,105.00",1200.0,0.0,0,0,1200.0,0,"1,018.00",0.30,308.76,"1,287.0000",308.7594
Cheese,07/20/2021,Food 4312,lb,114.00,135.02,0.0,0,0,135.02,0,91.00,2.45,223.13,158.0200,223.132
Mayonnaise,07/20/2021,Food 4312,gal mayo,39.00,16.0,0.0,0,0,16.0,0,38.00,7.97,303.05,17.0000,303.0462
Oil,07/20/2021,Food 4312,gal oil,11.40,0.0,0.0,0,0,0.0,0,9.60,12.96,124.38,1.8000,124.3766
Vinegar,07/20/2021,Food 4312,gal vinegar,11.80,0.0,0.0,0,0,0.0,0,11.30,3.95,44.62,0.5000,44.6203
Avocado,07/20/2021,Food 4312,avo can,15.20,12.0,0.0,0,0,12.0,0,11.10,3.10,34.41,16.1000,34.41
Peppers Cherry,07/20/2021,Food 4312,Gal Peppers,24.00,4.0,0.0,0,0,4.0,0,22.00,7.06,155.37,6.0000,155.3728
Mustard Dijon,07/20/2021,Food 4312,jar dijon,10.50,0.0,0.0,0,0,0.0,0,6.60,5.33,35.19,3.9000,35.1886
MUSTARD WHL GRAIN ,07/20/2021,Food 4312,32 oz jar,11.90,0.0,0.0,0,0,0.0,0,10.40,5.88,61.14,1.5000,61.1447
Soy Sauce,07/20/2021,Food 4312,gal soy,2.75,0.0,0.0,0,0,0.0,0,2.50,10.95,27.37,0.2500,27.3675
Tuna Chunk - pouch,07/20/2021,Food 4312,Pouch tuna (48oz),5.00,6.0,0.0,0,0,6.0,0,5.00,8.28,41.40,6.0000,41.4
Pan Spray,07/20/2021,Food 4312,ea,3.00,0.0,0.0,0,0,0.0,0,3.00,4.17,12.51,0.0000,12.5073
Oregano,07/20/2021,Food 4312,cont oregano,0.70,0.0,0.0,0,0,0.0,0,0.50,23.58,11.79,0.2000,11.7897
Basil,07/20/2021,Food 4312,cont basil,0.70,0.0,0.0,0,0,0.0,0,0.50,5.67,2.84,0.2000,2.835
Sugar,07/20/2021,Food 4312,lb,15.00,25.0,0.0,0,0,25.0,0,21.00,0.79,16.57,19.0000,16.5732
Mayo Packets,07/20/2021,Food 4312,Box 204,1.30,2.0,0.0,0,0,2.0,0,1.40,17.16,24.02,1.9000,24.024
Mustard Packets,07/20/2021,Food 4312,Box 500,1.50,1.0,0.0,0,0,1.0,0,1.70,5.97,10.15,0.8000,10.149
Sweet n Low Packets,07/20/2021,Food 4312,Case  3000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,07/20/2021,Sides 4313,ea,155.00,300.0,0.0,0,0,300.0,0,180.00,0.33,59.44,275.0000,59.436
Potato Chip BBQ,07/20/2021,Sides 4313,ea,221.00,504.0,0.0,0,0,504.0,0,323.00,0.38,123.77,402.0000,123.7736
Potato Chip Jalapeno,07/20/2021,Sides 4313,ea,133.00,0.0,0.0,0,0,0.0,0,0.00,0.38,0.00,133.0000,0.0
Potato Chip Regular,07/20/2021,Sides 4313,ea,253.00,432.0,0.0,0,0,432.0,0,299.00,0.38,114.58,386.0000,114.5768
Potato Chip Salt & Vinegar,07/20/2021,Sides 4313,ea,98.00,360.0,0.0,0,0,360.0,0,161.00,0.38,61.70,297.0000,61.6952
Potato Chip Thinny,07/20/2021,Sides 4313,ea,54.00,0.0,0.0,0,0,0.0,0,0.00,0.45,0.00,54.0000,0.0
Pickles,07/20/2021,Sides 4313,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,07/20/2021,Sides 4313,ea,103.00,56.0,0.0,0,0,56.0,0,75.00,0.46,34.67,84.0000,34.6725
Cookie JJ Triple Choc Chip,07/20/2021,Sides 4313,ea,175.00,280.0,0.0,0,0,280.0,0,177.00,0.57,101.21,278.0000,101.20859999999999
Sysco Cup Foam Tall 12 oz,07/20/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,07/20/2021,Paper 4314,250 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,07/20/2021,Paper 4314,1/1000 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,07/20/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,07/20/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,07/20/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),07/20/2021,Paper 4314,Pack 567,17.30,0.0,0.0,0,0,0.0,0,8.00,2.92,23.39,9.3000,23.3928
Cup 22oz JJ,07/20/2021,Paper 4314,ea,"1,071.00",0.0,0.0,0,0,0.0,0,245.00,0.04,9.43,826.0000,9.4325
Lid 22oz JJ,07/20/2021,Paper 4314,ea,600.00,1000.0,0.0,0,0,1000.0,0,869.00,0.01,9.91,731.0000,9.9066
Cup 30oz JJ,07/20/2021,Paper 4314,ea,438.00,750.0,0.0,0,0,750.0,0,819.00,0.06,52.58,369.0000,52.57979999999999
Lid 30oz JJ,07/20/2021,Paper 4314,ea,"1,525.00",0.0,0.0,0,0,0.0,0,"1,181.00",0.02,22.68,344.0000,22.675200000000004
Bags 8# JJ,07/20/2021,Paper 4314,Box 1000,1.00,1.0,0.0,0,0,1.0,0,1.00,34.31,34.31,1.0000,34.31
Wrap Sandwich,07/20/2021,Paper 4314,Box 1000,2.50,3.0,0.0,0,0,3.0,0,1.80,20.60,37.07,3.7000,37.0741
8X10 Port Pap. (WRAP PAPER DRY WAX),07/20/2021,Paper 4314,Box 500,14.90,12.0,0.0,0,0,12.0,0,15.30,2.77,42.30,11.6000,42.3045
Straws_new (Box 300),07/20/2021,Paper 4314,Box 300,7.25,0.0,0.0,0,0,0.0,0,3.50,1.54,5.38,3.7500,5.3753
Pan Liners,07/20/2021,Paper 4314,Box 1000,0.20,0.0,0.0,0,0,0.0,0,0.10,31.58,3.16,0.1000,3.1577
Mylar (Film PVC roll),07/20/2021,Paper 4314,roll 5280,0.90,0.0,0.0,0,0,0.0,0,0.50,53.79,26.89,0.4000,26.8948
Cucumber,07/20/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,07/20/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,07/20/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,07/20/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,07/20/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,07/20/2021,Produce 4315,Head Let,116.00,240.0,0.0,0,0,240.0,0,108.00,1.00,108.00,248.0000,108.0
Tomatoes,07/20/2021,Produce 4315,lb,124.00,225.0,0.0,0,0,225.0,0,125.00,0.84,105.00,224.0000,105.0
Onions,07/20/2021,Produce 4315,lb,32.00,50.0,0.0,0,0,50.0,0,26.50,0.32,8.48,55.5000,8.48
Celery,07/20/2021,Produce 4315,stalk,8.00,6.0,0.0,0,0,6.0,0,7.50,0.77,5.79,6.5000,5.7885
Cucumbers,07/20/2021,Produce 4315,ea,43.50,45.0,0.0,0,0,45.0,0,45.00,0.38,17.24,43.5000,17.235
MINUTE MAID,07/20/2021,Beverage 4316,bottle,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,07/20/2021,Beverage 4316,gal,2.00,2.5,0.0,0,0,2.5,0,2.50,18.26,45.64,2.0000,45.644
Syrup Coke Zero,07/20/2021,Beverage 4316,gal,4.00,0.0,0.0,0,0,0.0,0,1.00,17.53,17.53,3.0000,17.53
Syrup Coke,07/20/2021,Beverage 4316,gal,7.00,0.0,0.0,0,0,0.0,0,5.00,17.53,87.65,2.0000,87.65
Syrup Diet Coke,07/20/2021,Beverage 4316,gal,2.00,5.0,0.0,0,0,5.0,0,3.00,17.53,52.59,4.0000,52.59
Syrup Sprite,07/20/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,2.50,17.53,43.83,2.5000,43.825
Syrup Dr. Pepper,07/20/2021,Beverage 4316,gal,2.50,5.0,0.0,0,0,5.0,0,4.00,17.18,68.72,3.5000,68.72
Syrup Cherry Coke,07/20/2021,Beverage 4316,gal,2.00,5.0,0.0,0,0,5.0,0,5.00,17.53,87.65,2.0000,87.65
Syrup Powerade,07/20/2021,Beverage 4316,gal,1.00,2.5,0.0,0,0,2.5,0,1.50,18.28,27.42,2.0000,27.42
Tea Bag Brew Lipton,07/20/2021,Beverage 4316,ea,22.00,0.0,0.0,0,0,0.0,0,7.00,0.96,6.71,15.0000,6.7053
Water (bottle),07/20/2021,Beverage 4316,bottle,42.00,48.0,0.0,0,0,48.0,0,40.00,0.28,11.25,50.0000,11.251999999999999
Box - Mini Jimmy 12 CT Sandwich,07/20/2021,Catering 4320,each,31.00,0.0,0.0,0,0,0.0,0,30.00,1.46,43.79,1.0000,43.788
Box - Mini Jimmy 24 CT Sandwich,07/20/2021,Catering 4320,each,3.00,0.0,0.0,0,0,0.0,0,4.00,1.61,6.42,-1.0000,6.4244
Foam Plates,07/20/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN BOX LUNCH LIL’ (JJ),07/20/2021,Catering 4320,each,96.00,125.0,0.0,0,0,125.0,0,98.00,0.23,22.96,123.0000,22.9614
JMYJOHN P BOX SANDWICH CATERING 18 PC ,07/20/2021,Catering 4320,ea,13.00,0.0,0.0,0,0,0.0,0,10.00,1.39,13.88,3.0000,13.881
JMYJOHN P BOX SANDWICH CATERING 30 PC ,07/20/2021,Catering 4320,ea,11.00,0.0,0.0,0,0,0.0,0,7.00,1.55,10.84,4.0000,10.8416
Plastic Knives,07/20/2021,Catering 4320,Box 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,07/20/2021,Catering 4320,ea,123.00,125.0,0.0,0,0,125.0,0,237.00,0.30,71.03,11.0000,71.0289
Tall Foam Cup,07/20/2021,Operating Supplies 5220,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,07/27/2021,Bread 4311,ea,644.00,1216.0,0.0,0,0,1216.0,0,580.00,0.45,263.38,"1,280.0000",263.378
Wheat,07/27/2021,Bread 4311,ea,35.00,32.0,0.0,0,0,32.0,0,32.00,1.46,46.86,35.0000,46.8608
"AIOLI, SIGNATURE - HORSERADISH",07/27/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Black Pepper,07/27/2021,Food 4312,1 Lb,0.00,0.0,0.0,0,0,0.0,0,0.00,60.00,0.00,0.0000,0.0
CHEESE PARM SHAVED S.AMER ,07/27/2021,Food 4312,lb,3.50,10.0,0.0,0,0,10.0,0,10.00,4.52,45.22,3.5000,45.22
"CHEESE, AMERICAN ",07/27/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,33.79,0.00,0.0000,0.0
"CHEESE, BLUE - CRUMBLES ",07/27/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"CHEESE, CHEDDAR – FINELY SHREDDED ",07/27/2021,Food 4312,lb,17.00,0.0,0.0,0,0,0.0,0,14.00,2.14,29.98,3.0000,29.981
CHUNKY BLEU CHEESE DRESSING,07/27/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CROUTON SEASONED CUBE ZTF ,07/27/2021,Food 4312,lb,4.50,20.0,0.0,0,0,20.0,0,16.00,1.82,29.19,8.5000,29.192
DRESSING CAESAR WITH EGG SYS IMP,07/27/2021,Food 4312,gal,1.40,4.0,0.0,0,0,4.0,0,3.50,15.45,54.08,1.9000,54.0838
Equal Sugar Substitute,07/27/2021,Food 4312,Case 2000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Hard Boiled Whole Eggs,07/27/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ken's Creole Pepper Sauce,07/27/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,15.39,0.00,0.0000,0.0
Ken's Glaze Fig & Balsamic ,07/27/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Kickin Ranch Dressing Mix,07/27/2021,Food 4312,Container 3.2oz,15.00,0.0,0.0,0,0,0.0,0,4.00,1.43,5.70,11.0000,5.7024
ONION STRINGS,07/27/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,18.65,0.00,0.0000,0.0
Pepper Jalapeno Slices,07/27/2021,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Rotisserie Shredded Chicken,07/27/2021,Food 4312,lb,10.50,40.0,0.0,0,0,40.0,0,24.00,3.84,92.05,26.5000,92.052
"SAUCE, DELUXE THOUSAND ISLAND",07/27/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,41.87,0.00,0.0000,0.0
"Seeds, Sesame Black",07/27/2021,Food 4312,1 Lb,0.00,0.0,0.0,0,0,0.0,0,0.00,50.65,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,07/27/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.75,8.35,6.26,-0.7500,6.262499999999999
"TORTILLA, FLOUR 12”",07/27/2021,Food 4312,ea,33.00,144.0,0.0,0,0,144.0,0,128.00,0.15,19.07,49.0000,19.072
"WRAP TORTILLA HERB GLC 12""",07/27/2021,Food 4312,ea,42.00,360.0,0.0,0,0,360.0,0,242.00,0.28,67.69,160.0000,67.6874
Avo Fresco,07/27/2021,Food 4312,Case,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Capicola,07/27/2021,Food 4312,lb,60.50,38.25,0.0,0,0,38.25,0,35.50,3.47,123.08,63.2500,123.0785
Salami,07/27/2021,Food 4312,lb,44.00,37.0,0.0,0,0,37.0,0,22.50,3.44,77.48,58.5000,77.4788
Ham,07/27/2021,Food 4312,lb,143.50,87.15,0.0,0,0,87.15,0,98.35,2.47,243.17,132.3000,243.17039999999997
Turkey,07/27/2021,Food 4312,lb,105.50,240.85,0.0,0,0,240.85,0,125.80,3.32,417.15,220.5500,417.1528
Beef,07/27/2021,Food 4312,lb,64.00,53.3,0.0,0,0,53.3,0,51.45,4.66,239.94,65.8500,239.9422
BACON - SLI APPLWD SMKD CKD,07/27/2021,Food 4312,ea,"1,018.00",1200.0,0.0,0,0,1200.0,0,768.00,0.30,232.93,"1,450.0000",232.9344
Cheese,07/27/2021,Food 4312,lb,91.00,169.62,0.0,0,0,169.62,0,86.50,2.45,212.10,174.1200,212.09799999999998
Mayonnaise,07/27/2021,Food 4312,gal mayo,38.00,16.0,0.0,0,0,16.0,0,36.50,7.97,291.08,17.5000,291.0839
Oil,07/27/2021,Food 4312,gal oil,9.60,0.0,0.0,0,0,0.0,0,8.50,12.96,110.13,1.1000,110.1252
Vinegar,07/27/2021,Food 4312,gal vinegar,11.30,0.0,0.0,0,0,0.0,0,11.00,3.95,43.44,0.3000,43.4357
Avocado,07/27/2021,Food 4312,avo can,11.10,12.0,0.0,0,0,12.0,0,7.50,3.10,23.25,15.6000,23.25
Peppers Cherry,07/27/2021,Food 4312,Gal Peppers,22.00,8.0,0.0,0,0,8.0,0,25.25,7.06,178.33,4.7500,178.3256
Mustard Dijon,07/27/2021,Food 4312,jar dijon,6.60,0.0,0.0,0,0,0.0,0,6.50,5.33,34.66,0.1000,34.6554
MUSTARD WHL GRAIN ,07/27/2021,Food 4312,32 oz jar,10.40,0.0,0.0,0,0,0.0,0,9.00,5.88,52.91,1.4000,52.9137
Soy Sauce,07/27/2021,Food 4312,gal soy,2.50,0.0,0.0,0,0,0.0,0,2.50,10.95,27.37,0.0000,27.3675
Tuna Chunk - pouch,07/27/2021,Food 4312,Pouch tuna (48oz),5.00,6.0,0.0,0,0,6.0,0,6.50,8.28,53.82,4.5000,53.81999999999999
Pan Spray,07/27/2021,Food 4312,ea,3.00,0.0,0.0,0,0,0.0,0,3.00,4.17,12.51,0.0000,12.5073
Oregano,07/27/2021,Food 4312,cont oregano,0.50,0.0,0.0,0,0,0.0,0,0.50,23.58,11.79,0.0000,11.7897
Basil,07/27/2021,Food 4312,cont basil,0.50,0.0,0.0,0,0,0.0,0,0.50,5.67,2.84,0.0000,2.835
Sugar,07/27/2021,Food 4312,lb,21.00,25.0,0.0,0,0,25.0,0,10.00,0.79,7.89,36.0000,7.892
Mayo Packets,07/27/2021,Food 4312,Box 204,1.40,2.0,0.0,0,0,2.0,0,2.00,17.16,34.32,1.4000,34.32
Mustard Packets,07/27/2021,Food 4312,Box 500,1.70,1.0,0.0,0,0,1.0,0,2.00,5.97,11.94,0.7000,11.94
Sweet n Low Packets,07/27/2021,Food 4312,Case  3000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,07/27/2021,Sides 4313,ea,180.00,240.0,0.0,0,0,240.0,0,152.00,0.33,50.19,268.0000,50.1904
Potato Chip BBQ,07/27/2021,Sides 4313,ea,323.00,360.0,0.0,0,0,360.0,0,241.00,0.38,92.35,442.0000,92.3512
Potato Chip Jalapeno,07/27/2021,Sides 4313,ea,0.00,432.0,0.0,0,0,432.0,0,115.00,0.38,44.07,317.0000,44.068
Potato Chip Regular,07/27/2021,Sides 4313,ea,299.00,504.0,0.0,0,0,504.0,0,440.00,0.38,168.61,363.0000,168.608
Potato Chip Salt & Vinegar,07/27/2021,Sides 4313,ea,161.00,288.0,0.0,0,0,288.0,0,75.00,0.38,28.74,374.0000,28.74
Potato Chip Thinny,07/27/2021,Sides 4313,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,07/27/2021,Sides 4313,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,07/27/2021,Sides 4313,ea,75.00,56.0,0.0,0,0,56.0,0,46.00,0.46,21.26,85.0000,21.2566
Cookie JJ Triple Choc Chip,07/27/2021,Sides 4313,ea,177.00,280.0,0.0,0,0,280.0,0,189.00,0.57,108.07,268.0000,108.0702
Sysco Cup Foam Tall 12 oz,07/27/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,07/27/2021,Paper 4314,250 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,07/27/2021,Paper 4314,1/1000 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,07/27/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,07/27/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,07/27/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),07/27/2021,Paper 4314,Pack 567,8.00,12.0,0.0,0,0,12.0,0,8.00,2.92,23.39,12.0000,23.3928
Cup 22oz JJ,07/27/2021,Paper 4314,ea,245.00,1000.0,0.0,0,0,1000.0,0,440.00,0.04,16.94,805.0000,16.94
Lid 22oz JJ,07/27/2021,Paper 4314,ea,869.00,1000.0,0.0,0,0,1000.0,0,"1,100.00",0.01,12.54,769.0000,12.54
Cup 30oz JJ,07/27/2021,Paper 4314,ea,819.00,0.0,0.0,0,0,0.0,0,500.00,0.06,32.10,319.0000,32.1
Lid 30oz JJ,07/27/2021,Paper 4314,ea,"1,181.00",0.0,0.0,0,0,0.0,0,800.00,0.02,15.36,381.0000,15.36
Bags 8# JJ,07/27/2021,Paper 4314,Box 1000,1.00,1.0,0.0,0,0,1.0,0,1.00,34.31,34.31,1.0000,34.31
Wrap Sandwich,07/27/2021,Paper 4314,Box 1000,1.80,3.0,0.0,0,0,3.0,0,1.50,20.60,30.90,3.3000,30.8951
8X10 Port Pap. (WRAP PAPER DRY WAX),07/27/2021,Paper 4314,Box 500,15.30,0.0,0.0,0,0,0.0,0,3.00,2.77,8.30,12.3000,8.295
Straws_new (Box 300),07/27/2021,Paper 4314,Box 300,3.50,24.0,0.0,0,0,24.0,0,24.00,2.02,48.58,3.5000,48.580799999999996
Pan Liners,07/27/2021,Paper 4314,Box 1000,0.10,0.0,0.0,0,0,0.0,0,0.00,31.58,0.00,0.1000,0.0
Mylar (Film PVC roll),07/27/2021,Paper 4314,roll 5280,0.50,0.0,0.0,0,0,0.0,0,0.20,53.79,10.76,0.3000,10.7579
Cucumber,07/27/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,07/27/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,07/27/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,07/27/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,07/27/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,07/27/2021,Produce 4315,Head Let,108.00,288.0,0.0,0,0,288.0,0,124.00,0.99,122.92,272.0000,122.9212
Tomatoes,07/27/2021,Produce 4315,lb,125.00,250.0,0.0,0,0,250.0,0,130.00,0.97,125.71,245.0000,125.71
Onions,07/27/2021,Produce 4315,lb,26.50,100.0,0.0,0,0,100.0,0,55.00,0.32,17.60,71.5000,17.6
Celery,07/27/2021,Produce 4315,stalk,7.50,7.0,0.0,0,0,7.0,0,7.50,0.79,5.91,7.0000,5.9115
Cucumbers,07/27/2021,Produce 4315,ea,45.00,45.0,0.0,0,0,45.0,0,45.00,0.39,17.76,45.0000,17.7615
MINUTE MAID,07/27/2021,Beverage 4316,bottle,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,07/27/2021,Beverage 4316,gal,2.50,2.5,0.0,0,0,2.5,0,3.00,18.27,54.81,2.0000,54.80789999999999
Syrup Coke Zero,07/27/2021,Beverage 4316,gal,1.00,5.0,0.0,0,0,5.0,0,5.00,17.53,87.65,1.0000,87.65
Syrup Coke,07/27/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,2.50,17.53,43.83,2.5000,43.825
Syrup Diet Coke,07/27/2021,Beverage 4316,gal,3.00,0.0,0.0,0,0,0.0,0,2.00,17.53,35.06,1.0000,35.06
Syrup Sprite,07/27/2021,Beverage 4316,gal,2.50,0.0,0.0,0,0,0.0,0,1.50,17.53,26.30,1.0000,26.295
Syrup Dr. Pepper,07/27/2021,Beverage 4316,gal,4.00,5.0,0.0,0,0,5.0,0,5.00,17.18,85.90,4.0000,85.9
Syrup Cherry Coke,07/27/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,1.50,17.53,26.30,3.5000,26.295
Syrup Powerade,07/27/2021,Beverage 4316,gal,1.50,2.5,0.0,0,0,2.5,0,1.50,18.28,27.42,2.5000,27.42
Tea Bag Brew Lipton,07/27/2021,Beverage 4316,ea,7.00,24.0,0.0,0,0,24.0,0,14.00,0.96,13.41,17.0000,13.4106
Water (bottle),07/27/2021,Beverage 4316,bottle,40.00,48.0,0.0,0,0,48.0,0,22.00,0.28,6.19,66.0000,6.1886
Box - Mini Jimmy 12 CT Sandwich,07/27/2021,Catering 4320,each,30.00,0.0,0.0,0,0,0.0,0,24.00,1.46,35.03,6.0000,35.0304
Box - Mini Jimmy 24 CT Sandwich,07/27/2021,Catering 4320,each,4.00,0.0,0.0,0,0,0.0,0,4.00,1.61,6.42,0.0000,6.4244
Foam Plates,07/27/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN BOX LUNCH LIL’ (JJ),07/27/2021,Catering 4320,each,98.00,125.0,0.0,0,0,125.0,0,95.00,0.23,22.26,128.0000,22.2585
JMYJOHN P BOX SANDWICH CATERING 18 PC ,07/27/2021,Catering 4320,ea,10.00,0.0,0.0,0,0,0.0,0,9.00,1.39,12.49,1.0000,12.4929
JMYJOHN P BOX SANDWICH CATERING 30 PC ,07/27/2021,Catering 4320,ea,7.00,0.0,0.0,0,0,0.0,0,3.00,1.55,4.65,4.0000,4.6464
Plastic Knives,07/27/2021,Catering 4320,Box 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,07/27/2021,Catering 4320,ea,237.00,0.0,0.0,0,0,0.0,0,184.00,0.30,55.14,53.0000,55.1448
Tall Foam Cup,07/27/2021,Operating Supplies 5220,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,08/03/2021,Bread 4311,ea,580.00,1280.0,0.0,0,0,1280.0,0,554.00,0.45,251.57,"1,306.0000",251.5714
Wheat,08/03/2021,Bread 4311,ea,32.00,32.0,0.0,0,0,32.0,0,31.00,1.46,45.40,33.0000,45.3964
"AIOLI, SIGNATURE - HORSERADISH",08/03/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Black Pepper,08/03/2021,Food 4312,1 Lb,0.00,0.0,0.0,0,0,0.0,0,0.00,60.00,0.00,0.0000,0.0
CHEESE PARM SHAVED S.AMER ,08/03/2021,Food 4312,lb,10.00,10.0,0.0,0,0,10.0,0,15.00,4.52,67.83,5.0000,67.83
CHEESE PROC PPR JACK SHRD FTR,08/03/2021,Food 4312,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
"CHEESE, AMERICAN ",08/03/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,33.79,0.00,0.0000,0.0
"CHEESE, BLUE - CRUMBLES ",08/03/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"CHEESE, CHEDDAR – FINELY SHREDDED ",08/03/2021,Food 4312,lb,14.00,0.0,0.0,0,0,0.0,0,13.00,2.14,27.84,1.0000,27.8395
Chile & Lime Seasoning,08/03/2021,Food 4312,25 Oz,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
CHUNKY BLEU CHEESE DRESSING,08/03/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CROUTON SEASONED CUBE ZTF ,08/03/2021,Food 4312,lb,16.00,0.0,0.0,0,0,0.0,0,11.50,1.82,20.98,4.5000,20.9818
DRESSING CAESAR WITH EGG SYS IMP,08/03/2021,Food 4312,gal,3.50,0.0,0.0,0,0,0.0,0,1.50,15.45,23.18,2.0000,23.1788
Equal Sugar Substitute,08/03/2021,Food 4312,Case 2000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
