week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
01/05/2021,Wednesday,2020-12-30,186,2569.8,0,112.31,36.78,2420.71
01/05/2021,Thursday,2020-12-31,136,2055.26,0,18.0,12.13,2025.13
01/05/2021,Friday,2021-01-01,90,1455.42,0,26.78,0.0,1428.64
01/05/2021,Saturday,2021-01-02,161,2553.8,0,71.01,18.55,2464.24
01/05/2021,Sunday,2021-01-03,119,1769.59,0,16.52,0.0,1753.07
01/05/2021,Monday,2021-01-04,199,2430.98,0,80.24,7.38,2343.36
01/05/2021,Tuesday,2021-01-05,183,2482.7,0,86.93,32.09,2363.68
01/12/2021,Wednesday,2021-01-06,164,1923.89,0,80.93,9.66,1833.3
01/12/2021,Thursday,2021-01-07,181,2218.05,0,70.71,38.58,2108.76
01/12/2021,Friday,2021-01-08,160,2431.66,0,62.0,50.63,2319.03
01/12/2021,Saturday,2021-01-09,124,1945.71,0,44.35,63.48,1837.88
01/12/2021,Sunday,2021-01-10,84,1194.0,0,28.56,42.48,1122.96
01/12/2021,Monday,2021-01-11,189,2442.2,0,83.46,46.85,2311.89
01/12/2021,Tuesday,2021-01-12,241,3165.16,0,288.71,25.12,2851.33
01/19/2021,Wednesday,2021-01-13,205,2376.54,0,166.45,22.42,2187.67
01/19/2021,Thursday,2021-01-14,224,2863.18,0,134.02,36.99,2692.17
01/19/2021,Friday,2021-01-15,185,2318.63,0,113.87,31.1,2173.66
01/19/2021,Saturday,2021-01-16,184,2386.53,0,120.71,25.92,2239.9
01/19/2021,Sunday,2021-01-17,142,1919.27,0,103.57,9.49,1806.21
01/19/2021,Monday,2021-01-18,191,2778.93,0,152.72,6.69,2619.52
01/19/2021,Tuesday,2021-01-19,184,2393.69,0,116.13,0.0,2277.56
01/26/2021,Wednesday,2021-01-20,161,2008.19,0,72.35,52.42,1883.42
01/26/2021,Thursday,2021-01-21,185,2312.12,0,50.66,24.62,2236.84
01/26/2021,Friday,2021-01-22,173,2655.24,0,63.81,68.89,2522.54
01/26/2021,Saturday,2021-01-23,135,2236.32,0,39.73,0.0,2196.59
