week_ending_date,Category,Beginning Inventory USD,Purchases USD,Ending Inventory USD,COGS Prcnt as Decimal
01/05/2021,Bread 4311,194.2878,648.8199999999999,316.5428,0.03437658111120904
01/05/2021,Food 4312,2379.3752,2433.7795,2716.9270999999994,0.1368513633054895
01/05/2021,Sides 4313,338.7586,623.26,472.0828,0.031985258739158674
01/05/2021,Paper 4314,268.0521,220.54999999999998,296.7919,0.012522250621019675
01/05/2021,Produce 4315,462.32079999999996,355.2084,358.0335,0.029997989234570796
01/05/2021,Beverage 4316,454.9719999999999,242.19,460.6196999999999,0.015442567512428554
01/05/2021,Catering 4320,159.523,0.0,139.3853,0.001314681525439773
01/05/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/05/2021,Sub Total COGS,4257.2895,4523.807900000001,4760.3831,0.262490692049316
01/05/2021,Discounted COGS,0.0,0.0,0.0,0.262490692049316
01/12/2021,Bread 4311,316.5428,524.1899999999999,313.1576,0.0344355175067409
01/12/2021,Food 4312,2716.9270999999994,2002.8033999999996,2651.8289999999997,0.13497461272907774
01/12/2021,Sides 4313,472.0828,466.2800000000001,357.5534,0.03791018277921267
01/12/2021,Paper 4314,296.7919,208.9,318.78790000000004,0.012199466472419289
01/12/2021,Produce 4315,358.0335,363.1792,306.4959,0.02706910337472187
01/12/2021,Beverage 4316,460.6196999999999,146.91,371.53280000000007,0.01540382372311393
01/12/2021,Catering 4320,139.3853,38.46,143.30169999999998,0.002254705570970462
01/12/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/12/2021,Sub Total COGS,4760.3831,3750.7225999999996,4462.6583,0.26424741215625686
01/12/2021,Discounted COGS,0.0,0.0,0.0,0.2642474121562569
01/19/2021,Bread 4311,313.1576,460.71,249.9084,0.030754609001588915
01/19/2021,Food 4312,2651.8289999999997,1989.5663000000002,2335.2454000000002,0.13536309406066993
01/19/2021,Sides 4313,357.5534,528.85,298.97339999999997,0.03448012739504026
01/19/2021,Paper 4314,318.78790000000004,225.52,341.8266,0.011884958240323725
01/19/2021,Produce 4315,306.4959,556.5984,365.28059999999994,0.029219957773685978
01/19/2021,Beverage 4316,371.53280000000007,371.76000000000005,547.0861000000001,0.011516660728530118
01/19/2021,Catering 4320,143.30169999999998,37.32,161.9275,0.0010972854596264412
01/19/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/19/2021,Sub Total COGS,4462.6583,4170.324699999999,4300.248,0.2543166926594654
01/19/2021,Discounted COGS,0.0,0.0,0.0,0.2543166926594654
01/26/2021,Bread 4311,249.9084,524.1899999999999,278.62940000000003,0.032116440562717834
01/26/2021,Food 4312,2335.2454000000002,2409.3469999999998,2687.2552999999994,0.1333571720725702
01/26/2021,Sides 4313,298.97339999999997,595.05,336.34920000000005,0.03614859920128447
01/26/2021,Paper 4314,341.8266,146.07,298.1229,0.012301184849944285
01/26/2021,Produce 4315,365.28059999999994,436.7376,330.2291,0.0305815027545379
01/26/2021,Beverage 4316,547.0861000000001,140.08,431.1152,0.01659729167895552
01/26/2021,Catering 4320,161.9275,0.0,128.40589999999997,0.002172879582712951
01/26/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/26/2021,Sub Total COGS,4300.248,4251.4746,4490.106999999999,0.26327507070272316
01/26/2021,Discounted COGS,0.0,0.0,0.0,0.26327507070272316
02/02/2021,Bread 4311,278.62940000000003,446.24,191.968,0.0323127605054093
02/02/2021,Food 4312,2687.2552999999994,1974.6166999999998,2845.0883000000003,0.11016164826782467
02/02/2021,Sides 4313,336.34920000000005,541.33,284.5679,0.03596361989282063
02/02/2021,Paper 4314,298.1229,142.54,238.48849999999996,0.012258952533291944
02/02/2021,Produce 4315,330.2291,308.12,287.33570000000003,0.02128388465181258
02/02/2021,Beverage 4316,431.1152,296.44000000000005,474.64300000000003,0.015335466087152664
02/02/2021,Catering 4320,128.40589999999997,71.93,183.8077,0.0010021962190106932
02/02/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
02/02/2021,Sub Total COGS,4490.106999999999,3781.2166999999995,4505.8991000000005,0.22831852815732248
02/02/2021,Discounted COGS,0.0,0.0,0.0,0.22831852815732245
02/09/2021,Bread 4311,191.968,605.41,243.78199999999998,0.030363692308704893
02/09/2021,Food 4312,2845.0883000000003,2198.4987,2465.8392000000013,0.1413845855978745
02/09/2021,Sides 4313,284.5679,668.53,290.7743,0.036327195281746494
02/09/2021,Paper 4314,238.48849999999996,378.76,372.6186,0.013417486782977557
02/09/2021,Produce 4315,287.33570000000003,354.01,262.43080000000003,0.020782764750438377
02/09/2021,Beverage 4316,474.64300000000003,250.64,429.67289999999997,0.016213654216695
02/09/2021,Catering 4320,183.8077,0.0,146.4904,0.002046783240832003
02/09/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
02/09/2021,Sub Total COGS,4505.8991000000005,4455.8487000000005,4211.6082000000015,0.26053616217926884
02/09/2021,Discounted COGS,0.0,0.0,0.0,0.26053616217926884
02/16/2021,Bread 4311,243.78199999999998,567.5999999999999,424.96860000000004,0.04178688992607522
02/16/2021,Food 4312,2465.8392000000013,2588.7081999999996,3428.9242000000004,0.175795502225529
02/16/2021,Sides 4313,290.7743,661.14,570.5528,0.04124057556633113
02/16/2021,Paper 4314,372.6186,210.95000000000002,482.42839999999995,0.010937339141192411
02/16/2021,Produce 4315,262.43080000000003,63.0,131.0985,0.02101516776897756
02/16/2021,Beverage 4316,429.67289999999997,414.73960000000005,651.9895000000001,0.020808695351261553
02/16/2021,Catering 4320,146.4904,36.27,151.69150000000002,0.003359802492419358
02/16/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
02/16/2021,Sub Total COGS,4211.6082000000015,4542.4078,5841.653500000001,0.31494397247178624
02/16/2021,Discounted COGS,0.0,0.0,0.0,0.3149439724717862
02/23/2021,Bread 4311,424.96860000000004,235.75,223.948,0.03248326270524661
02/23/2021,Food 4312,3428.9242000000004,504.50329999999997,2571.9893,0.10125213260131995
02/23/2021,Sides 4313,570.5528,294.0,341.7428,0.038882137613955654
02/23/2021,Paper 4314,482.42839999999995,51.28,364.8228,0.012560266904258658
02/23/2021,Produce 4315,131.0985,340.67,213.21529999999996,0.01922897630674356
02/23/2021,Beverage 4316,651.9895000000001,22.99,473.8805,0.014956024161796588
02/23/2021,Catering 4320,151.69150000000002,37.46,172.49649999999997,0.0012386564946355917
02/23/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
02/23/2021,Sub Total COGS,5841.653500000001,1486.6533,4362.0952,0.2206014567879566
02/23/2021,Discounted COGS,0.0,0.0,0.0,0.22060145678795667
03/02/2021,Bread 4311,223.948,590.0999999999999,249.6523,0.02914956879588225
03/02/2021,Food 4312,2571.9893,2407.0780999999993,2513.8596999999995,0.12732156082565596
03/02/2021,Sides 4313,341.7428,661.6700000000001,313.42400000000004,0.035636125494911186
03/02/2021,Paper 4314,364.8228,160.83,299.53779999999995,0.011678251177818889
03/02/2021,Produce 4315,213.21529999999996,240.5588,182.75169999999997,0.013997601494882259
03/02/2021,Beverage 4316,473.8805,362.38,519.9852000000001,0.016334795987617015
03/02/2021,Catering 4320,172.49649999999997,0.0,148.9533,0.0012159449975880643
03/02/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
03/02/2021,Sub Total COGS,4362.0952,4422.616899999999,4228.164,0.23533384877435562
03/02/2021,Discounted COGS,0.0,0.0,0.0,0.23533384877435556
03/09/2021,Bread 4311,249.6523,593.37,288.633,0.02886536214649142
03/09/2021,Food 4312,2513.8596999999995,2374.5204999999996,2455.0937999999996,0.12669381090531937
03/09/2021,Sides 4313,313.42400000000004,795.4967999999999,441.8909,0.03473021507817332
03/09/2021,Paper 4314,299.53779999999995,295.06,260.79689999999994,0.01737999608456507
03/09/2021,Produce 4315,182.75169999999997,371.6,213.51829999999998,0.01774615693812988
03/09/2021,Beverage 4316,519.9852000000001,297.69000000000005,499.97780000000006,0.01654153589183403
03/09/2021,Catering 4320,148.9533,29.1875,141.91250000000002,0.0018862972273305683
03/09/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
03/09/2021,Sub Total COGS,4228.164,4756.924799999999,4301.8232,0.24384337427184363
03/09/2021,Discounted COGS,0.0,0.0,0.0,0.24384337427184352
03/16/2021,Bread 4311,288.633,526.35,243.6232,0.02893359490522239
03/16/2021,Food 4312,2455.0937999999996,2552.960499999999,2547.6509999999994,0.1245945416280115
03/16/2021,Sides 4313,441.8909,585.6800000000001,324.5927,0.03559873562333649
03/16/2021,Paper 4314,260.79689999999994,241.32000000000002,267.8492,0.011863289526456301
03/16/2021,Produce 4315,213.51829999999998,453.82,251.75080000000003,0.021045303454450437
03/16/2021,Beverage 4316,499.97780000000006,382.34000000000003,512.8141,0.018711625094696586
03/16/2021,Catering 4320,141.91250000000002,105.35,198.26800000000003,0.002481075874753383
03/16/2021,Operating Supplies 5220,0.0,0.0,0.0,0.0
