week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
09/07/2021,2287.7724,1414.7642,1090.0002,548.7455,446.36,0.0,5787.6422999999995,0.0,0.0,0.0,0.0,0.0,5787.6422999999995
09/14/2021,2261.8454,1422.2076,1071.9115,544.5579,460.81,0.0,5761.3324,0.0,0.0,0.0,0.0,0.0,5761.3324
09/21/2021,2030.301,1431.068,1015.9438,512.6523,430.42,0.0,5420.3850999999995,0.0,0.0,0.0,0.0,0.0,5420.3850999999995
09/28/2021,2578.4013,982.6768,1107.1741,534.5149,423.17,0.0,5625.9371,0.0,0.0,0.0,0.0,0.0,5625.9371
10/05/2021,2183.75,907.3846,1132.3899,483.5936,407.46,0.0,5114.5781,0.0,0.0,0.0,0.0,0.0,5114.5781
10/12/2021,2181.8543,960.3914,1085.3875,484.064,415.62,0.0,5127.3172,0.0,0.0,0.0,0.0,0.0,5127.3172
10/19/2021,2393.9281,768.7324,1054.6032,482.8767,387.85,0.0,5087.9904,0.0,0.0,0.0,0.0,0.0,5087.9904
10/26/2021,2577.4882,873.6145,1035.4926,513.7152,379.13,0.0,5379.4405,0.0,0.0,0.0,0.0,0.0,5379.4405
11/02/2021,2107.261,910.3584,1069.3648,467.9597,400.18,0.0,4955.1239000000005,0.0,0.0,0.0,0.0,0.0,4955.1239000000005
11/09/2021,2438.2319,1065.9779,1045.3561,520.9253,405.04,0.0,5475.5312,0.0,0.0,0.0,0.0,0.0,5475.5312
11/16/2021,2399.9427,1048.9562,987.0073,507.9113,431.99,0.0,5375.8075,0.0,0.0,0.0,0.0,0.0,5375.8075
11/23/2021,2439.9374,1161.0863,1021.1148,529.2349,356.45,0.0,5507.8234,0.0,0.0,0.0,0.0,0.0,5507.8234
11/30/2021,2135.7356,833.5168,724.9322,422.9841,269.69,0.0,4386.858699999999,0.0,0.0,0.0,0.0,0.0,4386.858699999999
12/07/2021,2921.8186,686.4983,1005.1288,528.2395,389.25,0.0,5530.9352,0.0,0.0,0.0,0.0,0.0,5530.9352
12/14/2021,2793.1617,660.4201,974.7764,507.047,408.94,0.0,5344.345199999999,0.0,0.0,0.0,0.0,0.0,5344.345199999999
12/21/2021,2806.3819,798.4684,1042.2853,532.097,391.73,0.0,5570.962599999999,0.0,0.0,0.0,0.0,0.0,5570.962599999999
12/28/2021,2322.2787,719.8613,764.7467,435.8885,277.01,0.0,4519.7852,0.0,0.0,0.0,0.0,0.0,4519.7852
