week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
01/05/2021,2020.6084,1170.7858,1173.682,499.8012,388.01,0.0,5252.8874000000005,0.0,0.0,0.0,0.0,0.0,5252.8874000000005
01/12/2021,2215.0115,980.0592,1196.3448,502.8171,450.08,0.0,5344.3126,0.0,0.0,0.0,0.0,0.0,5344.3126
01/19/2021,1845.3297,986.9525,1330.7623,476.6686,481.96,0.0,5121.6731,0.0,0.0,0.0,0.0,0.0,5121.6731
01/26/2021,2185.1093,893.5812,1274.8515,498.4806,466.88,0.0,5318.9026,0.0,0.0,0.0,0.0,0.0,5318.9026
02/02/2021,2184.1372,1000.3338,1261.0668,509.0141,447.45,0.0,5402.0019,0.0,0.0,0.0,0.0,0.0,5402.0019
02/09/2021,2226.2377,871.1829,1460.9402,521.9323,495.07,0.0,5575.3631000000005,0.0,0.0,0.0,0.0,0.0,5575.3631000000005
02/16/2021,1493.4649,412.4288,808.9005,310.8439,244.3,0.0,3269.9381000000003,0.0,0.0,0.0,0.0,0.0,3269.9381000000003
02/23/2021,1853.1567,761.0748,882.9263,400.4246,327.18,0.0,4224.7624,0.0,0.0,0.0,0.0,0.0,4224.7624
03/02/2021,2534.2855,997.5066,1230.2297,545.2515,511.47,0.0,5818.743300000001,0.0,0.0,0.0,0.0,0.0,5818.743300000001
03/09/2021,2564.2917,886.5423,1171.7409,529.2848,492.77,0.0,5644.629700000001,0.0,0.0,0.0,0.0,0.0,5644.629700000001
03/16/2021,2563.5978,928.8427,1179.8019,534.9718,497.3,0.0,5704.5142000000005,0.0,0.0,0.0,0.0,0.0,5704.5142000000005
03/23/2021,2755.6289,945.5596,1156.1637,556.1668,523.01,0.0,5936.529,0.0,0.0,0.0,0.0,0.0,5936.529
03/30/2021,3004.9361,803.4797,1255.0073,579.7619,580.79,0.0,6223.974999999999,0.0,0.0,0.0,0.0,0.0,6223.974999999999
04/06/2021,2274.9114,773.1918,1087.1673,473.4885,529.68,0.0,5138.439000000001,0.0,0.0,0.0,0.0,0.0,5138.439000000001
04/13/2021,2426.7431,954.0885,1145.7136,518.2894,555.1,0.0,5599.9346000000005,0.0,0.0,0.0,0.0,0.0,5599.9346000000005
04/20/2021,2233.9336,1009.9795,1333.381,524.1002,549.23,0.0,5650.6242999999995,0.0,0.0,0.0,0.0,0.0,5650.6242999999995
04/27/2021,2528.2067,1109.6839,1164.8141,549.9097,495.39,0.0,5848.004400000001,0.0,0.0,0.0,0.0,0.0,5848.004400000001
05/04/2021,2544.5832,1228.2854,1282.4403,578.8329,537.02,0.0,6171.1618,0.0,0.0,0.0,0.0,0.0,6171.1618
05/11/2021,2353.5545,1310.3933,1292.6383,567.5291,505.91,0.0,6030.0252,0.0,0.0,0.0,0.0,0.0,6030.0252
05/18/2021,2328.835,1360.5937,1581.0524,603.4701,503.06,0.0,6377.0112,0.0,0.0,0.0,0.0,0.0,6377.0112
05/25/2021,2377.781,1495.8368,1231.5712,584.5441,492.91,0.0,6182.6431,0.0,0.0,0.0,0.0,0.0,6182.6431
06/01/2021,2565.4195,1435.1206,1303.2741,607.2867,429.42,0.0,6340.5209,0.0,0.0,0.0,0.0,0.0,6340.5209
06/08/2021,2478.9788,1843.8568,1604.0775,678.6315,472.68,0.0,7078.224600000001,0.0,0.0,0.0,0.0,0.0,7078.224600000001
06/15/2021,2743.8582,1874.1605,1428.1813,692.2899,462.83,0.0,7201.3199,0.0,0.0,0.0,0.0,0.0,7201.3199
06/22/2021,2541.318,1400.731,1396.4192,611.2546,499.09,0.0,6448.812800000001,0.0,0.0,0.0,0.0,0.0,6448.812800000001
06/29/2021,2597.3256,1420.1894,1254.9197,603.6938,482.39,0.0,6358.5185,0.0,0.0,0.0,0.0,0.0,6358.5185
07/06/2021,2467.9481,1230.6273,1216.9347,562.8259,430.0,0.0,5908.336,0.0,0.0,0.0,0.0,0.0,5908.336
07/13/2021,3058.46,1359.2353,779.8361,595.1173,427.65,0.0,6220.298699999999,0.0,0.0,0.0,0.0,0.0,6220.298699999999
07/20/2021,2447.5477,1563.0152,1049.8634,579.4188,413.61,0.0,6053.4551,0.0,0.0,0.0,0.0,0.0,6053.4551
07/27/2021,2144.4213,1814.3386,1030.0779,571.2219,520.21,0.0,6080.2697,0.0,0.0,0.0,0.0,0.0,6080.2697
08/03/2021,2209.818,2131.1779,768.2229,585.0056,446.65,0.0,6140.874399999999,0.0,0.0,0.0,0.0,0.0,6140.874399999999
08/10/2021,2527.4979,1833.132,918.5676,604.4681,430.83,0.0,6314.4956,0.0,0.0,0.0,0.0,0.0,6314.4956
08/17/2021,2318.1607,1807.1932,994.6547,586.241,416.36,0.0,6122.6096,0.0,0.0,0.0,0.0,0.0,6122.6096
08/24/2021,2754.692,1302.7198,1177.6783,599.4178,456.85,0.0,6291.3579,0.0,0.0,0.0,0.0,0.0,6291.3579
08/31/2021,2656.987,1602.3458,1061.5963,609.2464,459.37,0.0,6389.5455,0.0,0.0,0.0,0.0,0.0,6389.5455
