item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Mayo Packets,01/11/2022,Food 4312,Box 204,1.10,2.0,0,0,0,2.0,0,1.60,20.13,32.21,1.5000,32.2136
Mustard Packets,01/11/2022,Food 4312,Box 500,2.00,1.0,0,0,0,1.0,0,2.00,6.03,12.06,1.0000,12.06
Sweet n Low Packets,01/11/2022,Food 4312,Case  3000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,01/11/2022,Sides 4313,ea,140.00,240.0,0,0,0,240.0,0,160.00,0.33,52.83,220.0000,52.832
Potato Chip BBQ,01/11/2022,Sides 4313,ea,272.00,432.0,0,0,0,432.0,0,329.00,0.38,126.53,375.0000,126.5334
Potato Chip Jalapeno,01/11/2022,Sides 4313,ea,167.00,288.0,0,0,0,288.0,0,172.00,0.38,66.15,283.0000,66.1512
Potato Chip Regular,01/11/2022,Sides 4313,ea,232.00,288.0,0,0,0,288.0,0,222.00,0.38,85.38,298.0000,85.3812
Potato Chip Salt & Vinegar,01/11/2022,Sides 4313,ea,218.00,216.0,0,0,0,216.0,0,182.00,0.38,70.00,252.0000,69.9972
Potato Chip Thinny,01/11/2022,Sides 4313,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,01/11/2022,Sides 4313,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,01/11/2022,Sides 4313,ea,81.00,56.0,0,0,0,56.0,0,74.00,0.47,34.44,63.0000,34.4396
Cookie JJ Triple Choc Chip,01/11/2022,Sides 4313,ea,201.00,168.0,0,0,0,168.0,0,173.00,0.57,98.97,196.0000,98.9733
Sysco Cup Foam Tall 12 oz,01/11/2022,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,01/11/2022,Paper 4314,250 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,01/11/2022,Paper 4314,1/1000 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,01/11/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/11/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,01/11/2022,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/11/2022,Paper 4314,Pack 567,6.75,12.0,0,0,0,12.0,0,8.70,2.92,25.44,10.0500,25.4405
Cup 22oz JJ,01/11/2022,Paper 4314,ea,944.00,1000.0,0,0,0,1000.0,0,"1,330.00",0.04,55.20,614.0000,55.195
Lid 22oz JJ,01/11/2022,Paper 4314,ea,800.00,1000.0,0,0,0,1000.0,0,"1,300.00",0.01,17.16,500.0000,17.16
Cup 30oz JJ,01/11/2022,Paper 4314,ea,409.00,750.0,0,0,0,750.0,0,872.00,0.07,60.26,287.0000,60.25520000000001
Lid 30oz JJ,01/11/2022,Paper 4314,ea,"1,225.00",0.0,0,0,0,0.0,0,900.00,0.02,20.34,325.0000,20.34
Bags 8# JJ,01/11/2022,Paper 4314,Box 1000,1.00,1.0,0,0,0,1.0,0,1.20,37.81,45.37,0.8000,45.372
Wrap Sandwich,01/11/2022,Paper 4314,Box 1000,3.60,3.0,0,0,0,3.0,0,4.00,22.38,89.51,2.6000,89.5068
8X10 Port Pap. (WRAP PAPER DRY WAX),01/11/2022,Paper 4314,Box 500,12.60,12.0,0,0,0,12.0,0,15.50,3.00,46.54,9.1000,46.5388
Straws Red,01/11/2022,Paper 4314,Box 300,13.50,0.0,0,0,0,0.0,0,11.50,6.30,72.40,2.0000,72.3971
Pan Liners,01/11/2022,Paper 4314,Box 1000,0.80,0.0,0,0,0,0.0,0,0.80,34.22,27.38,0.0000,27.376700000000003
Mylar (Film PVC roll),01/11/2022,Paper 4314,roll 5280,0.80,0.0,0,0,0,0.0,0,0.80,56.77,45.42,0.0000,45.4186
Cucumber,01/11/2022,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/11/2022,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/11/2022,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/11/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/11/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/11/2022,Produce 4315,Head Let,105.00,96.0,0,0,0,96.0,0,48.00,0.88,42.39,153.0000,42.3936
Tomatoes,01/11/2022,Produce 4315,lb,127.00,75.0,0,0,0,75.0,0,49.00,0.80,39.20,153.0000,39.2
Onions,01/11/2022,Produce 4315,lb,22.00,50.0,0,0,0,50.0,0,24.00,0.59,14.08,48.0000,14.076
Celery,01/11/2022,Produce 4315,stalk,7.50,1.0,0,0,0,1.0,0,2.50,1.00,2.51,6.0000,2.5105
Cucumbers,01/11/2022,Produce 4315,ea,53.00,0.0,0,0,0,0.0,0,20.00,0.37,7.49,33.0000,7.494
MINUTE MAID,01/11/2022,Beverage 4316,bottle,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,01/11/2022,Beverage 4316,gal,2.75,0.0,0,0,0,0.0,0,1.50,18.28,27.42,1.2500,27.42
WATER BOTTLED SPRING,01/11/2022,Beverage 4316,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Coke Zero,01/11/2022,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,5.50,17.53,96.42,2.0000,96.415
Syrup Coke,01/11/2022,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,4.00,17.53,70.12,2.5000,70.12
Syrup Diet Coke,01/11/2022,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,5.50,17.53,96.42,2.0000,96.415
Syrup Sprite,01/11/2022,Beverage 4316,gal,2.00,5.0,0,0,0,5.0,0,5.50,17.53,96.42,1.5000,96.415
Syrup Dr. Pepper,01/11/2022,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,4.50,17.18,77.31,3.0000,77.31
Syrup Cherry Coke,01/11/2022,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.50,17.53,96.42,2.0000,96.415
Syrup Powerade,01/11/2022,Beverage 4316,gal,1.25,2.5,0,0,0,2.5,0,2.75,18.28,50.27,1.0000,50.27
Tea Bag Brew Lipton,01/11/2022,Beverage 4316,ea,27.00,0.0,0,0,0,0.0,0,12.00,0.96,11.49,15.0000,11.4948
Water (bottle),01/11/2022,Beverage 4316,bottle,30.00,48.0,0,0,0,48.0,0,52.00,0.28,14.63,26.0000,14.6276
Box - Mini Jimmy 12 CT Sandwich,01/11/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.49,0.00,0.0000,0.0
Box - Mini Jimmy 24 CT Sandwich,01/11/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.61,0.00,0.0000,0.0
Foam Plates,01/11/2022,Catering 4320,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN P BOX SANDWICH CATERING 18 PC ,01/11/2022,Catering 4320,ea,14.00,0.0,0,0,0,0.0,0,13.00,1.51,19.61,1.0000,19.6131
JMYJOHN P BOX SANDWICH CATERING 30 PC ,01/11/2022,Catering 4320,ea,27.00,0.0,0,0,0,0.0,0,28.00,1.70,47.70,-1.0000,47.7008
LIL' Box Lunch,01/11/2022,Catering 4320,each,248.00,125.0,0,0,0,125.0,0,248.00,0.26,63.51,125.0000,63.5128
Plastic Knives,01/11/2022,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/11/2022,Catering 4320,ea,158.00,125.0,0,0,0,125.0,0,248.00,0.33,80.60,35.0000,80.6
JMYJOHN TAPE REGISTER THERM 3.1X315,01/11/2022,Operating Supplies 5220,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
WIPE ANTIBACTERIAL PROBE,01/11/2022,Operating Supplies 5220,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Tall Foam Cup,01/11/2022,Operating Supplies 5220,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,01/18/2022,Bread 4311,ea,693.00,1024.0,0,0,0,1024.0,0,616.00,0.46,280.59,"1,101.0000",280.588
Wheat,01/18/2022,Bread 4311,ea,27.00,32.0,0,0,0,32.0,0,26.00,1.48,38.47,33.0000,38.467
"AIOLI, SIGNATURE - HORSERADISH",01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,12.53,0.00,0.0000,0.0
Black Pepper,01/18/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,14.65,0.00,0.0000,0.0
BLUE CHEESE CRUMBLES - 2LB,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
BLUE CHEESE CRUMBLES - 5LB,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,3.10,0.00,0.0000,0.0
CHEESE CREAM WHPD TUB SPREAD               ,01/18/2022,Food 4312,lb,0,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
CHEESE PARM SHAVED S.AMER ,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,4.52,0.00,0.0000,0.0
CHEESE PROC PPR JACK SHRD FTR,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"CHEESE, AMERICAN ",01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,33.79,0.00,0.0000,0.0
"CHEESE, CHEDDAR – FINELY SHREDDED ",01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,2.14,0.00,0.0000,0.0
Chile & Lime Seasoning,01/18/2022,Food 4312,25 Oz,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CHIP WONTON STRIP WASABI RANCH,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CHUNKY BLEU CHEESE DRESSING,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.73,0.00,0.0000,0.0
CRISPY CARROT NOODLES,01/18/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CROUTON SEASONED CUBE ZTF ,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,1.82,0.00,0.0000,0.0
DIPN CHICKN SAUCE,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
DRESSING CAESAR WITH EGG SYS IMP,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.45,0.00,0.0000,0.0
Equal Sugar Substitute,01/18/2022,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
FIRE-ROASTED PINEAPPLE CHUNKS,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Hard Boiled Whole Eggs,01/18/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ken's Creole Pepper Sauce,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.39,0.00,0.0000,0.0
Ken's Glaze Fig & Balsamic ,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Kickin Ranch Dressing Mix,01/18/2022,Food 4312,Container 3.2oz,13.00,0.0,0,0,0,0.0,0,11.00,1.43,15.68,2.0000,15.6816
MANGO HABANERO SAUCE,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
ONION RED PICKLED FRZN ,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
ONION RED PICKLED FRZN - 7178893,01/18/2022,Food 4312,5 LB,0.00,0.0,0,0,0,0.0,0,0.00,10.80,0.00,0.0000,0.0
ONION STRINGS,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,18.65,0.00,0.0000,0.0
PANKO PARM CRISP BLEND,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,4.64,0.00,0.0000,0.0
Pepper Jalapeno Slices,01/18/2022,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
PEPPER RED STRIP PINE GUAJILLO ,01/18/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
PEPPERCORN RANCH,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
PHILADELPHIA WHIPPED CREAM CHEESE,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,-2.00,0.00,0.0000,0.0
Rotisserie Shredded Chicken,01/18/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,3.84,0.00,0.0000,0.0
SAUCE PESTO BASIL,01/18/2022,Food 4312,30 Oz,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
"SAUCE, DELUXE THOUSAND ISLAND",01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,41.87,0.00,0.0000,0.0
"Seeds, Sesame Black",01/18/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,50.65,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,01/18/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
SWEET CHILI SAUCE,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
THAI SATAY SAUCE,01/18/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
TOMATO RSTD RED WEDGES,01/18/2022,Food 4312,4 LB,0.00,0.0,0,0,0,0.0,0,0.00,21.00,0.00,0.0000,0.0
"TORTILLA, FLOUR 12”",01/18/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.15,0.00,0.0000,0.0
VEGETABLE CORN & BLK BEAN SW ,01/18/2022,Food 4312,2 LB,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
WRAP TORTILLA CHSE JALAPNO 12,01/18/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"WRAP TORTILLA HERB GLC 12""",01/18/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.29,0.00,0.0000,0.0
YELLOW TRIANGLE TORTILLA CHIP,01/18/2022,Food 4312,2 LB,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Avo Fresco,01/18/2022,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/18/2022,Food 4312,lb,72.00,75.45,0,0,0,75.45,0,104.00,4.20,436.37,43.4500,436.3736
Salami,01/18/2022,Food 4312,lb,55.00,39.35,0,0,0,39.35,0,50.00,3.31,165.45,44.3500,165.45
Ham,01/18/2022,Food 4312,lb,131.00,87.0,0,0,0,87.0,0,111.50,2.48,276.77,106.5000,276.7653
Turkey,01/18/2022,Food 4312,lb,167.50,142.0,0,0,0,142.0,0,151.00,3.42,516.93,158.5000,516.9334
Beef,01/18/2022,Food 4312,lb,44.00,88.4,0,0,0,88.4,0,79.00,4.57,360.86,53.4000,360.8562
BACON - SLI APPLWD SMKD CKD,01/18/2022,Food 4312,ea,964.00,1200.0,0,0,0,1200.0,0,"1,059.00",0.30,320.56,"1,105.0000",320.5593
Cheese,01/18/2022,Food 4312,lb,128.00,101.51,0,0,0,101.51,0,90.50,2.41,217.70,139.0100,217.6978
Mayonnaise,01/18/2022,Food 4312,gal mayo,38.75,12.0,0,0,0,12.0,0,39.00,8.77,341.91,11.7500,341.9052
Oil,01/18/2022,Food 4312,gal oil,10.10,0.0,0,0,0,0.0,0,8.50,15.21,129.31,1.6000,129.3054
Vinegar,01/18/2022,Food 4312,gal vinegar,10.00,0.0,0,0,0,0.0,0,9.25,3.98,36.81,0.7500,36.8076
Avocado,01/18/2022,Food 4312,avo can,14.00,12.0,0,0,0,12.0,0,14.10,3.10,43.71,11.9000,43.71
Peppers Cherry,01/18/2022,Food 4312,Gal Peppers,18.75,8.0,0,0,0,8.0,0,21.20,7.06,149.72,5.5500,149.7229
Mustard Dijon,01/18/2022,Food 4312,jar dijon,6.20,6.0,0,0,0,6.0,0,10.20,5.33,54.32,2.0000,54.3201
MUSTARD WHL GRAIN ,01/18/2022,Food 4312,32 oz jar,8.80,0.0,0,0,0,0.0,0,7.60,5.88,44.69,1.2000,44.688
Soy Sauce,01/18/2022,Food 4312,gal soy,2.50,0.0,0,0,0,0.0,0,2.40,10.51,25.22,0.1000,25.2223
Tuna Chunk - pouch,01/18/2022,Food 4312,Pouch tuna (48oz),4.00,6.0,0,0,0,6.0,0,6.50,8.28,53.82,3.5000,53.81999999999999
Pan Spray,01/18/2022,Food 4312,ea,5.00,0.0,0,0,0,0.0,0,4.00,3.32,13.29,1.0000,13.2912
Oregano,01/18/2022,Food 4312,cont oregano,0.40,0.0,0,0,0,0.0,0,0.30,23.58,7.07,0.1000,7.074
Basil,01/18/2022,Food 4312,cont basil,0.40,0.0,0,0,0,0.0,0,0.30,5.67,1.70,0.1000,1.7009999999999998
Sugar,01/18/2022,Food 4312,lb,20.00,25.0,0,0,0,25.0,0,22.00,0.83,18.31,23.0000,18.3128
Mayo Packets,01/18/2022,Food 4312,Box 204,1.60,2.0,0,0,0,2.0,0,2.00,22.44,44.87,1.6000,44.8724
Mustard Packets,01/18/2022,Food 4312,Box 500,2.00,1.0,0,0,0,1.0,0,2.00,6.03,12.06,1.0000,12.06
Sweet n Low Packets,01/18/2022,Food 4312,Case  3000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,01/18/2022,Sides 4313,ea,160.00,180.0,0,0,0,180.0,0,93.00,0.42,38.77,247.0000,38.7717
Potato Chip BBQ,01/18/2022,Sides 4313,ea,329.00,360.0,0,0,0,360.0,0,291.00,0.40,115.24,398.0000,115.236
Potato Chip Jalapeno,01/18/2022,Sides 4313,ea,172.00,216.0,0,0,0,216.0,0,117.00,0.40,46.50,271.0000,46.4958
Potato Chip Regular,01/18/2022,Sides 4313,ea,222.00,288.0,0,0,0,288.0,0,242.00,0.40,96.07,268.0000,96.074
Potato Chip Salt & Vinegar,01/18/2022,Sides 4313,ea,182.00,216.0,0,0,0,216.0,0,144.00,0.40,57.08,254.0000,57.0816
Potato Chip Thinny,01/18/2022,Sides 4313,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,01/18/2022,Sides 4313,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,01/18/2022,Sides 4313,ea,74.00,56.0,0,0,0,56.0,0,58.00,0.49,28.50,72.0000,28.5012
Cookie JJ Triple Choc Chip,01/18/2022,Sides 4313,ea,173.00,168.0,0,0,0,168.0,0,65.00,0.61,39.79,276.0000,39.793
Sysco Cup Foam Tall 12 oz,01/18/2022,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,01/18/2022,Paper 4314,250 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,01/18/2022,Paper 4314,1/1000 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,01/18/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/18/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,01/18/2022,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/18/2022,Paper 4314,Pack 567,8.70,12.0,0,0,0,12.0,0,10.50,2.92,30.70,10.2000,30.7041
Cup 22oz JJ,01/18/2022,Paper 4314,ea,"1,330.00",0.0,0,0,0,0.0,0,726.00,0.04,32.31,604.0000,32.307
Lid 22oz JJ,01/18/2022,Paper 4314,ea,"1,300.00",0.0,0,0,0,0.0,0,700.00,0.01,9.31,600.0000,9.31
Cup 30oz JJ,01/18/2022,Paper 4314,ea,872.00,0.0,0,0,0,0.0,0,591.00,0.07,43.97,281.0000,43.9704
Lid 30oz JJ,01/18/2022,Paper 4314,ea,900.00,0.0,0,0,0,0.0,0,700.00,0.02,15.82,200.0000,15.820000000000002
Bags 8# JJ,01/18/2022,Paper 4314,Box 1000,1.20,1.0,0,0,0,1.0,0,1.50,40.27,60.41,0.7000,60.40849999999999
Wrap Sandwich,01/18/2022,Paper 4314,Box 1000,4.00,0.0,0,0,0,0.0,0,1.50,22.82,34.24,2.5000,34.2359
8X10 Port Pap. (WRAP PAPER DRY WAX),01/18/2022,Paper 4314,Box 500,15.50,0.0,0,0,0,0.0,0,6.00,3.37,20.19,9.5000,20.1912
Straws Red,01/18/2022,Paper 4314,Box 300,11.50,0.0,0,0,0,0.0,0,9.00,6.30,56.66,2.5000,56.6586
Pan Liners,01/18/2022,Paper 4314,Box 1000,0.80,0.0,0,0,0,0.0,0,0.80,34.22,27.38,0.0000,27.376700000000003
Mylar (Film PVC roll),01/18/2022,Paper 4314,roll 5280,0.80,0.0,0,0,0,0.0,0,0.40,56.77,22.71,0.4000,22.7093
Cucumber,01/18/2022,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/18/2022,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/18/2022,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/18/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/18/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/18/2022,Produce 4315,Head Let,48.00,264.0,0,0,0,264.0,0,132.00,0.83,110.00,180.0000,109.9956
Tomatoes,01/18/2022,Produce 4315,lb,49.00,275.0,0,0,0,275.0,0,135.00,0.68,91.80,189.0000,91.8
Onions,01/18/2022,Produce 4315,lb,24.00,100.0,0,0,0,100.0,0,78.00,0.62,48.31,46.0000,48.3054
Celery,01/18/2022,Produce 4315,stalk,2.50,10.0,0,0,0,10.0,0,7.50,0.92,6.87,5.0000,6.8685
Cucumbers,01/18/2022,Produce 4315,ea,20.00,45.0,0,0,0,45.0,0,37.00,0.43,15.95,28.0000,15.9507
MINUTE MAID,01/18/2022,Beverage 4316,bottle,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,01/18/2022,Beverage 4316,gal,1.50,2.5,0,0,0,2.5,0,3.00,18.81,56.44,1.0000,56.4384
WATER BOTTLED SPRING,01/18/2022,Beverage 4316,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Coke Zero,01/18/2022,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,3.00,17.92,53.75,2.5000,53.7471
Syrup Coke,01/18/2022,Beverage 4316,gal,4.00,5.0,0,0,0,5.0,0,7.00,18.32,128.27,2.0000,128.2715
Syrup Diet Coke,01/18/2022,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,3.50,17.92,62.71,2.0000,62.70499999999999
Syrup Sprite,01/18/2022,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,4.00,17.92,71.69,1.5000,71.6864
Syrup Dr. Pepper,01/18/2022,Beverage 4316,gal,4.50,5.0,0,0,0,5.0,0,7.00,18.03,126.23,2.5000,126.22819999999999
Syrup Cherry Coke,01/18/2022,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,2.50,17.53,43.83,3.0000,43.825
Syrup Powerade,01/18/2022,Beverage 4316,gal,2.75,0.0,0,0,0,0.0,0,1.25,18.68,23.35,1.5000,23.35
Tea Bag Brew Lipton,01/18/2022,Beverage 4316,ea,12.00,24.0,0,0,0,24.0,0,22.00,0.99,21.78,14.0000,21.7778
Water (bottle),01/18/2022,Beverage 4316,bottle,52.00,48.0,0,0,0,48.0,0,51.00,0.28,14.35,49.0000,14.3463
Box - Mini Jimmy 12 CT Sandwich,01/18/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.49,0.00,0.0000,0.0
Box - Mini Jimmy 24 CT Sandwich,01/18/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.61,0.00,0.0000,0.0
Foam Plates,01/18/2022,Catering 4320,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN P BOX SANDWICH CATERING 18 PC ,01/18/2022,Catering 4320,ea,13.00,0.0,0,0,0,0.0,0,7.00,1.51,10.56,6.0000,10.5609
JMYJOHN P BOX SANDWICH CATERING 30 PC ,01/18/2022,Catering 4320,ea,28.00,0.0,0,0,0,0.0,0,24.00,1.70,40.89,4.0000,40.8864
LIL' Box Lunch,01/18/2022,Catering 4320,each,248.00,125.0,0,0,0,125.0,0,247.00,0.26,63.26,126.0000,63.256699999999995
Plastic Knives,01/18/2022,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/18/2022,Catering 4320,ea,248.00,0.0,0,0,0,0.0,0,197.00,0.33,64.93,51.0000,64.9312
JMYJOHN TAPE REGISTER THERM 3.1X315,01/18/2022,Operating Supplies 5220,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
WIPE ANTIBACTERIAL PROBE,01/18/2022,Operating Supplies 5220,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Tall Foam Cup,01/18/2022,Operating Supplies 5220,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,01/25/2022,Bread 4311,ea,616.00,1024.0,0,0,0,1024.0,0,621.00,0.46,282.93,"1,019.0000",282.9276
Wheat,01/25/2022,Bread 4311,ea,26.00,32.0,0,0,0,32.0,0,24.00,1.48,35.55,34.0000,35.5536
"AIOLI, SIGNATURE - HORSERADISH",01/25/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,12.53,0.00,0.0000,0.0
Black Pepper,01/25/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,14.65,0.00,0.0000,0.0
BLUE CHEESE CRUMBLES - 2LB,01/25/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
