item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Potato Chip Salt & Vinegar,01/04/2022,Sides 4313,ea,255.00,216.0,0,0,0,216.0,0,218.00,0.38,83.84,253.0000,83.8428
Potato Chip Thinny,01/04/2022,Sides 4313,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,01/04/2022,Sides 4313,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,01/04/2022,Sides 4313,ea,64.00,56.0,0,0,0,56.0,0,81.00,0.47,37.70,39.0000,37.6974
Cookie JJ Triple Choc Chip,01/04/2022,Sides 4313,ea,206.00,168.0,0,0,0,168.0,0,201.00,0.57,114.99,173.0000,114.9921
Sysco Cup Foam Tall 12 oz,01/04/2022,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,01/04/2022,Paper 4314,250 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,01/04/2022,Paper 4314,1/1000 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,01/04/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/04/2022,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,01/04/2022,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/04/2022,Paper 4314,Pack 567,5.00,12.0,0,0,0,12.0,0,6.75,2.92,19.74,10.2500,19.7384
Cup 22oz JJ,01/04/2022,Paper 4314,ea,550.00,1000.0,0,0,0,1000.0,0,944.00,0.04,39.18,606.0000,39.176
Lid 22oz JJ,01/04/2022,Paper 4314,ea,"1,350.00",0.0,0,0,0,0.0,0,800.00,0.01,10.56,550.0000,10.56
Cup 30oz JJ,01/04/2022,Paper 4314,ea,685.00,0.0,0,0,0,0.0,0,409.00,0.07,28.26,276.0000,28.261899999999997
Lid 30oz JJ,01/04/2022,Paper 4314,ea,475.00,1000.0,0,0,0,1000.0,0,"1,225.00",0.02,27.69,250.0000,27.685
Bags 8# JJ,01/04/2022,Paper 4314,Box 1000,0.75,1.0,0,0,0,1.0,0,1.00,37.81,37.81,0.7500,37.81
Wrap Sandwich,01/04/2022,Paper 4314,Box 1000,3.00,3.0,0,0,0,3.0,0,3.60,22.38,80.56,2.4000,80.5561
8X10 Port Pap. (WRAP PAPER DRY WAX),01/04/2022,Paper 4314,Box 500,9.50,12.0,0,0,0,12.0,0,12.60,3.00,37.83,8.9000,37.8315
Straws Red,01/04/2022,Paper 4314,Box 300,14.00,0.0,0,0,0,0.0,0,13.50,6.30,84.99,0.5000,84.9879
Pan Liners,01/04/2022,Paper 4314,Box 1000,0.90,0.0,0,0,0,0.0,0,0.80,34.22,27.38,0.1000,27.376700000000003
Mylar (Film PVC roll),01/04/2022,Paper 4314,roll 5280,0.00,1.0,0,0,0,1.0,0,0.80,53.79,43.03,0.2000,43.032
Cucumber,01/04/2022,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/04/2022,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/04/2022,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/04/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/04/2022,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/04/2022,Produce 4315,Head Let,145.00,120.0,0,0,0,120.0,0,105.00,0.83,87.58,160.0000,87.5805
Tomatoes,01/04/2022,Produce 4315,lb,115.00,125.0,0,0,0,125.0,0,127.00,0.80,101.60,113.0000,101.6
Onions,01/04/2022,Produce 4315,lb,63.00,0.0,0,0,0,0.0,0,22.00,0.54,11.81,41.0000,11.8096
Celery,01/04/2022,Produce 4315,stalk,5.80,6.0,0,0,0,6.0,0,7.50,1.00,7.47,4.3000,7.4723
Cucumbers,01/04/2022,Produce 4315,ea,40.00,45.0,0,0,0,45.0,0,53.00,0.37,19.86,32.0000,19.8591
MINUTE MAID,01/04/2022,Beverage 4316,bottle,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,01/04/2022,Beverage 4316,gal,3.75,0.0,0,0,0,0.0,0,2.75,18.28,50.27,1.0000,50.27
WATER BOTTLED SPRING,01/04/2022,Beverage 4316,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Coke Zero,01/04/2022,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,2.50,17.53,43.83,1.5000,43.825
Syrup Coke,01/04/2022,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,6.50,17.53,113.95,1.5000,113.94499999999998
Syrup Diet Coke,01/04/2022,Beverage 4316,gal,5.00,0.0,0,0,0,0.0,0,2.50,17.53,43.83,2.5000,43.825
Syrup Sprite,01/04/2022,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,2.00,17.53,35.06,0.5000,35.06
Syrup Dr. Pepper,01/04/2022,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,2.50,17.18,42.95,4.0000,42.95
Syrup Cherry Coke,01/04/2022,Beverage 4316,gal,4.00,5.0,0,0,0,5.0,0,7.50,17.53,131.48,1.5000,131.475
Syrup Powerade,01/04/2022,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,1.25,18.28,22.85,1.2500,22.85
Tea Bag Brew Lipton,01/04/2022,Beverage 4316,ea,17.00,24.0,0,0,0,24.0,0,27.00,0.96,25.86,14.0000,25.8633
Water (bottle),01/04/2022,Beverage 4316,bottle,42.00,24.0,0,0,0,24.0,0,30.00,0.28,8.44,36.0000,8.439
Box - Mini Jimmy 12 CT Sandwich,01/04/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.49,0.00,0.0000,0.0
Box - Mini Jimmy 24 CT Sandwich,01/04/2022,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,1.61,0.00,0.0000,0.0
Foam Plates,01/04/2022,Catering 4320,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN P BOX SANDWICH CATERING 18 PC ,01/04/2022,Catering 4320,ea,16.00,0.0,0,0,0,0.0,0,14.00,1.51,21.12,2.0000,21.1218
JMYJOHN P BOX SANDWICH CATERING 30 PC ,01/04/2022,Catering 4320,ea,31.00,0.0,0,0,0,0.0,0,27.00,1.70,46.00,4.0000,45.9972
LIL' Box Lunch,01/04/2022,Catering 4320,each,249.00,125.0,0,0,0,125.0,0,248.00,0.26,63.51,126.0000,63.5128
Plastic Knives,01/04/2022,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/04/2022,Catering 4320,ea,173.00,0.0,0,0,0,0.0,0,158.00,0.33,51.35,15.0000,51.35
JMYJOHN TAPE REGISTER THERM 3.1X315,01/04/2022,Operating Supplies 5220,each,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
WIPE ANTIBACTERIAL PROBE,01/04/2022,Operating Supplies 5220,each,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Tall Foam Cup,01/04/2022,Operating Supplies 5220,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,01/11/2022,Bread 4311,ea,787.00,1024.0,0,0,0,1024.0,0,693.00,0.45,314.69,"1,118.0000",314.6913
Wheat,01/11/2022,Bread 4311,ea,28.00,32.0,0,0,0,32.0,0,27.00,1.46,39.54,33.0000,39.5388
"AIOLI, SIGNATURE - HORSERADISH",01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,12.53,0.00,0.0000,0.0
Black Pepper,01/11/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,14.65,0.00,0.0000,0.0
BLUE CHEESE CRUMBLES - 2LB,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
BLUE CHEESE CRUMBLES - 5LB,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,3.10,0.00,0.0000,0.0
CHEESE PARM SHAVED S.AMER ,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,4.52,0.00,0.0000,0.0
CHEESE PROC PPR JACK SHRD FTR,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"CHEESE, AMERICAN ",01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,33.79,0.00,0.0000,0.0
"CHEESE, CHEDDAR – FINELY SHREDDED ",01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,2.14,0.00,0.0000,0.0
Chile & Lime Seasoning,01/11/2022,Food 4312,25 Oz,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CHIP WONTON STRIP WASABI RANCH,01/11/2022,Food 4312,lb,0,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
CHUNKY BLEU CHEESE DRESSING,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.73,0.00,0.0000,0.0
CRISPY CARROT NOODLES,01/11/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CROUTON SEASONED CUBE ZTF ,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,1.82,0.00,0.0000,0.0
DIPN CHICKN SAUCE,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
DRESSING CAESAR WITH EGG SYS IMP,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.45,0.00,0.0000,0.0
Equal Sugar Substitute,01/11/2022,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
FIRE-ROASTED PINEAPPLE CHUNKS,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Hard Boiled Whole Eggs,01/11/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ken's Creole Pepper Sauce,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,15.39,0.00,0.0000,0.0
Ken's Glaze Fig & Balsamic ,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Kickin Ranch Dressing Mix,01/11/2022,Food 4312,Container 3.2oz,16.00,0.0,0,0,0,0.0,0,13.00,1.43,18.53,3.0000,18.5328
MANGO HABANERO SAUCE,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
ONION RED PICKLED FRZN ,01/11/2022,Food 4312,lb,0,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
ONION RED PICKLED FRZN,01/11/2022,Food 4312,5 LB,0.00,0.0,0,0,0,0.0,0,0.00,10.80,0.00,0.0000,0.0
ONION STRINGS,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,18.65,0.00,0.0000,0.0
PANKO PARM CRISP BLEND,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,4.64,0.00,0.0000,0.0
Pepper Jalapeno Slices,01/11/2022,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
PEPPER RED STRIP PINE GUAJILLO ,01/11/2022,Food 4312,1 Lb,0,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
PEPPERCORN RANCH,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
PHILADELPHIA WHIPPED CREAM CHEESE,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,-2.00,0.00,0.0000,0.0
Rotisserie Shredded Chicken,01/11/2022,Food 4312,lb,0.00,0.0,0,0,0,0.0,0,0.00,3.84,0.00,0.0000,0.0
SAUCE PESTO BASIL,01/11/2022,Food 4312,30 Oz,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
"SAUCE, DELUXE THOUSAND ISLAND",01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,41.87,0.00,0.0000,0.0
"Seeds, Sesame Black",01/11/2022,Food 4312,1 Lb,0.00,0.0,0,0,0,0.0,0,0.00,50.65,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,01/11/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
SWEET CHILI SAUCE,01/11/2022,Food 4312,gal,0,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
THAI SATAY SAUCE,01/11/2022,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
TOMATO RSTD RED WEDGES,01/11/2022,Food 4312,4 LB,0.00,0.0,0,0,0,0.0,0,0.00,21.00,0.00,0.0000,0.0
"TORTILLA, FLOUR 12”",01/11/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.15,0.00,0.0000,0.0
VEGETABLE CORN & BLK BEAN SW ,01/11/2022,Food 4312,2 LB,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
WRAP TORTILLA CHSE JALAPNO 12,01/11/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"WRAP TORTILLA HERB GLC 12""",01/11/2022,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.29,0.00,0.0000,0.0
YELLOW TRIANGLE TORTILLA CHIP,01/11/2022,Food 4312,2 LB,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Avo Fresco,01/11/2022,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/11/2022,Food 4312,lb,47.50,69.74,0,0,0,69.74,0,72.00,4.42,318.48,45.2400,318.4848
Salami,01/11/2022,Food 4312,lb,100.50,0.0,0,0,0,0.0,0,55.00,3.37,185.60,45.5000,185.603
Ham,01/11/2022,Food 4312,lb,134.50,84.9,0,0,0,84.9,0,131.00,2.53,331.02,88.4000,331.0239
Turkey,01/11/2022,Food 4312,lb,181.00,147.95,0,0,0,147.95,0,167.50,3.56,596.97,161.4500,596.97
Beef,01/11/2022,Food 4312,lb,67.00,34.65,0,0,0,34.65,0,44.00,4.71,207.22,57.6500,207.21799999999996
BACON - SLI APPLWD SMKD CKD,01/11/2022,Food 4312,ea,909.00,1200.0,0,0,0,1200.0,0,964.00,0.27,262.59,"1,145.0000",262.5936
Cheese,01/11/2022,Food 4312,lb,110.00,135.93,0,0,0,135.93,0,128.00,2.45,313.86,117.9300,313.856
Mayonnaise,01/11/2022,Food 4312,gal mayo,39.00,12.0,0,0,0,12.0,0,38.75,7.97,309.03,12.2500,309.0274
Oil,01/11/2022,Food 4312,gal oil,11.75,0.0,0,0,0,0.0,0,10.10,15.21,153.65,1.6500,153.6452
Vinegar,01/11/2022,Food 4312,gal vinegar,10.75,0.0,0,0,0,0.0,0,10.00,3.98,39.79,0.7500,39.792
Avocado,01/11/2022,Food 4312,avo can,24.10,0.0,0,0,0,0.0,0,14.00,3.10,43.40,10.1000,43.4
Peppers Cherry,01/11/2022,Food 4312,Gal Peppers,19.50,4.0,0,0,0,4.0,0,18.75,7.06,132.42,4.7500,132.42
Mustard Dijon,01/11/2022,Food 4312,jar dijon,9.40,0.0,0,0,0,0.0,0,6.20,5.32,32.98,3.2000,32.9797
MUSTARD WHL GRAIN ,01/11/2022,Food 4312,32 oz jar,10.00,0.0,0,0,0,0.0,0,8.80,5.88,51.74,1.2000,51.744
Soy Sauce,01/11/2022,Food 4312,gal soy,2.60,0.0,0,0,0,0.0,0,2.50,10.51,26.27,0.1000,26.2733
Tuna Chunk - pouch,01/11/2022,Food 4312,Pouch tuna (48oz),8.10,0.0,0,0,0,0.0,0,4.00,8.28,33.12,4.1000,33.12
Pan Spray,01/11/2022,Food 4312,ea,5.00,0.0,0,0,0,0.0,0,5.00,3.32,16.61,0.0000,16.614
Oregano,01/11/2022,Food 4312,cont oregano,0.50,0.0,0,0,0,0.0,0,0.40,23.58,9.43,0.1000,9.432
Basil,01/11/2022,Food 4312,cont basil,0.50,0.0,0,0,0,0.0,0,0.40,5.67,2.27,0.1000,2.268
Sugar,01/11/2022,Food 4312,lb,16.00,25.0,0,0,0,25.0,0,20.00,0.83,16.65,21.0000,16.648
