week_ending_date,Category,Beginning Inventory USD,Purchases USD,Ending Inventory USD,COGS Prcnt as Decimal
01/04/2022,Bread 4311,341.9694,555.41,398.3799,0.029755450500357186
01/04/2022,Food 4312,2898.0378000000005,2796.5161999999996,3396.331500000001,0.1370435157501302
01/04/2022,Sides 4313,646.6998000000001,533.7,540.8269,0.038137873419351924
01/04/2022,Paper 4314,356.2803,299.39,437.01550000000003,0.013038434062690441
01/04/2022,Produce 4315,268.98690000000005,222.0102,228.3215,0.015663404098504356
01/04/2022,Beverage 4316,578.3239000000001,205.04000000000002,518.5023,0.015793755761770115
01/04/2022,Catering 4320,196.94469999999998,32.01,181.9818,0.002801004411443754
01/04/2022,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/04/2022,Sub Total COGS,5287.242800000001,4644.0764,5701.359400000001,0.252233438004248
01/04/2022,Discounted COGS,0.0,0.0,0.0,0.252501773999077
01/11/2022,Bread 4311,398.3799,514.0,354.2301,0.03326734101376171
01/11/2022,Food 4312,3396.331500000001,2105.9478,3145.9193,0.14044586537733703
01/11/2022,Sides 4313,540.8269,721.58,534.3079,0.04339680445066699
01/11/2022,Paper 4314,437.01550000000003,314.43,505.00069999999994,0.014688822252858114
01/11/2022,Produce 4315,228.3215,179.05,105.6741,0.01798203688107614
01/11/2022,Beverage 4316,518.5023,426.85,636.9024000000001,0.018384505394359537
01/11/2022,Catering 4320,181.9818,74.07,211.4267,0.0026597849170119136
01/11/2022,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/11/2022,Sub Total COGS,5701.359400000001,4335.9277999999995,5493.4612,0.27082516028707143
01/11/2022,Discounted COGS,0.0,0.0,0.0,0.27082516028707143
01/18/2022,Bread 4311,354.2301,514.0,319.055,0.03156664934599122
01/18/2022,Food 4312,3145.9193,2497.5591999999997,3287.130100000001,0.13544318320293
01/18/2022,Sides 4313,534.3079,638.49,421.95329999999996,0.04315863592783257
01/18/2022,Paper 4314,505.00069999999994,76.25,353.69169999999997,0.013080118087153652
01/18/2022,Produce 4315,105.6741,525.9100000000001,272.92019999999997,0.020616043160670727
01/18/2022,Beverage 4316,636.9024000000001,268.84,602.3757,0.01743755360020969
01/18/2022,Catering 4320,211.4267,32.01,179.6352,0.0036673177247989923
01/18/2022,Operating Supplies 5220,0.0,0.0,0.0,0.0
01/18/2022,Sub Total COGS,5493.4612,4553.0592,5436.7612,0.26496950104958683
01/18/2022,Discounted COGS,0.0,0.0,0.0,0.26496950104958694
01/25/2022,Bread 4311,319.055,514.0,318.4812,0.030604999943497423
01/25/2022,Food 4312,3287.130100000001,1823.7341999999999,2751.6333999999997,0.14031857347031154
01/25/2022,Sides 4313,421.95329999999996,790.4000000000001,549.9339,0.03939832478756515
01/25/2022,Paper 4314,353.69169999999997,337.62,452.1372,0.014225239526353696
01/25/2022,Produce 4315,272.92019999999997,278.7698,255.10340000000002,0.017639904861541898
01/25/2022,Beverage 4316,602.3757,237.95,519.0206000000001,0.01911007238873303
