week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
01/04/2022,20262297 (6303144),01/03/2022,0,Nogales Produce,0,222.01,0,0,222.01
01/11/2022,20264570 (6306458),01/07/2022,0,Nogales Produce,0,179.05,0,0,179.05
01/18/2022,20268305 (6316708),01/15/2022,0,Nogales Produce,0,92.84,0,0,92.84
01/18/2022,20269299 (6320668),01/18/2022,0,Nogales Produce,0,217.82,0,0,217.82
01/18/2022,20266603 (6323106),01/12/2022,0,Nogales Produce,0,215.25,0,0,215.25
01/25/2022,20271611 (6326447),01/22/2022,0,Nogales Produce,0,151.27,0,0,151.27
01/25/2022,20272421 (6330201),01/25/2022,0,Nogales Produce,0,127.5,0,0,127.5
02/01/2022,20274961 (6340093),01/29/2022,0,Nogales Produce,0,154.0,0,0,154.0
02/08/2022,20276351 (6343103),02/02/2022,0,Nogales Produce,0,197.0,0,0,197.0
02/15/2022,20278547 (6351777),02/09/2022,0,Nogales Produce,0,245.0,0,0,245.0
02/15/2022,20282677 (6358347),02/14/2022,0,Nogales Produce,0,241.01,0,0,241.01
02/22/2022,20282556 (6364374),02/17/2022,0,Nogales Produce,0,193.0,0,0,193.0
02/22/2022,20282557 (6364376),02/17/2022,0,Nogales Produce,0,37.0,0,0,37.0
02/22/2022,20284776 (6369456),02/22/2022,0,Nogales Produce,0,242.0,0,0,242.0
03/01/2022,20286316 (6386076),02/26/2022,0,Nogales Produce,0,126.27,0,0,126.27
03/01/2022,20287290 (6386081),03/01/2022,0,Nogales Produce,0,150.27,0,0,150.27
