week_ending_date,Category,Beginning Inventory USD,Purchases USD,Ending Inventory USD,COGS Prcnt as Decimal
01/06/2015,Bread 4311,242.03,591.09,366.46779999999995,0.04052717648540326
01/06/2015,Food 4312,2236.2185999999997,2348.0836999999997,2800.9301999999993,0.15487987806731485
01/06/2015,Sides 4313,450.1979,467.09000000000003,538.5849,0.032889083811351735
01/06/2015,Paper 4314,343.1451,224.64999999999998,421.7023,0.012687669079555873
01/06/2015,Produce 4315,234.051,243.48000000000002,153.46509999999998,0.02814403515552063
01/06/2015,Beverage 4316,447.4784000000001,172.17999999999998,419.641,0.017370839503063517
01/06/2015,Catering 4320,37.7908,68.24,106.0317,-7.816197767185476e-08
01/06/2015,Sub Total COGS,3990.9118000000003,4114.8137,4806.8229999999985,0.2864986039402322
01/06/2015,Discounted COGS,0.0,0.0,0.0,0.28680256718673347
01/13/2015,Bread 4311,366.46779999999995,475.57,360.04859999999996,0.04394520038366296
01/13/2015,Food 4312,2800.9301999999993,1659.2148,2885.691099999999,0.1435502955882407
01/13/2015,Sides 4313,538.5849,344.68000000000006,537.262,0.03154669601274987
01/13/2015,Paper 4314,421.7023,141.81,418.7385,0.013199701676519609
01/13/2015,Produce 4315,153.46509999999998,561.75,335.0512,0.034661313498590446
01/13/2015,Beverage 4316,419.641,186.50000000000003,505.8265999999999,0.009146131094570017
01/13/2015,Catering 4320,106.0317,0.0,97.83539999999999,0.0007472948479024366
01/13/2015,Sub Total COGS,4806.8229999999985,3369.5247999999997,5140.453399999999,0.276796633102236
01/13/2015,Discounted COGS,0.0,0.0,0.0,0.2771157444046111
01/20/2015,Bread 4311,360.04859999999996,438.71000000000004,325.0888,0.0360446382369951
01/20/2015,Food 4312,2885.691099999999,1666.6311,2576.988799999999,0.15031605941618723
01/20/2015,Sides 4313,537.262,357.44000000000005,476.09129999999993,0.0318548306090768
01/20/2015,Paper 4314,418.7385,152.19,385.962,0.01407531275682586
01/20/2015,Produce 4315,335.0512,505.36,327.95339999999993,0.038996271268986096
01/20/2015,Beverage 4316,505.8265999999999,165.47999999999996,430.11269999999996,0.018354023985632965
01/20/2015,Catering 4320,97.83539999999999,0.0,82.8438,0.0011408090585334665
01/20/2015,Sub Total COGS,5140.453399999999,3285.8111000000004,4605.040799999999,0.2907819453322375
01/20/2015,Discounted COGS,0.0,0.0,0.0,0.2910482832618026
01/27/2015,Bread 4311,325.0888,475.57,356.53819999999996,0.03681255066567864
01/27/2015,Food 4312,2576.988799999999,1894.1844,2868.9736000000007,0.1328041391269173
01/27/2015,Sides 4313,476.09129999999993,400.4100000000001,446.5765,0.035635880169556995
01/27/2015,Paper 4314,385.962,215.94,420.74490000000003,0.015015864884892554
01/27/2015,Produce 4315,327.95339999999993,298.53000000000003,197.50109999999998,0.03555775763031337
01/27/2015,Beverage 4316,430.11269999999996,264.68,518.1253999999999,0.014643711487867597
01/27/2015,Catering 4320,82.8438,0.0,82.8438,0.0
01/27/2015,Sub Total COGS,4605.040799999999,3549.3144000000007,4891.303500000001,0.2704699039652264
01/27/2015,Discounted COGS,0.0,0.0,0.0,0.2707600141905344
02/03/2015,Bread 4311,356.53819999999996,438.71000000000004,338.10859999999997,0.036044429130459125
02/03/2015,Food 4312,2868.9736000000007,1933.7337,2807.3242,0.1573314688468596
02/03/2015,Sides 4313,446.5765,426.36,469.7587000000001,0.03178966258682123
02/03/2015,Paper 4314,420.74490000000003,210.04,459.4091,0.013512596322383217
02/03/2015,Produce 4315,197.50109999999998,414.65999999999997,264.36,0.027423334360982342
02/03/2015,Beverage 4316,518.1253999999999,153.65,501.17369999999994,0.013451560278711024
