week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
08/18/2015,081415 (2051335),08/14/2015,0,Local SuperMarket,0,4.77,0,0,4.77
08/18/2015,081415 (2051339),08/14/2015,0,Local SuperMarket,0,7.68,0,0,7.68
08/18/2015,01765727 (2052395),08/15/2015,0,Hardie's,0,249.3,0,0,249.3
08/18/2015,01767911 (2053548),08/17/2015,0,Hardie's,0,229.6,0,0,229.6
08/25/2015,082315 (2066336),08/24/2015,0,Local SuperMarket,0,4.09,0,0,4.09
08/25/2015,082115 (2069744),08/21/2015,0,Local SuperMarket,0,4.77,0,0,4.77
08/25/2015,01778719 (2069755),08/24/2015,0,Hardie's,0,220.38,0,0,220.38
08/25/2015,01775291 (2069769),08/21/2015,0,Hardie's,0,198.35,0,0,198.35
09/01/2015,082915 (2077680),08/29/2015,0,Local SuperMarket,0,4.77,0,0,4.77
09/01/2015,082615 (2077681),08/26/2015,0,Local SuperMarket,0,4.77,0,0,4.77
09/01/2015,01786263 (2077685),08/28/2015,0,Hardie's,0,264.6,0,0,264.6
09/01/2015,01789912 (2079808),08/31/2015,0,Hardie's,0,246.91,0,0,246.91
09/08/2015,090215 (2090630),09/02/2015,0,Local SuperMarket,0,47.9,0,0,47.9
09/08/2015,090515 (2090631),09/05/2015,0,Local SuperMarket,0,12.12,0,0,12.12
09/08/2015,090315 (2090633),09/03/2015,0,Local SuperMarket,0,4.44,0,0,4.44
09/08/2015,01796986 (2090636),09/04/2015,0,Hardie's,0,300.57,0,0,300.57
09/08/2015,090615 (2092556),09/07/2015,0,Local SuperMarket,0,4.13,0,0,4.13
09/08/2015,090715 (2092558),09/07/2015,0,Local SuperMarket,0,5.12,0,0,5.12
09/08/2015,01802081 (2094084),09/08/2015,0,Hardie's,0,182.96,0,0,182.96
09/15/2015,01812275 (2104900),09/14/2015,0,Hardie's,0,182.96,0,0,182.96
09/15/2015,01807501 (2106058),09/11/2015,0,Hardie's,0,294.04,0,0,294.04
09/15/2015,091215 (2107377),09/12/2015,0,Local SuperMarket,0,4.77,0,0,4.77
09/15/2015,091515 (2108520),09/15/2015,0,Local SuperMarket,0,3.57,0,0,3.57
09/22/2015,01821505 (2115518),09/19/2015,0,Hardie's,0,210.83,0,0,210.83
09/22/2015,01817673 (2115521),09/17/2015,0,Hardie's,0,229.64,0,0,229.64
09/22/2015,091915 (2115525),09/19/2015,0,Local SuperMarket,0,4.77,0,0,4.77
09/29/2015,092315 (2130487),09/28/2015,0,Local SuperMarket,0,4.77,0,0,4.77
09/29/2015,092715 (2130515),09/28/2015,0,Local SuperMarket,0,3.38,0,0,3.38
09/29/2015,092715 (2130536),09/28/2015,0,Local SuperMarket,0,14.68,0,0,14.68
09/29/2015,092815 (2130545),09/28/2015,0,Local SuperMarket,0,2.97,0,0,2.97
09/29/2015,01828687 (2136083),09/23/2015,0,Hardie's,0,300.11,0,0,300.11
09/29/2015,01834050 (2136088),09/26/2015,0,Hardie's,0,300.38,0,0,300.38
09/29/2015,01838567 (2136097),09/29/2015,0,Hardie's,0,258.83,0,0,258.83
10/06/2015,0185213 (2142179),10/02/2015,0,Hardie's,0,338.56,0,0,338.56
10/06/2015,01848856 (2142829),10/05/2015,0,Hardie's,0,207.4,0,0,207.4
10/06/2015,093015 (2146468),09/30/2015,0,Local SuperMarket,0,5.91,0,0,5.91
10/06/2015,100415 (2146477),10/04/2015,0,Local SuperMarket,0,4.47,0,0,4.47
10/13/2015,01854520 (2154235),10/08/2015,0,Hardie's,0,217.81,0,0,217.81
10/13/2015,100915 (2154237),10/09/2015,0,Local SuperMarket,0,4.47,0,0,4.47
10/13/2015,01861479 (2155707),10/12/2015,0,Hardie's,0,185.6,0,0,185.6
10/13/2015,101215 (2155711),10/12/2015,0,Local SuperMarket,0,4.44,0,0,4.44
10/20/2015,01871826 (2167120),10/17/2015,0,Hardie's,0,145.83,0,0,145.83
10/20/2015,01873673 (2168713),10/19/2015,0,Hardie's,0,200.94,0,0,200.94
10/20/2015,101915 (2169721),10/19/2015,0,Local SuperMarket,0,4.44,0,0,4.44
10/20/2015,101515 (2172663),10/15/2015,0,Local SuperMarket,0,4.77,0,0,4.77
10/20/2015,01865242 (2172673),10/14/2015,0,Hardie's,0,237.06,0,0,237.06
10/27/2015,01887310 (2185386),10/27/2015,0,Hardie's,0,141.49,0,0,141.49
10/27/2015,01882529 (2185392),10/23/2015,0,Hardie's,0,277.12,0,0,277.12
10/27/2015,102315 (2185494),10/23/2015,0,Local SuperMarket,0,4.77,0,0,4.77
11/03/2015,01897875 (2196702),11/02/2015,0,Hardie's,0,259.68,0,0,259.68
11/03/2015,01892596 (2196703),10/29/2015,0,Hardie's,0,270.59,0,0,270.59
11/03/2015,102815 (2196708),10/28/2015,0,Local SuperMarket,0,4.77,0,0,4.77
11/03/2015,110115 (2196711),11/01/2015,0,Local SuperMarket,0,1.48,0,0,1.48
11/03/2015,110215 (2196716),11/02/2015,0,Local SuperMarket,0,4.17,0,0,4.17
11/10/2015,110715 (2206034),11/07/2015,0,Local SuperMarket,0,4.77,0,0,4.77
11/10/2015,01903949 (2206036),11/07/2015,0,Hardie's,0,317.64,0,0,317.64
11/10/2015,01910440 (2209615),11/09/2015,0,Hardie's,0,217.31,0,0,217.31
11/17/2015, (2217486),11/11/2015,0,Hardie's,0,232.33,0,0,232.33
11/17/2015,111115 (2224410),11/11/2015,0,Local SuperMarket,0,4.77,0,0,4.77
11/17/2015,111415 (2224413),11/14/2015,0,Local SuperMarket,0,1.77,0,0,1.77
11/17/2015,01924306 (2224426),11/17/2015,0,Hardie's,0,266.17,0,0,266.17
11/17/2015,01919428 (2224431),11/13/2015,0,Hardie's,0,315.19,0,0,315.19
11/24/2015,111915 (2237796),11/19/2015,0,Local SuperMarket,0,1.96,0,0,1.96
11/24/2015,112415 (2237801),11/24/2015,0,Local SuperMarket,0,1.96,0,0,1.96
11/24/2015,01929189 (2237812),11/19/2015,0,Hardie's,0,240.96,0,0,240.96
11/24/2015,01933557 (2237816),11/21/2015,0,Hardie's,0,219.83,0,0,219.83
11/24/2015,01937063 (2237819),11/24/2015,0,Hardie's,0,303.86,0,0,303.86
12/01/2015,01942281 (2247275),11/28/2015,0,Hardie's,0,287.19,0,0,287.19
12/01/2015,112915 (2248697),11/29/2015,0,Local SuperMarket,0,1.47,0,0,1.47
12/08/2015,01953800 (2256040),12/05/2015,0,Hardie's,0,379.66,0,0,379.66
12/08/2015,01947818 (2256042),12/02/2015,0,Hardie's,0,266.83,0,0,266.83
12/08/2015,120415 (2259585),12/04/2015,0,Local SuperMarket,0,44.95,0,0,44.95
12/08/2015,01958198 (2259589),12/08/2015,0,Hardie's,0,221.15,0,0,221.15
12/08/2015,120415 (2259591),12/04/2015,0,Local SuperMarket,0,14.64,0,0,14.64
12/08/2015,120715 (2259594),12/07/2015,0,Local SuperMarket,0,2.07,0,0,2.07
12/15/2015,01964701 (2273031),12/11/2015,0,Hardie's,0,333.81,0,0,333.81
12/15/2015,01968217 (2273034),12/14/2015,0,Hardie's,0,277.73,0,0,277.73
12/15/2015,121215 (2273040),12/12/2015,0,Local SuperMarket,0,5.67,0,0,5.67
12/15/2015,121515 (2273043),12/15/2015,0,Local SuperMarket,0,3.16,0,0,3.16
12/22/2015,01977908 (2282573),12/19/2015,0,Hardie's,0,233.28,0,0,233.28
12/22/2015,01973725 (2282576),12/17/2015,0,Hardie's,0,375.27,0,0,375.27
12/22/2015,01980415 (2286237),12/22/2015,0,Hardie's,0,324.66,0,0,324.66
12/22/2015,121915 (2286243),12/19/2015,0,Local SuperMarket,0,4.77,0,0,4.77
12/22/2015,122015 (2286246),12/20/2015,0,Local SuperMarket,0,2.37,0,0,2.37
12/29/2015,01985266 (2294624),12/26/2015,0,Hardie's,0,348.96,0,0,348.96
12/29/2015,122615 (2294651),12/26/2015,0,Local SuperMarket,0,4.77,0,0,4.77
12/29/2015,122715 (2299215),12/27/2015,0,Local SuperMarket,0,2.76,0,0,2.76
