item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Mylar,07/21/2015,Paper 4314,roll 5280,1.25,0.0,0.0,0,0,0.0,0,1.100000023841858,83.80308909270788,92.1834,0.1499999761581421
Cucumber,07/21/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,07/21/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,07/21/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,07/21/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,07/21/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,07/21/2015,Produce 4315,Head Let,95.0,72.0,24.0,0,0,96.0,0,38.0,1.3822,52.5236,153.0
Tomatoes,07/21/2015,Produce 4315,lb,85.0,75.0,25.0,0,0,100.0,0,20.5,1.178,24.148999999999997,164.5
Onions,07/21/2015,Produce 4315,lb,39.0,50.0,0.0,0,0,50.0,0,46.5,0.6524,30.3366,42.5
Sprouts,07/21/2015,Produce 4315,lb,10.0,6.0,0.0,0,0,6.0,0,8.0,2.4338,19.4704,8.0
Celery,07/21/2015,Produce 4315,stalk,3.75,6.0,0.0,0,0,6.0,0,2.0,1.4192,2.8384,7.75
Cucumbers,07/21/2015,Produce 4315,ea,30.0,0.0,0.0,0,0,0.0,0,3.0,1.4521,4.3563,27.0
Syrup Coke,07/21/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,5.0,13.73,68.65,2.5
Syrup Diet Coke,07/21/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,5.5,13.73,75.515,2.5
Syrup Sprite,07/21/2015,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,2.5,13.73,34.325,1.0
Syrup Lemonade Light,07/21/2015,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,2.5,14.9,37.25,1.25
Syrup Mello Yellow,07/21/2015,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.25,14.32,46.54,0.5
Syrup Dr. Pepper,07/21/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,3.0,13.46,40.38,4.5
Syrup Cherry Coke,07/21/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,3.0,13.729999999999999,41.19,2.5
Syrup Powerade,07/21/2015,Beverage 4316,gal,1.5,2.5,0.0,0,0,2.5,0,2.5,14.319999999999999,35.8,1.5
Tea Bag Brew Lipton,07/21/2015,Beverage 4316,ea,34.0,0.0,0.0,0,0,0.0,0,17.0,0.9513,16.1721,17.0
Water (bottle),07/21/2015,Beverage 4316,bottle,66.0,48.0,0.0,0,0,48.0,0,75.0,0.2792,20.94,39.0
JJ Lunch Box,07/21/2015,Catering 4320,ea,225.0,0.0,0.0,0,0,0.0,0,238.0,0.32,76.16,-13.0
"Tray Cater Cmbo 12"" w / dome lid",07/21/2015,Catering 4320,each,33.0,0.0,0.0,0,0,0.0,0,29.0,0.9317000000000001,27.0193,4.0
"Tray Cater Cmbo 16"" w / dome lid",07/21/2015,Catering 4320,each,30.0,0.0,0.0,0,0,0.0,0,26.0,1.7116000000000002,44.5016,4.0
Party Tray Bags,07/21/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,07/28/2015,Bread 4311,ea,766.0,1050.0,0.0,0,0,1050.0,0,1002.0,0.43879999999999997,439.6776,814.0
Wheat,07/28/2015,Bread 4311,ea,35.0,64.0,0.0,0,0,64.0,0,52.0,1.4606,75.9512,47.0
Equal Sugar Substitute,07/28/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,07/28/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,07/28/2015,Food 4312,lb,41.75,34.0,0.0,0,0,34.0,0,43.75,3.173801142857143,138.8538,32.0
Salami,07/28/2015,Food 4312,lb,40.75,35.35,0.0,0,0,35.35,0,47.25,2.638099470899471,124.6502,28.849999999999994
Ham,07/28/2015,Food 4312,lb,162.75,84.5,0.0,0,0,84.5,0,140.0,1.9190000000000003,268.66,107.25
Turkey,07/28/2015,Food 4312,lb,164.5,197.55,0.0,0,0,197.55,0,231.0,2.9867,689.9277,131.05
Beef,07/28/2015,Food 4312,lb,62.75,88.65,0.0,0,0,88.65,0,89.25,4.829100280112045,430.9972,62.150000000000006
Bacon,07/28/2015,Food 4312,ea,1354.0,600.0,0.0,0,0,600.0,0,713.0,0.15639999999999998,111.51319999999998,1241.0
Cheese,07/28/2015,Food 4312,lb,140.25,105.42,0.0,0,0,105.42,0,129.0,2.3649,305.0721,116.67000000000002
Mayonnaise,07/28/2015,Food 4312,gal mayo,51.25,12.0,0.0,0,0,12.0,0,52.20000076293945,8.160400263871814,425.97290000000004,11.049999237060547
Oil,07/28/2015,Food 4312,gal oil,9.0,6.0,0.0,0,0,6.0,0,13.5,8.487703703703703,114.58399999999999,1.5
Vinegar,07/28/2015,Food 4312,gal vinegar,11.0,4.0,0.0,0,0,4.0,0,14.0,3.8933999999999997,54.5076,1.0
Avocado,07/28/2015,Food 4312,avo can,12.0,12.0,0.0,0,0,12.0,0,11.75,3.21,37.7175,12.25
Peppers Cherry,07/28/2015,Food 4312,Gal Peppers,20.5,8.0,0.0,0,0,8.0,0,25.5,7.4544,190.0872,3.0
Mustard Dijon,07/28/2015,Food 4312,jar dijon,15.5,0.0,0.0,0,0,0.0,0,13.0,5.2419,68.1447,2.5
Soy Sauce,07/28/2015,Food 4312,gal soy,4.400000095367432,0.0,0.0,0,0,0.0,0,4.400000095367432,9.430704341049534,41.4951,0.0
Tuna,07/28/2015,Food 4312,can tuna,16.0,6.0,0.0,0,0,6.0,0,17.0,7.6915000000000004,130.7555,5.0
Pam Spray,07/28/2015,Food 4312,ea,3.0,0.0,0.0,0,0,0.0,0,2.0,2.497,4.994,1.0
Oregano,07/28/2015,Food 4312,cont oregano,5.099999904632568,0.0,0.0,0,0,0.0,0,5.099999904632568,20.596608228283454,105.04269999999998,0.0
Basil,07/28/2015,Food 4312,cont basil,5.099999904632568,0.0,0.0,0,0,0.0,0,5.099999904632568,21.81880432956928,111.2759,0.0
Sugar,07/28/2015,Food 4312,lb,40.0,25.0,0.0,0,0,25.0,0,45.0,0.5851999999999999,26.333999999999996,20.0
Mayo Packets,07/28/2015,Food 4312,Box 204,1.5,1.0,0.0,0,0,1.0,0,1.600000023841858,17.789999734908346,28.464,0.8999999761581421
Mustard Packets,07/28/2015,Food 4312,Box 500,1.7000000476837158,0.0,0.0,0,0,0.0,0,1.2000000476837158,5.879999766349802,7.056,0.5
Sweet n Low Packets,07/28/2015,Food 4312,Case  3000,0.335,0.0,0.0,0,0,0.0,0,0.335,23.232537313432832,7.7829,0.0
Pickles,07/28/2015,Sides 4313,ea,125.0,144.0,0.0,0,0,144.0,0,160.0,0.34809999999999997,55.696,109.0
Chip JJ Reg ,07/28/2015,Sides 4313,ea,164.0,180.0,0.0,0,0,180.0,0,192.0,0.3642,69.9264,152.0
Chip JJ BBQ ,07/28/2015,Sides 4313,ea,201.0,300.0,0.0,0,0,300.0,0,264.0,0.36419999999999997,96.1488,237.0
Chip JJ Jalapeno ,07/28/2015,Sides 4313,ea,219.0,180.0,0.0,0,0,180.0,0,188.0,0.3643,68.4884,211.0
Chip JJ S&V ,07/28/2015,Sides 4313,ea,191.0,240.0,0.0,0,0,240.0,0,243.0,0.3642,88.5006,188.0
Chip JJ Skinny ,07/28/2015,Sides 4313,ea,118.0,60.0,0.0,0,0,60.0,0,109.0,0.42969999999999997,46.8373,69.0
Cookie Oatmeal Raisin,07/28/2015,Sides 4313,ea,79.0,56.0,0.0,0,0,56.0,0,100.0,0.46340000000000003,46.34,35.0
Cookie JJ Triple Choc Chip,07/28/2015,Sides 4313,ea,163.0,112.0,0.0,0,0,112.0,0,143.0,0.5523,78.9789,132.0
Sysco Cup Foam Tall 12 oz,07/28/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,07/28/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,07/28/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Napkins,07/28/2015,Paper 4314,Pack 567,0.0,0.0,0.0,0,0,0.0,0,0.0,3.05,0.0,0.0
Cup 22oz JJ,07/28/2015,Paper 4314,ea,448.0,1000.0,0.0,0,0,1000.0,0,1051.0,0.0359,37.7309,397.0
Lid 22oz JJ,07/28/2015,Paper 4314,ea,1210.0,1000.0,0.0,0,0,1000.0,0,1700.0,0.010700000000000001,18.19,510.0
Cup 30oz JJ,07/28/2015,Paper 4314,ea,827.0,0.0,0.0,0,0,0.0,0,545.0,0.0598,32.591,282.0
Lid 30oz JJ,07/28/2015,Paper 4314,ea,1069.0,0.0,0.0,0,0,0.0,0,826.0,0.0185,15.280999999999999,243.0
Napkins,07/28/2015,Paper 4314,Pack 284,6.75,12.0,0.0,0,0,12.0,0,14.299999952316284,2.822503505915207,40.3618,4.450000047683716
Bags 8# JJ,07/28/2015,Paper 4314,Box 1000,1.100000023841858,1.0,0.0,0,0,1.0,0,1.399999976158142,42.46000072308951,59.44400000000001,0.7000000476837158
Wrap Sandwich,07/28/2015,Paper 4314,Box 1000,4.400000095367432,0.0,0.0,0,0,0.0,0,2.200000047683716,22.176681337515195,48.7887,2.200000047683716
8X10 Port Pap.,07/28/2015,Paper 4314,Box 500,11.899999618530273,12.0,0.0,0,0,12.0,0,15.25,2.7350032786885246,41.7088,8.649999618530273
Straws,07/28/2015,Paper 4314,Box 300,24.100000381469727,0.0,0.0,0,0,0.0,0,22.25,1.7575191011235958,39.1048,1.1100002288818356
Pan Liners,07/28/2015,Paper 4314,Box 1000,1.100000023841858,0.0,0.0,0,0,0.0,0,1.0,30.98,30.98,0.10000002384185791
Mylar,07/28/2015,Paper 4314,roll 5280,1.100000023841858,1.0,0.0,0,0,1.0,0,1.600000023841858,83.78262375154162,134.0522,0.5
Cucumber,07/28/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,07/28/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,07/28/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,07/28/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,07/28/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,07/28/2015,Produce 4315,Head Let,38.0,216.0,0.0,0,0,216.0,0,102.0,1.2350999999999999,125.98019999999998,152.0
Tomatoes,07/28/2015,Produce 4315,lb,20.5,225.0,0.0,0,0,225.0,0,112.0,1.1992999999999998,134.3216,133.5
Onions,07/28/2015,Produce 4315,lb,46.5,50.0,0.0,0,0,50.0,0,55.0,0.6524,35.882,41.5
Sprouts,07/28/2015,Produce 4315,lb,8.0,6.0,0.0,0,0,6.0,0,7.75,2.0652,16.0053,6.25
Celery,07/28/2015,Produce 4315,stalk,2.0,7.0,0.0,0,0,7.0,0,4.0,1.4192,5.6768,5.0
Cucumbers,07/28/2015,Produce 4315,ea,3.0,48.0,0.0,0,0,48.0,0,28.0,1.5451,43.2628,23.0
Syrup Coke,07/28/2015,Beverage 4316,gal,5.0,5.0,0.0,0,0,5.0,0,7.5,13.729999999999999,102.975,2.5
Syrup Diet Coke,07/28/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,3.0,13.729999999999999,41.19,2.5
Syrup Sprite,07/28/2015,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,7.0,13.73,96.11,0.5
Syrup Lemonade Light,07/28/2015,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,0.75,14.9,11.175,1.75
Syrup Mello Yellow,07/28/2015,Beverage 4316,gal,3.25,0.0,0.0,0,0,0.0,0,2.75,14.32,39.38,0.5
Syrup Dr. Pepper,07/28/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,5.5,13.46,74.03,2.5
Syrup Cherry Coke,07/28/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,5.5,13.73,75.515,2.5
Syrup Powerade,07/28/2015,Beverage 4316,gal,2.5,2.5,0.0,0,0,2.5,0,3.5,14.319999999999999,50.12,1.5
Tea Bag Brew Lipton,07/28/2015,Beverage 4316,ea,17.0,24.0,0.0,0,0,24.0,0,27.0,0.9512999999999999,25.6851,14.0
Water (bottle),07/28/2015,Beverage 4316,bottle,75.0,0.0,0.0,0,0,0.0,0,42.0,0.2792,11.7264,33.0
JJ Lunch Box,07/28/2015,Catering 4320,ea,238.0,0.0,0.0,0,0,0.0,0,222.0,0.32,71.04,16.0
"Tray Cater Cmbo 12"" w / dome lid",07/28/2015,Catering 4320,each,29.0,0.0,0.0,0,0,0.0,0,28.0,0.9317,26.0876,1.0
"Tray Cater Cmbo 16"" w / dome lid",07/28/2015,Catering 4320,each,26.0,0.0,0.0,0,0,0.0,0,22.0,1.7116,37.6552,4.0
Party Tray Bags,07/28/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,08/04/2015,Bread 4311,ea,1002.0,714.0,0.0,0,0,714.0,0,601.0,0.43879999999999997,263.7188,1115.0
Wheat,08/04/2015,Bread 4311,ea,52.0,48.0,0.0,0,0,48.0,0,53.0,1.4606,77.4118,47.0
Equal Sugar Substitute,08/04/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,08/04/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,08/04/2015,Food 4312,lb,43.75,38.3,0.0,0,0,38.3,0,31.25,3.174,99.1875,50.8
Salami,08/04/2015,Food 4312,lb,47.25,36.0,0.0,0,0,36.0,0,44.25,2.638,116.7315,39.0
Ham,08/04/2015,Food 4312,lb,140.0,81.15,0.0,0,0,81.15,0,94.75,1.9042005277044856,180.423,126.4
Turkey,08/04/2015,Food 4312,lb,231.0,80.65,0.0,0,0,80.65,0,161.75,2.9890003091190107,483.4708,149.89999999999998
Beef,08/04/2015,Food 4312,lb,89.25,61.8,0.0,0,0,61.8,0,72.5,4.406100689655172,319.4423,78.55000000000001
Bacon,08/04/2015,Food 4312,ea,713.0,1200.0,0.0,0,0,1200.0,0,591.0,0.1565,92.4915,1322.0
Cheese,08/04/2015,Food 4312,lb,129.0,106.37,0.0,0,0,106.37,0,103.5,2.3641004830917876,244.6844,131.87
Mayonnaise,08/04/2015,Food 4312,gal mayo,52.20000076293945,12.0,0.0,0,0,12.0,0,52.0,8.1603,424.3356,12.200000762939453
Oil,08/04/2015,Food 4312,gal oil,13.5,0.0,0.0,0,0,0.0,0,12.25,8.487697959183674,103.9743,1.25
Vinegar,08/04/2015,Food 4312,gal vinegar,14.0,0.0,0.0,0,0,0.0,0,13.399999618530273,3.893403095911598,52.1716,0.6000003814697266
Avocado,08/04/2015,Food 4312,avo can,11.75,12.0,0.0,0,0,12.0,0,11.25,3.21,36.1125,12.5
Peppers Cherry,08/04/2015,Food 4312,Gal Peppers,25.5,4.0,0.0,0,0,4.0,0,26.25,7.454099047619048,195.6701,3.25
Mustard Dijon,08/04/2015,Food 4312,jar dijon,13.0,6.0,0.0,0,0,6.0,0,16.75,5.241802985074627,87.8002,2.25
Soy Sauce,08/04/2015,Food 4312,gal soy,4.400000095367432,0.0,0.0,0,0,0.0,0,4.199999809265137,9.430690904467033,39.6089,0.20000028610229492
Tuna,08/04/2015,Food 4312,can tuna,17.0,0.0,0.0,0,0,0.0,0,11.75,7.691497872340426,90.3751,5.25
Pam Spray,08/04/2015,Food 4312,ea,2.0,0.0,0.0,0,0,0.0,0,2.0,2.497,4.994,0.0
Oregano,08/04/2015,Food 4312,cont oregano,5.099999904632568,0.0,0.0,0,0,0.0,0,5.0,20.596600000000002,102.983,0.09999990463256836
Basil,08/04/2015,Food 4312,cont basil,5.099999904632568,0.0,0.0,0,0,0.0,0,5.0,21.8188,109.094,0.09999990463256836
Sugar,08/04/2015,Food 4312,lb,45.0,0.0,0.0,0,0,0.0,0,20.0,0.5852,11.704,25.0
Mayo Packets,08/04/2015,Food 4312,Box 204,1.600000023841858,0.0,0.0,0,0,0.0,0,0.75,17.79,13.3425,0.8500000238418579
Mustard Packets,08/04/2015,Food 4312,Box 500,1.2000000476837158,0.0,0.0,0,0,0.0,0,0.75,5.88,4.41,0.4500000476837158
Sweet n Low Packets,08/04/2015,Food 4312,Case  3000,0.335,0.0,0.0,0,0,0.0,0,0.335,23.232537313432832,7.7829,0.0
Pickles,08/04/2015,Sides 4313,ea,160.0,72.0,0.0,0,0,72.0,0,88.0,0.3481,30.632800000000003,144.0
Chip JJ Reg ,08/04/2015,Sides 4313,ea,192.0,120.0,0.0,0,0,120.0,0,137.0,0.3642,49.8954,175.0
Chip JJ BBQ ,08/04/2015,Sides 4313,ea,264.0,240.0,0.0,0,0,240.0,0,228.0,0.36419999999999997,83.0376,276.0
Chip JJ Jalapeno ,08/04/2015,Sides 4313,ea,188.0,180.0,0.0,0,0,180.0,0,142.0,0.3642,51.7164,226.0
Chip JJ S&V ,08/04/2015,Sides 4313,ea,243.0,120.0,0.0,0,0,120.0,0,165.0,0.3642,60.093,198.0
Chip JJ Skinny ,08/04/2015,Sides 4313,ea,109.0,60.0,0.0,0,0,60.0,0,105.0,0.42969999999999997,45.1185,64.0
Cookie Oatmeal Raisin,08/04/2015,Sides 4313,ea,100.0,0.0,0.0,0,0,0.0,0,65.0,0.4634,30.121,35.0
Cookie JJ Triple Choc Chip,08/04/2015,Sides 4313,ea,143.0,112.0,0.0,0,0,112.0,0,117.0,0.5528,64.6776,138.0
Sysco Cup Foam Tall 12 oz,08/04/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,08/04/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,08/04/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Napkins,08/04/2015,Paper 4314,Pack 567,0.0,0.0,0.0,0,0,0.0,0,0.0,3.05,0.0,0.0
Cup 22oz JJ,08/04/2015,Paper 4314,ea,1051.0,0.0,0.0,0,0,0.0,0,604.0,0.035899999999999994,21.683599999999995,447.0
Lid 22oz JJ,08/04/2015,Paper 4314,ea,1700.0,0.0,0.0,0,0,0.0,0,1346.0,0.010700000000000001,14.402200000000002,354.0
Cup 30oz JJ,08/04/2015,Paper 4314,ea,545.0,750.0,0.0,0,0,750.0,0,962.0,0.0598,57.5276,333.0
Lid 30oz JJ,08/04/2015,Paper 4314,ea,826.0,1000.0,0.0,0,0,1000.0,0,1479.0,0.0183,27.0657,347.0
Napkins,08/04/2015,Paper 4314,Pack 284,14.299999952316284,0.0,0.0,0,0,0.0,0,10.0,2.8225000000000002,28.225,4.299999952316284
Bags 8# JJ,08/04/2015,Paper 4314,Box 1000,1.399999976158142,0.0,0.0,0,0,0.0,0,0.699999988079071,42.46000072308951,29.722000000000005,0.699999988079071
Wrap Sandwich,08/04/2015,Paper 4314,Box 1000,2.200000047683716,3.0,0.0,0,0,3.0,0,2.5,22.17672,55.4418,2.700000047683716
8X10 Port Pap.,08/04/2015,Paper 4314,Box 500,15.25,0.0,0.0,0,0,0.0,0,5.5,2.735,15.042499999999999,9.75
Straws,08/04/2015,Paper 4314,Box 300,22.25,0.0,0.0,0,0,0.0,0,19.5,1.7575179487179478,34.2716,2.750000000000001
Pan Liners,08/04/2015,Paper 4314,Box 1000,1.0,0.0,0.0,0,0,0.0,0,0.8999999761581421,30.980000820689753,27.882,0.10000002384185791
Mylar,08/04/2015,Paper 4314,roll 5280,1.600000023841858,0.0,0.0,0,0,0.0,0,1.399999976158142,83.78257285538014,117.2956,0.20000004768371582
Cucumber,08/04/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,08/04/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,08/04/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,08/04/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,08/04/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,08/04/2015,Produce 4315,Head Let,102.0,168.0,0.0,0,0,168.0,0,75.0,1.2475999999999998,93.57,195.0
Tomatoes,08/04/2015,Produce 4315,lb,112.0,125.0,0.0,0,0,125.0,0,66.0,1.1448,75.55680000000001,171.0
Onions,08/04/2015,Produce 4315,lb,55.0,0.0,0.0,0,0,0.0,0,16.0,0.6766,10.8256,39.0
Sprouts,08/04/2015,Produce 4315,lb,7.75,6.0,0.0,0,0,6.0,0,4.25,1.7950117647058823,7.6288,9.5
Celery,08/04/2015,Produce 4315,stalk,4.0,6.0,0.0,0,0,6.0,0,4.0,1.63,6.52,6.0
Cucumbers,08/04/2015,Produce 4315,ea,28.0,0.0,0.0,0,0,0.0,0,6.0,1.0383,6.2298,22.0
Syrup Coke,08/04/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,6.0,13.729999999999999,82.38,1.5
Syrup Diet Coke,08/04/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,7.0,13.73,96.11,1.0
Syrup Sprite,08/04/2015,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,4.5,13.729999999999999,61.785,2.5
Syrup Lemonade Light,08/04/2015,Beverage 4316,gal,0.75,2.5,0.0,0,0,2.5,0,1.5,14.9,22.35,1.75
Syrup Mello Yellow,08/04/2015,Beverage 4316,gal,2.75,0.0,0.0,0,0,0.0,0,1.5,14.32,21.48,1.25
Syrup Dr. Pepper,08/04/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,1.5,13.46,20.19,4.0
Syrup Cherry Coke,08/04/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.5,13.73,34.325,3.0
Syrup Powerade,08/04/2015,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,1.5,14.32,21.48,2.0
Tea Bag Brew Lipton,08/04/2015,Beverage 4316,ea,27.0,0.0,0.0,0,0,0.0,0,11.0,0.9512999999999999,10.4643,16.0
Water (bottle),08/04/2015,Beverage 4316,bottle,42.0,48.0,0.0,0,0,48.0,0,48.0,0.2792,13.4016,42.0
JJ Lunch Box,08/04/2015,Catering 4320,ea,222.0,0.0,0.0,0,0,0.0,0,214.0,0.32,68.48,8.0
"Tray Cater Cmbo 12"" w / dome lid",08/04/2015,Catering 4320,each,28.0,0.0,0.0,0,0,0.0,0,26.0,0.9317,24.2242,2.0
"Tray Cater Cmbo 16"" w / dome lid",08/04/2015,Catering 4320,each,22.0,0.0,0.0,0,0,0.0,0,14.0,1.7116,23.9624,8.0
Party Tray Bags,08/04/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,08/11/2015,Bread 4311,ea,601.0,1218.0,0.0,0,0,1218.0,0,726.0,0.4388,318.5688,1093.0
Wheat,08/11/2015,Bread 4311,ea,53.0,48.0,0.0,0,0,48.0,0,53.0,1.4606,77.4118,48.0
Equal Sugar Substitute,08/11/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,08/11/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,08/11/2015,Food 4312,lb,31.25,36.05,0.0,0,0,36.05,0,40.0,3.3685,134.74,27.299999999999997
Salami,08/11/2015,Food 4312,lb,44.25,35.55,0.0,0,0,35.55,0,48.0,2.7677,132.8496,31.799999999999997
Ham,08/11/2015,Food 4312,lb,94.75,127.25,0.0,0,0,127.25,0,101.5,2.0638,209.47570000000002,120.5
Turkey,08/11/2015,Food 4312,lb,161.75,246.6,0.0,0,0,246.6,0,261.0,3.518,918.198,147.35000000000002
Beef,08/11/2015,Food 4312,lb,72.5,62.25,0.0,0,0,62.25,0,71.25,4.7016,334.989,63.5
Bacon,08/11/2015,Food 4312,ea,591.0,1800.0,0.0,0,0,1800.0,0,1009.0,0.1728,174.3552,1382.0
Cheese,08/11/2015,Food 4312,lb,103.5,142.64,0.0,0,0,142.64,0,114.25,2.364,270.087,131.89
Mayonnaise,08/11/2015,Food 4312,gal mayo,52.0,12.0,0.0,0,0,12.0,0,52.25,8.1602009569378,426.37050000000005,11.75
Oil,08/11/2015,Food 4312,gal oil,12.25,0.0,0.0,0,0,0.0,0,10.75,8.487702325581395,91.2428,1.5
Vinegar,08/11/2015,Food 4312,gal vinegar,13.399999618530273,0.0,0.0,0,0,0.0,0,12.5,3.8933999999999997,48.6675,0.8999996185302734
Avocado,08/11/2015,Food 4312,avo can,11.25,12.0,0.0,0,0,12.0,0,10.5,3.21,33.705,12.75
Peppers Cherry,08/11/2015,Food 4312,Gal Peppers,26.25,0.0,0.0,0,0,0.0,0,23.0,7.4540999999999995,171.4443,3.25
Mustard Dijon,08/11/2015,Food 4312,jar dijon,16.75,0.0,0.0,0,0,0.0,0,14.5,5.2418000000000005,76.0061,2.25
Soy Sauce,08/11/2015,Food 4312,gal soy,4.199999809265137,0.0,0.0,0,0,0.0,0,4.099999904632568,9.43070753643472,38.6659,0.09999990463256836
Tuna,08/11/2015,Food 4312,can tuna,11.75,6.0,0.0,0,0,6.0,0,12.25,7.688497959183674,94.1841,5.5
Pam Spray,08/11/2015,Food 4312,ea,2.0,6.0,0.0,0,0,6.0,0,8.0,2.4955,19.964,0.0
Oregano,08/11/2015,Food 4312,cont oregano,5.0,0.0,0.0,0,0,0.0,0,4.75,20.59661052631579,97.8339,0.25
Basil,08/11/2015,Food 4312,cont basil,5.0,0.0,0.0,0,0,0.0,0,4.75,21.8188,103.63929999999999,0.25
Sugar,08/11/2015,Food 4312,lb,20.0,25.0,0.0,0,0,25.0,0,20.0,0.5852,11.704,25.0
Mayo Packets,08/11/2015,Food 4312,Box 204,0.75,2.0,0.0,0,0,2.0,0,1.5,17.79,26.685,1.25
Mustard Packets,08/11/2015,Food 4312,Box 500,0.75,2.0,0.0,0,0,2.0,0,2.25,5.88,13.23,0.5
Sweet n Low Packets,08/11/2015,Food 4312,Case  3000,0.335,0.0,0.0,0,0,0.0,0,0.2680000039935112,23.232462340376497,6.2263,0.06699999600648882
Pickles,08/11/2015,Sides 4313,ea,88.0,144.0,0.0,0,0,144.0,0,101.0,0.34809999999999997,35.1581,131.0
