item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Mini Loaf,01/06/2015,Bread 4311,ea,485.0,1134.0,0.0,0,0,1134.0,0,712.0,0.43879999999999997,312.4256,907.0
Wheat,01/06/2015,Bread 4311,ea,20.0,64.0,0.0,0,0,64.0,0,37.0,1.4606000000000001,54.0422,47.0
Equal Sugar Substitute,01/06/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,01/06/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,01/06/2015,Food 4312,lb,13.75,32.4,0.0,0,0,32.4,0,17.0,3.56,60.52,29.15
Salami,01/06/2015,Food 4312,lb,34.75,35.3,0.0,0,0,35.3,0,43.5,3.2007011494252877,139.2305,26.549999999999997
Ham,01/06/2015,Food 4312,lb,78.25,122.3,0.0,0,0,122.3,0,115.0,3.142,361.33,85.55000000000001
Turkey,01/06/2015,Food 4312,lb,85.25,158.4,0.0,0,0,158.4,0,132.0,2.735,361.02,111.65
Beef,01/06/2015,Food 4312,lb,68.0,55.9,0.0,0,0,55.9,0,60.75,4.558,276.8985,63.150000000000006
Bacon,01/06/2015,Food 4312,ea,550.0,1800.0,0.0,0,0,1800.0,0,1200.0,0.17880000000000001,214.56000000000003,1150.0
Cheese,01/06/2015,Food 4312,lb,82.0,139.53,0.0,0,0,139.53,0,100.5,2.6950000000000003,270.8475,121.03
Mayonnaise,01/06/2015,Food 4312,gal mayo,44.75,12.0,0.0,0,0,12.0,0,47.0,8.628499999999999,405.5395,9.75
Oil,01/06/2015,Food 4312,gal oil,9.0,6.0,0.0,0,0,6.0,0,13.5,8.556703703703704,115.5155,1.5
Vinegar,01/06/2015,Food 4312,gal vinegar,9.0,4.0,0.0,0,0,4.0,0,12.25,3.951102040816327,48.401,0.75
Avocado,01/06/2015,Food 4312,avo can,10.0,12.0,0.0,0,0,12.0,0,14.0,3.21,44.94,8.0
Peppers Cherry,01/06/2015,Food 4312,Gal Peppers,19.5,4.0,0.0,0,0,4.0,0,21.25,7.561802352941176,160.6883,2.25
Mustard Dijon,01/06/2015,Food 4312,jar dijon,10.0,6.0,0.0,0,0,6.0,0,14.5,5.255503448275863,76.2048,1.5
Soy Sauce,01/06/2015,Food 4312,gal soy,1.5,0.0,0.0,0,0,0.0,0,1.3,9.715307692307691,12.6299,0.19999999999999996
Tuna,01/06/2015,Food 4312,can tuna,15.5,6.0,0.0,0,0,6.0,0,17.0,8.6523,147.0891,4.5
Pam Spray,01/06/2015,Food 4312,ea,4.0,0.0,0.0,0,0,0.0,0,3.0,2.5223999999999998,7.5672,1.0
Oregano,01/06/2015,Food 4312,cont oregano,1.8,0.0,0.0,0,0,0.0,0,1.7,20.803,35.3651,0.10000000000000009
Basil,01/06/2015,Food 4312,cont basil,1.8,0.0,0.0,0,0,0.0,0,1.7,5.0,8.5,0.10000000000000009
Sugar,01/06/2015,Food 4312,lb,10.0,60.0,0.0,0,0,60.0,0,45.0,0.4537,20.4165,25.0
Mayo Packets,01/06/2015,Food 4312,Box 204,1.2,0.0,0.0,0,0,0.0,0,0.5,19.7308,9.8654,0.7
Mustard Packets,01/06/2015,Food 4312,Box 500,0.8,1.0,0.0,0,0,1.0,0,1.4,5.882571428571429,8.2356,0.40000000000000013
Sweet n Low Packets,01/06/2015,Food 4312,Case  3000,0.67,0.0,0.0,0,0,0.0,0,0.67,23.232537313432832,15.5658,0.0
Pickles,01/06/2015,Sides 4313,ea,132.0,72.0,0.0,0,0,72.0,0,122.0,0.3481,42.4682,82.0
Chip JJ Reg ,01/06/2015,Sides 4313,ea,135.0,180.0,0.0,0,0,180.0,0,204.0,0.3655,74.562,111.0
Chip JJ BBQ ,01/06/2015,Sides 4313,ea,192.0,300.0,0.0,0,0,300.0,0,286.0,0.36629999999999996,104.7618,206.0
Chip JJ Jalapeno ,01/06/2015,Sides 4313,ea,177.0,240.0,0.0,0,0,240.0,0,186.0,0.3664,68.1504,231.0
Chip JJ S&V ,01/06/2015,Sides 4313,ea,157.0,180.0,0.0,0,0,180.0,0,177.0,0.3666,64.8882,160.0
Chip JJ Skinny ,01/06/2015,Sides 4313,ea,121.0,60.0,0.0,0,0,60.0,0,138.0,0.4318,59.5884,43.0
Cookie Oatmeal Raisin,01/06/2015,Sides 4313,ea,79.0,56.0,0.0,0,0,56.0,0,106.0,0.4635,49.131,29.0
Cookie JJ Triple Choc Chip,01/06/2015,Sides 4313,ea,131.0,112.0,0.0,0,0,112.0,0,137.0,0.5477,75.0349,106.0
Sysco Cup Foam Tall 12 oz,01/06/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/06/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/06/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,01/06/2015,Paper 4314,ea,359.0,1000.0,0.0,0,0,1000.0,0,934.0,0.0354,33.0636,425.0
Lid 22oz JJ,01/06/2015,Paper 4314,ea,850.0,1000.0,0.0,0,0,1000.0,0,1491.0,0.012,17.892,359.0
Cup 30oz JJ,01/06/2015,Paper 4314,ea,542.0,750.0,0.0,0,0,750.0,0,1129.0,0.059000000000000004,66.611,163.0
Lid 30oz JJ,01/06/2015,Paper 4314,ea,1301.0,0.0,0.0,0,0,0.0,0,1090.0,0.0203,22.127,211.0
Napkins,01/06/2015,Paper 4314,Pack 284,3.0,12.0,0.0,0,0,12.0,0,11.5,2.795,32.1425,3.5
Bags 8# JJ,01/06/2015,Paper 4314,Box 1000,1.25,0.0,0.0,0,0,0.0,0,0.75,42.46,31.845,0.5
Wrap Sandwich,01/06/2015,Paper 4314,Box 1000,1.25,3.0,0.0,0,0,3.0,0,2.2,22.176681818181816,48.7887,2.05
8X10 Port Pap.,01/06/2015,Paper 4314,Box 500,5.0,12.0,0.0,0,0,12.0,0,9.5,2.7350000000000003,25.9825,7.5
Straws,01/06/2015,Paper 4314,Box 300,21.5,0.0,0.0,0,0,0.0,0,19.0,1.7575210526315759,33.3929,1.5
Pan Liners,01/06/2015,Paper 4314,Box 1000,0.7,0.0,0.0,0,0,0.0,0,0.6,31.145000000000003,18.687,0.09999999999999998
Mylar,01/06/2015,Paper 4314,roll 5280,1.2,0.0,0.0,0,0,0.0,0,1.1,82.88190909090909,91.1701,0.09999999999999987
Cucumber,01/06/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,01/06/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,01/06/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,01/06/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,01/06/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,01/06/2015,Produce 4315,Head Let,85.0,72.0,0.0,0,0,72.0,0,36.0,0.9548999999999999,34.3764,121.0
Tomatoes,01/06/2015,Produce 4315,lb,90.0,100.0,0.0,0,0,100.0,0,72.5,1.056,76.56,117.5
Onions,01/06/2015,Produce 4315,lb,20.0,50.0,0.0,0,0,50.0,0,40.0,0.403,16.12,30.0
Sprouts,01/06/2015,Produce 4315,lb,5.0,6.0,0.0,0,0,6.0,0,3.0,1.6749,5.0247,8.0
Celery,01/06/2015,Produce 4315,stalk,3.0,3.0,0.0,0,0,3.0,0,2.3,1.28,2.944,3.7
Cucumbers,01/06/2015,Produce 4315,ea,6.0,42.0,0.0,0,0,42.0,0,20.0,0.922,18.44,28.0
Syrup Coke,01/06/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.5,13.209999999999999,33.025,3.0
Syrup Diet Coke,01/06/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,7.5,13.5396,101.547,0.5
Syrup Sprite,01/06/2015,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,2.0,13.21,26.42,0.5
Syrup Lemonade Light,01/06/2015,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,3.5,14.34,50.19,0.25
Syrup Mello Yellow,01/06/2015,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,2.5,13.780000000000001,34.45,1.25
Syrup Dr. Pepper,01/06/2015,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,5.5,13.3104,73.2072,2.0
Syrup Cherry Coke,01/06/2015,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,3.0,13.21,39.63,4.0
Syrup Powerade,01/06/2015,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,1.25,13.780000000000001,17.225,1.75
Tea Bag Brew Lipton,01/06/2015,Beverage 4316,ea,18.0,24.0,0.0,0,0,24.0,0,28.0,0.9512999999999999,26.6364,14.0
Water (bottle),01/06/2015,Beverage 4316,bottle,48.0,48.0,0.0,0,0,48.0,0,62.0,0.2792,17.3104,34.0
JJ Lunch Box,01/06/2015,Catering 4320,ea,82.0,0.0,0.0,0,0,0.0,0,82.0,0.32339999999999997,26.5188,0.0
"Tray Cater Cmbo 12"" w / dome lid",01/06/2015,Catering 4320,each,8.0,25.0,0.0,0,0,25.0,0,33.0,0.9577,31.6041,0.0
"Tray Cater Cmbo 16"" w / dome lid",01/06/2015,Catering 4320,each,2.0,25.0,0.0,0,0,25.0,0,27.0,1.7744,47.9088,0.0
Party Tray Bags,01/06/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,01/13/2015,Bread 4311,ea,712.0,924.0,0.0,0,0,924.0,0,724.0,0.43879999999999997,317.6912,912.0
Wheat,01/13/2015,Bread 4311,ea,37.0,48.0,0.0,0,0,48.0,0,29.0,1.4606,42.3574,56.0
Equal Sugar Substitute,01/13/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,01/13/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,01/13/2015,Food 4312,lb,17.0,33.5,0.0,0,0,33.5,0,26.0,3.56,92.56,24.5
Salami,01/13/2015,Food 4312,lb,43.5,0.0,0.0,0,0,0.0,0,20.0,3.2007,64.014,23.5
Ham,01/13/2015,Food 4312,lb,115.0,81.05,0.0,0,0,81.05,0,112.5,3.1420000000000003,353.475,83.55000000000001
Turkey,01/13/2015,Food 4312,lb,132.0,122.45,0.0,0,0,122.45,0,141.75,2.735000352733686,387.6863,112.69999999999999
Beef,01/13/2015,Food 4312,lb,60.75,70.35,0.0,0,0,70.35,0,78.75,4.5572,358.8795,52.349999999999994
Bacon,01/13/2015,Food 4312,ea,1200.0,600.0,0.0,0,0,600.0,0,747.0,0.17880000000000001,133.5636,1053.0
Cheese,01/13/2015,Food 4312,lb,100.5,106.23,0.0,0,0,106.23,0,132.5,2.695,357.0875,74.23000000000002
Mayonnaise,01/13/2015,Food 4312,gal mayo,47.0,12.0,0.0,0,0,12.0,0,51.0,8.5201,434.52509999999995,8.0
Oil,01/13/2015,Food 4312,gal oil,13.5,0.0,0.0,0,0,0.0,0,12.5,8.556704,106.9588,1.0
Vinegar,01/13/2015,Food 4312,gal vinegar,12.25,0.0,0.0,0,0,0.0,0,11.5,3.951104347826087,45.4377,0.75
Avocado,01/13/2015,Food 4312,avo can,14.0,12.0,0.0,0,0,12.0,0,12.0,3.2100000000000004,38.52,14.0
Peppers Cherry,01/13/2015,Food 4312,Gal Peppers,21.25,4.0,0.0,0,0,4.0,0,22.5,7.543200000000001,169.722,2.75
Mustard Dijon,01/13/2015,Food 4312,jar dijon,14.5,0.0,0.0,0,0,0.0,0,12.75,5.255498039215686,67.0076,1.75
Soy Sauce,01/13/2015,Food 4312,gal soy,1.3,0.0,0.0,0,0,0.0,0,1.25,9.71528,12.1441,0.050000000000000044
Tuna,01/13/2015,Food 4312,can tuna,17.0,6.0,0.0,0,0,6.0,0,19.0,8.6683,164.6977,4.0
Pam Spray,01/13/2015,Food 4312,ea,3.0,0.0,0.0,0,0,0.0,0,3.0,2.5223999999999998,7.5672,0.0
Oregano,01/13/2015,Food 4312,cont oregano,1.7,0.0,0.0,0,0,0.0,0,1.5,20.803,31.204500000000003,0.19999999999999996
Basil,01/13/2015,Food 4312,cont basil,1.7,0.0,0.0,0,0,0.0,0,1.5,5.0,7.5,0.19999999999999996
Sugar,01/13/2015,Food 4312,lb,45.0,0.0,0.0,0,0,0.0,0,30.0,0.45370000000000005,13.611,15.0
Mayo Packets,01/13/2015,Food 4312,Box 204,0.5,1.0,0.0,0,0,1.0,0,1.0,18.0811,18.0811,0.5
Mustard Packets,01/13/2015,Food 4312,Box 500,1.4,0.0,0.0,0,0,0.0,0,1.0,5.8826,5.8826,0.3999999999999999
Sweet n Low Packets,01/13/2015,Food 4312,Case  3000,0.67,0.0,0.0,0,0,0.0,0,0.67,23.232537313432832,15.5658,0.0
Pickles,01/13/2015,Sides 4313,ea,122.0,72.0,0.0,0,0,72.0,0,108.0,0.3481,37.5948,86.0
Chip JJ Reg ,01/13/2015,Sides 4313,ea,204.0,120.0,0.0,0,0,120.0,0,178.0,0.3655,65.059,146.0
Chip JJ BBQ ,01/13/2015,Sides 4313,ea,286.0,240.0,0.0,0,0,240.0,0,333.0,0.3659,121.8447,193.0
Chip JJ Jalapeno ,01/13/2015,Sides 4313,ea,186.0,180.0,0.0,0,0,180.0,0,257.0,0.3658,94.0106,109.0
Chip JJ S&V ,01/13/2015,Sides 4313,ea,177.0,180.0,0.0,0,0,180.0,0,191.0,0.3659,69.8869,166.0
Chip JJ Skinny ,01/13/2015,Sides 4313,ea,138.0,60.0,0.0,0,0,60.0,0,139.0,0.4308,59.8812,59.0
Cookie Oatmeal Raisin,01/13/2015,Sides 4313,ea,106.0,0.0,0.0,0,0,0.0,0,75.0,0.4635,34.7625,31.0
Cookie JJ Triple Choc Chip,01/13/2015,Sides 4313,ea,137.0,56.0,0.0,0,0,56.0,0,99.0,0.5477,54.2223,94.0
Sysco Cup Foam Tall 12 oz,01/13/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/13/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/13/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,01/13/2015,Paper 4314,ea,934.0,0.0,0.0,0,0,0.0,0,568.0,0.0354,20.1072,366.0
Lid 22oz JJ,01/13/2015,Paper 4314,ea,1491.0,0.0,0.0,0,0,0.0,0,1177.0,0.012,14.124,314.0
Cup 30oz JJ,01/13/2015,Paper 4314,ea,1129.0,0.0,0.0,0,0,0.0,0,946.0,0.059,55.814,183.0
Lid 30oz JJ,01/13/2015,Paper 4314,ea,1090.0,0.0,0.0,0,0,0.0,0,952.0,0.020300000000000002,19.3256,138.0
Napkins,01/13/2015,Paper 4314,Pack 284,11.5,0.0,0.0,0,0,0.0,0,9.0,2.795,25.155,2.5
Bags 8# JJ,01/13/2015,Paper 4314,Box 1000,0.75,1.0,0.0,0,0,1.0,0,1.25,42.46,53.075,0.5
Wrap Sandwich,01/13/2015,Paper 4314,Box 1000,2.2,3.0,0.0,0,0,3.0,0,3.5,22.176714285714286,77.6185,1.7000000000000002
8X10 Port Pap.,01/13/2015,Paper 4314,Box 500,9.5,12.0,0.0,0,0,12.0,0,15.5,2.735,42.3925,6.0
Straws,01/13/2015,Paper 4314,Box 300,19.0,0.0,0.0,0,0,0.0,0,19.0,1.757515789473684,33.3928,0.0
Pan Liners,01/13/2015,Paper 4314,Box 1000,0.6,0.0,0.0,0,0,0.0,0,0.5,31.145,15.5725,0.09999999999999998
Mylar,01/13/2015,Paper 4314,roll 5280,1.1,0.0,0.0,0,0,0.0,0,0.75,82.88186666666667,62.1614,0.3500000000000001
Cucumber,01/13/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,01/13/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,01/13/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,01/13/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,01/13/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,01/13/2015,Produce 4315,Head Let,36.0,192.0,0.0,0,0,192.0,0,82.0,1.8012,147.6984,146.0
Tomatoes,01/13/2015,Produce 4315,lb,72.5,150.0,0.0,0,0,150.0,0,112.5,1.1517004444444445,129.5663,110.0
Onions,01/13/2015,Produce 4315,lb,40.0,50.0,0.0,0,0,50.0,0,60.0,0.39299999999999996,23.58,30.0
Sprouts,01/13/2015,Produce 4315,lb,3.0,12.0,0.0,0,0,12.0,0,7.5,1.675,12.5625,7.5
Celery,01/13/2015,Produce 4315,stalk,2.3,0.0,0.0,0,0,0.0,0,2.0,1.28,2.56,0.2999999999999998
Cucumbers,01/13/2015,Produce 4315,ea,20.0,24.0,0.0,0,0,24.0,0,20.0,0.9541999999999999,19.084,24.0
Syrup Coke,01/13/2015,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,7.5,13.588906666666666,101.9168,0.0
Syrup Diet Coke,01/13/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,7.0,13.539599999999998,94.7772,0.5
Syrup Sprite,01/13/2015,Beverage 4316,gal,2.0,0.0,0.0,0,0,0.0,0,1.25,13.209999999999999,16.5125,0.75
Syrup Lemonade Light,01/13/2015,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,3.0,14.340000000000002,43.02,0.5
Syrup Mello Yellow,01/13/2015,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,1.75,13.78,24.115,0.75
Syrup Dr. Pepper,01/13/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.5,13.310400000000001,33.276,3.0
Syrup Cherry Coke,01/13/2015,Beverage 4316,gal,3.0,5.0,0.0,0,0,5.0,0,7.5,13.5434,101.5755,0.5
Syrup Powerade,01/13/2015,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.75,14.139999999999999,53.025,0.0
Tea Bag Brew Lipton,01/13/2015,Beverage 4316,ea,28.0,0.0,0.0,0,0,0.0,0,14.0,0.9512999999999999,13.3182,14.0
Water (bottle),01/13/2015,Beverage 4316,bottle,62.0,48.0,0.0,0,0,48.0,0,87.0,0.2792,24.2904,23.0
JJ Lunch Box,01/13/2015,Catering 4320,ea,82.0,0.0,0.0,0,0,0.0,0,82.0,0.32339999999999997,26.5188,0.0
"Tray Cater Cmbo 12"" w / dome lid",01/13/2015,Catering 4320,each,33.0,0.0,0.0,0,0,0.0,0,30.0,0.9577000000000001,28.731,3.0
"Tray Cater Cmbo 16"" w / dome lid",01/13/2015,Catering 4320,each,27.0,0.0,0.0,0,0,0.0,0,24.0,1.7744,42.5856,3.0
Party Tray Bags,01/13/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,01/20/2015,Bread 4311,ea,724.0,840.0,0.0,0,0,840.0,0,641.0,0.4388,281.2708,923.0
Wheat,01/20/2015,Bread 4311,ea,29.0,48.0,0.0,0,0,48.0,0,30.0,1.4606,43.818,47.0
Equal Sugar Substitute,01/20/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,01/20/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,01/20/2015,Food 4312,lb,26.0,33.4,0.0,0,0,33.4,0,27.0,3.56,96.12,32.4
Salami,01/20/2015,Food 4312,lb,20.0,38.1,0.0,0,0,38.1,0,27.0,3.2007,86.4189,31.1
Ham,01/20/2015,Food 4312,lb,112.5,83.25,0.0,0,0,83.25,0,87.5,3.1420000000000003,274.925,108.25
Turkey,01/20/2015,Food 4312,lb,141.75,98.6,0.0,0,0,98.6,0,107.0,2.735,292.645,133.35
Beef,01/20/2015,Food 4312,lb,78.75,64.7,0.0,0,0,64.7,0,78.0,4.5572,355.4616,65.44999999999999
Bacon,01/20/2015,Food 4312,ea,747.0,1200.0,0.0,0,0,1200.0,0,942.0,0.1788,168.4296,1005.0
Cheese,01/20/2015,Food 4312,lb,132.5,71.26,0.0,0,0,71.26,0,83.25,2.6950006006006006,224.3588,120.50999999999999
Mayonnaise,01/20/2015,Food 4312,gal mayo,51.0,12.0,0.0,0,0,12.0,0,52.0,8.520100000000001,443.0452000000001,11.0
Oil,01/20/2015,Food 4312,gal oil,12.5,0.0,0.0,0,0,0.0,0,11.25,8.556702222222222,96.2629,1.25
Vinegar,01/20/2015,Food 4312,gal vinegar,11.5,0.0,0.0,0,0,0.0,0,10.6,3.951103773584906,41.8817,0.9000000000000004
Avocado,01/20/2015,Food 4312,avo can,12.0,12.0,0.0,0,0,12.0,0,13.0,3.21,41.73,11.0
Peppers Cherry,01/20/2015,Food 4312,Gal Peppers,22.5,4.0,0.0,0,0,4.0,0,23.5,7.5432,177.2652,3.0
Mustard Dijon,01/20/2015,Food 4312,jar dijon,12.75,0.0,0.0,0,0,0.0,0,10.8,5.2555,56.7594,1.9499999999999993
Soy Sauce,01/20/2015,Food 4312,gal soy,1.25,0.0,0.0,0,0,0.0,0,1.1,9.715272727272726,10.6868,0.1499999999999999
Tuna,01/20/2015,Food 4312,can tuna,19.0,0.0,0.0,0,0,0.0,0,13.5,8.668303703703703,117.0221,5.5
Pam Spray,01/20/2015,Food 4312,ea,3.0,0.0,0.0,0,0,0.0,0,2.0,2.5224,5.0448,1.0
Oregano,01/20/2015,Food 4312,cont oregano,1.5,0.0,0.0,0,0,0.0,0,1.5,20.803,31.204500000000003,0.0
Basil,01/20/2015,Food 4312,cont basil,1.5,0.0,0.0,0,0,0.0,0,1.5,5.0,7.5,0.0
Sugar,01/20/2015,Food 4312,lb,30.0,10.0,0.0,0,0,10.0,0,5.0,0.4248,2.124,35.0
Mayo Packets,01/20/2015,Food 4312,Box 204,1.0,1.0,0.0,0,0,1.0,0,1.3,18.081076923076925,23.5054,0.7
Mustard Packets,01/20/2015,Food 4312,Box 500,1.0,1.0,0.0,0,0,1.0,0,1.8,5.88261111111111,10.5887,0.19999999999999996
Sweet n Low Packets,01/20/2015,Food 4312,Case  3000,0.67,0.0,0.0,0,0,0.0,0,0.6030000000000001,23.23250414593698,14.0092,0.06699999999999995
Pickles,01/20/2015,Sides 4313,ea,108.0,72.0,0.0,0,0,72.0,0,74.0,0.34809999999999997,25.759399999999996,106.0
Chip JJ Reg ,01/20/2015,Sides 4313,ea,178.0,120.0,0.0,0,0,120.0,0,151.0,0.3655,55.1905,147.0
Chip JJ BBQ ,01/20/2015,Sides 4313,ea,333.0,180.0,0.0,0,0,180.0,0,280.0,0.3659,102.452,233.0
Chip JJ Jalapeno ,01/20/2015,Sides 4313,ea,257.0,120.0,0.0,0,0,120.0,0,202.0,0.36579999999999996,73.8916,175.0
Chip JJ S&V ,01/20/2015,Sides 4313,ea,191.0,180.0,0.0,0,0,180.0,0,171.0,0.3659,62.5689,200.0
Chip JJ Skinny ,01/20/2015,Sides 4313,ea,139.0,60.0,0.0,0,0,60.0,0,129.0,0.4308,55.5732,70.0
Cookie Oatmeal Raisin,01/20/2015,Sides 4313,ea,75.0,56.0,0.0,0,0,56.0,0,86.0,0.46349999999999997,39.861,45.0
Cookie JJ Triple Choc Chip,01/20/2015,Sides 4313,ea,99.0,112.0,0.0,0,0,112.0,0,111.0,0.5477,60.7947,100.0
Sysco Cup Foam Tall 12 oz,01/20/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/20/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/20/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,01/20/2015,Paper 4314,ea,568.0,1000.0,0.0,0,0,1000.0,0,1039.0,0.0354,36.7806,529.0
Lid 22oz JJ,01/20/2015,Paper 4314,ea,1177.0,0.0,0.0,0,0,0.0,0,748.0,0.012000000000000002,8.976,429.0
Cup 30oz JJ,01/20/2015,Paper 4314,ea,946.0,0.0,0.0,0,0,0.0,0,718.0,0.059000000000000004,42.362,228.0
Lid 30oz JJ,01/20/2015,Paper 4314,ea,952.0,0.0,0.0,0,0,0.0,0,727.0,0.020300000000000002,14.7581,225.0
Napkins,01/20/2015,Paper 4314,Pack 284,9.0,12.0,0.0,0,0,12.0,0,17.0,2.795,47.515,4.0
Bags 8# JJ,01/20/2015,Paper 4314,Box 1000,1.25,0.0,0.0,0,0,0.0,0,0.6,42.46,25.476,0.65
Wrap Sandwich,01/20/2015,Paper 4314,Box 1000,3.5,0.0,0.0,0,0,0.0,0,1.5,22.17673333333333,33.2651,2.0
8X10 Port Pap.,01/20/2015,Paper 4314,Box 500,15.5,0.0,0.0,0,0,0.0,0,5.5,2.735,15.042499999999999,10.0
Straws,01/20/2015,Paper 4314,Box 300,19.0,0.0,0.0,0,0,0.0,0,16.0,1.7575187500000018,28.1203,1.8000000000000007
Pan Liners,01/20/2015,Paper 4314,Box 1000,0.5,0.0,0.0,0,0,0.0,0,0.3,31.145000000000003,9.3435,0.2
Mylar,01/20/2015,Paper 4314,roll 5280,0.75,1.0,0.0,0,0,1.0,0,1.5,82.88193333333334,124.3229,0.25
Cucumber,01/20/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,01/20/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,01/20/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,01/20/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,01/20/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,01/20/2015,Produce 4315,Head Let,82.0,168.0,0.0,0,0,168.0,0,87.0,1.9916999999999998,173.2779,163.0
Tomatoes,01/20/2015,Produce 4315,lb,112.5,100.0,0.0,0,0,100.0,0,75.0,1.1660000000000001,87.45000000000002,137.5
Onions,01/20/2015,Produce 4315,lb,60.0,0.0,0.0,0,0,0.0,0,27.0,0.393,10.611,33.0
Sprouts,01/20/2015,Produce 4315,lb,7.5,12.0,0.0,0,0,12.0,0,10.5,1.6749999999999998,17.5875,9.0
