week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
05/05/2015,Tuesday,2015-05-05,221,2269.2,0,0.0,28.47,2240.73
05/12/2015,Wednesday,2015-05-06,158,1489.74,0,0.0,28.87,1460.87
05/12/2015,Thursday,2015-05-07,231,2181.23,0,0.0,8.89,2172.34
05/12/2015,Friday,2015-05-08,243,2311.92,0,0.0,0.0,2311.92
05/12/2015,Saturday,2015-05-09,237,2450.33,0,0.0,36.56,2413.77
05/12/2015,Sunday,2015-05-10,109,995.97,0,0.0,17.58,978.39
05/12/2015,Monday,2015-05-11,217,1781.29,0,0.0,17.78,1763.51
05/12/2015,Tuesday,2015-05-12,197,2108.6,0,418.0,25.97,1664.63
05/19/2015,Wednesday,2015-05-13,198,2196.91,0,522.5,18.68,1655.73
05/19/2015,Thursday,2015-05-14,244,2764.19,0,548.9,41.63,2173.66
05/19/2015,Friday,2015-05-15,248,2917.85,0,332.72,18.94,2566.19
05/19/2015,Saturday,2015-05-16,218,2188.06,0,0.0,27.47,2160.59
05/19/2015,Sunday,2015-05-17,168,1991.28,0,0.0,36.48,1954.8
05/19/2015,Monday,2015-05-18,232,2118.06,0,0.0,18.54,2099.52
05/19/2015,Tuesday,2015-05-19,247,2400.25,0,0.0,11.07,2389.18
05/26/2015,Wednesday,2015-05-20,212,1938.32,0,0.0,9.27,1929.05
05/26/2015,Thursday,2015-05-21,240,2456.52,0,0.0,29.61,2426.91
05/26/2015,Friday,2015-05-22,222,2503.5,0,0.0,28.08,2475.42
05/26/2015,Saturday,2015-05-23,196,2201.27,0,0.0,29.56,2171.71
05/26/2015,Sunday,2015-05-24,159,1646.6,0,0.0,17.54,1629.06
05/26/2015,Monday,2015-05-25,142,1536.07,0,0.0,54.68,1481.39
05/26/2015,Tuesday,2015-05-26,243,2301.6,0,0.0,15.16,2286.44
06/02/2015,Wednesday,2015-05-27,209,2258.99,0,0.0,39.59,2219.4
06/02/2015,Thursday,2015-05-28,242,2449.09,0,0.0,29.76,2419.33
06/02/2015,Friday,2015-05-29,225,2251.68,0,0.0,28.41,2223.27
06/02/2015,Saturday,2015-05-30,213,2567.43,0,249.5,16.44,2301.49
06/02/2015,Sunday,2015-05-31,189,2225.95,0,0.0,27.31,2198.64
06/02/2015,Monday,2015-06-01,244,2438.39,0,0.0,31.71,2406.68
06/02/2015,Tuesday,2015-06-02,242,2117.34,0,0.0,26.18,2091.16
06/09/2015,Wednesday,2015-06-03,247,2556.98,0,4.99,19.44,2532.55
06/09/2015,Thursday,2015-06-04,264,3758.82,0,0.0,26.33,3732.49
06/09/2015,Friday,2015-06-05,265,2620.9,0,7.27,17.14,2596.49
06/09/2015,Saturday,2015-06-06,225,2539.2,0,0.0,28.31,2510.89
06/09/2015,Sunday,2015-06-07,189,2268.6,0,0.0,17.34,2251.26
06/09/2015,Monday,2015-06-08,226,2134.55,0,0.0,9.27,2125.28
06/09/2015,Tuesday,2015-06-09,219,2131.88,0,0.0,29.12,2102.76
06/16/2015,Wednesday,2015-06-10,248,2453.84,0,0.0,19.44,2434.4
06/16/2015,Thursday,2015-06-11,220,2083.69,0,0.0,20.29,2063.4
06/16/2015,Friday,2015-06-12,230,2499.75,0,0.0,27.81,2471.94
06/16/2015,Saturday,2015-06-13,183,2001.96,0,0.0,31.76,1970.2
06/16/2015,Sunday,2015-06-14,151,1577.06,0,0.0,27.51,1549.55
06/16/2015,Monday,2015-06-15,212,2085.72,0,0.0,26.41,2059.31
06/16/2015,Tuesday,2015-06-16,219,2082.21,0,0.0,17.34,2064.87
06/23/2015,Wednesday,2015-06-17,233,2243.94,0,0.0,41.34,2202.6
06/23/2015,Thursday,2015-06-18,229,2264.3,0,0.0,30.31,2233.99
06/23/2015,Friday,2015-06-19,217,2277.82,0,0.0,20.39,2257.43
06/23/2015,Saturday,2015-06-20,206,2305.07,0,50.65,47.2,2207.22
06/23/2015,Sunday,2015-06-21,134,1237.68,0,0.0,27.31,1210.37
06/23/2015,Monday,2015-06-22,216,1978.24,0,7.88,28.66,1941.7
06/23/2015,Tuesday,2015-06-23,230,2323.71,0,99.75,18.44,2205.52
06/30/2015,Wednesday,2015-06-24,242,2405.98,0,19.36,26.51,2360.11
06/30/2015,Thursday,2015-06-25,210,2004.07,0,0.0,29.56,1974.51
06/30/2015,Friday,2015-06-26,236,2402.96,0,5.89,37.24,2359.83
06/30/2015,Saturday,2015-06-27,206,2040.29,0,0.0,47.25,1993.04
06/30/2015,Sunday,2015-06-28,152,2111.34,0,4.99,26.28,2080.07
06/30/2015,Monday,2015-06-29,217,2304.67,0,5.99,17.44,2281.24
06/30/2015,Tuesday,2015-06-30,183,2174.1,0,0.0,20.29,2153.81
07/07/2015,Wednesday,2015-07-01,208,2306.03,0,11.98,39.93,2254.12
07/07/2015,Thursday,2015-07-02,197,2307.92,0,127.75,39.58,2140.59
07/07/2015,Friday,2015-07-03,184,2468.76,0,0.0,36.98,2431.78
07/07/2015,Saturday,2015-07-04,112,1544.98,0,0.0,36.98,1508.0
07/07/2015,Sunday,2015-07-05,136,1736.73,0,0.0,0.0,1736.73
07/07/2015,Monday,2015-07-06,201,2347.3,0,4.99,38.73,2303.58
07/07/2015,Tuesday,2015-07-07,185,1945.04,0,0.0,20.29,1924.75
07/14/2015,Wednesday,2015-07-08,204,2031.81,0,0.0,30.46,2001.35
07/14/2015,Thursday,2015-07-09,204,2201.87,0,0.0,27.81,2174.06
07/14/2015,Friday,2015-07-10,204,2226.97,0,0.0,18.54,2208.43
07/14/2015,Saturday,2015-07-11,175,2351.13,0,51.04,54.47,2245.62
07/14/2015,Sunday,2015-07-12,153,1908.95,0,4.99,26.71,1877.25
07/14/2015,Monday,2015-07-13,199,2098.01,0,0.0,48.9,2049.11
07/14/2015,Tuesday,2015-07-14,189,1989.76,0,32.98,40.23,1916.55
07/21/2015,Wednesday,2015-07-15,189,2035.04,0,0.0,20.39,2014.65
07/21/2015,Thursday,2015-07-16,201,2451.06,0,10.66,34.78,2405.62
07/21/2015,Friday,2015-07-17,178,2058.15,0,7.58,20.19,2030.38
07/21/2015,Saturday,2015-07-18,171,2179.52,0,22.96,44.18,2112.38
07/21/2015,Sunday,2015-07-19,154,1825.75,0,0.0,20.43,1805.32
07/21/2015,Monday,2015-07-20,199,2279.99,0,0.0,24.43,2255.56
07/21/2015,Tuesday,2015-07-21,183,2285.63,0,197.9,9.07,2078.66
07/28/2015,Wednesday,2015-07-22,198,2172.21,0,0.0,9.17,2163.04
07/28/2015,Thursday,2015-07-23,194,2368.51,0,5.99,28.16,2334.36
07/28/2015,Friday,2015-07-24,179,2029.67,0,0.0,48.36,1981.31
07/28/2015,Saturday,2015-07-25,146,1941.83,0,0.0,18.54,1923.29
07/28/2015,Sunday,2015-07-26,140,1649.61,0,0.0,20.39,1629.22
07/28/2015,Monday,2015-07-27,201,1998.88,0,0.0,18.44,1980.44
07/28/2015,Tuesday,2015-07-28,207,2353.85,0,4.99,29.36,2319.5
08/04/2015,Wednesday,2015-07-29,186,2212.05,0,0.0,30.46,2181.59
08/04/2015,Thursday,2015-07-30,204,2443.53,0,0.0,21.24,2422.29
08/04/2015,Friday,2015-07-31,239,2960.91,0,14.26,19.39,2927.26
08/04/2015,Saturday,2015-08-01,173,2171.33,0,0.0,37.93,2133.4
08/04/2015,Sunday,2015-08-02,160,2021.5,0,5.99,18.44,1997.07
08/04/2015,Monday,2015-08-03,198,2180.49,0,0.0,27.77,2152.72
08/04/2015,Tuesday,2015-08-04,219,2401.64,0,124.65,47.96,2229.03
08/11/2015,Wednesday,2015-08-05,203,2538.26,0,0.0,21.19,2517.07
08/11/2015,Thursday,2015-08-06,225,2521.04,0,18.87,0.0,2502.17
08/11/2015,Friday,2015-08-07,245,3868.2,0,119.55,47.41,3701.24
08/11/2015,Saturday,2015-08-08,156,2009.34,0,0.0,28.76,1980.58
08/11/2015,Sunday,2015-08-09,154,1771.02,0,0.0,41.87,1729.15
08/11/2015,Monday,2015-08-10,173,1829.65,0,0.0,37.93,1791.72
08/11/2015,Tuesday,2015-08-11,210,2206.05,0,4.99,60.77,2140.29
08/18/2015,Wednesday,2015-08-12,180,2077.76,0,0.0,31.41,2046.35
08/18/2015,Thursday,2015-08-13,223,2524.61,0,12.57,43.34,2468.7
08/18/2015,Friday,2015-08-14,220,2599.22,0,0.0,30.66,2568.56
08/18/2015,Saturday,2015-08-15,168,1984.08,0,0.0,37.98,1946.1
08/18/2015,Sunday,2015-08-16,142,1859.77,0,5.89,44.52,1809.36
08/18/2015,Monday,2015-08-17,173,1699.88,0,4.99,29.06,1665.83
08/18/2015,Tuesday,2015-08-18,161,1851.92,0,0.0,31.51,1820.41
08/25/2015,Wednesday,2015-08-19,189,2154.36,0,0.0,19.44,2134.92
08/25/2015,Thursday,2015-08-20,194,2246.67,0,99.8,50.37,2096.5
08/25/2015,Friday,2015-08-21,220,2660.76,0,9.07,31.36,2620.33
08/25/2015,Saturday,2015-08-22,163,2096.86,0,0.0,18.09,2078.77
08/25/2015,Sunday,2015-08-23,152,1875.61,0,0.0,44.02,1831.59
08/25/2015,Monday,2015-08-24,155,1681.53,0,0.0,36.45,1645.08
08/25/2015,Tuesday,2015-08-25,188,1804.05,0,15.01,27.67,1761.37
09/01/2015,Wednesday,2015-08-26,149,1632.36,0,0.0,30.31,1602.05
09/01/2015,Thursday,2015-08-27,183,2043.84,0,74.85,28.71,1940.28
09/01/2015,Friday,2015-08-28,221,2761.69,0,114.93,20.34,2626.42
09/01/2015,Saturday,2015-08-29,173,2341.39,0,0.0,18.24,2323.15
09/01/2015,Sunday,2015-08-30,149,1763.4,0,6.68,19.99,1736.73
09/01/2015,Monday,2015-08-31,167,1783.55,0,18.14,42.94,1722.47
09/01/2015,Tuesday,2015-09-01,187,2054.37,0,14.06,38.43,2001.88
09/08/2015,Wednesday,2015-09-02,192,1931.62,0,4.99,30.46,1896.17
09/08/2015,Thursday,2015-09-03,182,2112.54,0,15.97,20.29,2076.28
09/08/2015,Friday,2015-09-04,210,2267.46,0,5.99,22.54,2238.93
09/08/2015,Saturday,2015-09-05,155,1743.73,0,0.0,16.8,1726.93
09/08/2015,Sunday,2015-09-06,124,1559.9,0,0.0,30.12,1529.78
09/08/2015,Monday,2015-09-07,119,1449.41,0,9.27,24.89,1415.25
09/08/2015,Tuesday,2015-09-08,188,1876.53,0,5.99,38.13,1832.41
09/15/2015,Wednesday,2015-09-09,182,1854.33,0,0.0,27.37,1826.96
09/15/2015,Thursday,2015-09-10,215,2208.36,0,7.94,29.56,2170.86
09/15/2015,Friday,2015-09-11,184,3032.05,0,169.21,37.48,2825.36
09/15/2015,Saturday,2015-09-12,173,2340.97,0,99.98,26.31,2214.68
09/15/2015,Sunday,2015-09-13,158,1954.82,0,0.0,28.16,1926.66
09/15/2015,Monday,2015-09-14,186,2061.13,0,0.0,26.93,2034.2
09/15/2015,Tuesday,2015-09-15,188,2249.5,0,21.32,23.13,2205.05
09/22/2015,Wednesday,2015-09-16,190,2049.75,0,9.98,19.99,2019.78
09/22/2015,Thursday,2015-09-17,204,2183.39,0,0.0,20.49,2162.9
09/22/2015,Friday,2015-09-18,197,2278.49,0,127.75,45.65,2105.09
09/22/2015,Saturday,2015-09-19,191,2229.03,0,0.0,55.92,2173.11
09/22/2015,Sunday,2015-09-20,150,1717.41,0,0.0,33.2,1684.21
09/22/2015,Monday,2015-09-21,196,2365.21,0,30.94,37.25,2297.02
09/22/2015,Tuesday,2015-09-22,188,1906.33,0,0.0,27.82,1878.51
09/29/2015,Wednesday,2015-09-23,189,1876.87,0,14.97,28.52,1833.38
09/29/2015,Thursday,2015-09-24,212,2324.93,0,118.65,9.97,2196.31
09/29/2015,Friday,2015-09-25,181,1934.57,0,74.85,29.11,1830.61
09/29/2015,Saturday,2015-09-26,175,2184.56,0,129.74,42.86,2011.96
09/29/2015,Sunday,2015-09-27,139,1646.58,0,0.0,21.83,1624.75
09/29/2015,Monday,2015-09-28,167,1741.31,0,0.0,25.67,1715.64
09/29/2015,Tuesday,2015-09-29,210,2557.2,0,64.02,29.26,2463.92
10/06/2015,Wednesday,2015-09-30,193,2078.74,0,0.0,30.06,2048.68
10/06/2015,Thursday,2015-10-01,204,2470.49,0,12.87,21.24,2436.38
10/06/2015,Friday,2015-10-02,196,2106.58,0,0.0,37.58,2069.0
10/06/2015,Saturday,2015-10-03,174,2090.92,0,0.0,22.67,2068.25
10/06/2015,Sunday,2015-10-04,139,1665.5,0,0.0,42.75,1622.75
10/06/2015,Monday,2015-10-05,177,1847.84,0,0.0,47.86,1799.98
10/06/2015,Tuesday,2015-10-06,182,1835.23,0,12.17,29.36,1793.7
10/13/2015,Wednesday,2015-10-07,189,2046.95,0,1.39,47.6,1997.96
10/13/2015,Thursday,2015-10-08,186,2018.3,0,4.99,20.29,1993.02
10/13/2015,Friday,2015-10-09,211,2364.07,0,13.98,28.91,2321.18
10/13/2015,Saturday,2015-10-10,172,2070.69,0,0.0,47.85,2022.84
10/13/2015,Sunday,2015-10-11,147,2069.36,0,0.0,39.13,2030.23
10/13/2015,Monday,2015-10-12,179,1874.59,0,0.0,55.63,1818.96
10/13/2015,Tuesday,2015-10-13,190,2231.98,0,8.78,48.8,2174.4
10/20/2015,Wednesday,2015-10-14,221,2291.14,0,0.0,20.09,2271.05
10/20/2015,Thursday,2015-10-15,192,2164.62,0,0.0,38.83,2125.79
10/20/2015,Friday,2015-10-16,201,2162.39,0,0.0,40.43,2121.96
10/20/2015,Saturday,2015-10-17,164,1970.53,0,0.0,49.25,1921.28
10/20/2015,Sunday,2015-10-18,135,1708.65,0,9.98,37.23,1661.44
10/20/2015,Monday,2015-10-19,181,1966.12,0,0.0,54.73,1911.39
10/20/2015,Tuesday,2015-10-20,187,1871.38,0,9.07,47.6,1814.71
10/27/2015,Wednesday,2015-10-21,184,2041.71,0,0.0,21.04,2020.67
10/27/2015,Thursday,2015-10-22,205,2090.53,0,9.98,30.06,2050.49
10/27/2015,Friday,2015-10-23,203,2369.6,0,0.0,27.71,2341.89
10/27/2015,Saturday,2015-10-24,162,2232.19,0,44.66,44.01,2143.52
10/27/2015,Sunday,2015-10-25,132,1554.49,0,0.0,35.24,1519.25
10/27/2015,Monday,2015-10-26,178,1850.04,0,7.27,54.94,1787.83
10/27/2015,Tuesday,2015-10-27,206,2380.52,0,4.99,48.3,2327.23
11/03/2015,Wednesday,2015-10-28,173,1786.41,0,0.0,20.29,1766.12
11/03/2015,Thursday,2015-10-29,215,2391.48,0,0.0,20.49,2370.99
11/03/2015,Friday,2015-10-30,179,2133.75,0,11.97,28.01,2093.77
11/03/2015,Saturday,2015-10-31,171,2326.32,0,0.0,34.3,2292.02
11/03/2015,Sunday,2015-11-01,116,1337.37,0,0.0,47.56,1289.81
11/03/2015,Monday,2015-11-02,165,1628.47,0,6.84,30.06,1591.57
11/03/2015,Tuesday,2015-11-03,190,2142.34,0,0.0,58.12,2084.22
11/10/2015,Wednesday,2015-11-04,208,2216.51,0,1.89,20.29,2194.33
11/10/2015,Thursday,2015-11-05,185,2160.77,0,109.78,29.56,2021.43
11/10/2015,Friday,2015-11-06,199,2189.41,0,99.8,48.85,2040.76
11/10/2015,Saturday,2015-11-07,138,1577.42,0,0.0,47.51,1529.91
11/10/2015,Sunday,2015-11-08,126,1620.62,0,0.0,51.65,1568.97
11/10/2015,Monday,2015-11-09,177,2134.47,0,109.78,18.3,2006.39
11/10/2015,Tuesday,2015-11-10,170,1856.98,0,10.98,56.77,1789.23
11/17/2015,Wednesday,2015-11-11,207,2334.3,0,13.26,20.09,2300.95
11/17/2015,Thursday,2015-11-12,200,2259.5,0,10.66,29.36,2219.48
11/17/2015,Friday,2015-11-13,213,2302.14,0,0.0,45.85,2256.29
11/17/2015,Saturday,2015-11-14,174,1859.84,0,0.0,45.76,1814.08
11/17/2015,Sunday,2015-11-15,143,2104.0,0,82.94,51.68,1969.38
11/17/2015,Monday,2015-11-16,164,2440.01,0,658.68,18.14,1763.19
11/17/2015,Tuesday,2015-11-17,194,2951.04,0,675.04,29.16,2246.84
11/24/2015,Wednesday,2015-11-18,184,2673.01,0,668.66,53.89,1950.46
11/24/2015,Thursday,2015-11-19,186,2917.89,0,553.89,38.63,2325.37
11/24/2015,Friday,2015-11-20,214,2670.55,0,329.34,38.18,2303.03
11/24/2015,Saturday,2015-11-21,180,2388.74,0,131.89,27.31,2229.54
11/24/2015,Sunday,2015-11-22,148,1714.89,0,0.0,44.78,1670.11
11/24/2015,Monday,2015-11-23,180,2259.21,0,18.96,9.07,2231.18
11/24/2015,Tuesday,2015-11-24,191,2177.73,0,35.98,36.68,2105.07
12/01/2015,Wednesday,2015-11-25,183,2182.22,0,8.47,36.35,2137.4
12/01/2015,Thursday,2015-11-26,0,0.0,0,0.0,0.0,0.0
12/01/2015,Friday,2015-11-27,117,1557.47,0,5.99,32.55,1518.93
12/01/2015,Saturday,2015-11-28,132,1928.41,0,8.77,45.86,1873.78
12/01/2015,Sunday,2015-11-29,107,1509.23,0,0.0,36.28,1472.95
12/01/2015,Monday,2015-11-30,176,1867.59,0,0.0,45.66,1821.93
12/01/2015,Tuesday,2015-12-01,191,2015.36,0,4.99,23.53,1986.84
12/08/2015,Wednesday,2015-12-02,198,2266.52,0,10.98,11.02,2244.52
