week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Operating Supplies 5220,Sub Total COGS,Discounted Total COGS,Cash Over Under
10/13/2020,0.030432168403796703,0.12710314309355777,0.03458097282994241,0.012929420438182187,0.031049678318189364,0.014725944025026251,0.0006643227754285638,0,0.2514856498841233,0.2514856498841233,7.32
10/20/2020,0.030309734805680548,0.1275541281453138,0.03473437062883147,0.011556973053226097,0.02530133114816209,0.017297265892604996,0.0005342820765294542,0,0.2472880857503485,0.2472880857503485,46.19
10/27/2020,0.032985577273732816,0.12593424027670033,0.03674123060026679,0.011747189084370559,0.02989697880443332,0.015250874182253057,0.0015661922182257898,0,0.2541222824399827,0.2541222824399827,-2.37
11/03/2020,0.03290369886306487,0.13051997388435677,0.03328153056238502,0.01229289753300016,0.030498191009624333,0.014086645847951962,0.0008524245946510539,0,0.25443536229503416,0.25443536229503416,17.26
11/10/2020,0.03198866469731902,0.13051193348643858,0.033231975661188726,0.011309642274931963,0.03220019253690291,0.018896641673393902,0.0023363156800175313,0,0.2604753660101927,0.2604753660101927,-47.99
11/17/2020,0.034441418520683525,0.1292853658405516,0.033033066294400414,0.012396233073220655,0.030590415378194364,0.014405939382142331,0.0009496013522913655,0,0.25510203984148433,0.2580874941111915,62.36
11/24/2020,0.028210263564069176,0.13110137983724046,0.03512884357823563,0.011435157547657119,0.02587145851569806,0.017723160294340536,0.002175705255300306,0,0.25164596859254135,0.25164596859254135,101.98
12/01/2020,0.0330430297263912,0.12461683911336642,0.033830736167546824,0.012316993999663692,0.026252936489523,0.015094744579511732,0.0050543875818509845,0,0.25020966765785385,0.25020966765785385,51.21
12/08/2020,0.03324549919579685,0.1263805736745034,0.03348599478059209,0.014388601319526175,0.029240498462087358,0.01452388584055774,0.0012532793936970048,0,0.2525183326667606,0.2525183326667606,-18.34
12/15/2020,0.0318367656131189,0.13922771265835504,0.03737437339492978,0.010440722514741539,0.023663631798682954,0.01514883861063686,0.00046522718468888487,0,0.2581572717751539,0.2581572717751539,-45.07
12/22/2020,0.03185738373437652,0.13342480761589995,0.0321632462852523,0.01212469039650991,0.027030855582944078,0.013737262522015703,0.0005802557478023827,0,0.2509185018848008,0.2509185018848008,15.1
12/29/2020,0.03314984774706178,0.13240871044640717,0.034714423539733294,0.013412072595110987,0.02496900552490116,0.016605836587771,0.0025820861247556966,0,0.2578419825657411,0.2578419825657411,-3.44
