week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Operating Supplies 5220,Sub Total COGS,Discounted Total COGS,Cash Over Under
01/07/2020,0.03464081749817255,0.1192435171246708,0.03480211751119004,0.011238789106700004,0.05090792798325752,0.01162741115565243,0.0011774149941421311,0,0.26363799537378546,0.2637631635163236,6.48
01/14/2020,0.03760615751863017,0.17086165475662185,0.041544250789327365,0.01241825764801694,0.006773729552722988,0.026499832528278908,0.0007135995538621357,0,0.29641748234746046,0.2965449988863556,-8.03
01/21/2020,0.03604264856164174,0.11230218900628497,0.027543690214602456,0.01301117967746039,0.025235001293842627,0.008931110555562869,0.0004872041157353189,0,0.22355302342513028,0.22368460064121956,-3.47
01/28/2020,0.03479545181032461,0.13876234531841994,0.03345946501497293,0.014350682149392072,0.018464467707378952,0.022961699316664714,0.0006004636384638979,0,0.26339457495561713,0.26339457495561713,-2.67
02/04/2020,0.03471518558238723,0.13561329709206998,0.035740465096211926,0.012449590436744203,0.02022348008579564,0.014881353007161958,0.0019502175708492038,0,0.2555735888712202,0.2556891541239846,6.43
02/11/2020,0.031980329735060334,0.1346545790285325,0.03487553858270842,0.014284305484774088,0.018494466910669728,-0.03774236221879528,-0.00021440721154800745,0,0.1963324503114017,0.19645654770965837,-15.1
02/18/2020,0.035173301688938535,0.1387261274884275,0.0335354140620956,0.022353157093086908,0.02005395285654454,0.013215406720930635,0.0003963680056972453,0,0.263453727915721,0.2635713747900004,10.89
02/25/2020,0.03964685487902627,0.13652078084930067,0.030332650428254625,0.003915413773368509,0.028772022557734638,0.024526341109201717,0.001378256774823047,0,0.2650923203717095,0.26520542573991646,8.17
03/03/2020,0.03427484255336373,0.14068628908533445,0.03479192758583381,0.013977501729947599,0.019652663885777532,0.012588437489540525,0.0016411968045980392,0,0.25761285913439574,0.2577296160022293,7.59
03/10/2020,0.033765472679945494,0.12184796113709204,0.03585380550415664,0.014997947006094992,0.023505584219599505,0.024738507995249556,0.002125896137552878,0,0.2568351746796911,0.2569113525611385,-4.95
03/17/2020,0.03807744569739258,0.1212536454514939,0.03127225425116459,0.0060190290903938855,0.01539393697350742,0.011818270855500803,-0.0013294784496407095,0,0.22250510386981256,0.22260019226874264,12.45
03/24/2020,0.04704779964758566,0.14680454427616238,0.03489450599485987,0.02160060323647423,0.01857372210327398,0.012243660687379018,0.00020779022530566582,0,0.2813726261710407,0.28150422226053134,-13.14
03/31/2020,0.033266239563469115,0.13950380321827258,0.03841480433959703,0.010323612807382171,0.02054820623799219,0.0176932427703142,0.0008877604222465057,0,0.2606376693592738,0.26078051323805646,22.81
04/07/2020,0.03600835363826529,0.10314334027873731,0.03727557292742623,-0.017512651534532967,0.01675840254795543,0.018501708076870974,0.00045607088963647987,0,0.19463079682435885,0.20010320970696602,-25.03
04/14/2020,0.03282890029061418,0.1462169773204106,0.037456809474898635,0.03349081425518553,0.014481117379896512,0.004224542051434313,0.0004056915595320953,0,0.2691048523319719,0.2739727616136145,-4.24
04/21/2020,0.027324661022212104,0.1420916057714203,0.032837650858053694,0.013835709110480892,0.012879441902829818,0.015599585981327765,0.00022082927940050316,0,0.24478948392572503,0.24561752127020928,9.28
04/28/2020,0.03274569464397066,0.13336788407273298,0.033068378710260825,0.015689888578083924,0.018374522447370457,0.014985193088113583,0.0007201965357732061,0,0.24895175807630557,0.24895175807630557,9.08
05/05/2020,0.025304628276562012,0.09951006024428792,0.032452060934955146,0.005309147993128046,0.018325801505704203,0.013396973091876724,0.0014330167465108606,0,0.1957316887930249,0.1957316887930249,-18.7
05/12/2020,0.029629214666578887,0.12293484299914419,0.04269940754394048,0.01231131591073662,0.022218438549140938,0.011653242051214534,0.0016965242577842133,0,0.2431429859785399,0.2431429859785399,-9.18
05/19/2020,0.03131433182345699,0.12755253437406575,0.03309112944966132,0.024494395026087957,0.015734831850782637,0.015968495127996588,8.931309734683874e-05,0,0.24824503074939805,0.24824503074939805,92.75
05/26/2020,0.03304095815043272,0.10325938253708951,0.03266665167341703,0.027116171105690822,0.014511993577437066,0.014843303503581673,0.0007484153157407986,0,0.22618687586338956,0.22618687586338956,-84.61
06/02/2020,0.03040742791146067,0.12848371266715666,0.0313496675957124,0.011839098905189615,0.019317336327278632,0.020592857245124895,0.0003347070165223786,0,0.24232480766844527,0.24232480766844527,8.08
06/09/2020,0.030949252505752593,0.13079221123803164,0.03061718596321084,0.011673038742526199,0.018272408816223457,0.005766907825816453,0.0011577926504023387,0,0.22922879774196353,0.22922879774196353,19.15
06/16/2020,0.03299124734713258,0.12227337925363586,0.03198173611171431,0.012409906740671897,0.015246078967864469,0.024572197080904853,0.0006560986273130247,0,0.240130644129237,0.240130644129237,10.23
06/23/2020,0.031638313288413114,0.12978138682800536,0.03247711139455213,0.01224566546686522,0.0162017825621437,0.015375906250765172,0.0014795844546690977,0,0.23919975024541376,0.23919975024541376,-21.0
06/30/2020,0.03134942109056472,0.12016121032394153,0.035361799451116616,0.011288501410361678,0.01865378795916458,0.012581136954820866,0.0028250717724355176,0,0.23222092896240548,0.23222092896240548,23.87
07/07/2020,0.033094593208936374,0.13150864451330388,0.032270106965379436,0.01378106485198163,0.017373252152687643,0.01405121683435497,0.0007320388446638592,0,0.24281091737130775,0.24281091737130775,2.68
07/14/2020,0.032095325386376654,0.13283854456758198,0.030912355106947998,0.011515608884138079,0.016536245845047617,0.014729203016788341,0.0014915175193397571,0,0.24011880032622035,0.24011880032622035,32.4
07/21/2020,0.03222082735137733,0.11493194353474595,0.03772694493513022,0.012699824896845716,0.016923201609008325,0.010958943382578345,0.003386139945793002,0,0.22884782565547884,0.22884782565547884,-19.78
07/28/2020,0.0322400231528182,0.1310043495595201,0.03788403296154327,0.01178070750593231,0.017356003400870394,0.01635026683382809,0.0007942569482472074,0,0.24740964036275956,0.24740964036275956,10.17
08/04/2020,0.03405856387607235,0.12722061472270949,0.030009179504939802,0.01204495660992628,0.015834466030866474,0.01174130057261739,0.0019573758160077136,0,0.23286645713313947,0.23286645713313947,-7.42
08/11/2020,0.03176027189586727,0.1335167890057044,0.03417243693252198,0.012404438051318937,0.01787654216524819,0.020517408339738214,0.0011858366415407454,0,0.2514337230319398,0.2514337230319398,-15.84
08/18/2020,0.03197847418193713,0.12654532665031867,0.03523268079518235,0.011985834347677164,0.016760970024806483,0.012024614480207552,0.0010545126349511852,0,0.2355824131150805,0.2355824131150805,1.36
08/25/2020,0.03112438116909075,0.13460841805714344,0.0318287819618652,0.012668228361534225,0.017140734238855454,0.012352365324783147,0.0008863811075920172,0,0.24060929022086425,0.24060929022086425,2.15
09/01/2020,0.03252505053723642,0.1316592993664143,0.031689927627406245,0.012071060473247826,0.01658659662228921,0.018627604325999556,0.000719636919412416,0,0.24387917587200597,0.24387917587200597,4.21
09/08/2020,0.03422557408143483,0.1291545758203359,0.032808233376631524,0.01239246928395691,0.016916572684862054,0.017607530716043093,0.0031091589943915213,0,0.2462141149576559,0.2484329096703315,9.95
09/15/2020,0.033847736505397574,0.14631907188710713,0.03220772532300193,0.014927084164391594,0.022675608691393772,0.012362410805151944,0.0004351534563267144,0,0.2627747908327706,0.2627747908327706,23.78
09/22/2020,0.035158869020966786,0.1143975460899021,0.035494231461833475,0.008394871707516498,0.02645410720890845,0.014290157104755976,0.001247067669904802,0,0.23543685026378808,0.23543685026378808,-12.67
09/29/2020,0.029856557093345757,0.12549686416938557,0.037240347917983835,0.012538096073173997,0.02596439482391816,0.017225009114445123,0.0017041647245591624,0,0.2500254339168116,0.2500254339168116,31.13
10/06/2020,0.030248417471978716,0.12489256530871214,0.03623558672097519,0.012593607249953889,0.031140902532769292,0.014364221910023133,0.0022253082996970073,0,0.25170060949410944,0.25170060949410944,-38.08
