week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Operating Supplies 5220,Sub Total COGS,Discounted Total COGS,Cash Over Under,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost,Manager Freebies,Employee Freebies,Promo,Waste,Total Freebies
03/17/2020,0.03807744569739258,0.1212536454514939,0.03127225425116459,0.0060190290903938855,0.01539393697350742,0.011818270855500803,-0.0013294784496407095,0,0.22250510386981256,0.22260019226874264,12.45,1641.6825,1104.8923,702.9055,394.9655,283.41,0.0,4127.855799999999,0.0,0.0,0.0,0.0,0.0,4127.855799999999,49.13,122.6,172.23,0.0,343.96
03/24/2020,0.04704779964758566,0.14680454427616238,0.03489450599485987,0.02160060323647423,0.01857372210327398,0.012243660687379018,0.00020779022530566582,0,0.2813726261710407,0.28150422226053134,-13.14,1590.403,712.8961,639.1152,336.9064,178.52,0.0,3457.8407,0.0,0.0,0.0,0.0,0.0,3457.8407,78.83,132.49,49.07,0.0,260.39
03/31/2020,0.033266239563469115,0.13950380321827258,0.03841480433959703,0.010323612807382171,0.02054820623799219,0.0176932427703142,0.0008877604222465057,0,0.2606376693592738,0.26078051323805646,22.81,1214.9222,541.1498,478.6147,255.8716,187.01,0.0,2677.5683,0.0,0.0,0.0,0.0,0.0,2677.5683,68.15,94.21,32.2,0.0,194.56
04/07/2020,0.03600835363826529,0.10314334027873731,0.03727557292742623,-0.017512651534532967,0.01675840254795543,0.018501708076870974,0.00045607088963647987,0,0.19463079682435885,0.20010320970696602,-25.03,1471.7826,487.3181,570.6787,289.6597,200.77,0.0,3020.2091,0.0,0.0,0.0,0.0,0.0,3020.2091,68.77,98.89,34.05,0.0,201.70999999999998
04/14/2020,0.03282890029061418,0.1462169773204106,0.037456809474898635,0.03349081425518553,0.014481117379896512,0.004224542051434313,0.0004056915595320953,0,0.2691048523319719,0.2739727616136145,-4.24,1509.4076,710.5858,412.5493,301.4261,181.14,0.0,3115.1088,0.0,0.0,0.0,0.0,0.0,3115.1088,83.59,51.64,19.85,0.0,155.08
04/21/2020,0.027324661022212104,0.1420916057714203,0.032837650858053694,0.013835709110480892,0.012879441902829818,0.015599585981327765,0.00022082927940050316,0,0.24478948392572503,0.24561752127020928,9.28,1274.1943,945.9794,524.777,314.2969,196.08,0.0,3255.3276,0.0,0.0,0.0,0.0,0.0,3255.3276,64.34,65.9,222.93,0.0,353.17
04/28/2020,0.03274569464397066,0.13336788407273298,0.033068378710260825,0.015689888578083924,0.018374522447370457,0.014985193088113583,0.0007201965357732061,0,0.24895175807630557,0.24895175807630557,9.08,1591.0666,923.0763,585.7245,354.9348,246.9,0.0,3701.7022,0.0,0.0,0.0,0.0,0.0,3701.7022,63.96,60.91,172.08,0.0,296.95000000000005
05/05/2020,0.025304628276562012,0.09951006024428792,0.032452060934955146,0.005309147993128046,0.018325801505704203,0.013396973091876724,0.0014330167465108606,0,0.1957316887930249,0.1957316887930249,-18.7,1879.8815,1202.2247,676.0533,430.3093,300.93,0.0,4489.398800000001,0.0,0.0,0.0,0.0,0.0,4489.398800000001,55.3,52.84,669.39,11.18,788.7099999999999
05/12/2020,0.029629214666578887,0.12293484299914419,0.04269940754394048,0.01231131591073662,0.022218438549140938,0.011653242051214534,0.0016965242577842133,0,0.2431429859785399,0.2431429859785399,-9.18,1998.6718,981.9044,539.9931,403.1052,264.63,0.0,4188.3045,0.0,0.0,0.0,0.0,0.0,4188.3045,53.02,82.23,738.83,16.14,890.22
05/19/2020,0.03131433182345699,0.12755253437406575,0.03309112944966132,0.024494395026087957,0.015734831850782637,0.015968495127996588,8.931309734683874e-05,0,0.24824503074939805,0.24824503074939805,92.75,1889.3807,1300.6035,563.7025,429.7971,340.79,0.0,4524.2738,0.0,0.0,0.0,0.0,0.0,4524.2738,38.96,66.48,506.15,0.0,611.5899999999999
05/26/2020,0.03304095815043272,0.10325938253708951,0.03266665167341703,0.027116171105690822,0.014511993577437066,0.014843303503581673,0.0007484153157407986,0,0.22618687586338956,0.22618687586338956,-84.61,1913.6873,1415.4689,391.0447,425.963,315.08,0.0,4461.2439,0.0,0.0,0.0,0.0,0.0,4461.2439,54.69,131.73,304.08,0.0,490.5
06/02/2020,0.03040742791146067,0.12848371266715666,0.0313496675957124,0.011839098905189615,0.019317336327278632,0.020592857245124895,0.0003347070165223786,0,0.24232480766844527,0.24232480766844527,8.08,2145.7546,1223.6264,712.3809,467.3617,325.96,0.0,4875.083600000001,0.0,0.0,0.0,0.0,0.0,4875.083600000001,56.29,34.09,285.25,5.59,381.21999999999997
06/09/2020,0.030949252505752593,0.13079221123803164,0.03061718596321084,0.011673038742526199,0.018272408816223457,0.005766907825816453,0.0011577926504023387,0,0.22922879774196353,0.22922879774196353,19.15,2165.102,1054.6786,1311.3501,518.8145,390.3,0.0,5440.2452,0.0,0.0,0.0,0.0,0.0,5440.2452,89.47,87.7,324.63,5.59,507.39
06/16/2020,0.03299124734713258,0.12227337925363586,0.03198173611171431,0.012409906740671897,0.015246078967864469,0.024572197080904853,0.0006560986273130247,0,0.240130644129237,0.240130644129237,10.23,2055.6287,1254.439,1145.0434,510.1102,343.39,0.0,5308.6113000000005,0.0,0.0,0.0,0.0,0.0,5308.6113000000005,110.38,104.34,504.65,20.87,740.24
06/23/2020,0.031638313288413114,0.12978138682800536,0.03247711139455213,0.01224566546686522,0.0162017825621437,0.015375906250765172,0.0014795844546690977,0,0.23919975024541376,0.23919975024541376,-21.0,2040.6835,1350.5753,1175.5001,522.8939,358.36,0.0,5448.0127999999995,0.0,0.0,0.0,0.0,0.0,5448.0127999999995,63.35,103.37,657.07,0.0,823.7900000000001
06/30/2020,0.03134942109056472,0.12016121032394153,0.035361799451116616,0.011288501410361678,0.01865378795916458,0.012581136954820866,0.0028250717724355176,0,0.23222092896240548,0.23222092896240548,23.87,2254.4681,1473.0255,1142.5425,557.6191,420.85,0.0,5848.5052,0.0,0.0,0.0,0.0,0.0,5848.5052,69.06,69.84,783.7,0.0,922.6
07/07/2020,0.033094593208936374,0.13150864451330388,0.032270106965379436,0.01378106485198163,0.017373252152687643,0.01405121683435497,0.0007320388446638592,0,0.24281091737130775,0.24281091737130775,2.68,1998.8911,1427.8049,1098.6463,518.1517,357.2,0.0,5400.694,0.0,0.0,0.0,0.0,0.0,5400.694,132.91,55.58,626.54,21.73,836.76
07/14/2020,0.032095325386376654,0.13283854456758198,0.030912355106947998,0.011515608884138079,0.016536245845047617,0.014729203016788341,0.0014915175193397571,0,0.24011880032622035,0.24011880032622035,32.4,2081.0219,1466.8103,1013.471,522.2692,404.79,0.0,5488.3624,0.0,0.0,0.0,0.0,0.0,5488.3624,95.76,106.45,397.37,0.0,599.58
07/21/2020,0.03222082735137733,0.11493194353474595,0.03772694493513022,0.012699824896845716,0.016923201609008325,0.010958943382578345,0.003386139945793002,0,0.22884782565547884,0.22884782565547884,-19.78,2135.7357,1396.2821,1046.4022,524.2291,358.72,0.0,5461.369100000001,0.0,0.0,0.0,0.0,0.0,5461.369100000001,82.43,68.36,424.3,0.0,575.09
07/28/2020,0.0322400231528182,0.1310043495595201,0.03788403296154327,0.01178070750593231,0.017356003400870394,0.01635026683382809,0.0007942569482472074,0,0.24740964036275956,0.24740964036275956,10.17,2018.0814,1339.3135,1071.8113,507.1441,425.62,0.0,5361.9703,0.0,0.0,0.0,0.0,0.0,5361.9703,96.07,18.94,402.33,12.79,530.1299999999999
08/04/2020,0.03405856387607235,0.12722061472270949,0.030009179504939802,0.01204495660992628,0.015834466030866474,0.01174130057261739,0.0019573758160077136,0,0.23286645713313947,0.23286645713313947,-7.42,1892.5057,1617.7575,945.3814,510.1713,348.35,0.0,5314.1659,0.0,0.0,0.0,0.0,0.0,5314.1659,121.27,63.99,562.39,0.0,747.65
08/11/2020,0.03176027189586727,0.1335167890057044,0.03417243693252198,0.012404438051318937,0.01787654216524819,0.020517408339738214,0.0011858366415407454,0,0.2514337230319398,0.2514337230319398,-15.84,1936.8322,1179.6189,1160.1591,489.6719,430.66,0.0,5196.9421,0.0,0.0,0.0,0.0,0.0,5196.9421,83.01,97.96,579.93,12.28,773.18
08/18/2020,0.03197847418193713,0.12654532665031867,0.03523268079518235,0.011985834347677164,0.016760970024806483,0.012024614480207552,0.0010545126349511852,0,0.2355824131150805,0.2355824131150805,1.36,2302.9567,875.5209,1253.4391,507.4545,426.0,0.0,5365.3712,150.0,0.0,17.175,0.0,167.175,5532.5462,82.82,29.31,749.51,0.0,861.64
08/25/2020,0.03112438116909075,0.13460841805714344,0.0318287819618652,0.012668228361534225,0.017140734238855454,0.012352365324783147,0.0008863811075920172,0,0.24060929022086425,0.24060929022086425,2.15,2342.7863,983.8604,1280.5033,527.5187,358.1,0.0,5492.7687000000005,0.0,0.0,0.0,0.0,0.0,5492.7687000000005,105.5,44.06,729.96,28.66,908.18
09/01/2020,0.03252505053723642,0.1316592993664143,0.031689927627406245,0.012071060473247826,0.01658659662228921,0.018627604325999556,0.000719636919412416,0,0.24387917587200597,0.24387917587200597,4.21,2118.5351,1175.9525,1255.1638,520.9351,461.18,0.0,5531.766500000001,0.0,0.0,0.0,0.0,0.0,5531.766500000001,69.33,27.61,767.45,6.69,871.0800000000002
09/08/2020,0.03422557408143483,0.1291545758203359,0.032808233376631524,0.01239246928395691,0.016916572684862054,0.017607530716043093,0.0031091589943915213,0,0.2462141149576559,0.2484329096703315,9.95,1859.8519,992.0712,1398.2645,486.6465,388.07,0.0,5124.9041,0.0,0.0,0.0,0.0,0.0,5124.9041,43.83,65.39,601.39,22.87,733.48
09/15/2020,0.033847736505397574,0.14631907188710713,0.03220772532300193,0.014927084164391594,0.022675608691393772,0.012362410805151944,0.0004351534563267144,0,0.2627747908327706,0.2627747908327706,23.78,2134.6596,949.5694,1274.6402,499.0905,428.72,0.0,5286.679700000001,0.0,0.0,0.0,0.0,0.0,5286.679700000001,56.68,19.34,397.82,0.0,473.84
09/22/2020,0.035158869020966786,0.1143975460899021,0.035494231461833475,0.008394871707516498,0.02645410720890845,0.014290157104755976,0.001247067669904802,0,0.23543685026378808,0.23543685026378808,-12.67,2239.1917,1091.8211,1231.6607,522.4261,384.31,0.0,5469.409599999999,0.0,0.0,0.0,0.0,0.0,5469.409599999999,80.69,59.64,591.06,0.0,731.3899999999999
09/29/2020,0.029856557093345757,0.12549686416938557,0.037240347917983835,0.012538096073173997,0.02596439482391816,0.017225009114445123,0.0017041647245591624,0,0.2500254339168116,0.2500254339168116,31.13,2049.8462,1121.7132,1195.5377,500.0326,398.77,0.0,5265.8997,0.0,0.0,0.0,0.0,0.0,5265.8997,71.71,42.86,610.9,28.47,753.94
10/06/2020,0.030248417471978716,0.12489256530871214,0.03623558672097519,0.012593607249953889,0.031140902532769292,0.014364221910023133,0.0022253082996970073,0,0.25170060949410944,0.25170060949410944,-38.08,1990.7583,1333.0671,1260.5511,524.9111,447.39,0.0,5556.6776,0.0,0.0,0.0,0.0,0.0,5556.6776,51.79,109.7,536.67,33.04,731.1999999999999
10/13/2020,0.030432168403796703,0.12710314309355777,0.03458097282994241,0.012929420438182187,0.031049678318189364,0.014725944025026251,0.0006643227754285638,0,0.2514856498841233,0.2514856498841233,7.32,1849.2831,1261.6494,1304.991,505.6232,480.01,0.0,5401.5567,0.0,0.0,0.0,0.0,0.0,5401.5567,109.51,152.48,644.7,0.0,906.69
10/20/2020,0.030309734805680548,0.1275541281453138,0.03473437062883147,0.011556973053226097,0.02530133114816209,0.017297265892604996,0.0005342820765294542,0,0.2472880857503485,0.2472880857503485,46.19,1732.4346,1321.5901,1343.3488,503.4993,430.26,0.0,5331.1328,0.0,0.0,0.0,0.0,0.0,5331.1328,76.29,139.31,873.16,0.0,1088.76
10/27/2020,0.032985577273732816,0.12593424027670033,0.03674123060026679,0.011747189084370559,0.02989697880443332,0.015250874182253057,0.0015661922182257898,0,0.2541222824399827,0.2541222824399827,-2.37,1893.5243,1139.21,1265.6093,492.1603,467.82,0.0,5258.323899999999,0.0,0.0,0.0,0.0,0.0,5258.323899999999,68.15,111.68,679.49,0.0,859.32
11/03/2020,0.03290369886306487,0.13051997388435677,0.03328153056238502,0.01229289753300016,0.030498191009624333,0.014086645847951962,0.0008524245946510539,0,0.25443536229503416,0.25443536229503416,17.26,1810.3849,1199.881,1347.5382,498.9686,451.81,0.0,5308.582700000001,0.0,0.0,0.0,0.0,0.0,5308.582700000001,70.72,104.37,1000.67,0.0,1175.76
11/10/2020,0.03198866469731902,0.13051193348643858,0.033231975661188726,0.011309642274931963,0.03220019253690291,0.018896641673393902,0.0023363156800175313,0,0.2604753660101927,0.2604753660101927,-47.99,1845.5933,1262.4792,1314.0795,506.3364,442.53,0.0,5371.0184,0.0,0.0,0.0,0.0,0.0,5371.0184,50.82,89.33,807.27,0.0,947.42
11/17/2020,0.034441418520683525,0.1292853658405516,0.033033066294400414,0.012396233073220655,0.030590415378194364,0.014405939382142331,0.0009496013522913655,0,0.25510203984148433,0.2580874941111915,62.36,1985.9173,1046.1304,1223.3615,487.2444,443.63,0.0,5186.2836,0.0,0.0,0.0,0.0,0.0,5186.2836,37.85,76.51,420.1,0.0,534.46
11/24/2020,0.028210263564069176,0.13110137983724046,0.03512884357823563,0.011435157547657119,0.02587145851569806,0.017723160294340536,0.002175705255300306,0,0.25164596859254135,0.25164596859254135,101.98,2457.3782,1167.515,1435.3271,579.3952,502.28,0.0,6141.8955000000005,0.0,0.0,0.0,0.0,0.0,6141.8955000000005,22.42,117.82,486.92,0.0,627.1600000000001
12/01/2020,0.0330430297263912,0.12461683911336642,0.033830736167546824,0.012316993999663692,0.026252936489523,0.015094744579511732,0.0050543875818509845,0,0.25020966765785385,0.25020966765785385,51.21,1769.3803,966.877,1106.7248,440.0215,290.83,0.0,4573.8336,0.0,0.0,0.0,0.0,0.0,4573.8336,48.24,61.79,770.67,0.0,880.6999999999999
12/08/2020,0.03324549919579685,0.1263805736745034,0.03348599478059209,0.014388601319526175,0.029240498462087358,0.01452388584055774,0.0012532793936970048,0,0.2525183326667606,0.2525183326667606,-18.34,2091.7226,1176.9516,1252.5057,517.6751,491.74,0.0,5530.595,0.0,0.0,0.0,0.0,0.0,5530.595,79.29,50.34,790.64,0.0,920.27
12/15/2020,0.0318367656131189,0.13922771265835504,0.03737437339492978,0.010440722514741539,0.023663631798682954,0.01514883861063686,0.00046522718468888487,0,0.2581572717751539,0.2581572717751539,-45.07,2011.0787,1192.7166,1235.878,508.3426,528.73,0.0,5476.7459,0.0,0.0,0.0,0.0,0.0,5476.7459,33.27,103.58,732.01,16.77,885.63
12/22/2020,0.03185738373437652,0.13342480761589995,0.0321632462852523,0.01212469039650991,0.027030855582944078,0.013737262522015703,0.0005802557478023827,0,0.2509185018848008,0.2509185018848008,15.1,2211.1266,1166.1328,1310.1839,536.7123,480.54,0.0,5704.6956,0.0,0.0,0.0,0.0,0.0,5704.6956,78.6,34.19,915.56,0.0,1028.35
12/29/2020,0.03314984774706178,0.13240871044640717,0.034714423539733294,0.013412072595110987,0.02496900552490116,0.016605836587771,0.0025820861247556966,0,0.2578419825657411,0.2578419825657411,-3.44,1608.5248,1070.064,947.3215,415.1667,315.86,0.0,4356.937,0.0,0.0,0.0,0.0,0.0,4356.937,0.0,39.46,450.76,0.0,490.21999999999997
