week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
01/07/2020,Wednesday,2020-01-01,59,957.03,0,6.39,21.22,929.42
01/07/2020,Thursday,2020-01-02,160,1817.3,0,7.67,50.23,1759.4
01/07/2020,Friday,2020-01-03,187,2004.16,0,16.53,51.61,1936.02
01/07/2020,Saturday,2020-01-04,129,1815.62,0,0.0,6.39,1809.23
01/07/2020,Sunday,2020-01-05,110,1559.59,0,5.39,0.0,1554.2
01/07/2020,Monday,2020-01-06,187,2106.07,0,0.0,11.75,2094.32
01/07/2020,Tuesday,2020-01-07,139,1724.11,0,0.0,62.08,1662.03
01/14/2020,Wednesday,2020-01-08,153,1877.2,0,9.47,11.75,1855.98
01/14/2020,Thursday,2020-01-09,148,1723.82,0,5.39,52.12,1666.31
01/14/2020,Friday,2020-01-10,134,1535.7,0,0.0,0.0,1535.7
01/14/2020,Saturday,2020-01-11,132,1911.36,0,0.0,35.29,1876.07
01/14/2020,Sunday,2020-01-12,110,1261.96,0,19.09,26.99,1215.88
01/14/2020,Monday,2020-01-13,142,1730.39,0,0.0,0.0,1730.39
01/14/2020,Tuesday,2020-01-14,134,1722.75,0,5.39,0.0,1717.36
01/21/2020,Wednesday,2020-01-15,155,1698.9,0,23.1,40.76,1635.04
01/21/2020,Thursday,2020-01-16,149,1616.99,0,36.23,11.75,1569.01
01/21/2020,Friday,2020-01-17,160,1837.37,0,0.0,52.12,1785.25
01/21/2020,Saturday,2020-01-18,134,1816.36,0,107.92,9.47,1698.97
01/21/2020,Sunday,2020-01-19,104,1319.1,0,12.78,9.77,1296.55
01/21/2020,Monday,2020-01-20,154,1704.91,0,9.08,0.0,1695.83
01/21/2020,Tuesday,2020-01-21,143,1406.52,0,5.39,0.0,1401.13
01/28/2020,Wednesday,2020-01-22,149,1561.76,0,0.0,0.0,1561.76
01/28/2020,Thursday,2020-01-23,158,1541.43,0,3.0,59.0,1479.43
01/28/2020,Friday,2020-01-24,165,1902.08,0,35.07,0.0,1867.01
01/28/2020,Saturday,2020-01-25,137,1738.67,0,0.0,12.78,1725.89
01/28/2020,Sunday,2020-01-26,117,1473.57,0,0.0,11.75,1461.82
01/28/2020,Monday,2020-01-27,132,1470.13,0,0.0,20.22,1449.91
01/28/2020,Tuesday,2020-01-28,157,1696.23,0,5.39,30.5,1660.34
02/04/2020,Wednesday,2020-01-29,153,1877.56,0,12.78,11.75,1853.03
02/04/2020,Thursday,2020-01-30,141,1697.94,0,16.54,40.76,1640.64
02/04/2020,Friday,2020-01-31,159,1838.17,0,16.94,0.0,1821.23
02/04/2020,Saturday,2020-02-01,149,2170.14,0,18.7,9.47,2141.97
02/04/2020,Sunday,2020-02-02,105,1805.56,0,10.78,18.73,1776.05
02/04/2020,Monday,2020-02-03,147,1703.29,0,7.37,0.0,1695.92
