week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Produce 4315,Discounts,Delivery Charges,Invoice Totals
01/07/2020,11785117 (5169883),01/02/2020,0,Nogales Produce,0,284.0,0.0,0.0,284.0
01/07/2020,11787176 (5169891),01/07/2020,0,Nogales Produce,0,328.0,0.0,0.0,328.0
01/14/2020,11789528 (5184178),01/13/2020,0,Nogales Produce,0,241.0,0.0,0.0,241.0
01/21/2020,11792304 (5196480),01/18/2020,0,Nogales Produce,0,237.0,0.0,0.0,237.0
01/28/2020,11795861 (5210178),01/27/2020,0,Nogales Produce,0,289.5,0.0,0.0,289.5
02/04/2020,11798809 (5223056),02/03/2020,0,Nogales Produce,0,166.0,0.0,0.0,166.0
02/11/2020,11801423 (5235790),02/07/2020,0,Nogales Produce,0,183.0,0.0,0.0,183.0
02/18/2020,11804565 (5247985),02/14/2020,0,Nogales Produce,0,228.02,0.0,0.0,228.02
02/25/2020,11806256 (5261291),02/20/2020,0,Nogales Produce,0,250.77,0.0,0.0,250.77
02/25/2020,11808691 (5261296),02/24/2020,0,Nogales Produce,0,312.0,0.0,0.0,312.0
03/03/2020,11812639 (5273047),03/03/2020,0,Nogales Produce,0,248.5,0.0,0.0,248.5
03/10/2020,11814784 (5285440),03/07/2020,0,Nogales Produce,0,188.84,0.0,0.0,188.84
03/17/2020,11818197 (5297523),03/13/2020,0,Nogales Produce,0,222.38,0.0,0.0,222.38
03/24/2020,0,0,0,0,0,0.0,0.0,0.0,0.0
03/31/2020,11824535 (5313286),03/26/2020,0,Nogales Produce,0,213.63,0.0,0.0,213.63
04/07/2020,11829686 (5321241),04/07/2020,0,Nogales Produce,0,136.01,0.0,0.0,136.01
04/14/2020,11833204 (5329184),04/14/2020,0,Nogales Produce,0,90.5,0.0,0.0,90.5
04/21/2020,11835792 (5338682),04/20/2020,0,Nogales Produce,0,217.0,0.0,0.0,217.0
04/28/2020,11838396 (5348665),04/24/2020,0,Nogales Produce,0,171.96,0.0,0.0,171.96
04/28/2020,11839835 (5348668),04/28/2020,0,Nogales Produce,0,217.0,0.0,0.0,217.0
05/05/2020, (5359639),05/04/2020,0,Nogales Produce,0,179.24,0.0,0.0,179.24
05/12/2020,11852378 (5370381),05/08/2020,0,Nogales Produce,0,193.0,0.0,0.0,193.0
05/19/2020,11854757 (5381441),05/13/2020,0,Nogales Produce,0,162.63,0.0,0.0,162.63
05/19/2020,11857403 (5381444),05/18/2020,0,Nogales Produce,0,179.0,0.0,0.0,179.0
05/26/2020,11860500 (5391756),05/22/2020,0,Nogales Produce,0,158.0,0.0,0.0,158.0
06/02/2020,11863469 (5399026),05/28/2020,0,Nogales Produce,0,217.63,0.0,0.0,217.63
06/02/2020,11865074 (5399031),06/01/2020,0,Nogales Produce,0,195.0,0.0,0.0,195.0
06/09/2020,060920-2 (5411044),06/09/2020,0,Local SuperMarket,0,37.78,0.0,0.0,37.78
06/09/2020,11867683 (5411046),06/06/2020,0,Nogales Produce,0,178.0,0.0,0.0,178.0
06/16/2020,11869322 (5413839),06/10/2020,0,Nogales Produce,0,114.76,0.0,0.0,114.76
06/16/2020,061520 (5420865),06/15/2020,0,Local SuperMarket,0,3.96,0.0,0.0,3.96
06/16/2020,11871122 (5420878),06/13/2020,0,Nogales Produce,0,140.0,0.0,0.0,140.0
06/16/2020,11872192 (5420895),06/16/2020,0,Nogales Produce,0,192.17,0.0,0.0,192.17
06/23/2020,062220 (5428784),06/22/2020,0,Local SuperMarket,0,9.95,0.0,0.0,9.95
06/23/2020,11875132 (5434312),06/22/2020,0,Nogales Produce,0,172.17,0.0,0.0,172.17
06/30/2020,11877849 (5440618),06/26/2020,0,Nogales Produce,0,222.0,0.0,0.0,222.0
06/30/2020,11878014 (5440622),06/27/2020,0,Nogales Produce,0,18.0,0.0,0.0,18.0
06/30/2020,11878637 (5441527),06/29/2020,0,Nogales Produce,0,170.88,0.0,0.0,170.88
06/30/2020,Transfer OUT - 525999,06/26/2020,06/26/2020,"1367 - Preston Rd, Dallas, TX ",0,-20.0,0.0,0.0,-20.0
07/07/2020,20000642 (5450328),07/03/2020,0,Nogales Produce,0,202.0,0.0,0.0,202.0
