week_ending_date,Manager_usd,InShop_usd,Driver_usd,Tip Credit_usd,TAX_usd,DMR_usd,PenaltyPay_usd,Manager_prcnt_as_dec,InShop_prcnt_as_dec,Driver_prcnt_as_dec,Tip Credit_prcnt_as_dec,TAX_prcnt_as_dec,DMR_prcnt_as_dec,PenaltyPay_prcnt_as_dec
01/07/2020,1961.2196000000001,953.5255000000001,614.6747,0,404.1185671,295.0,0,0.16365480962759976,0.07956734379850267,0.051291793642793494,0,0.03372184693938858,0.024616401365834772,0
01/14/2020,2145.8736,1117.0639,662.6772,0,449.4828831499999,350.5499999999999,0,0.18242291625223792,0.09496274816843746,0.05633486863246163,0,0.03821100103458418,0.02980061513978362,0
01/21/2020,2003.8682000000001,1058.7273,380.3117,0,394.2128744,274.18,0,0.17577559944386698,0.09286959382113394,0.03336023648811638,0,0.03457962170673193,0.0240505607382359,0
01/28/2020,2296.5467999999996,1207.0863,373.1059,0,443.88661549999995,308.88000000000005,0,0.20173691372090505,0.10603479308881776,0.03277496141470344,0,0.03899259351169681,0.027133127837896957,0
02/04/2020,1983.0066,1277.8738,440.26239999999996,0,423.78085059999995,309.77000000000004,0,0.15277777264154432,0.09845187246526879,0.03391935702575102,0,0.03264956074417859,0.023865765565869116,0
02/11/2020,1963.7612,1361.5303000000001,395.70709999999997,0,426.05433969999996,287.55,0,0.1624651038116102,0.1126415785850911,0.03273748105446386,0,0.03524815671515841,0.023789471245805507,0
02/18/2020,1993.2255,1459.2912999999999,598.3461,0,463.8238020499999,331.88,0,0.1563311665393466,0.11445404007209399,0.04692903226818467,0,0.036378280351717085,0.0260297630905677,0
02/25/2020,2246.2675999999997,1347.7958999999998,569.1198,0,476.68448784999987,301.48999999999995,0,0.16937661599294823,0.1016286343582439,0.04291366968859077,0,0.035943716344555135,0.022733424973816106,0
03/03/2020,2098.8250000000003,1215.5414999999998,575.3763,0,445.37555059999994,294.0499999999999,0,0.16336815542051547,0.09461521217447212,0.04478608974244214,0,0.0346671028651357,0.02288823799097235,0
03/10/2020,1747.2063999999998,1207.2961,820.0833000000001,0,432.19007409999995,294.17,0,0.1330984820033564,0.09196925917772071,0.06247220840440096,0,0.032923324227537236,0.022409247385384665,0
03/17/2020,1641.6825000000001,1104.8923000000002,702.9055,0,394.96549435,283.41,0,0.156104960476507,0.10506243979715744,0.06683815859413703,0,0.03755663649036326,0.02694900314076982,0
03/24/2020,1590.403,712.8961,639.1152,0,336.90643735,178.52,0,0.20929081551412618,0.09381433897310308,0.08410506105400571,0,0.0443355696794714,0.02349253389586275,0
03/31/2020,1214.9222,541.1498,478.61469999999997,0,255.87162715,187.01,0,0.17354419946719235,0.07729993643447396,0.0683671801904109,0,0.036549695692542836,0.02671323377114982,0
04/07/2020,1471.7826,487.3181,570.6786999999999,0,289.65974129999995,200.76999999999998,0,0.20135505151592675,0.06667014620919119,0.07807473674273775,0,0.03962844249656947,0.02746740836102602,0
04/14/2020,1509.4076000000002,710.5858,412.5493,0,301.42613915,181.14000000000001,0,0.18369148164554808,0.08647668028058629,0.05020631416512922,0,0.036682877512449676,0.02204432718191864,0
04/21/2020,1274.1942999999999,945.9793999999999,524.7769999999999,0,314.29685514999994,196.08,0,0.10550804645289502,0.0783306270312791,0.0434534953526404,0,0.02602495333181526,0.016236156250646904,0
04/28/2020,1591.0665999999999,923.0763,585.7245,0,354.93481729999996,246.9,0,0.12203461772396172,0.07079984169144711,0.04492499902207653,0,0.027223457991092073,0.018937200439030116,0
05/05/2020,1879.8815,1202.2247,676.0532999999999,0,430.3092627499999,300.92999999999995,0,0.11655050147774272,0.0745365554551863,0.04191453085776036,0,0.026678681802033928,0.01865731558595428,0
05/12/2020,1998.6717999999996,981.9044,539.9931,0,403.10518484999994,264.63000000000005,0,0.13156946876439995,0.06463724573760779,0.035546909354222896,0,0.026535789931538406,0.01742018300309394,0
05/19/2020,1889.3807000000002,1300.6035000000002,563.7025,0,429.79712715000005,340.7900000000001,0,0.12147897371272058,0.0836231567238791,0.036243622674506454,0,0.027634088731221654,0.021911317000093234,0
05/26/2020,1913.6873,1415.4689,391.04470000000003,0,425.96300304999994,315.08,0,0.13041996092213937,0.09646581164253094,0.026650140016506205,0,0.029029861990544706,0.021473059515704405,0
