week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
01/07/2020,1961.2196,953.5255,614.6747,404.1186,295.0,0.0,4228.5384,0.0,0.0,0.0,0.0,0.0,4228.5384
01/14/2020,2145.8736,1117.0639,662.6772,449.4829,350.55,0.0,4725.6476,0.0,0.0,0.0,0.0,0.0,4725.6476
01/21/2020,2003.8682,1058.7273,380.3117,394.2129,274.18,0.0,4111.3000999999995,0.0,0.0,0.0,0.0,0.0,4111.3000999999995
01/28/2020,2296.5468,1207.0863,373.1059,443.8866,308.88,0.0,4629.5056,0.0,0.0,0.0,0.0,0.0,4629.5056
02/04/2020,1983.0066,1277.8738,440.2624,423.7809,309.77,0.0,4434.6937,0.0,0.0,0.0,0.0,0.0,4434.6937
02/11/2020,1963.7612,1361.5303,395.7071,426.0543,287.55,0.0,4434.6029,0.0,0.0,0.0,0.0,0.0,4434.6029
02/18/2020,1993.2255,1459.2913,598.3461,463.8238,331.88,0.0,4846.5667,0.0,0.0,0.0,0.0,0.0,4846.5667
02/25/2020,2246.2676,1347.7959,569.1198,476.6845,301.49,0.0,4941.357800000001,0.0,0.0,0.0,0.0,0.0,4941.357800000001
03/03/2020,2098.825,1215.5415,575.3763,445.3756,294.05,0.0,4629.1684000000005,0.0,0.0,0.0,0.0,0.0,4629.1684000000005
03/10/2020,1747.2064,1207.2961,820.0833,432.1901,294.17,0.0,4500.9459,0.0,0.0,0.0,0.0,0.0,4500.9459
03/17/2020,1641.6825,1104.8923,702.9055,394.9655,283.41,0.0,4127.855799999999,0.0,0.0,0.0,0.0,0.0,4127.855799999999
03/24/2020,1590.403,712.8961,639.1152,336.9064,178.52,0.0,3457.8407,0.0,0.0,0.0,0.0,0.0,3457.8407
03/31/2020,1214.9222,541.1498,478.6147,255.8716,187.01,0.0,2677.5683,0.0,0.0,0.0,0.0,0.0,2677.5683
04/07/2020,1471.7826,487.3181,570.6787,289.6597,200.77,0.0,3020.2091,0.0,0.0,0.0,0.0,0.0,3020.2091
04/14/2020,1509.4076,710.5858,412.5493,301.4261,181.14,0.0,3115.1088,0.0,0.0,0.0,0.0,0.0,3115.1088
04/21/2020,1274.1943,945.9794,524.777,314.2969,196.08,0.0,3255.3276,0.0,0.0,0.0,0.0,0.0,3255.3276
04/28/2020,1591.0666,923.0763,585.7245,354.9348,246.9,0.0,3701.7022,0.0,0.0,0.0,0.0,0.0,3701.7022
05/05/2020,1879.8815,1202.2247,676.0533,430.3093,300.93,0.0,4489.398800000001,0.0,0.0,0.0,0.0,0.0,4489.398800000001
05/12/2020,1998.6718,981.9044,539.9931,403.1052,264.63,0.0,4188.3045,0.0,0.0,0.0,0.0,0.0,4188.3045
05/19/2020,1889.3807,1300.6035,563.7025,429.7971,340.79,0.0,4524.2738,0.0,0.0,0.0,0.0,0.0,4524.2738
05/26/2020,1913.6873,1415.4689,391.0447,425.963,315.08,0.0,4461.2439,0.0,0.0,0.0,0.0,0.0,4461.2439
06/02/2020,2145.7546,1223.6264,712.3809,467.3617,325.96,0.0,4875.083600000001,0.0,0.0,0.0,0.0,0.0,4875.083600000001
06/09/2020,2165.102,1054.6786,1311.3501,518.8145,390.3,0.0,5440.2452,0.0,0.0,0.0,0.0,0.0,5440.2452
06/16/2020,2055.6287,1254.439,1145.0434,510.1102,343.39,0.0,5308.6113000000005,0.0,0.0,0.0,0.0,0.0,5308.6113000000005
