week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
06/23/2020,2040.6835,1350.5753,1175.5001,522.8939,358.36,0.0,5448.0127999999995,0.0,0.0,0.0,0.0,0.0,5448.0127999999995
06/30/2020,2254.4681,1473.0255,1142.5425,557.6191,420.85,0.0,5848.5052,0.0,0.0,0.0,0.0,0.0,5848.5052
07/07/2020,1998.8911,1427.8049,1098.6463,518.1517,357.2,0.0,5400.694,0.0,0.0,0.0,0.0,0.0,5400.694
07/14/2020,2081.0219,1466.8103,1013.471,522.2692,404.79,0.0,5488.3624,0.0,0.0,0.0,0.0,0.0,5488.3624
07/21/2020,2135.7357,1396.2821,1046.4022,524.2291,358.72,0.0,5461.369100000001,0.0,0.0,0.0,0.0,0.0,5461.369100000001
07/28/2020,2018.0814,1339.3135,1071.8113,507.1441,425.62,0.0,5361.9703,0.0,0.0,0.0,0.0,0.0,5361.9703
08/04/2020,1892.5057,1617.7575,945.3814,510.1713,348.35,0.0,5314.1659,0.0,0.0,0.0,0.0,0.0,5314.1659
08/11/2020,1936.8322,1179.6189,1160.1591,489.6719,430.66,0.0,5196.9421,0.0,0.0,0.0,0.0,0.0,5196.9421
08/18/2020,2302.9567,875.5209,1253.4391,507.4545,426.0,0.0,5365.3712,150.0,0.0,17.175,0.0,167.175,5532.5462
08/25/2020,2342.7863,983.8604,1280.5033,527.5187,358.1,0.0,5492.7687000000005,0.0,0.0,0.0,0.0,0.0,5492.7687000000005
09/01/2020,2118.5351,1175.9525,1255.1638,520.9351,461.18,0.0,5531.766500000001,0.0,0.0,0.0,0.0,0.0,5531.766500000001
09/08/2020,1859.8519,992.0712,1398.2645,486.6465,388.07,0.0,5124.9041,0.0,0.0,0.0,0.0,0.0,5124.9041
09/15/2020,2134.6596,949.5694,1274.6402,499.0905,428.72,0.0,5286.679700000001,0.0,0.0,0.0,0.0,0.0,5286.679700000001
09/22/2020,2239.1917,1091.8211,1231.6607,522.4261,384.31,0.0,5469.409599999999,0.0,0.0,0.0,0.0,0.0,5469.409599999999
09/29/2020,2049.8462,1121.7132,1195.5377,500.0326,398.77,0.0,5265.8997,0.0,0.0,0.0,0.0,0.0,5265.8997
10/06/2020,1990.7583,1333.0671,1260.5511,524.9111,447.39,0.0,5556.6776,0.0,0.0,0.0,0.0,0.0,5556.6776
10/13/2020,1849.2831,1261.6494,1304.991,505.6232,480.01,0.0,5401.5567,0.0,0.0,0.0,0.0,0.0,5401.5567
10/20/2020,1732.4346,1321.5901,1343.3488,503.4993,430.26,0.0,5331.1328,0.0,0.0,0.0,0.0,0.0,5331.1328
10/27/2020,1893.5243,1139.21,1265.6093,492.1603,467.82,0.0,5258.323899999999,0.0,0.0,0.0,0.0,0.0,5258.323899999999
11/03/2020,1810.3849,1199.881,1347.5382,498.9686,451.81,0.0,5308.582700000001,0.0,0.0,0.0,0.0,0.0,5308.582700000001
11/10/2020,1845.5933,1262.4792,1314.0795,506.3364,442.53,0.0,5371.0184,0.0,0.0,0.0,0.0,0.0,5371.0184
11/17/2020,1985.9173,1046.1304,1223.3615,487.2444,443.63,0.0,5186.2836,0.0,0.0,0.0,0.0,0.0,5186.2836
11/24/2020,2457.3782,1167.515,1435.3271,579.3952,502.28,0.0,6141.8955000000005,0.0,0.0,0.0,0.0,0.0,6141.8955000000005
12/01/2020,1769.3803,966.877,1106.7248,440.0215,290.83,0.0,4573.8336,0.0,0.0,0.0,0.0,0.0,4573.8336
12/08/2020,2091.7226,1176.9516,1252.5057,517.6751,491.74,0.0,5530.595,0.0,0.0,0.0,0.0,0.0,5530.595
12/15/2020,2011.0787,1192.7166,1235.878,508.3426,528.73,0.0,5476.7459,0.0,0.0,0.0,0.0,0.0,5476.7459
12/22/2020,2211.1266,1166.1328,1310.1839,536.7123,480.54,0.0,5704.6956,0.0,0.0,0.0,0.0,0.0,5704.6956
12/29/2020,1608.5248,1070.064,947.3215,415.1667,315.86,0.0,4356.937,0.0,0.0,0.0,0.0,0.0,4356.937
